	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	三連単:的中	三連単:配当	三連単:人気
200850111205	ダ	右	1400	晴	良	13:10	F1一　2歳		2008-11-12	14	園田	5	(馬齢)		8	250	1	8	120	1	3	340	6	3-8	3110	13	3-8	880	11	6-8	250	1	3-6	2,710	29	8=>3	4670	14	3-6-8	3710	14	3,8,1,4,9,10,11,6,(2,7),5	3,8-1,9,4,10,(6,11),7,2,5	3,8-6,(5,9),(1,4),10,11,7,2	3865941101172			6.0	250	4.0	3-7	2040.0	8.0	8=>3=>6	23740.0	76.0
200850111206	ダ	右	1400	晴	良	13:40	セカンドトライ競走		2008-11-12	14	園田	5	(馬齢)		9	1420	6	9	190	4	6	120	2	6-9	2040	7	6-9	480	8	9-10	400	7	6-10	150	1	9=>6	5600	19	6-9-10	890	3	4,9,3,10,1,7,(2,5),6,8	4,9,10,3,(1,7),5,2,6,8	9,10,4,7,5,3,1,6,(2,8)	9,10,4,5,6,(3,7),8,2,1			10.0	120	1.0	6-8	260.0	1.0	9=>6=>10	14430.0	44.0
200850111207	ダ	右	1230	晴	良	14:10	A2二　3歳以上 		2008-11-12	14	園田	5	(見込)		2	160	1	2	100	1	8	110	2	2-8	270	1	2-8	130	1	2-5	170	2	5-8	220	3	2=>8	460	1	2-5-8	290	1	6,8,2,(4,7),5,1,3	68274513	82654731	(2,8),5,4,6,3,1,7			5.0	120	3.0				2=>8=>5	860.0	1.0
200850111208	ダ	右	1400	晴	良	14:40	C5二　3歳以上		2008-11-12	14	園田	5	(見込)		6	150	1	6	100	1	8	100	2	6-8	190	1	6-8	130	1	3-6	300	3	3-8	340	5	6=>8	270	1	3-6-8	570	2	12,8,9,11,10,2,(3,4),6,1,5,7	128911102436157	6,8,12,9,11,3,10,(1,4),2,(5,7)	(6,8),12,11,9,3,(1,2,4),10,7,5			3.0	140	3.0	5-6	190.0	1.0	6=>8=>3	1170.0	2.0
200850111209	ダ	右	1400	晴	良	15:15	但馬牧場公園まきば杯 		2008-11-12	14	園田	5	(見込)		1	130	1	1	100	1	4	100	2	1-4	150	1	1-4	130	1	1-6	280	4	4-6	380	5	1=>4	190	1	1-4-6	490	2	1,6,8,9,2,4,5,(3,7)	169842537	1,6,(4,9),8,5,2,3,7	1,6,(4,8),9,(2,5),3,7			6.0	130	3.0	1-4	140.0	1.0	1=>4=>6	840.0	2.0
200850111210	ダ	右	1870	晴	良	15:55	円山川特別 		2008-11-12	14	園田	5	(見込)		7	410	3	7	110	3	11	100	1	7-11	300	1	7-11	120	1	1-7	170	3	1-11	120	2	7=>11	840	3	1-7-11	260	1	791106543112	791105641132	719101165423	7,11,1,10,9,(5,6),4,3,2			1.0	110	2.0	6-8	240.0	1.0	7=>11=>1	1870.0	3.0
200850111301	ダ	右	1400	晴	良	11:10	D2二　3歳以上		2008-11-13	14	園田	6	(見込)		4	550	2	4	100	2	1	100	1	1-4	170	1	1-4	130	1	4-9	450	7	1-9	200	3	4=>1	1260	4	1-4-9	490	2	7,9,6,1,8,4,(2,5),3	796184523	974615823	9,4,(5,7),1,6,8,2,3			9.0	180	5.0	1-4	200.0	1.0	4=>1=>9	4170.0	12.0
200850111302	ダ	右	1400	晴	良	11:40	D2一　3歳以上		2008-11-13	14	園田	6	(見込)		5	270	2	5	100	1	2	100	2	2-5	230	1	2-5	130	1	5-10	250	2	2-10	260	3	5=>2	700	2	2-5-10	420	1	56102948713	56102948713	56210984713	52610489173			10.0	120	3.0	2-5	250.0	1.0	5=>2=>10	2240.0	5.0
200850111303	ダ	右	1400	晴	良	12:10	D1三　3歳以上		2008-11-13	14	園田	6	(見込)		7	110	1	7	100	1	8	100	2	7-8	170	1	7-8	130	1	6-7	210	2	6-8	290	5	7=>8	180	1	6-7-8	280	1	294758316	249758316	8,2,7,(4,9),5,1,6,3	782496531			6.0	130	3.0	7-8	150.0	1.0	7=>8=>6	560.0	1.0
200850111304	ダ	右	1400	晴	良	12:40	D1二　3歳以上		2008-11-13	14	園田	6	(見込)		10	210	1	10	110	1	7	650	7	7-10	2400	7	7-10	550	8	8-10	300	3	7-8	620	9	10=>7	4660	18	7-8-10	2720	7	7,9,(2,10),8,3,1,6,5,4	79102381654	7,10,(2,3),8,9,1,5,6,4	(7,10),2,3,8,9,(1,4),6,5			8.0	170	4.0	7-8	500.0	2.0	10=>7=>8	10250.0	31.0
200850111305	ダ	右	1400	晴	良	13:10	D1一　3歳以上		2008-11-13	14	園田	6	(見込)		10	410	2	10	100	2	9	100	1	9-10	220	1	9-10	120	1	5-10	270	3	5-9	210	2	10=>9	530	2	5-9-10	340	1	7,10,2,9,6,5,8,(1,3)	7,10,(2,9),6,5,(1,8),3	7109625813	1097256183			5.0	110	3.0	8-8	210.0	1.0	10=>9=>5	1130.0	2.0
200850111306	ダ	右	1400	晴	良	13:40	T1　2歳 		2008-11-13	14	園田	6	(馬齢)		2	260	2	2	130	1	1	860	6	1-2	3670	9	1-2	920	11	2-4	110	1	1-4	600	9	2=>1	4470	11	1-2-4	1290	4	234156	234156	2,3,4,1,(5,6)	2,(3,4),1,(5,6)									2=>1=>4	10160.0	27.0
200850111307	ダ	右	1400	晴	良	14:10	C6三　3歳以上		2008-11-13	14	園田	6	(見込)		2	430	3	2	160	4	3	150	3	2-3	1110	5	2-3	350	5	2-8	430	6	3-8	330	4	2=>3	2030	10	2-3-8	1820	5	8,7,(3,5),(4,9),6,2,(1,10),11	8735946211011	2837954611110	2,8,3,9,7,5,(4,6),1,11,10			8.0	150	2.0	2-3	1360.0	5.0	2=>3=>8	5800.0	18.0
200850111901	ダ	右	1400	晴	良	10:55	F3二　2歳		2008-11-19	15	園田	2	(馬齢)		10	1040	4	10	260	5	5	190	4	5-10	2100	7	5-10	460	7	4-10	400	6	4-5	220	2	10=>5	7070	23	4-5-10	930	3	91052341687	91052341687	10,5,9,4,2,1,(3,6),(7,8)	10,5,(2,4),9,1,6,8,3,7			4.0	120	2.0	5-8	1190.0	5.0	10=>5=>4	14060.0	40.0
200850111902	ダ	右	1400	晴	良	11:20	F3一　2歳		2008-11-19	15	園田	2	(馬齢)		7	570	3	7	190	4	6	340	7	6-7	1330	5	6-7	710	12	3-7	870	16	3-6	460	5	7=>6	2970	11	3-6-7	4400	23	8111067259341	8111067259341	7,8,11,(3,6),2,10,9,5,4,1	7386112954110			3.0	180	3.0	6-6	1500.0	7.0	7=>6=>3	23800.0	116.0
200850111903	ダ	右	1400	晴	良	11:50	D7三　3歳以上		2008-11-19	15	園田	2	(見込)		2	240	1	2	110	1	5	130	3	2-5	920	4	2-5	320	2	2-3	350	4	3-5	410	6	2=>5	1570	4	2-3-5	1170	3	2,3,1,(5,10),8,9,7,(4,6)	23110589746	2,(3,5),(7,10),8,4,6,1,9	25387104691			3.0	220	4.0	2-5	1220.0	5.0	2=>5=>3	6320.0	11.0
200850111904	ダ	右	1400	晴	良	12:20	D7二　3歳以上		2008-11-19	15	園田	2	(見込)		4	330	2	4	170	4	7	140	2	4-7	1040	4	4-7	350	4	1-4	630	8	1-7	460	5	4=>7	1430	6	1-4-7	1750	6	2710618354	2,7,10,6,1,8,3,(4,5)	4271631085	4712638105			1.0	150	3.0	4-7	820.0	3.0	4=>7=>1	6460.0	20.0
200850111905	ダ	右	1400	晴	良	12:50	D7一　3歳以上		2008-11-19	15	園田	2	(見込)		10	220	2	10	100	1	3	750	8	3-10	14650	16	3-10	4,050	25	5-10	120	1	3-5	1,630	16	10=>3	26380	30	3-5-10	2870	6	8,10,9,5,2,(6,7),3,1,4	8,10,(5,9),2,7,6,3,1,4	8,10,5,3,2,9,(1,4),6	(8,10),5,3,2,1,4,9-6			5.0	110	2.0	3-8	10780.0	11.0	10=>3=>5	49010.0	83.0
200850111906	ダ	右	1400	晴	良	13:20	D6三　3歳以上		2008-11-19	15	園田	2	(見込)		10	220	1	10	110	1	9	170	5	9-10	840	3	9-10	420	6	5-10	180	1	5-9	400	4	10=>9	1200	3	5-9-10	780	2	8,9,4,10,7,11,3,5,(2,6),1	8910473511621	9,10,(5,8),7,4,1,6,3,11,2	9810547613112			5.0	130	2.0	7-8	320.0	1.0	10=>9=>5	3610.0	5.0
200850111907	ダ	右	1400	晴	良	13:50	D6二　3歳以上		2008-11-19	15	園田	2	(見込)		8	370	3	8	110	1	9	120	2	8-9	200	1	8-9	150	1	4-8	190	3	4-9	180	2	8=>9	470	2	4-8-9	340	1	8659411321017	8,6,(5,9),4,11,3,2,10,1,7	8936451121017	8934651121017			4.0	150	4.0	7-7	220.0	1.0	8=>9=>4	1330.0	2.0
200850111908	ダ	右	1400	晴	良	14:20	D6一　3歳以上		2008-11-19	15	園田	2	(見込)		5	190	1	5	130	1	9	220	3	5-9	780	2	5-9	390	3	5-7	1,080	13	7-9	1,860	21	5=>9	960	3	5-7-9	6380	20	158311712469102	158311712410962	5,1,8,12,3,11,7,9,(2,10),4,6	581217391142106			7.0	540	8.0	5-7	790.0	4.0	5=>9=>7	19640.0	59.0
200850111909	ダ	右	1400	晴	良	14:50	C2二　3歳以上		2008-11-19	15	園田	2	(見込)		9	140	1	9	110	1	8	130	3	8-9	1040	4	8-9	390	6	7-9	150	1	7-8	1,040	12	9=>8	1180	4	7-8-9	800	3	2109511468731	2,10,9,5,(4,11),6,8,7,3,1	9,11,7,2,10,4,(5,8),(3,6),1	9,11,7,8,10,2,3,(4,5),6,1			7.0	120	2.0	7-7	920.0	4.0	9=>8=>7	3980.0	12.0
200850111910	ダ	右	1230	晴	良	15:20	椎堂特別 		2008-11-19	15	園田	2	(見込)		4	570	3	4	120	1	11	200	3	4-11	1190	4	4-11	280	3	1-4	480	5	1-11	480	5	4=>11	3170	12	1-4-11	2320	7	4,8,11,1,12,2,3,(5,9),(7,10),6	4,8,11,1,3,(2,12),(5,9),7,10,6	4,11,8,(1,12),9,3,2,5,7,10,6	4,11,1,9,(8,12),3,2,5,7,(6,10)			1.0	210	4.0	4-8	1040.0	4.0	4=>11=>1	14200.0	41.0
200850111911	ダ	右	1400	晴	良	15:55	報知澪標特別 		2008-11-19	15	園田	2	(見込)		11	500	2	11	120	2	4	160	3	4-11	4580	17	4-11	870	13	7-11	240	1	4-7	410	5	11=>4	6790	24	4-7-11	2330	9	11,12,4,(8,9,10),5,6,7,1,3,2	11,12,4,(8,10),5,9,6,7,1,2,3	11,12,7,4,8,1,(6,9),5,2,(3,10)	11,(4,7),12,8,6,1,2,9,5,3,10			7.0	110	1.0	4-8	1260.0	5.0	11=>4=>7	21900.0	74.0
200850112001	ダ	右	1400	晴	良	11:10	F2二　2歳		2008-11-20	15	園田	3	(馬齢)		2	290	2	2	100	1	4	110	2	2-4	180	1	2-4	140	1	2-8	720	12	4-8	660	11	2=>4	440	2	2-4-8	900	4	2411381059671	2411381059671	2491081135671	2498105311761			8.0	290	6.0	2-4	170.0	1.0	2=>4=>8	1960.0	4.0
200850112002	ダ	右	1400	晴	良	11:35	F2一　2歳		2008-11-20	15	園田	3	(馬齢)		1	8890	10	1	1,510	11	11	110	1	1-11	4230	14	1-11	1,030	12	1-10	7,360	35	10-11	390	4	1=>11	16700	37	1-10-11	12930	35	1161059372418	1161059372481	11,10,6,3,7,(8,9),2,5,4,1	1110637892145			10.0	360	5.0	1-8	5380.0	9.0	1=>11=>10	457000.0	433.0
200850112003	ダ	右	1400	晴	良	12:05	リミテッド競走		2008-11-20	15	園田	3	(見込)		2	100	1	2	100	1	3	190	3	2-3	240	1	2-3	140	2	2-5	180	3	3-5	450	6	2=>3	210	1	2-3-5	320	2	2-5,3,6,4,1	2-5,3,6,4,1	2-5,3,4,6-1	2=5,3,4,6-1									2=>3=>5	590.0	2.0
200850112004	ダ	右	1400	晴	良	12:35	D5四　3歳以上		2008-11-20	15	園田	3	(見込)		1	130	1	1	100	1	4	100	2	1-4	250	1	1-4	150	1	1-6	200	2	4-6	400	5	1=>4	330	1	1-4-6	300	1	171241092311568	1,7,12,4,9,10,(2,3),5,6,11,8	112710643925118	1,6,4,12,(3,10),7,9,5,2,8,11			6.0	110	3.0	1-4	200.0	1.0	1=>4=>6	760.0	1.0
200850112501	ダ	右	1400	晴	稍重	11:10	D4二　3歳以上		2008-11-25	15	園田	4	(見込)		1	290	2	1	110	2	9	100	1	1-9	280	2	1-9	120	1	1-2	180	3	2-9	120	2	1=>9	660	3	1-2-9	190	1	71095821634	71095821634	71092581634	7,9,(2,10),5,1,8,6,3,4			2.0	110	3.0	1-8	370.0	2.0	1=>9=>2	1150.0	3.0
200850112502	ダ	右	1400	晴	稍重	11:40	D4一　3歳以上		2008-11-25	15	園田	4	(見込)		5	11710	10	5	1,800	10	7	220	3	5-7	32970	38	5-7	4,410	35	5-10	15,250	48	7-10	1,220	11	5=>7	235890	95	5-7-10	432580	130	1011542713986	1011542713986	(2,11),10,5,7,4,3,(1,9),8,6	11,2,10,(5,7),4,3,1,9,8,6			10.0	520	6.0	5-6	35670.0	30.0	5=>7=>10	2530090.0	695.0
200850112503	ダ	右	1400	晴	稍重	12:10	ファーストトライ競走		2008-11-25	15	園田	4	(馬齢)		3	440	3	3	160	3	6	220	5	3-6	810	3	3-6	480	6	2-3	450	4	2-6	390	3	3=>6	1210	1	2-3-6	1070	4	3,2,4,6,5,(8,9),1,7	3,2,(4,6),5,9,8,1,7	3,2,6,4,9,7,(1,5),8	326497158			2.0	140	1.0	3-6	790.0	4.0	3=>6=>2	4960.0	11.0
200850112504	ダ	右	1400	晴	稍重	12:40	キャリーアップ競走		2008-11-25	15	園田	4	(馬齢)		6	300	1	6	160	2	4	120	1	4-6	780	2	4-6	310	1	6-11	1,110	17	4-11	1,450	22	6=>4	1230	3	4-6-11	4540	13	10,11,3,9,5,12,2,(4,8),1,6-7	101193512284167	10,11,8,3,9,6,4,(2,12),5,1,7	10,11,6,(3,8),4,2,9,1,7,12,5			11.0	190	5.0	4-5	680.0	1.0	6=>4=>11	25920.0	61.0
200850112505	ダ	右	1400	晴	稍重	13:10	D3三　3歳以上		2008-11-25	15	園田	4	(見込)		11	170	1	11	100	1	10	100	2	10-11	110	1	10-11	110	1	2-11	1,310	15	2-10	1,710	18	11=>10	180	1	2-10-11	2460	5	9112103175468	9112103175468	1191021357648	11,10,9,2,1,(3,6),5,4,7,8			2.0	430	7.0	8-8	110.0	1.0	11=>10=>2	3810.0	12.0
200850112506	ダ	右	1400	晴	稍重	13:40	D3二　3歳以上		2008-11-25	15	園田	4	(見込)		9	120	1	9	110	1	1	360	3	1-9	400	2	1-9	240	2	7-9	250	3	1-7	1,000	13	9=>1	410	2	1-7-9	1410	3	9114210315678	9,11,2,4,3,(1,10),5,6,7,8	9101146213578	9,10,1,2,(6,11),7,5,4,3,8			7.0	370	4.0	1-7	350.0	2.0	9=>1=>7	1940.0	4.0
200850112507	ダ	右	1400	晴	稍重	14:10	D3一　3歳以上		2008-11-25	15	園田	4	(見込)		10	120	1	10	100	2	11	100	1	10-11	140	1	10-11	110	1	9-10	350	6	9-11	270	2	10=>11	160	1	9-10-11	350	1	7,11,(3,10),5,9,1,6,8,2,4	7,11,3,10,5,9,1,6,(2,8),4	(7,11),10,3,9,(1,5),(6,8),4,2	1110793158462			9.0	190	5.0	8-8	130.0	1.0	10=>11=>9	610.0	2.0
200850112508	ダ	右	1400	晴	稍重	14:40	C4二　3歳以上		2008-11-25	15	園田	4	(見込)		7	120	1	7	120	1	5	470	6	5-7	900	4	5-7	450	4	2-7	630	6	2-5	5,650	31	7=>5	1170	6	2-5-7	11850	24	75681410293	7,6,5,8,4,1,10,(2,9),3	78564110293	7,8,5,4,1,2,6,10,(3,9)			2.0	670	7.0	5-7	1320.0	5.0	7=>5=>2	20270.0	52.0
200850112509	ダ	右	1230	晴	稍重	15:20	兵庫の特産品特別 		2008-11-25	15	園田	4	(見込)		9	340	2	9	130	2	7	240	5	7-9	1430	6	7-9	680	8	3-9	420	6	3-7	1,140	11	9=>7	3050	12	3-7-9	3890	10	675918342	6,7,(5,9),8,1,3,4,2	679358142	(7,9),6,3,5,8,4,1,2			3.0	100	1.0	7-8	1550.0	7.0	9=>7=>3	20330.0	52.0
200850112510	ダ	右	1400	晴	稍重	15:55	スポニチなにわ賞 		2008-11-25	15	園田	4	(見込)		1	1380	5	1	330	5	12	570	7	1-12	22780	38	1-12	4,840	35	1-4	830	9	4-12	5,180	36	1=>12	33300	61	1-4-12	32550	62	8,(2,9),11,1,4,12,3,10,7,5,6	289111431251076	2,(4,8),1,5,11,9,7,12,6,3,10	421581211796310			4.0	240	4.0	1-8	4820.0	17.0	1=>12=>4	388230.0	481.0
200850112511	ダ	右	1400	晴	稍重	16:25	C4一　3歳以上		2008-11-25	15	園田	4	(見込)		11	860	3	11	370	4	1	190	2	1-11	2460	9	1-11	950	11	9-11	960	12	1-9	660	5	11=>1	4400	17	1-9-11	3010	9	6,9,11,1,5,10,7,8,(2,3),4	6911151078324	9116110875234	9,11,1,6,7,(8,10),3,5,2,4			9.0	470	5.0	1-8	1440.0	5.0	11=>1=>9	14110.0	39.0
200850112601	ダ	右	1400	晴	良	11:10	D2四　3歳以上		2008-11-26	15	園田	5	(見込)		9	300	3	9	110	3	1	100	1	1-9	270	2	1-9	110	2	5-9	110	1	1-5	110	3	9=>1	520	3	1-5-9	110	1	5,9,1,8,4,6,(2,3),7	591846327	5,(1,9),8,6,4,3,2,7	5,(1,9)-8,6,(3,4),2,7			5.0	100	2.0	1-8	220.0	1.0	9=>1=>5	590.0	2.0
200850112602	ダ	右	1400	晴	良	11:35	D2三　3歳以上		2008-11-26	15	園田	5	(見込)		3	710	3	3	140	3	2	100	1	2-3	250	2	2-3	130	1	3-8	750	7	2-8	580	5	3=>2	920	3	2-3-8	1900	4	3,6,2,1,(4,8),5,7,(9,10)	36218457910	36218410579	36218410597			8.0	250	5.0	2-3	230.0	2.0	3=>2=>8	8110.0	16.0
200850112603	ダ	右	1400	晴	良	12:05	セカンドトライ競走		2008-11-26	15	園田	5	(馬齢)		7	130	1	7	120	1	3	150	4	3-7	520	3	3-7	190	2	6-7	190	3	3-6	550	7	7=>3	680	3	3-6-7	710	2	8,7,6,3,2,1-5	8763125	7628135	7,6,8,(1,2),3,5			6.0	150	3.0				7=>3=>6	2410.0	6.0
200850112604	ダ	右	1400	晴	良	12:35	セカンドトライ競走		2008-11-26	15	園田	5	(馬齢)		3	320	2	3	100	2	9	100	1	3-9	190	1	3-9	140	1	3-5	1,070	18	5-9	500	8	3=>9	490	2	3-5-9	1710	6	629574831	629574381	(6,9),5,3,7,1,4,2,8	956314782			5.0	330	7.0	3-8	180.0	1.0	3=>9=>5	5590.0	16.0
200850112605	ダ	右	1400	晴	良	13:05	D2二　3歳以上		2008-11-26	15	園田	5	(見込)		1	150	1	1	120	2	8	100	1	1-8	190	1	1-8	120	1	1-9	350	5	8-9	340	4	1=>8	300	1	1-8-9	510	2	1,8,9,3,10,(2,4),7,5,6	18391024756	1,8,9,3,10,2,(4,7),5,6	18931042756			9.0	210	4.0	1-7	140.0	1.0	1=>8=>9	1380.0	3.0
200850112606	ダ	右	1400	晴	良	13:35	T1　2歳 		2008-11-26	15	園田	5	(馬齢)		3	130	1	3	120	1	7	240	4	3-7	630	3	3-7	240	3	1-3	180	2	1-7	410	7	3=>7	810	4	1-3-7	650	3	3714256	3714256	3741256	3741265									3=>7=>1	2070.0	6.0
200850112607	ダ	右	1230	晴	良	14:05	D2一　3歳以上		2008-11-26	15	園田	5	(見込)		9	200	1	9	120	1	3	150	3	3-9	380	1	3-9	200	1	4-9	900	10	3-4	1,070	13	9=>3	540	1	3-4-9	2830	9	11,10,6,9,3,2,12,4,8,5,1-7	11,10,6,9,2,3,4,5,12,8,1-7	111093624815127	9,3,(10,11),4,6,2,1,8,5,12,7			4.0	440	6.0	3-7	460.0	1.0	9=>3=>4	7230.0	19.0
200850112608	ダ	右	1400	晴	良	14:40	C5二　3歳以上		2008-11-26	15	園田	5	(見込)		3	120	1	3	130	1	11	390	8	3-11	1820	7	3-11	510	7	3-10	460	5	10-11	2,970	29	3=>11	1740	6	3-10-11	4680	17	4317521196810	4,3,1,(5,7),2,11,9,6,10,8	4,3,5,2,(7,11),1,9,10,6,8	3,4,(2,5),(1,9,11),7,10,8,6			10.0	290	4.0	3-8	530.0	2.0	3=>11=>10	14560.0	47.0
200850112609	ダ	右	1700	晴	良	15:15	田能特別 		2008-11-26	15	園田	5	(見込)		10	640	2	10	150	3	12	140	2	10-12	2290	6	10-12	380	4	6-10	150	1	6-12	180	2	10=>12	3460	9	6-10-12	390	1	261012483117915	2,6,10,12,4,(3,8),11,7,9,1,5	6,10,12,2,8,11,4,7,3,(5,9),1	610128114725931			6.0	100	1.0	7-8	960.0	4.0	10=>12=>6	6190.0	18.0
200850112610	ダ	右	1400	晴	良	15:55	ニッカン菊園特別 		2008-11-26	15	園田	5	(見込)		12	570	2	12	110	1	11	350	7	11-12	3550	9	11-12	910	11	3-12	540	5	3-11	2,690	24	12=>11	6400	15	3-11-12	8340	24	171225111048639	1,7,12,2,5,(4,11),10,8,6,3,9	112711251064839	(1,12),7,11,(5,10),2,6,4,8,9,3			3.0	190	3.0	8-8	3960.0	12.0	12=>11=>3	35410.0	82.0
200850112611	ダ	右	1400	晴	良	16:25	C5一　3歳以上		2008-11-26	15	園田	5	(見込)		2	110	1	2	110	1	9	110	2	2-9	190	1	2-9	160	1	2-4	490	6	4-9	940	10	2=>9	250	1	2-4-9	980	2	249611031211857	2,4,9,1,(3,6),10,11,(5,12),8,7	2,4,9,1,3,(10,11),12,8,6,5,7	2,4,1,9,3,11,(5,10),12,8,6,7			4.0	180	4.0	2-7	220.0	1.0	2=>9=>4	1760.0	2.0
200850112701	ダ	右	1400	曇	良	11:10	D1三　3歳以上		2008-11-27	15	園田	6	(見込)		10	510	4	10	180	4	2	110	1	2-10	710	3	2-10	300	4	9-10	1,050	10	2-9	560	7	10=>2	2290	10	2-9-10	2580	9	41092618357	41029618357	41026931875	41029638175			9.0	390	6.0	2-8	490.0	4.0	10=>2=>9	11240.0	36.0
200850112702	ダ	右	1400	曇	良	11:40	D1二　3歳以上		2008-11-27	15	園田	6	(見込)		7	160	1	7	100	1	10	300	7	7-10	2680	9	7-10	860	9	3-7	280	2	3-10	2,780	28	7=>10	4140	15	3-7-10	3630	12	7,10,3,(2,5),6,8,4,9,1	(7,10),5,(2,3),6,4,8,9,1	7,10,(5,8),3,2,(6,9),4,1	7,10,3,2,(4,9),5,8,6,1			3.0	140	2.0	7-8	220.0	1.0	7=>10=>3	18100.0	55.0
200850112703	ダ	右	1400	曇	良	12:10	D1一　3歳以上		2008-11-27	15	園田	6	(見込)		10	380	3	10	100	1	5	100	2	5-10	170	1	5-10	110	1	3-10	190	2	3-5	190	3	10=>5	460	2	3-5-10	200	1	5,10,(6,9),8,3,4,2,7-1	5,10,6,9,8,3,7,(2,4),1	(5,10),(3,6),8,7,2,4,9,1	(5,10),3,6,8,2,7,4,1,9			3.0	120	3.0	5-8	160.0	1.0	10=>5=>3	870.0	2.0
200850112704	ダ	右	1400	曇	良	12:40	C6二　3歳以上		2008-11-27	15	園田	6	(見込)		10	170	1	10	100	1	5	140	3	5-10	420	1	5-10	220	1	9-10	300	4	5-9	600	8	10=>5	550	1	5-9-10	1230	4	1179821015346	11,7,(8,9),2,10,1,3,5,4,6	11,7,9,8,10,2,5,1,(3,4),6	(7,11),9,2,(8,10),5,1,(3,4),6			9.0	170	4.0	5-8	410.0	1.0	10=>5=>9	3850.0	9.0
200850112705	ダ	右	1400	曇	良	13:10	C6一　3歳以上		2008-11-27	15	園田	6	(見込)		7	450	2	7	120	2	5	100	1	5-7	200	1	5-7	140	1	1-7	840	13	1-5	520	7	7=>5	640	2	1-5-7	2140	7	871151610391242	871151610392124	871191015631224	871951011342126			1.0	300	7.0	5-6	190.0	1.0	7=>5=>1	11690.0	28.0
200850112706	ダ	右	1400	曇	良	13:40	F1二　2歳		2008-11-27	15	園田	6	(馬齢)		9	190	1	9	160	1	12	910	11	9-12	11330	36	9-12	3,160	31	9-11	780	9	11-12	5,710	41	9=>12	10720	37	9-11-12	20750	63	589112617101234	589112167101234	3,(9,11),5,8,12,6,1,2,7,4,10	912311561784210			11.0	360	7.0	7-8	1380.0	5.0	9=>12=>11	143880.0	417.0
200850112707	ダ	右	1400	曇	良	14:10	F1一　2歳		2008-11-27	15	園田	6	(馬齢)		10	1400	5	10	180	4	4	130	1	4-10	1500	6	4-10	520	7	9-10	1,030	14	4-9	290	1	10=>4	4620	19	4-9-10	2030	6	810125642311917	810125642311917	10,(4,8),11,12,5,6,3,2,9,1,7	10,4,(5,8),11,(2,3),12,(6,9),1,7			9.0	180	5.0	4-7	420.0	1.0	10=>4=>9	17700.0	62.0
200850112708	ダ	右	1230	曇	良	14:40	ラジオ関西賞 		2008-11-27	15	園田	6	(見込)		1	170	1	1	130	1	8	320	7	1-8	1990	9	1-8	660	8	1-3	340	3	3-8	1,780	20	1=>8	3390	12	1-3-8	6920	29	1,4,10,8,2,9,(3,7),5	1,4,10,(2,8),3,7,9,5	1,10,(4,8),2,3,7,9-5	1,8,10,4,2,3,9,7-5			3.0	300	6.0	1-7	910.0	4.0	1=>8=>3	26820.0	84.0
200850112709	ダ	右	1400	曇	良	15:15	胆振軽種馬農業協同組 		2008-11-27	15	園田	6	(別定)		8	110	1	8	100	2	1	140	4	1-8	420	2	1-8	160	2	2-8	130	1	1-2	280	5	8=>1	600	2	1-2-8	250	1	52378461	52378461	23785461	2,8,3,4,(6,7),1,5			2.0	100	1.0				8=>1=>2	980.0	2.0
200850112710	ダ	右	1400	曇	良	15:55	兵庫ジュニアグランプ	G2	2008-11-27	15	園田	6	(定量)		7	110	1	7	100	1	8	110	2	7-8	170	1	7-8	120	1	6-7	170	2	6-8	210	3	7=>8	220	1	6-7-8	250	1	2478911561103	2748911561103	728114561013	7,8,2,11,(5,6),4,(1,3),10			6.0	160	4.0	6-7	150.0	1.0	7=>8=>6	570.0	1.0
200850120201	ダ	右	1400	晴	良	11:10	F4　2歳		2008-12-2	16	園田	1	(馬齢)		2	200	1	2	120	1	6	350	7	2-6	3480	11	2-6	1,060	12	2-3	420	3	3-6	3,370	27	2=>6	2390	7	2-3-6	7690	27	(6,7),9,2,4,3,8,1,5	672943815	2,6,8,(3,7),9,1,4,5	628319475			3.0	210	4.0	2-6	2830.0	9.0	2=>6=>3	56740.0	139.0
200850120202	ダ	右	1400	晴	良	11:40	D8三　3歳以上		2008-12-2	16	園田	1	(見込)		8	120	1	8	110	1	3	110	2	3-8	230	1	3-8	160	2	6-8	780	10	3-6	580	6	8=>3	340	1	3-6-8	1260	4	1,4,8,(2,7),3,9,5,6	1,4,8,2,(3,7),9,5,6	8,1,(4,7),3,2,9,5,6	813724695			6.0	370	6.0	3-8	200.0	1.0	8=>3=>6	2440.0	5.0
