	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	三連単:的中	三連単:配当	三連単:人気
200850052804	ダ	右	1400	曇	良	12:55	D2一　4歳以上		2008-5-28	5	園田	5	(馬齢)		5	140	1	5	110	1	1	190	4	1-5	590	2	1-5	320	4	5-10	1,080	12	1-10	4,400	30	5=>1	690	2	1-5-10	9920	30	5,(2,10),9,4,(7,8),1,3,6,12,11	510294781361211	510912847611312	5,1,10,9,2,6,8,(4,11),7,3,12			10.0	560	10.0	1-5	620.0	2.0			
200850052805	ダ	右	1400	曇	良	13:30	C5二　4歳以上		2008-5-28	5	園田	5	(馬齢)		5	380	2	5	180	2	8	220	3	5-8	1380	5	5-8	480	5	4-5	290	1	4-8	720	12	5=>8	2080	3	4-5-8	2500	10	25816710439	25816107439	25811067439	25811036497			4.0	260	4.0	5-7	1580.0	8.0			
200850052806	ダ	右	1700	曇	良	14:05	A2一　4歳以上 		2008-5-28	5	園田	5	(馬齢)		5	200	1	5	110	1	4	310	7	4-5	1620	6	4-5	500	8	1-5	180	2	1-4	1,410	15	5=>4	1720	6	1-4-5	1820	8	45628137	4,5,6,2,8,(1,3),7	45862137	54821637			1.0	120	2.0						
200850052807	ダ	右	1400	曇	良	14:40	C5一　4歳以上		2008-5-28	5	園田	5	(馬齢)		2	660	2	2	150	2	8	200	4	2-8	2580	10	2-8	630	7	2-7	550	6	7-8	800	10	2=>8	3460	13	2-7-8	3160	11	910711312485	910731112485	973112105418	9,7,3,2,11,(5,8),1,4,10			7.0	170	3.0	2-7	2410.0	10.0	2=>8=>7	19380.0	63.0
200850052808	ダ	右	1400	曇	良	15:15	T1　3歳 		2008-5-28	5	園田	5	(馬齢)		6	240	2	6	110	2	5	300	7	5-6	4560	10	5-6	520	7	2-6	130	1	2-5	350	5	6=>5	7830	14	2-5-6	850	3	4,2,6,9,7,8,5-3	4,2,6,9,7,8,5-3	2,6,4,(5,9),7,8=3	62594873			2.0	100	1.0	5-6	6850.0	14.0	6=>5=>2	12270.0	26.0
200850052901	ダ	右	1400	曇	不良	11:10	D1三　4歳以上		2008-5-29	5	園田	6	(馬齢)		4	130	1	4	110	1	6	130	2	4-6	670	3	4-6	170	1	4-11	260	3	6-11	980	13	4=>6	800	2	4-6-11	1460	4	11,4,(2,9),8-3,6,10,1,5,7	1142983610517	11,4,8,2,6,(3,9),7,10,5,1	4116823971051			11.0	210	5.0	4-6	410.0	2.0			
200850052902	ダ	右	1400	曇	不良	11:45	D1二　4歳以上		2008-5-29	5	園田	6	(馬齢)		5	2920	8	5	690	8	4	130	1	4-5	3800	18	4-5	1,380	20	3-5	1,380	20	3-4	500	3	5=>4	9750	40	3-4-5	6540	23	11,4,5,3,10,9,6,8,2,(1,7)	1145310629817	11,(4,5),3,10,6,9,2,8,1,7	5114361092817			3.0	260	5.0	4-5	7360.0	18.0			
200850052903	ダ	右	1400	曇	不良	12:20	D1一　4歳以上		2008-5-29	5	園田	6	(馬齢)		8	1800	7	8	330	5	7	450	7	7-8	6740	30	7-8	2,280	29	3-8	2,140	27	3-7	1,790	22	8=>7	16030	66	3-7-8	26630	82	1,7,3,(2,4),12,9,8,5,(6,11),10	1,7,3,2,4,9,12,8,5,(6,10),11	(1,7),(3,9),8,2,4,12,5,11,(6,10)	(1,7),8,9,3,4,(2,5),6,11,12,10			3.0	240	3.0	6-6	7190.0	23.0			
200850052904	ダ	右	1400	曇	不良	12:55	F1二　3歳		2008-5-29	5	園田	6	(馬齢)		9	270	1	9	100	1	5	130	2	5-9	530	1	5-9	240	1	8-9	1,590	21	5-8	1,200	17	9=>5	1050	1	5-8-9	4880	19	79481105362	79481015632	98107456312	9,8,10,7,(4,5),6,3,1,2			8.0	250	5.0	5-8	370.0	1.0			
200850052905	ダ	右	1400	曇	不良	13:30	F1一　3歳		2008-5-29	5	園田	6	(馬齢)		10	2080	5	10	290	7	5	130	2	5-10	3550	13	5-10	910	10	3-10	650	7	3-5	200	1	10=>5	12590	26	3-5-10	1510	5	81019526347	81015926347	8,10,5,(1,3),(2,6),9,4,7	81051362974			3.0	110	1.0	5-8	1480.0	7.0			
200850052906	ダ	右	1400	曇	不良	14:05	C6二　4歳以上		2008-5-29	5	園田	6	(馬齢)		5	1650	7	5	340	5	6	440	7	5-6	20810	40	5-6	2,560	27	5-7	11,360	51	6-7	7,840	47	5=>6	47740	86	5-6-7	139740	143	(8,9),4,10,3,11,6,1,7,2,5	8,9,4,10,3,11,(1,6),7,2,5	8,9,10,4,6,11,3,7,(1,5),2	10,8,4,9,6,(5,11),7,3,1,2			7.0	1,800	11.0	5-6	11920.0	24.0			
200850052907	ダ	右	1400	曇	不良	14:40	C6一　4歳以上		2008-5-29	5	園田	6	(馬齢)		11	210	1	11	180	2	5	260	5	5-11	1770	9	5-11	560	7	2-11	750	8	2-5	1,020	14	11=>5	2930	10	2-5-11	3870	13	1273851146910	1287351146910	2,8,11,3,7,(1,5),9,6,10,4	2811537109614			2.0	390	6.0	5-8	1740.0	9.0	11=>5=>2	16370.0	57.0
200850052908	ダ	右	1400	晴	不良	15:15	淀川特別 		2008-5-29	5	園田	6	(馬齢)		11	200	1	11	130	1	3	240	4	3-11	1540	6	3-11	630	7	8-11	2,420	25	3-8	3,960	33	11=>3	2010	7	3-8-11	17690	46	1027581116349	10,2,7,5,11,(1,8),6,4,3,9	2,10,11,7,1,6,8,(4,5),3-9	(2,11),(7,10),1,(3,4),6,5,8,9			8.0	730	8.0	3-8	1130.0	6.0	11=>3=>8	78300.0	196.0
200850052909	ダ	右	1230	晴	不良	15:55	園田フレンドリーカッ	G	2008-5-29	5	園田	6	(定量)		9	110	1	9	100	1	7	260	6	7-9	920	4	7-9	350	5	2-9	140	1	2-7	840	11	9=>7	1310	6	2-7-9	980	4	837129645	837129645	8,7,3,9,2,1,6-5,4	879623154			2.0	120	2.0	7-8	660.0	4.0	9=>7=>2	3770.0	12.0
200850060301	ダ	右	1400	雨	不良	11:10	F6二　3歳		2008-6-3	6	園田	1	(馬齢)		8	840	2	8	120	2	2	100	1	2-8	270	1	2-8	100	1	5-8	470	7	2-5	240	2	8=>2	1730	6	2-5-8	350	1	38196510247	3,8,9,1,6,5,(2,10),4,7	8,5,3,4,(2,10),1,(6,9),7	8,(2,3),5,(1,4),10,9,6,7			5.0	270	5.0	2-7	230.0	1.0			
200850060302	ダ	右	1400	雨	不良	11:45	F6一　3歳		2008-6-3	6	園田	1	(馬齢)		6	1430	5	6	200	4	8	100	1	6-8	900	3	6-8	280	4	6-9	270	3	8-9	180	1	6=>8	3100	11	6-8-9	910	2	69485107321	69845107321	6,8,9,2,4,(3,10),5,7,1	68924310157			9.0	110	2.0	6-7	1010.0	4.0			
200850060303	ダ	右	1400	雨	不良	12:20	D6四　4歳以上		2008-6-3	6	園田	1	(馬齢)		8	110	1	8	100	1	2	630	7	2-8	2500	7	2-8	1,340	13	7-8	500	5	2-7	3,460	19	8=>2	2500	8	2-7-8	5700	15	872964153	872964513	8,7,5,2,(4,9),6,1,3	8,7,2,5,(4,9),6,1,3			7.0	170	4.0	2-8	1910.0	6.0			
200850060304	ダ	右	1400	雨	不良	12:55	D6三　4歳以上		2008-6-3	6	園田	1	(馬齢)		5	460	2	5	110	2	4	100	1	4-5	240	1	4-5	150	1	5-6	450	6	4-6	510	7	5=>4	1000	5	4-5-6	720	3	265941837	265941837	562491873	546291873			6.0	200	5.0	4-5	220.0	1.0			
200850060401	ダ	右	1400	晴	重	11:10	F5二　3歳		2008-6-4	6	園田	2	(馬齢)		8	130	1	8	100	1	5	110	2	5-8	300	1	5-8	120	1	8-9	190	2	5-9	270	3	8=>5	380	1	5-8-9	430	1	789156342	781956342	8,(7,9),(1,5),6,3,4,2	895671342			9.0	130	3.0	5-8	230.0	1.0			
200850060402	ダ	右	1400	晴	重	11:40	F5一　3歳		2008-6-4	6	園田	2	(馬齢)		10	750	3	10	150	4	1	100	1	1-10	650	2	1-10	210	2	6-10	430	5	1-6	240	3	10=>1	2050	9	1-6-10	900	2	91074865321	91074856321	10,9,(4,7),1,8,6,2,3,5	10197468325			6.0	110	2.0	1-8	240.0	1.0			
200850060403	ダ	右	1400	晴	重	12:10	D5四　4歳以上		2008-6-4	6	園田	2	(馬齢)		10	930	4	10	230	4	8	120	1	8-10	1330	5	8-10	330	3	4-10	7,430	33	4-8	1,680	15	10=>8	3380	12	4-8-10	13900	29	59871036241	59871036241	81053692471	10865243197			4.0	840	8.0	7-8	1100.0	4.0			
200850060404	ダ	右	1400	晴	重	12:40	D5三　4歳以上		2008-6-4	6	園田	2	(馬齢)		4	120	1	4	100	1	5	410	6	4-5	1290	4	4-5	550	6	4-10	300	3	5-10	1,050	11	4=>5	1290	5	4-5-10	2140	8	79102654318	79102564318	(4,7,10),(3,5),2,6,9-1,8	4,(7,10),5,(2,3),6,9,1,8			10.0	170	3.0	4-5	1020.0	4.0			
200850060501	ダ	右	1400	雨	稍重	11:10	F4二　3歳		2008-6-5	6	園田	3	(馬齢)		7	1090	6	7	410	7	5	170	4	5-7	3290	11	5-7	720	11	7-8	1,120	15	5-8	220	1	7=>5	8610	28	5-7-8	2410	9	495281736	495283716	495783216	794583261			8.0	140	1.0	5-7	3820.0	13.0			
200850060502	ダ	右	1400	雨	重	11:40	F4一　3歳		2008-6-5	6	園田	3	(馬齢)		7	150	1	7	100	1	8	180	4	7-8	490	2	7-8	230	3	5-7	170	1	5-8	440	6	7=>8	520	2	5-7-8	450	1	79135108462	79513108462	7,8,5,(1,9),3,4,6,2,10	7,8,5,1,9,3,4,6,2-10			5.0	120	2.0	7-7	470.0	2.0			
200850060503	ダ	右	1400	雨	重	12:10	D4四　4歳以上		2008-6-5	6	園田	3	(馬齢)		2	4760	7	2	320	7	7	110	1	2-7	1660	5	2-7	460	4	2-6	3,270	22	6-7	450	3	2=>7	8110	17	2-6-7	6690	14	21071396548	21017396548	2,7,9,3,1,(6,10),5,8,4	27936110854			6.0	230	4.0	2-7	1510.0	4.0			
200850060504	ダ	右	1400	雨	不良	12:40	D4三　4歳以上		2008-6-5	6	園田	3	(馬齢)		10	240	1	10	120	1	3	190	3	3-10	740	2	3-10	290	1	7-10	680	9	3-7	900	14	10=>3	1180	1	3-7-10	2210	6	8,3,11,4,5,10,6,(2,9),7,1	8311451069271	1083114295617	3,10,8,11,4,2,9,7,6,(1,5)			7.0	270	7.0	3-8	460.0	1.0			
200850060505	ダ	右	1400	雨	不良	13:10	D4二　4歳以上		2008-6-5	6	園田	3	(馬齢)		1	1540	7	1	650	7	2	360	5	1-2	8220	22	1-2	2,160	23	1-5	1,370	15	2-5	510	5	1=>2	21930	52	1-2-5	10130	31	4,6,1,5,(2,10),7,8,3,11,9	4,6,1,5,2,(8,10),7,3,11,9	4612587103119	(1,6),4,2,5,8,10,7,11,3,9			5.0	180	2.0	1-2	7040.0	20.0			
200850060506	ダ	右	1230	雨	不良	13:40	D4一　4歳以上		2008-6-5	6	園田	3	(馬齢)		9	1830	7	9	240	6	2	120	1	2-9	1530	6	2-9	470	7	5-9	440	6	2-5	190	1	9=>2	5130	23	2-5-9	1750	6	792315486	792315846	(7,9),3,2,5,4,(1,8),6	9,7,2,5,3,(1,4),8,6			5.0	140	2.0	2-8	830.0	4.0			
200850060507	ダ	右	1400	雨	不良	14:10	C3二　4歳以上		2008-6-5	6	園田	3	(馬齢)		11	430	3	11	170	3	5	270	4	5-11	1170	5	5-11	700	7	4-11	770	10	4-5	1,400	17	11=>5	2710	11	4-5-11	5850	21	4111759861032	4111759861032	4117519810632	1145719831062			4.0	320	6.0	5-8	1370.0	6.0			
200850060508	ダ	右	1400	雨	不良	14:45	C3一　4歳以上		2008-6-5	6	園田	3	(馬齢)		5	270	1	5	160	2	6	170	4	5-6	540	2	5-6	290	3	5-7	630	6	6-7	720	11	5=>6	1000	3	5-6-7	1580	5	5610471981123	5,6,(4,10),7,9,1,8,11,2,3	5610471981123	5671041982113			7.0	330	5.0	5-6	410.0	2.0	5=>6=>7	5520.0	12.0
200850060509	ダ	右	1700	雨	不良	15:20	B1一　4歳以上 		2008-6-5	6	園田	3	(馬齢)		10	160	1	10	110	1	5	230	3	5-10	740	2	5-10	270	2	8-10	770	8	5-8	3,560	28	10=>5	1320	3	5-8-10	4820	12	311109527168124	3,11,10,(5,9),2,7,1,6,8,12,4	10,5,3,7,11,2,(6,8),9,1,12,4	10,5,3,7,8,6,11,2,1,(9,12),4			8.0	430	7.0	5-7	610.0	2.0	10=>5=>8	12030.0	33.0
200850060510	ダ	右	1400	雨	不良	15:55	B1二　4歳以上 		2008-6-5	6	園田	3	(馬齢)		5	610	3	5	200	3	9	280	6	5-9	2200	11	5-9	740	10	5-8	390	3	8-9	470	4	5=>9	4210	18	5-8-9	1740	5	810511917123426	8,10,5,(9,11),1,7,12,3,4,2,6	859111071431226	8,5,9,11,10,7,4,1,3,(2,12),6			8.0	130	1.0	5-7	2270.0	11.0	5=>9=>8	16470.0	46.0
200850060511	ダ	右	1870	雨	不良	16:35	兵庫ダービー	G	2008-6-5	6	園田	3	(馬齢)		11	270	2	11	110	1	3	120	2	3-11	250	1	3-11	170	1	10-11	530	7	3-10	350	3	11=>3	560	2	3-10-11	720	1	2,8,7,5,10,3,(4,9),1,11,6,12	287510349111612	117102395846121	11,7,10,3,9,6,2,(5,12),4,8,1			10.0	150	3.0	3-8	280.0	1.0	11=>3=>10	2630.0	3.0
200850061101	ダ	右	1400	曇	良	11:10	D2四　4歳以上		2008-6-11	6	園田	5	(馬齢)		9	370	2	9	120	2	7	100	1	7-9	180	1	7-9	110	1	6-9	280	4	6-7	180	2	9=>7	620	2	6-7-9	470	2	678194235	6,7,(1,8),9,2,4,3,5	679812345	679812354			6.0	170	5.0	7-8	130.0	1.0			
200850061102	ダ	右	1400	曇	良	11:40	D2三　4歳以上		2008-6-11	6	園田	5	(馬齢)		6	140	1	6	110	2	7	180	4	6-7	1050	5	6-7	300	5	6-9	150	1	7-9	210	3	6=>7	1790	6	6-7-9	470	2	91078426531	91078264531	(7,9),6,10,8,2,4,3,5,1	97610842351			9.0	100	1.0	6-7	1440.0	4.0			
200850061103	ダ	右	1400	曇	良	12:10	D2二　4歳以上		2008-6-11	6	園田	5	(馬齢)		9	700	4	9	200	4	8	110	1	8-9	620	1	8-9	290	2	6-9	810	11	6-8	300	3	9=>8	1850	5	6-8-9	1060	3	98161043257	9,(1,8),6,10,4,3,2,5,7	98106135427	9,8,6,10,1,(3,5),2,4,7			6.0	210	5.0	7-8	280.0	1.0			
200850061104	ダ	右	1230	曇	良	12:40	D2一　4歳以上		2008-6-11	6	園田	5	(馬齢)		7	190	1	7	110	2	8	180	5	7-8	1350	5	7-8	400	6	6-7	170	1	6-8	590	7	7=>8	1900	7	6-7-8	950	3	78241536	72841536	7,8,2,6,5,3,(1,4)	78265314			6.0	110	1.0						
200850061105	ダ	右	1400	曇	良	13:10	F2二　3歳		2008-6-11	6	園田	5	(馬齢)		3	170	1	3	110	1	6	370	6	3-6	1120	4	3-6	310	4	3-8	170	1	6-8	460	7	3=>6	1090	5	3-6-8	880	3	496271583	496275183	496358271	6,3,(4,9),5,8,2,7,1			8.0	140	3.0	3-6	780.0	4.0			
200850061106	ダ	右	1400	曇	良	13:40	F2一　3歳		2008-6-11	6	園田	5	(馬齢)		6	3750	6	6	660	7	4	780	8	4-6	14910	27	4-6	2,540	28	5-6	1,020	11	4-5	930	10	6=>4	37070	58	4-5-6	10940	31	6,8,9,2,1,(3,7),5,4	689231754	6,(8,9),7,5,2,1,3,4	689754123			5.0	200	3.0	4-6	8270.0	20.0			
200850061107	ダ	右	1700	曇	良	14:10	A2　4歳以上 		2008-6-11	6	園田	5	(馬齢)		4	200	1	4	120	2	6	110	1	4-6	640	2	4-6	200	2	3-4	160	1	3-6	290	4	4=>6	1080	4	3-4-6	490	1	4,5,8,3,(2,6),7,1	45386271	45368712	4,(3,5),6,8,7,1,2			3.0	190	5.0						
200850061108	ダ	右	1400	曇	良	14:40	C5一　4歳以上		2008-6-11	6	園田	5	(馬齢)		1	140	1	1	180	2	9	260	4	1-9	610	2	1-9	300	3	1-4	240	2	4-9	600	7	1=>9	750	2	1-4-9	1080	3	181069112124735	1,8,(6,10),9,2,11,12,4,(3,7),5	1,(9,10),6,8,2,4,12,(3,11),7-5	1,9,10,6,2,8,4,(11,12),7,3-5			4.0	220	3.0	1-7	220.0	1.0	1=>9=>4	2910.0	4.0
200850061109	ダ	右	1400	曇	良	15:15	由良川特別 		2008-6-11	6	園田	5	(馬齢)		9	550	2	9	100	2	8	100	1	8-9	250	1	8-9	140	1	4-9	440	7	4-8	220	2	9=>8	810	3	4-8-9	440	1	(5,6),10,4,9,7,8,3,1,2	65104978312	96810412735	9,6,(4,8),10,2,1,7,3-5			4.0	140	3.0	7-8	200.0	1.0	9=>8=>4	2910.0	8.0
200850061201	ダ	右	1400	曇	稍重	11:10	D1三　4歳以上		2008-6-12	6	園田	6	(馬齢)		5	490	3	5	240	4	7	160	3	5-7	1230	5	5-7	390	4	1-5	560	6	1-7	760	9	5=>7	2720	10	1-5-7	5030	14	1,5,(3,7),6,4,8,2	1,5,3,7,6,4,(2,8)	51734628	51734628			1.0	410	6.0						
200850061202	ダ	右	1400	曇	稍重	11:40	D1二　4歳以上		2008-6-12	6	園田	6	(馬齢)		1	1000	3	1	200	4	2	330	5	1-2	7640	14	1-2	1,840	15	1-5	1,050	11	2-5	3,760	20	1=>2	13640	25	1-2-5	15450	27	12456837	12456837	12456873	1,(2,6),5,4,7,8,3			5.0	200	3.0						
200850061203	ダ	右	1400	曇	稍重	12:10	D1一　4歳以上		2008-6-12	6	園田	6	(馬齢)		2	220	2	2	170	2	6	330	5	2-6	1710	7	2-6	480	5	1-2	500	6	1-6	1,690	18	2=>6	2150	8	1-2-6	4070	12	26784531	2,6,8,7,(4,5),3,1	2,6,1,4,(7,8),5,3	2,6-1,8,4,7,5,3			1.0	260	4.0						
200850061204	ダ	右	1400	晴	稍重	12:40	C6二　4歳以上		2008-6-12	6	園田	6	(馬齢)		1	800	4	1	230	4	4	130	2	1-4	640	3	1-4	240	2	1-8	700	9	4-8	330	5	1=>4	1350	6	1-4-8	1390	5	491562378	4,9,1,5,(2,6),3,7,8	491582376	481925376			8.0	200	3.0	1-4	860.0	3.0			
200850061205	ダ	右	1230	晴	稍重	13:10	A1二　4歳以上 		2008-6-12	6	園田	6	(馬齢)		6	170	1	6	120	1	1	160	2	1-6	210	1	1-6	130	1	4-6	190	3	1-4	240	4	6=>1	430	1	1-4-6	400	2	654132	654132	651432	651432											
200850061206	ダ	右	1400	晴	稍重	13:40	C6一　4歳以上		2008-6-12	6	園田	6	(馬齢)		7	1500	4	7	180	5	5	100	1	5-7	890	4	5-7	410	5	3-7	820	11	3-5	170	2	7=>5	3440	10	3-5-7	1330	7	372956841	3,7,2,(5,9),6,8,4,1	(3,7),5,9,2,6,8,1,4	735296814			3.0	150	2.0	5-7	660.0	4.0			
200850061207	ダ	右	1400	晴	稍重	14:15	F1二　3歳		2008-6-12	6	園田	6	(馬齢)		6	190	1	6	100	1	8	210	6	6-8	1210	4	6-8	440	6	6-10	230	2	8-10	1,150	18	6=>8	1830	8	6-8-10	1430	4	5,8,2,10,3,6,(4,7),1,9	5,8,2,10,3,6,4,7,(1,9)	86510273941	68105237914			10.0	140	2.0	6-7	260.0	1.0	6=>8=>10	7420.0	19.0
200850073001	ダ	右	1400	晴	良	11:10	F5二　3歳		2008-7-30	7	園田	2	(馬齢)		9	1420	5	9	390	4	3	1,350	9	3-9	12220	27	3-9	7,090	35	1-9	2,420	21	1-3	7,090	35	9=>3	50750	65	1-3-9	58870	80	12103794865	12103794865	12103794865	1,2,3,10,(7,9),4,6,8,5			1.0	410	5.0	3-8	4200.0	11.0	9=>3=>1	431280.0	508.0
200850073002	ダ	右	1400	晴	良	11:40	F5一　3歳		2008-7-30	7	園田	2	(馬齢)		1	1180	4	1	210	4	11	220	5	1-11	2090	11	1-11	860	11	1-5	460	4	5-11	610	8	1=>11	4760	20	1-5-11	2050	7	1,8,11,2,9,(3,10),(4,5),7,6	1,8,11,9,2,(3,10),5,4,6,7	1119251084376	1,11,9,(2,5),10,4,8,3,7,6			5.0	160	2.0	1-8	1120.0	4.0	1=>11=>5	17130.0	62.0
200850073003	ダ	右	1400	晴	良	12:10	C2二　4歳以上		2008-7-30	7	園田	2	(馬齢)		3	310	2	3	100	1	4	100	2	3-4	380	1	3-4	170	1	3-8	280	3	4-8	250	2	3=>4	590	1	3-4-8	490	1	582634179	5,8,(2,6),3,4,1,7,9	586324179	853642197			8.0	110	3.0	3-4	430.0	1.0	3=>4=>8	2040.0	2.0
200850073004	ダ	右	1400	晴	良	12:40	C2一　4歳以上		2008-7-30	7	園田	2	(馬齢)		2	270	2	2	140	1	9	190	4	2-9	820	5	2-9	330	4	2-7	1,250	14	7-9	1,480	17	2=>9	1540	8	2-7-9	4690	16	932684715	932684715	932768451	9,7,2,3,8,4,(5,6),1			7.0	480	7.0	2-8	860.0	5.0	2=>9=>7	20530.0	52.0
200850073005	ダ	右	1230	晴	良	13:10	B2一　3歳以上 		2008-7-30	7	園田	2	(馬齢)		8	690	3	8	140	4	4	120	2	4-8	960	5	4-8	250	3	2-8	300	4	2-4	120	1	8=>4	2660	12	2-4-8	720	2	28461735	28461375	28416357	28416375			2.0	120	1.0				8=>4=>2	6010.0	23.0
200850073006	ダ	右	1400	晴	良	13:40	D5三　4歳以上		2008-7-30	7	園田	2	(馬齢)		9	930	3	9	130	3	8	100	1	8-9	1310	5	8-9	330	5	3-9	250	3	3-8	140	1	9=>8	2550	11	3-8-9	450	2	36819475210	36819475102	3,9,8,1,7,6,5,(4,10),2	39871510642			3.0	100	2.0	7-8	490.0	3.0	9=>8=>3	5790.0	16.0
200850073007	ダ	右	1400	晴	良	14:15	D5二　4歳以上		2008-7-30	7	園田	2	(馬齢)		3	120	1	3	110	1	10	170	4	3-10	570	2	3-10	300	3	3-7	300	4	7-10	700	9	3=>10	590	2	3-7-10	950	3	3,2,1,10,7-4,8,6,9,5	3,2,1,10,7-8,4,(6,9),5	3,2,10,7,1-(4,8),9,6-5	3,10,2,7,1,4,8,9,6-5			7.0	140	3.0	3-8	190.0	1.0	3=>10=>7	2640.0	6.0
200850073008	ダ	右	1400	晴	良	14:50	D5一　4歳以上		2008-7-30	7	園田	2	(馬齢)		9	440	2	9	170	3	10	110	1	9-10	440	1	9-10	200	1	9-11	340	4	10-11	220	2	9=>10	1130	3	9-10-11	490	1	8910511716243	8,9,10,5,7,11,1,6,(2,4),3	8910511761243	9811105614723			11.0	130	2.0	7-8	250.0	1.0	9=>10=>11	2820.0	4.0
200850073009	ダ	右	1400	晴	良	15:25	B2二　3歳以上 		2008-7-30	7	園田	2	(馬齢)		9	790	3	9	230	4	11	580	9	9-11	9700	29	9-11	2,070	26	8-9	270	2	8-11	1,300	18	9=>11	21630	61	8-9-11	8230	27	(8,12),11,9,1,6,2,3,7,4,5	8121191623475	8912116431275	(8,9),11,12,6,4,2,3,1,5,7			8.0	130	1.0	7-8	2620.0	11.0	9=>11=>8	87120.0	245.0
200850073010	ダ	右	1400	晴	良	16:00	三室山特別 		2008-7-30	7	園田	2	(定量)		1	140	1	1	100	1	11	250	5	1-11	850	3	1-11	350	4	1-3	130	1	3-11	390	5	1=>11	1220	4	1-3-11	590	2	81261113104729	81261113104729	8,1,12,(3,6),(4,7,11),9,2,10	18634791112210			3.0	120	2.0	1-8	580.0	2.0	1=>11=>3	2510.0	6.0
200850073101	ダ	右	1400	晴	良	11:10	2歳二組　2歳		2008-7-31	7	園田	3	(馬齢)		6	270	2	6	120	2	7	100	1	6-7	350	1	6-7	160	1	6-8	400	6	7-8	520	9	6=>7	600	1	6-7-8	1540	5	7,4,5,2,(3,6),8,1	74562381	76452381	76548231			8.0	260	6.0				6=>7=>8	4960.0	12.0
200850073102	ダ	右	1400	晴	良	11:45	F4三　3歳		2008-7-31	7	園田	3	(馬齢)		4	550	4	4	150	4	2	120	1	2-4	520	2	2-4	250	3	4-7	230	2	2-7	200	1	4=>2	1290	5	2-4-7	350	1	2,4,7,1,6,(5,8),3	24176583	24167358	2,4,1,6,(3,7),5,8			7.0	120	2.0				4=>2=>7	2650.0	5.0
200850073103	ダ	右	1400	晴	良	12:20	F4二　3歳		2008-7-31	7	園田	3	(馬齢)		8	470	3	8	110	3	7	100	1	7-8	740	3	7-8	210	3	2-8	270	4	2-7	140	1	8=>7	1970	9	2-7-8	440	1	2,7,8,5,6,3,1-4	2,7,8,5,6,3,1-4	2,7,8,6,5,3-1-4	8,2,7-6,5,3-1,4			2.0	100	2.0				8=>7=>2	3720.0	11.0
200850073104	ダ	右	1400	晴	良	12:55	F4一　3歳		2008-7-31	7	園田	3	(馬齢)		3	1100	6	3	270	6	6	110	1	3-6	1100	4	3-6	800	13	3-9	880	14	6-9	550	7	3=>6	3240	19	3-6-9	1720	7	3,9,6,(2,8),5,4,7,1	3,9,(2,6),8,5,4,7,1	369258471	3,6,9,2,5,8,4,7-1			9.0	190	5.0	3-6	1490.0	8.0	3=>6=>9	10830.0	43.0
200850073105	ダ	右	1400	晴	良	13:30	D4二　4歳以上		2008-7-31	7	園田	3	(馬齢)		8	810	3	8	140	3	7	110	2	7-8	1560	6	7-8	210	3	5-8	130	2	5-7	130	1	8=>7	3100	9	5-7-8	190	1	8,9,3,1,4,7,6,5-2	8,9,3,1,(4,7),5,6-2	8,9,1,7,3,5,6,4-2	8,7,5,1,3,9,6-2,4			5.0	100	1.0	7-8	1530.0	5.0	8=>7=>5	4260.0	13.0
200850073106	ダ	右	1400	晴	良	14:05	D4一　4歳以上		2008-7-31	7	園田	3	(馬齢)		8	1360	6	8	280	5	9	260	4	8-9	1560	7	8-9	600	8	5-8	1,640	18	5-9	690	9	8=>9	4540	20	5-8-9	5270	22	591237846	591273846	(5,9),2,1,8,7,3,4-6	9,5,2,1,8,7,3,4-6			5.0	560	7.0	7-8	550.0	2.0	8=>9=>5	41360.0	127.0
200850073107	ダ	右	1400	晴	良	14:40	C3二　4歳以上		2008-7-31	7	園田	3	(馬齢)		9	240	1	9	110	1	1	210	4	1-9	1340	5	1-9	440	6	5-9	160	1	1-5	540	7	9=>1	1880	6	1-5-9	1110	3	9,3,5,(1,4),6,2,7,8	953416278	9,5,4,3,1,(2,6),(7,8)	9,5,3,4,1,(2,6),7,8			5.0	130	2.0	1-8	1280.0	4.0	9=>1=>5	6580.0	17.0
200850073108	ダ	右	1400	晴	良	15:20	C3一　4歳以上		2008-7-31	7	園田	3	(馬齢)		9	210	1	9	100	1	1	150	3	1-9	450	1	1-9	220	1	7-9	290	4	1-7	600	10	9=>1	660	1	1-7-9	910	4	869274153	869274153	6,(8,9),7,3,1,2,5,4	968375124			7.0	150	4.0	1-8	450.0	1.0	9=>1=>7	3810.0	10.0
