	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
200834080708	ダ	右	1600	晴	良	18:30	十勝軽種馬農業協同組 		2008-8-7	6	旭川	3	130万円以下	(規定)	12	3700	5	12	1,190	8	11	580	6	11-12	48130	49	12=>11	33410	64	6-11-12	764060	153	12=>11=>6	1451870	690	1,5,(4,12),10,11,3,6,9,7,2	1,5,12,4,10,3,11,6,(9,7),2	1,(5,12),10,4,11,3,6,7,9,2	(5,12),1,4,11,10,6,3,7,9,2			6.0	420	5.0	8-8	29190.0	26.0
200834080709	ダ	右	1500	晴	良	19:10	ニューイングランド賞 		2008-8-7	6	旭川	3	160万円以下	(規定)	6	390	2	6	150	2	4	280	6	4-6	720	3	6=>4	2010	6	4-5-6	3330	13	6=>4=>5	13540	48	2,3,4,6,(5,9),1,10,7,8	23469517108	(4,6),3,5,(2,9),7,10,8,1	4,6,3,5,9,7,2,10,8-1			5.0	250	3.0	4-6	1300.0	6.0
200834081301	ダ	右	1000	曇	良	14:40	2歳　未勝利		2008-8-13	6	旭川	5	(規定)		6	140	1	6	100	1	4	200	5	4-6	2410	7	6=>4	1710	6	4-5-6	2440	9	6=>4=>5	9550	30			4,5,9,10,6,(3,7),2,1-8	45691037218			5.0	170	3.0	4-6	1830.0	5.0
200834081302	ダ	右	1000	曇	良	15:10	2歳　未勝利		2008-8-13	6	旭川	5	牝(規定)		1	1700	5	1	180	4	10	120	2	1-10	1580	6	1=>10	5610	18	1-5-10	680	2	1=>10=>5	14600	42			1,5,10,7,2,(4,9),6,3,8	15710294638			5.0	100	1.0	1-8	1320.0	6.0
200834081303	ダ	右	1000	曇	良	15:45	アタックチャレンジ競		2008-8-13	6	旭川	5	牝(規定)		9	140	1	9	120	2	6	100	1	6-9	280	1	9=>6	460	1	6-9-10	540	1	9=>6=>10	1480	2			691087124511213.0	691087124521131.0			10.0	140	3.0	5-7	210.0	1.0
200834081304	ダ	右	1500	曇	良	16:20	アタックチャレンジ競		2008-8-13	6	旭川	5	(規定)		5	350	2	5	180	2	3	330	6	3-5	3220	12	5=>3	11450	36	3-5-7	9470	26	5=>3=>7	58180	170	3,7,10-2,1,6,4,5,8,9	(3,7),10-2,1,6,4,5,8,9	(3,7)-4,(1,5),10,2-6,9,8	(3,7),5,4,1,10,2,6,9,8			7.0	180	3.0	3-5	4260.0	13.0
200834081305	ダ	右	1000	曇	良	16:55	フレッシュチャレンジ		2008-8-13	6	旭川	5	牝(規定)		1	520	3	1	140	2	10	280	5	1-10	5700	12	1=>10	14960	25	1-2-10	4600	13	1=>10=>2	48310	94			(1,2),10,3,5,(4,6),8,7,9	(1,2),10,3,4,5,6,7,9,8			2.0	160	3.0	1-8	6580.0	18.0
200834081306	ダ	右	1000	曇	良	17:30	D2　ー2組		2008-8-13	6	旭川	5	60万円以下	(規定)	3	260	1	3	110	1	9	120	2	3-9	430	1	3=>9	820	2	3-5-9	480	1	3=>9=>5	1700	1			356987412.0	356984172.0			5.0	140	4.0	3-8	350.0	1.0
200834081307	ダ	右	1500	曇	良	18:05	D2　ー1組		2008-8-13	6	旭川	5	60万円以下	(規定)	10	2960	9	10	440	8	8	110	2	8-10	3650	15	10=>8	12580	41	4-8-10	5980	21	10=>8=>4	67210	180	1,(5,6),8,2,10,11,9,4,7,3	1,5,6,8,2,10-11,9,4,7-3	(1,6),8,10,5,2,4,11,9,7,3	(1,6,8),10,4,2,5,7,11,3,9			4.0	100	1.0	7-8	3740.0	13.0
200834081308	ダ	右	1500	曇	良	18:40	サッポロ生ビール黒ラ		2008-8-13	6	旭川	5	80万円以下	(規定)	4	750	3	4	100	2	5	100	1	4-5	400	1	4=>5	1300	5	3-4-5	480	1	4=>5=>3	3240	7	6,1,4,3,(2,7),5	6,1,4,2,3,7-5	(6,1),4,3,5,2,7	(1,4),6,(3,5),2,7			3.0	120	3.0			
200834081309	ダ	右	1600	曇	良	19:15	北海道えぞ松特別 		2008-8-13	6	旭川	5	300万円以下	(規定)	8	170	1	8	100	1	7	380	6	7-8	2650	8	8=>7	3910	12	4-7-8	3660	12	8=>7=>4	16380	42	710485111212639	710485111212396	7,8,2,4,11,1,5,(10,3,6),12,9	(7,8),4,2,11,1,9,6,3,5,12-10			4.0	140	3.0	6-6	2650.0	9.0
200834081310	ダ	右	2100	曇	良	19:55	王冠賞〔H2〕	G	2008-8-13	6	旭川	5	(馬齢)		4	110	1	4	100	1	7	150	4	4-7	650	4	4=>7	760	4	3-4-7	1440	6	4=>7=>3	3580	14	8,6-1,4,7,3,2-5	8,6-4,1,(3,7),2-5	6,(8,4),7,3,2,1-5	46873251			3.0	120	2.0			
200834081311	ダ	右	1000	曇	良	20:30	さらべつふるさとまつ		2008-8-13	6	旭川	5	80万円以下	(規定)	9	320	2	9	140	2	7	190	5	7-9	1230	5	9=>7	1650	6	7-9-10	1110	3	9=>7=>10	6920	15			(9,10),12,7,2,(4,8,11)-6,3,5-1	10,9,7,12,2,4,11,8,6,3-5-1			10.0	110	1.0	6-7	680.0	3.0
200834081401	ダ	右	1000	曇	良	14:45	D2　ー3組		2008-8-14	6	旭川	6	60万円以下	(規定)	7	5480	7	7	1,650	7	5	140	1	5-7	7360	14	7=>5	36330	31	5-6-7	5730	12	7=>5=>6	79650	100			1,(3,6),5,7,2-4	(3,1),6,5,7,2-4								
200834081402	ダ	右	1000	曇	良	15:15	2歳　未勝利		2008-8-14	6	旭川	6	(規定)		7	1290	4	7	180	2	5	220	4	5-7	3000	12	7=>5	5290	18	1-5-7	3620	13	7=>5=>1	34530	99			(1,5),7,8,10,11,3,6,4,9,2	5,1,7,10,8,3,6,11,4,2-9			1.0	190	3.0	5-6	1870.0	8.0
200834081403	ダ	右	1000	曇	良	15:50	D3　ー1組		2008-8-14	6	旭川	6	40万円以下	(規定)	3	310	2	3	100	1	4	430	5	3-4	1620	6	3=>4	2540	10	3-4-6	7900	19	3=>4=>6	27730	66			325946178.0	325946178.0			6.0	630	7.0	3-4	2070.0	7.0
200834081404	ダ	右	1500	曇	良	16:25	アタックチャレンジ競		2008-8-14	6	旭川	6	(規定)		7	210	1	7	100	1	3	110	2	3-7	610	2	7=>3	830	2	2-3-7	1640	4	7=>3=>2	4380	7	2,9,6,4,8,(5,7)-3,1	296485731	(2,9),(8,7),6,4,3,(5,1)	(2,9),7,8,6,3,4,1,5			2.0	250	5.0	3-7	540.0	2.0
200834081405	ダ	右	1000	曇	良	17:00	フレッシュチャレンジ		2008-8-14	6	旭川	6	(規定)		8	190	1	8	100	1	3	150	4	3-8	630	2	8=>3	1150	3	3-7-8	1020	4	8=>3=>7	4070	9			(3,5,8),9,10,7,6-1,4,2	(3,5,8),9,10,7-6,4,1,2			7.0	110	2.0	3-7	520.0	3.0
200834081406	ダ	右	1000	曇	良	17:30	アタックチャレンジ競		2008-8-14	6	旭川	6	(規定)		12	7470	12	12	2,330	12	11	440	7	11-12	70280	62	12=>11	171960	123	9-11-12	154920	167	12=>11=>9	1850960	1049			8,9,(5,11,12),2,3,1,(4,10),6,7	(5,8,9),(11,12),(2,1),3,7,4,6,10			9.0	270	4.0	8-8	46030.0	31.0
200834081407	ダ	右	1500	曇	良	18:05	D1　ー2組		2008-8-14	6	旭川	6	80万円以下	(規定)	5	1730	5	5	270	6	9	100	1	5-9	1210	5	5=>9	4380	12	5-7-9	2180	9	5=>9=>7	25230	68	1,3,7,4,9-(2,8),6,5	1,3,4,7,9-(2,8),6,5	1,3,9,(4,7)-5,8,2,6	9,1,(4,7),(3,5),8,2,6			7.0	190	5.0	5-8	1330.0	5.0
200834081408	ダ	右	1000	曇	良	18:40	リゲル特別 		2008-8-14	6	旭川	6	160万円以下	(馬齢)	10	420	2	10	140	1	8	260	5	8-10	880	2	10=>8	1590	4	7-8-10	4620	12	10=>8=>7	15700	41			(8,10),12,3,5,13,7,11,1,9,2,4,6	10,8,3,12,13,(7,5),11,1,9,2,4,6			7.0	490	7.0	6-7	480.0	2.0
200834081409	ダ	右	1600	曇	良	19:15	サッポロクラシック特 		2008-8-14	6	旭川	6	(別定)		11	510	3	11	140	2	5	150	4	5-11	1430	6	11=>5	2780	12	5-8-11	980	4	11=>5=>8	6660	22	971212851064311	9,7,12,1-2,8,5,10,4,6,3,11	791212581161034	7,1,9,12,5,(2,8),11,6,10,3,4			8.0	110	1.0	5-8	1590.0	9.0
200834081410	ダ	右	2300	曇	良	19:55	ブリーダーズゴールド	G2	2008-8-14	6	旭川	6	(別定)		1	230	2	1	100	1	9	100	2	1-9	180	1	1=>9	350	1	1-9-11	250	1	1=>9=>11	870	2	3,6,9,10,5,11,12,1,(13,8),7,4	3,9,6,10,(5,11),12,1,(7,13,8),4	3911156101312784	(3,9),1,11,5-6,13,10,12,(7,8),4			11.0	130	3.0	1-6	180.0	1.0
200834081901	ダ	右	1000	曇	良	15:00	D3　ー2組		2008-8-19	7	旭川	1	40万円以下	(規定)	2	160	1	2	110	1	6	150	3	2-6	530	2	2=>6	620	2	2-4-6	1170	5	2=>6=>4	2510	9			1267345.0	1267435.0								
200834081902	ダ	右	1000	曇	良	15:35	D3　ー2組		2008-8-19	7	旭川	1	40万円以下	(規定)	7	6080	7	7	1,020	6	5	210	2	5-7	4570	8	7=>5	31730	28	5-6-7	1770	5	7=>5=>6	53440	77			4,7,(6,5)-3,2,1	(4,6,7,5)-3,2,1								
200834081903	ダ	右	1000	曇	良	16:10	2歳　未勝利		2008-8-19	7	旭川	1	(規定)		1	170	1	1	120	1	9	150	2	1-9	650	3	1=>9	830	3	1-7-9	790	1	1=>9=>7	1890	2			(1,10),(7,9),(3,4),(5,8),6-2	(1,10),7,9,(3,4),5,8,6,2			7.0	160	4.0	1-8	320.0	2.0
200834081904	ダ	右	1000	曇	良	16:45	D2　ー3組		2008-8-19	7	旭川	1	60万円以下	(規定)	8	390	3	8	100	1	7	120	2	7-8	380	2	8=>7	460	1	4-7-8	560	2	8=>7=>4	2180	5			8,7-5,3,6,4,2,1	7,8,6,(5,4),3,2,1			4.0	170	4.0			
200834081905	ダ	右	1500	曇	良	17:20	D2　ー3組		2008-8-19	7	旭川	1	60万円以下	(規定)	9	170	1	9	100	1	5	180	4	5-9	1190	5	9=>5	1390	4	5-6-9	2540	8	9=>5=>6	9390	28	9,1,6,7,8,2,(3,5),4	916732854	9,6,3,1,7,(2,5,8),4	963527481			6.0	200	5.0	5-8	1090.0	3.0
200834081906	ダ	右	1000	曇	良	17:55	D2　ー1組		2008-8-19	7	旭川	1	60万円以下	(規定)	9	140	1	9	120	1	10	460	8	9-10	5060	15	9=>10	6020	17	6-9-10	9920	29	9=>10=>6	31640	100			5,9,4,10,6,7,3,8,11,(1,2)	5910746821131			6.0	200	3.0	7-8	2800.0	10.0
200834081907	ダ	右	1000	曇	良	18:30	アタックチャレンジ競		2008-8-19	7	旭川	1	(規定)		8	180	1	8	100	2	5	100	1	5-8	380	1	8=>5	600	1	5-6-8	520	2	8=>5=>6	1980	3			3,5,8,(1,4,7,6),2	35864712			6.0	120	3.0			
200834081908	ダ	右	1600	曇	良	19:10	北菓楼開拓おかき特別 		2008-8-19	7	旭川	1	130万円以下	(規定)	11	550	2	11	120	1	9	300	6	9-11	2240	9	11=>9	3740	14	9-10-11	3220	13	11=>9=>10	26360	85	8111210759346	8-1,11,10,(2,7),5,9,3,4,6	8101117259436	10,8,1,11,(5,7),2,9,4-3,6			10.0	230	4.0	7-8	880.0	5.0
200834081909	ダ	右	1600	曇	良	19:50	ボーンキング賞 		2008-8-19	7	旭川	1	130万円以下	(規定)	3	230	1	3	110	2	7	110	1	3-7	240	1	3=>7	440	1	2-3-7	730	1	3=>7=>2	2140	2	812711632945110	8,12,(7,6),3,(2,11),9,4,5,1,10	12,8,6,7,(2,3),5,9,4,11,1,10	3,7,6,(8,12),5,2,9,4,(1,10),11			2.0	130	3.0	3-6	210.0	1.0
200834081910	ダ	右	1500	曇	良	20:30	D2　ー1組		2008-8-19	7	旭川	1	60万円以下	(規定)	8	1250	5	8	260	6	9	130	2	8-9	1770	9	8=>9	6790	23	5-8-9	1860	8	8=>9=>5	19140	63	2,5,3,8,6,9,4-1-7	(2,5),3,8,6,9,4-1-7	2,5,9,6,8,3,4-1=7	2,5,9,6,8-4,1,3=7			5.0	140	3.0	8-8	1890.0	10.0
200834082001	ダ	右	1500	曇	良	14:30	2歳　未勝利		2008-8-20	7	旭川	2	(規定)		3	150	1	3	100	1	6	160	4	3-6	530	3	3=>6	600	3	3-4-6	440	2	3=>6=>4	1510	5	2,7,8,5,(1,4),6,3	2,7,8,1,(4,5),3,6	2,8,3,(1,6),5,4,7	8,3,6,(2,1),4,5-7			4.0	110	2.0			
200834082002	ダ	右	1000	曇	良	15:00	アタックチャレンジ競		2008-8-20	7	旭川	2	(規定)		9	7520	9	9	970	8	5	400	5	5-9	16120	25	9=>5	80670	54	5-8-9	109160	70	9=>5=>8	640760	385			(5,9),4,2,(7,8),3,6,1	(5,9),4,2,8,7,3,6,1			8.0	610	7.0	5-8	3670.0	12.0
200834082003	ダ	右	1000	曇	良	15:35	フレッシュチャレンジ		2008-8-20	7	旭川	2	(規定)		5	850	4	5	240	5	6	110	1	5-6	1130	6	5=>6	3190	10	5-6-8	8290	24	5=>6=>8	69730	137			54367182.0	54671328.0			8.0	550	7.0			
200834082004	ダ	右	1500	曇	良	16:10	アタックチャレンジ競		2008-8-20	7	旭川	2	(規定)		4	210	1	4	120	1	11	210	3	4-11	1240	5	4=>11	2200	9	4-7-11	3170	13	4=>11=>7	10890	29	3,9,11,7,4,8,10,(2,5),1	3,9,11,(4,7),8,(2,10),1,5	5,3,11,7,4,10,(1,9),8,2	531174101289			7.0	270	5.0	4-8	240.0	1.0
200834082005	ダ	右	1500	曇	良	16:45	D1　ー2組		2008-8-20	7	旭川	2	80万円以下	(規定)	7	430	3	7	190	2	5	460	5	5-7	1970	7	7=>5	3160	10	2-5-7	860	4	7=>5=>2	11760	33	2,3,(1,7),4,5,6	2317456	2375146	7325146								
200834082006	ダ	右	1000	曇	良	17:20	D3　ー1組		2008-8-20	7	旭川	2	40万円以下	(規定)	10	440	2	10	130	2	6	200	4	6-10	3480	11	10=>6	4620	14	1-6-10	1430	5	10=>6=>1	21280	50			10,1,(4,6),5,9,8,11,3,2,7	1016495381127			1.0	100	1.0	6-8	1190.0	5.0
200834082007	ダ	右	1000	曇	良	17:55	D2　ー2組		2008-8-20	7	旭川	2	60万円以下	(規定)	1	1080	4	1	240	4	7	290	5	1-7	4490	13	1=>7	8140	21	1-7-8	56960	82	1=>7=>8	221880	349			(1,10),7,9,8,11,6,12,5,4,3,2	110798511642123			8.0	1,120	8.0	1-6	3780.0	14.0
200834082008	ダ	右	1500	曇	良	18:30	北菓楼空知郡バター煎 		2008-8-20	7	旭川	2	160万円以下	(規定)	1	450	3	1	190	4	4	110	1	1-4	440	2	1=>4	1260	6	1-4-7	410	1	1=>4=>7	2550	6	6231745	6231475	2316475	2174356								
200834082009	ダ	右	1600	曇	良	19:10	マゼラン特別 		2008-8-20	7	旭川	2	160万円以下	(馬齢)	7	1400	7	7	310	7	8	220	4	7-8	7070	26	7=>8	16600	51	2-7-8	11540	36	7=>8=>2	77480	233	10,2,1,(3,8)-9,7,6,5,4	10,1,2,3,8-7,9,6,4,5	8,2,1,3,10,7,4,5,(9,6)	8,2,7,1,4,5,3,(9,6),10			2.0	240	6.0	7-7	4960.0	17.0
200834082010	ダ	右	1600	曇	良	19:50	アグネスタキオンプレ 		2008-8-20	7	旭川	2	(馬齢)		3	250	2	3	150	2	4	180	3	3-4	900	4	3=>4	1160	5	3-4-7	5990	18	3=>4=>7	20390	56	572694183	576294183	(5,7),(9,4),6,2,1,3,8	(7,4),5,9,3,1,2,8,6			7.0	380	7.0	3-4	800.0	4.0
200834082101	ダ	右	1000	晴	良	14:30	2歳　未勝利		2008-8-21	7	旭川	3	(規定)		6	1340	4	6	140	3	8	120	1	6-8	680	3	6=>8	2020	9	6-7-8	3550	12	6=>8=>7	21000	47			68457231	6,8,4,5,7,2,3-1			7.0	410	5.0			
200834082102	ダ	右	1000	晴	良	15:00	2歳　未勝利		2008-8-21	7	旭川	3	(規定)		5	260	2	5	100	1	2	120	2	2-5	420	1	5=>2	900	2	2-5-8	1690	5	5=>2=>8	5730	21			6,5,3,(2,8),4,7,1	56284371			8.0	160	3.0			
200834082103	ダ	右	1500	晴	良	15:30	D3　ー1組		2008-8-21	7	旭川	3	40万円以下	(規定)	2	160	1	2	100	1	7	140	2	2-7	240	1	2=>7	380	1	2-3-7	610	2	2=>7=>3	1480	3	5,4,2,6,3,1-7	5-4,2,6,3,1,7	5247361	2574361								
200834082104	ダ	右	1000	晴	良	16:00	フレッシュチャレンジ		2008-8-21	7	旭川	3	牝(規定)		5	140	1	5	100	1	7	160	2	5-7	240	1	5=>7	380	1	1-5-7	410	1	5=>7=>1	1040	2			5,7,4,1,6,(2,3)	5,7,4,1,2,(3,6)								
200834082105	ダ	右	1500	晴	良	16:30	ルーキーチャレンジ競		2008-8-21	7	旭川	3	(規定)		7	120	1	7	100	2	4	100	1	4-7	270	1	7=>4	330	1	4-7-8	370	1	7=>4=>8	600	1	6,5,7,2,(1,8),4,3	6,5,7,2,(1,8),4,3	6,7,8,2,5,4,1-3	7,8,2,6,4-5,1,3			8.0	110	3.0			
200834082106	ダ	右	1500	晴	良	17:00	D2　ー2組		2008-8-21	7	旭川	3	60万円以下	(規定)	9	490	4	9	140	3	2	260	5	2-9	2370	10	9=>2	3580	16	1-2-9	3240	13	9=>2=>1	19030	62	89375641012	89375610412	(8,9),6,10,7,3,2,1,5,4	9,8,6,(10,2,1),7,3,(5,4)			1.0	130	2.0	2-8	2530.0	11.0
200834082107	ダ	右	1000	晴	良	17:30	ルーキーチャレンジ競		2008-8-21	7	旭川	3	(規定)		6	290	1	6	130	1	12	220	3	6-12	680	2	6=>12	1320	3	6-10-12	10020	31	6=>12=>10	22800	58			108961121173425	10,12,(8,6),9,1,(11,3),7,4,2,5			10.0	420	7.0	5-8	510.0	2.0
200834082108	ダ	右	1000	晴	良	18:00	アルフェラッツ特別 		2008-8-21	7	旭川	3	100万円以下	(規定)	8	2530	7	8	260	6	5	120	1	5-8	5060	14	8=>5	37790	40	5-6-8	4610	15	8=>5=>6	90800	142			76538214	(6,7,5),8,3,2,1,4			6.0	120	2.0			
200834082109	ダ	右	1600	晴	良	18:30	北菓楼はまなすの恋特 		2008-8-21	7	旭川	3	100万円以下	(規定)	6	570	4	6	190	6	4	130	1	4-6	980	4	6=>4	2350	9	4-6-10	1280	3	6=>4=>10	8420	25	1,5,6,(2,8),9,(4,10),3-7	1,5,2,6,8,4,10,9,3-7	51648102937	(1,5),6,4,10,8,9,3,7,2			10.0	150	2.0	4-6	1040.0	4.0
200834082110	ダ	右	1600	晴	良	19:10	北菓楼北の夢大地特別 		2008-8-21	7	旭川	3	160万円以下	(規定)	8	420	3	8	160	3	9	120	1	8-9	690	3	8=>9	1630	6	5-8-9	1420	4	8=>9=>5	8930	25	7,3,10,1,9-8,5,2,6	7,3,10,1,9-8,5,2,6	3,7,10,9,1,8,5-2,6	(3,9),8,7,1,10,5,2-6			5.0	200	4.0	7-8	530.0	3.0
200834082111	ダ	右	1000	晴	良	19:50	ファンタスティックラ 		2008-8-21	7	旭川	3	(馬齢)		8	170	1	8	120	1	6	160	4	6-8	820	3	8=>6	850	4	1-6-8	670	2	8=>6=>1	2970	6			389621457.0	386921574.0			1.0	130	2.0	6-8	1010.0	3.0
200834082601	ダ	右	1000	晴	良	14:40	D3　ー2組		2008-8-26	7	旭川	4	40万円以下	(規定)	4	120	1	4	100	1	8	190	5	4-8	1440	4	4=>8	1450	4	4-7-8	1030	3	4=>8=>7	4440	12			(4,3),8,2,11,7,5,10,6,1,9	(4,3),8,7,2,(5,11),6,10,1,9			7.0	110	2.0	4-7	600.0	3.0
200834082602	ダ	右	1000	晴	良	15:15	2歳　未勝利		2008-8-26	7	旭川	4	(規定)		8	170	1	8	150	2	2	290	5	2-8	410	2	8=>2	710	3	1-2-8	3150	11	8=>2=>1	7770	21			879101534122611.0	879121035412116.0			1.0	410	7.0	2-6	630.0	3.0
200834082603	ダ	右	1000	晴	良	15:50	2歳　牝馬		2008-8-26	7	旭川	4	牝(規定)		8	150	1	8	100	1	12	130	2	8-12	420	2	8=>12	590	2	8-9-12	680	1	8=>12=>9	1800	2			912811241761035	8,9,12,(2,11),1,4,7,(6,3),10,5			9.0	170	3.0	6-8	280.0	1.0
200834082604	ダ	右	1000	晴	良	16:25	アタックチャレンジ競		2008-8-26	7	旭川	4	(規定)		9	200	1	9	130	1	5	290	6	5-9	3000	11	9=>5	3560	15	2-5-9	3030	14	9=>5=>2	19100	74			9,6,8,5,(4,7),2,3-1	9,6,5,8,4,7,3,2-1			2.0	190	3.0	5-8	1300.0	5.0
200834082605	ダ	右	1000	晴	良	17:00	アタックチャレンジ競		2008-8-26	7	旭川	4	(規定)		3	150	1	3	140	2	5	330	6	3-5	1200	5	3=>5	1510	7	3-5-7	3670	13	3=>5=>7	12180	33			1,3,(4,7),8,(5,9),2,(6,10)	13758492610			7.0	330	7.0	3-5	1270.0	6.0
200834082606	ダ	右	1000	晴	良	17:35	ティコ特別 		2008-8-26	7	旭川	4	80万円以下	(規定)	12	160	1	12	110	1	2	170	3	2-12	370	1	12=>2	640	1	1-2-12	2950	9	12=>2=>1	6470	15			4,(6,12),9,10,7,8,1,(11,5),3,2	412961071511832			1.0	240	5.0	2-8	500.0	1.0
200834082607	ダ	右	1500	晴	良	18:10	アタックチャレンジ競		2008-8-26	7	旭川	4	牝(規定)		5	270	2	5	100	2	3	110	3	3-5	1020	3	5=>3	1580	4	2-3-5	430	1	5=>3=>2	3090	8	589427136	5,8,9,4,2,7,3,1-6	5,9,8,2,(4,7),3,1,6	5,9,(8,2),3,4,7,6,1			2.0	100	1.0	3-5	1390.0	6.0
200834082608	ダ	右	1600	晴	良	18:45	アルキオネ特別 		2008-8-26	7	旭川	4	80万円以下	(規定)	2	250	2	2	110	1	5	350	4	2-5	720	2	2=>5	1010	3	1-2-5	230	1	2=>5=>1	1790	5	2735164	2,7,5,3,1,6-4	2,5,1,3,6,7=4	2,(5,1),3,6,7=4								
200834082609	ダ	右	1600	晴	良	19:20	アルタイル特別 		2008-8-26	7	旭川	4	300万円以下	(規定)	1	290	1	1	130	1	4	150	2	1-4	540	2	1=>4	570	1	1-4-7	18300	40	1=>4=>7	49530	122	12,8,5,11,(1,9),4-6,7,2-3	12,8,5,9,11,1,6,4,7,2-3	5,1,8,9,11,12,(4,6),7,2-3	5,1,9,(4,8,11),6,7,2,12,3			7.0	1,220	9.0	1-4	710.0	3.0
200834082611	ダ	右	1600	晴	良	20:30	ケフェウス特別 		2008-8-26	7	旭川	4	200万円以下	(規定)	2	14820	11	2	5,510	12	3	460	5	2-3	69230	62	2=>3	183360	118	2-3-11	140000	148	2=>3=>11	2882190	1211	8,7,1,10,11,3,12,(2,5),9,6-4	8,7,1,10,3,11,12,2,5,9,6-4	7,8,(1,10),11,3,5,12,2,6,9-4	7,8,1,(10,11),5,3,(12,2),6,(4,9)			11.0	330	4.0	2-3	96070.0	31.0
200834082701	ダ	右	1500	雨	稍重	15:00	D3　ー2組		2008-8-27	7	旭川	5	40万円以下	(規定)	1	4270	7	1	770	7	4	120	1	1-4	4900	14	1=>4	13720	25	1-4-5	7160	17	1=>4=>5	99020	124	1,6,7,5,(2,3),4	1674532	1,6,7,(5,4),3,2	1,4,7,6,5-3,2								
200834082702	ダ	右	1000	曇	稍重	15:35	2歳　未勝利		2008-8-27	7	旭川	5	(規定)		10	890	3	10	310	5	6	130	1	6-10	810	4	10=>6	3560	12	6-10-12	1660	4	10=>6=>12	16280	40			3,6,10,9,12,4,5,(7,8),2,11,1	310612487951211			12.0	180	3.0	5-7	560.0	3.0
200834082703	ダ	右	1000	曇	稍重	16:10	アタックチャレンジ競		2008-8-27	7	旭川	5	牝(規定)		6	110	1	6	100	1	4	140	2	4-6	400	2	6=>4	460	2	4-6-7	560	3	6=>4=>7	1240	3			42678513	4,2,6-7,8,5,1,3			7.0	140	3.0			
200834082704	ダ	右	1000	曇	稍重	16:45	アタックチャレンジ競		2008-8-27	7	旭川	5	牝(規定)		6	150	1	6	110	2	8	100	1	6-8	260	1	6=>8	470	1	1-6-8	1220	4	6=>8=>1	3050	7			68314527	6,8,1,3,(2,4,5),7			1.0	150	3.0			
200834082705	ダ	右	1500	曇	稍重	17:20	アタックチャレンジ競		2008-8-27	7	旭川	5	(規定)		6	300	2	6	250	6	9	190	3	6-9	8830	23	6=>9	11420	31	1-6-9	19630	45	6=>9=>1	104070	217	5681149173102	5,6,8,11,4,1,9,10,7,(3,2)	5,6,8,11,1,4,9,2,10-3,7	5,6,9,8,11,1,2,10,4-3,7			1.0	220	4.0	6-7	1210.0	5.0
200834082706	ダ	右	1000	曇	稍重	17:55	D2　ー3組		2008-8-27	7	旭川	5	60万円以下	(規定)	5	120	1	5	110	1	9	230	4	5-9	650	3	5=>9	890	3	5-9-11	890	2	5=>9=>11	2930	7			5,(6,11),(3,9),10,1,4-2,7,8	5,11,6,9,3,10,1,4-2,7,8			11.0	170	3.0	5-7	700.0	3.0
200834082707	ダ	右	1000	雨	稍重	18:25	ウィナーズチャレンジ 		2008-8-27	7	旭川	5	(規定)		6	300	2	6	100	1	4	150	4	4-6	830	4	6=>4	1540	6	4-6-8	920	2	6=>4=>8	4480	13			3,4,5,(6,8)-(1,7),2	3,4,(5,8),6,7,1,2			8.0	130	2.0			
200834082708	ダ	右	1000	雨	稍重	19:00	ベテルギウス特別 		2008-8-27	7	旭川	5	160万円以下	(馬齢)	4	2240	9	4	330	6	6	120	1	4-6	2230	8	4=>6	5770	19	2-4-6	9990	33	4=>6=>2	127550	429			(1,2),4,6,3,9,10,7,8,(5,11)	(1,2,4),6,3,10,7,9,5,8,11			2.0	510	9.0	4-6	2340.0	9.0
200834082709	ダ	右	1600	雨	稍重	19:35	アンタレス特別 		2008-8-27	7	旭川	5	800万円以下	(別定)	10	210	1	10	110	1	11	190	4	10-11	840	3	10=>11	1240	4	8-10-11	1660	5	10=>11=>8	6320	17	17410113892125	17410113892512	1,7,10,11,8,3,(4,5),9-(2,12)	1,10,7,11,8,5,3,9-2,4,12			8.0	140	3.0	7-8	840.0	3.0
200834082801	ダ	右	1000	曇	稍重	15:00	2歳　未勝利		2008-8-28	7	旭川	6	(規定)		5	330	2	5	210	2	6	390	4	5-6	1110	4	5=>6	2190	8	4-5-6	1230	4	5=>6=>4	6400	18			5,6,4,2,1,9,11,12,(7,10),3,8	5,6,4,2-(1,7),(9,11),(3,10,12),8			4.0	290	3.0	5-5	1190.0	4.0
200834082802	ダ	右	1500	曇	稍重	15:35	2歳　未勝利		2008-8-28	7	旭川	6	(規定)		4	1320	6	4	310	5	11	300	4	4-11	6200	19	4=>11	10280	27	4-9-11	4590	12	4=>11=>9	62370	163	1,3,4,7,9,6,8,10,2,(11,12),5	1,3,4,(7,9),(6,8,10),11,5,2,12	(1,3),4,9,10,7,(6,11),2,(8,5),12	431109117125682			9.0	130	1.0	4-8	7510.0	20.0
