	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気
200945010111	ダ	左	1600	晴	良	16:45	迎春賞 		2009-1-1	11	川崎	1	(別定)		12	440	3	12	220	3	7	340	6	5.0	130	1.0	7-12	6070	21	7-12	2,540	24	5-12	440	2	5-7	850	8	12=>7	8460	29	5-7-12	4560	14	12=>7=>5	37110	98	2510712148691131413	2510712814116931134	2512710914638111314	2125796103814111341	12.4 - 11.4 - 12.5 - 13.4 - 12.0 - 12.4 - 13.7 - 13.0	12.4 - 23.8 - 36.3 - 49.7 - 61.7 - 74.1 - 87.8 - 100.8 (36.3-39.1)	5-7	2880.0	11.0	7=>5	5330.0	21.0
200945010112	ダ	左	1500	晴	良	17:20	初夢特別 		2009-1-1	11	川崎	1	(別定)		3	170	1	3	110	1	11	240	5	7.0	570	8.0	3-11	1170	4	3-11	490	4	3-7	950	11	7-11	3,230	28	3=>11	1500	5	3-7-11	8730	28	3=>11=>7	20510	62	191110236874125	191110326847125	191110361278245	111369274810125	5.9 - 11.4 - 12.7 - 13.6 - 12.1 - 12.7 - 13.9 - 12.9	5.9 - 17.3 - 30.0 - 43.6 - 55.7 - 68.4 - 82.3 - 95.2 (30.0-39.5)	3-8	840.0	4.0	3=>8	1150.0	4.0
200945010201	ダ	左	1400	晴	良	11:20	4歳6		2009-1-2	11	川崎	2	53万円以上77万円未満		6	150	1	6	100	1	7	110	3	4.0	100	2.0	6-7	410	2	6-7	160	2	4-6	110	1	4-7	210	3	6=>7	470	2	4-6-7	210	1	6=>7=>4	880	2	62374518	62734158	62743158	67243158	12.8 - 12.4 - 13.6 - 12.3 - 13.0 - 13.4 - 13.2	12.8 - 25.2 - 38.8 - 51.1 - 64.1 - 77.5 - 90.7 (38.8-39.6)						
200945010202	ダ	左	1400	晴	良	11:50	C3四　五		2009-1-2	11	川崎	2			10	120	1	10	110	1	4	170	3	2.0	180	4.0	4-10	610	4	4-10	270	3	2-10	280	4	2-4	890	12	10=>4	650	3	2-4-10	1360	6	10=>4=>2	2990	6	10279468315	10274968315	10274986315	10249876315	13.0 - 12.5 - 13.1 - 11.8 - 12.7 - 14.0 - 13.6	13.0 - 25.5 - 38.6 - 50.4 - 63.1 - 77.1 - 90.7 (38.6-40.3)	4-8	560.0	4.0	8=>4	610.0	4.0
200945010203	ダ	左	1500	晴	良	12:20	3歳3　ロ		2009-1-2	11	川崎	2	131万円以上189万円未満		6	300	2	6	130	2	3	220	4	1.0	290	6.0	3-6	970	5	3-6	360	4	1-6	560	9	1-3	1,040	13	6=>3	1670	7	1-3-6	3560	13	6=>3=>1	13100	52	56432187	56341287	5,6,3,(4,2),1,8,7	56342187	6.1 - 11.5 - 12.4 - 13.7 - 12.5 - 12.8 - 14.9 - 13.6	6.1 - 17.6 - 30.0 - 43.7 - 56.2 - 69.0 - 83.9 - 97.5 (30.0-41.3)						
200945010204	ダ	左	1500	晴	良	12:50	3歳2　イ		2009-1-2	11	川崎	2	131万円以上189万円未満		1	240	1	1	110	2	7	100	1	5.0	120	3.0	1-7	410	1	1-7	180	1	1-5	330	5	5-7	230	3	1=>7	820	2	1-5-7	720	2	1=>7=>5	3070	6	356149728	351674928	(3,5),7,6,1,8,9,2,4	(3,5),(1,7),6,2,4,8,9	6.0 - 11.6 - 12.6 - 14.4 - 12.3 - 12.7 - 14.1 - 14.1	6.0 - 17.6 - 30.2 - 44.6 - 56.9 - 69.6 - 83.7 - 97.8 (30.2-40.9)	1-7	340.0	1.0	1=>7	880.0	2.0
200945010205	ダ	左	1400	晴	良	13:20	C3四　五		2009-1-2	11	川崎	2			1	320	2	1	130	2	2	110	1	3.0	280	6.0	1-2	280	1	1-2	170	1	1-3	1,160	18	2-3	820	11	1=>2	710	2	1-2-3	2520	9	1=>2=>3	8430	25	287164395	281763495	2,8,9,(1,7),6,3,4,5	218376945	13.1 - 12.8 - 13.3 - 12.0 - 12.6 - 13.8 - 13.9	13.1 - 25.9 - 39.2 - 51.2 - 63.8 - 77.6 - 91.5 (39.2-40.3)	1-2	240.0	1.0	1=>2	680.0	2.0
200945010206	ダ	左	1500	晴	良	13:50	C2四　五六		2009-1-2	11	川崎	2			5	660	2	5	180	4	7	160	2	9.0	100	1.0	5-7	1490	5	5-7	380	5	5-9	260	2	7-9	200	1	5=>7	2920	10	5-7-9	790	1	5=>7=>9	7690	23	5789631011241	5768931110124	(5,7),9,8,6,3,11,2,10,1,4	5769832114110	6.1 - 11.8 - 12.6 - 13.6 - 11.7 - 12.5 - 14.0 - 13.1	6.1 - 17.9 - 30.5 - 44.1 - 55.8 - 68.3 - 82.3 - 95.4 (30.5-39.6)	5-6	1110.0	5.0	5=>6	2050.0	8.0
200945010207	ダ	左	1500	晴	良	14:20	C2四　五六		2009-1-2	11	川崎	2			12	410	2	12	160	2	8	130	1	3.0	230	6.0	8-12	780	1	8-12	280	1	3-12	820	16	3-8	540	6	12=>8	1630	2	3-8-12	2600	9	12=>8=>3	11150	24	123210894756111	123102984756111	123810297451161	12,8,3,10,7,2,9,4,5,11,6-1	6.0 - 11.1 - 12.7 - 13.3 - 12.4 - 13.0 - 13.8 - 13.0	6.0 - 17.1 - 29.8 - 43.1 - 55.5 - 68.5 - 82.3 - 95.3 (29.8-39.8)	6-8	420.0	1.0	8=>6	820.0	2.0
200945010208	ダ	左	1500	晴	良	14:55	C2四　五六		2009-1-2	11	川崎	2			9	1190	5	9	300	6	5	150	2	10.0	680	9.0	5-9	1750	6	5-9	930	11	9-10	6,060	47	5-10	2,120	23	9=>5	5950	20	5-9-10	33290	86	9=>5=>10	205830	420	561111281079423	561111287109423	568110911127243	591681012742311	6.1 - 10.9 - 11.9 - 13.4 - 12.4 - 13.6 - 14.6 - 12.7	6.1 - 17.0 - 28.9 - 42.3 - 54.7 - 68.3 - 82.9 - 95.6 (28.9-40.9)	5-7	870.0	5.0	7=>5	3020.0	10.0
200945010209	ダ	左	1600	晴	良	15:30	C1四		2009-1-2	11	川崎	2			10	2870	9	10	450	9	2	440	7	4.0	200	2.0	2-10	17190	49	2-10	3,770	49	4-10	1,040	13	2-4	1,640	25	10=>2	53450	100	2-4-10	27400	114	10=>2=>4	209420	659	4571126391081	4572116391081	4572118610931	4527108631191	12.5 - 12.1 - 12.6 - 13.8 - 12.0 - 12.6 - 14.2 - 13.7	12.5 - 24.6 - 37.2 - 51.0 - 63.0 - 75.6 - 89.8 - 103.5 (37.2-40.5)	2-8	11280.0	28.0	8=>2	28850.0	57.0
200945010210	ダ	左	1500	晴	良	16:05	ゴールデンホース賞 		2009-1-2	11	川崎	2	(別定)		2	5110	11	2	1,020	11	11	160	1	12.0	180	3.0	2-11	7780	26	2-11	2,240	27	2-12	4,030	44	11-12	440	2	2=>11	23820	64	2-11-12	18710	62	2=>11=>12	172160	439	4123812131471110965	4123128137141110965	4,1,2,3,(12,13,9),(7,14),10,11,8,6,5	4212911371411310658	5.9 - 11.0 - 12.6 - 13.7 - 12.1 - 12.7 - 14.2 - 13.4	5.9 - 16.9 - 29.5 - 43.2 - 55.3 - 68.0 - 82.2 - 95.6 (29.5-40.3)	2-7	4710.0	15.0	2=>7	9490.0	32.0
200945010211	ダ	左	1600	晴	良	16:45	’09サンライズチャ 		2009-1-2	11	川崎	2	(別定)		9	210	1	9	120	1	2	200	5	8.0	160	3.0	2-9	1430	5	2-9	420	4	8-9	350	2	2-8	810	12	9=>2	2120	6	2-8-9	2520	8	9=>2=>8	12030	31	358246917	358246917	3,8,(2,5,4),6,9,1,7	398246517	12.8 - 11.2 - 12.2 - 14.0 - 12.4 - 13.4 - 14.1 - 13.3	12.8 - 24.0 - 36.2 - 50.2 - 62.6 - 76.0 - 90.1 - 103.4 (36.2-40.8)	2-8	900.0	4.0	8=>2	1470.0	5.0
200945010212	ダ	左	1500	晴	良	17:20	ニューイヤー特別 		2009-1-2	11	川崎	2	(別定)		5	130	1	5	110	1	11	140	2	2.0	1,420	10.0	5-11	380	1	5-11	200	1	2-5	2,440	22	2-11	3,790	28	5=>11	510	1	2-5-11	16880	40	5=>11=>2	35870	98	1189105374621	1189351047621	11,8,9,7,5,10,3,6,2,4-1	11,5,8,7,2,9,3,10,6,4-1	5.7 - 11.4 - 12.7 - 13.6 - 11.9 - 12.7 - 13.6 - 12.6	5.7 - 17.1 - 29.8 - 43.4 - 55.3 - 68.0 - 81.6 - 94.2 (29.8-38.9)	5-8	340.0	1.0	5=>8	570.0	1.0
200945010301	ダ	左	1400	晴	良	11:20	4歳8　ロ		2009-1-3	11	川崎	3	53万円未満		2	290	2	2	110	2	9	120	3	5.0	110	1.0	2-9	550	2	2-9	200	2	2-5	180	1	5-9	350	4	2=>9	870	3	2-5-9	650	1	2=>9=>5	2750	4	5,(3,4),9,7,8,1,6,2	534917862	5,3,4,1,(9,2),6,7,8	2,(5,3),1,(4,9),6,7,8	12.9 - 12.4 - 13.5 - 12.3 - 13.4 - 14.0 - 13.7	12.9 - 25.3 - 38.8 - 51.1 - 64.5 - 78.5 - 92.2 (38.8-41.1)	2-8	490.0	1.0	2=>8	820.0	1.0
200945010302	ダ	左	1400	晴	良	11:50	4歳7　イ		2009-1-3	11	川崎	3	53万円未満		3	240	2	3	110	2	7	100	1	1.0	140	4.0	3-7	190	1	3-7	130	1	1-3	300	4	1-7	340	6	3=>7	460	2	1-3-7	660	3	3=>7=>1	2450	6	346817592	346157829	3,(4,6),7,(1,5),9,8,2	3,(6,7),1,5,9,4,8,2	12.8 - 12.6 - 13.9 - 12.6 - 13.0 - 13.8 - 13.2	12.8 - 25.4 - 39.3 - 51.9 - 64.9 - 78.7 - 91.9 (39.3-40.0)	3-7	210.0	1.0	3=>7	520.0	2.0
200945010303	ダ	左	1500	晴	良	12:20	C3二　三		2009-1-3	11	川崎	3			6	120	1	6	110	1	9	420	7	5.0	260	6.0	6-9	1740	6	6-9	770	6	5-6	500	5	5-9	4,320	29	6=>9	2390	8	5-6-9	6330	20	6=>9=>5	19500	60	41291057863	41291075863	42967518310	46297581310	5.9 - 11.1 - 12.3 - 13.5 - 12.2 - 13.5 - 14.4 - 14.0	5.9 - 17.0 - 29.3 - 42.8 - 55.0 - 68.5 - 82.9 - 96.9 (29.3-41.9)	6-8	1330.0	6.0	6=>8	1560.0	6.0
200945010304	ダ	左	1500	晴	良	12:50	C3二　三		2009-1-3	11	川崎	3			6	280	2	6	130	3	9	100	1	4.0	210	5.0	6-9	380	1	6-9	190	1	4-6	530	6	4-9	540	7	6=>9	850	2	4-6-9	1160	4	6=>9=>4	4320	13	736245981	732649581	736492518	7,3,9,(4,6),5,2,8,1	5.9 - 11.1 - 12.6 - 13.6 - 12.4 - 13.4 - 14.2 - 13.7	5.9 - 17.0 - 29.6 - 43.2 - 55.6 - 69.0 - 83.2 - 96.9 (29.6-41.3)	6-8	380.0	1.0	6=>8	1000.0	2.0
200945010305	ダ	左	1400	晴	良	13:20	3歳5　ロ		2009-1-3	11	川崎	3	50万円以上131万円未満		9	1600	5	9	380	7	2	170	2	7.0	410	8.0	2-9	2460	11	2-9	900	12	7-9	3,050	33	2-7	1,150	13	9=>2	5940	24	2-7-9	11040	41	9=>2=>7	69460	221	6579111048231	6795428311101	6794825311110	6974823115110	12.8 - 12.2 - 13.8 - 12.1 - 13.1 - 13.5 - 13.8	12.8 - 25.0 - 38.8 - 50.9 - 64.0 - 77.5 - 91.3 (38.8-40.4)	2-7	1480.0	9.0	7=>2	4910.0	21.0
200945010306	ダ	左	1400	晴	良	13:50	3歳4　イ		2009-1-3	11	川崎	3	50万円以上131万円未満		8	240	1	8	160	3	1	210	4	7.0	360	5.0	1-8	1290	4	1-8	490	4	7-8	710	7	1-7	1,120	14	8=>1	1860	6	1-7-8	3900	14	8=>1=>7	13510	36	8117610142953	8711164210953	8711146210935	8174211610935	12.6 - 12.4 - 13.8 - 12.6 - 13.1 - 13.8 - 13.0	12.6 - 25.0 - 38.8 - 51.4 - 64.5 - 78.3 - 91.3 (38.8-39.9)	1-7	1220.0	6.0	7=>1	1900.0	8.0
200945010307	ダ	左	1500	晴	良	14:20	C2七　八		2009-1-3	11	川崎	3			12	450	2	12	170	2	5	2,300	13	9.0	290	5.0	5-12	34840	57	5-12	15,540	80	9-12	860	8	5-9	20,490	84	12=>5	25820	68	5-9-12	72760	146	12=>5=>9	700400	953	1410981312753462111	1410897123135611421	14,(9,10),8,12,3,5,13,7,6,11,4,2,1	14,(10,9),12,8,3,5,11,13,4,7,6,2,1	6.1 - 11.0 - 12.2 - 13.2 - 12.2 - 13.1 - 14.6 - 13.7	6.1 - 17.1 - 29.3 - 42.5 - 54.7 - 67.8 - 82.4 - 96.1 (29.3-41.4)	4-7	620.0	3.0	7=>4	970.0	4.0
200945010308	ダ	左	1500	晴	良	14:55	C2七　八		2009-1-3	11	川崎	3			10	180	1	10	110	1	11	160	2	7.0	1,620	12.0	10-11	460	1	10-11	180	1	7-10	3,010	33	7-11	4,980	45	10=>11	680	1	7-10-11	13660	41	10=>11=>7	44240	126	(2,8,9,13),5,11,10,4,7,1,12,6,3	28913512104711163	29131251084711316	29131210457113618	5.6 - 11.2 - 11.9 - 13.3 - 12.7 - 13.6 - 14.6 - 12.8	5.6 - 16.8 - 28.7 - 42.0 - 54.7 - 68.3 - 82.9 - 95.7 (28.7-41.0)	7-7	410.0	3.0	7=>7	490.0	1.0
200945010401	ダ	左	1400	晴	良	12:00	3歳7		2009-1-4	11	川崎	4	16万円以上27万円未満		4	360	2	4	120	2	6	120	1	7.0	170	5.0	4-6	380	1	4-6	180	1	4-7	370	6	6-7	280	4	4=>6	850	2	4-6-7	820	2	4=>6=>7	2830	5	46528713	46527183	46527183	46527183	13.2 - 12.4 - 13.8 - 12.3 - 12.9 - 14.2 - 13.3	13.2 - 25.6 - 39.4 - 51.7 - 64.6 - 78.8 - 92.1 (39.4-40.4)						
200945010402	ダ	左	1400	晴	良	12:35	3歳6		2009-1-4	11	川崎	4	27万円以上50万円未満		8	570	4	8	170	4	10	120	1	3.0	260	5.0	8-10	870	5	8-10	310	1	3-8	810	12	3-10	580	7	8=>10	2000	10	3-8-10	2420	7	8=>10=>3	11450	38	8111526103947	8111523610497	8115102136947	8111052136497	12.9 - 12.5 - 13.9 - 12.4 - 13.3 - 14.1 - 13.3	12.9 - 25.4 - 39.3 - 51.7 - 65.0 - 79.1 - 92.4 (39.3-40.7)	7-8	640.0	4.0	7=>8	1160.0	4.0
200945010403	ダ	左	1500	晴	良	13:10	4歳2　ロ		2009-1-4	11	川崎	4	141万円以上		6	180	1	6	100	1	5	130	3	7.0	180	4.0	5-6	470	2	5-6	230	2	6-7	460	4	5-7	620	6	6=>5	930	4	5-6-7	1630	5	6=>5=>7	5280	13	61091274385	61091274385	61092714583	61097214583	6.0 - 12.1 - 12.8 - 13.3 - 11.7 - 12.8 - 14.1 - 13.9	6.0 - 18.1 - 30.9 - 44.2 - 55.9 - 68.7 - 82.8 - 96.7 (30.9-40.8)	5-6	490.0	3.0	6=>5	780.0	3.0
200945010404	ダ	左	1500	晴	良	13:45	4歳1　イ		2009-1-4	11	川崎	4	141万円以上		1	520	4	1	210	3	5	240	4	10.0	160	2.0	1-5	2270	9	1-5	930	13	1-10	340	2	5-10	370	5	1=>5	4750	21	1-5-10	1850	6	1=>5=>10	14740	56	81076129543	81076129453	10857126943	(8,10),5,1,6,7,4,2,3,9	5.9 - 11.3 - 12.6 - 13.7 - 12.3 - 13.0 - 14.2 - 13.2	5.9 - 17.2 - 29.8 - 43.5 - 55.8 - 68.8 - 83.0 - 96.2 (29.8-40.4)	1-5	3440.0	9.0	1=>5	4140.0	15.0
200945012601	ダ	左	1400	晴	稍重	11:40	C3八　九十		2009-1-26	12	川崎	1			2	460	3	2	160	3	7	530	8	6.0	140	2.0	2-7	6090	20	2-7	1,660	19	2-6	270	2	6-7	1,130	14	2=>7	11700	33	2-6-7	4260	15	2=>7=>6	40460	119	23687145	23768145	26378145	23678154	13.0 - 12.8 - 13.6 - 12.1 - 13.0 - 13.9 - 13.8	13.0 - 25.8 - 39.4 - 51.5 - 64.5 - 78.4 - 92.2 (39.4-40.7)						
200945012602	ダ	左	1400	晴	稍重	12:10	C3八　九十		2009-1-26	12	川崎	1			4	200	1	4	110	1	8	170	3	6.0	240	5.0	4-8	550	2	4-8	280	3	4-6	990	13	6-8	1,940	18	4=>8	890	2	4-6-8	3340	16	4=>8=>6	11510	43	358461927	354816927	354861927	345689127	12.8 - 12.2 - 13.4 - 12.0 - 13.0 - 14.2 - 13.2	12.8 - 25.0 - 38.4 - 50.4 - 63.4 - 77.6 - 90.8 (38.4-40.4)	4-8	420.0	2.0	4=>8	660.0	2.0
200945012603	ダ	左	1400	晴	稍重	12:40	C3八　九十		2009-1-26	12	川崎	1			10	720	4	10	280	4	4	390	6	8.0	680	7.0	4-10	7130	16	4-10	1,820	17	8-10	2,630	22	4-8	3,090	26	10=>4	15170	33	4-8-10	44110	63	10=>4=>8	308340	350	51016937824	51016937824	51014369287	10541368297	13.4 - 12.9 - 13.9 - 12.5 - 13.5 - 13.6 - 13.5	13.4 - 26.3 - 40.2 - 52.7 - 66.2 - 79.8 - 93.3 (40.2-40.6)	4-8	6700.0	18.0	8=>4	13030.0	32.0
200945012604	ダ	左	1500	晴	稍重	13:10	3歳3　ロ		2009-1-26	12	川崎	1	131万円以上220万円未満		8	610	4	8	190	3	2	160	2	1.0	1,330	10.0	2-8	1920	8	2-8	790	11	1-8	3,340	32	1-2	2,820	29	8=>2	3640	14	1-2-8	17420	58	8=>2=>1	92830	252	2357110894116	2357181049116	(2,3),5,1,8,7,4,9,10,6,11	2387541691011	6.0 - 11.2 - 12.3 - 13.9 - 12.5 - 12.9 - 14.1 - 13.8	6.0 - 17.2 - 29.5 - 43.4 - 55.9 - 68.8 - 82.9 - 96.7 (29.5-40.8)	2-7	660.0	3.0	7=>2	1510.0	6.0
200945012605	ダ	左	1500	晴	稍重	13:40	3歳2　イ		2009-1-26	12	川崎	1	131万円以上220万円未満		14	130	1	14	100	1	6	120	2	8.0	180	4.0	6-14	350	1	6-14	200	1	8-14	350	2	6-8	420	6	14=>6	470	1	6-8-14	1050	1	14=>6=>8	2760	2	2614121378910451131	2614813127941051131	(2,6),14,13,12,8,4,9,7,5,10,11,3,1	6148241375129101113	6.0 - 11.2 - 12.1 - 13.7 - 12.2 - 13.4 - 13.6 - 13.3	6.0 - 17.2 - 29.3 - 43.0 - 55.2 - 68.6 - 82.2 - 95.5 (29.3-40.3)	4-8	320.0	1.0	8=>4	530.0	1.0
200945012606	ダ	左	1600	晴	稍重	14:15	C2四　五		2009-1-26	12	川崎	1			4	190	1	4	100	1	2	110	2	9.0	180	4.0	2-4	360	1	2-4	210	1	4-9	330	3	2-9	400	5	4=>2	520	1	2-4-9	660	2	4=>2=>9	1970	2	10938647521	10943862751	94108372651	(9,4),10,2,8,3,7,6,1,5	13.0 - 11.9 - 13.3 - 14.2 - 12.1 - 12.9 - 13.9 - 12.3	13.0 - 24.9 - 38.2 - 52.4 - 64.5 - 77.4 - 91.3 - 103.6 (38.2-39.1)	2-4	400.0	1.0	4=>2	500.0	1.0
200945012607	ダ	左	1600	晴	稍重	14:50	C2四　五		2009-1-26	12	川崎	1			7	210	1	7	120	1	1	160	4	2.0	580	9.0	1-7	500	2	1-7	280	2	2-7	1,080	14	1-2	1,410	16	7=>1	750	2	1-2-7	2910	11	7=>1=>2	6680	17	3479115862101	3479115821610	(3,4,7),9,11,8,1,2,6,5,10	7431129186510	12.9 - 11.4 - 13.0 - 13.9 - 12.2 - 13.2 - 13.6 - 12.5	12.9 - 24.3 - 37.3 - 51.2 - 63.4 - 76.6 - 90.2 - 102.7 (37.3-39.3)	1-6	550.0	2.0	6=>1	890.0	1.0
