	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
200930102011	ダ	右	1200	曇	稍重	20:00	未来優駿2009サッ 		2009-10-20	12	門別	4	(定量)		13.0	850.0	4.0	13.0	340	5.0	3.0	490	7.0	2.0	780	8.0	3-8	2470.0	12.0	3-13	4290.0	17.0	13=>3	8140.0	32.0	2-3-13	35360.0	85.0	13=>3=>2	225290.0	478.0			3,4,8,1,13,10,(5,9),11,2,12,(6,7)	3,4,(1,8),13,10,5,9,2,11,12,7,6											
200930102201	ダ	右	1700	曇	良	14:30	2歳　牝馬未		2009-10-22	12	門別	6	(規定)		2.0	520.0	2.0	2.0	230	2.0	4.0	250	4.0							2-4	1100.0	5.0	2=>4	3210.0	12.0	2-4-7	400.0	1.0	2=>4=>7	6400.0	25.0	(1,7),(4,6),2,3,5	(1,7),4,6,2,3,5	1,(4,7),2,6,5,3	(1,4,7),2,6,5,3											
200930102202	ダ	右	1700	曇	良	15:00	D3　ー1組		2009-10-22	12	門別	6	40万円以下	(規定)	4.0	150.0	1.0	4.0	100	1.0	8.0	100	2.0	2.0	120	3.0				4-8	140.0	1.0	4=>8	240.0	1.0	2-4-8	310.0	2.0	4=>8=>2	770.0	1.0	14832576	1,4,8,3,2,(5,7),6	1,(4,8),3,2,7,6,5	(4,8),(1,3),2,7-6,5											
200930102203	ダ	右	1200	曇	良	15:30	2歳　未勝利		2009-10-22	12	門別	6	(規定)		8.0	270.0	2.0	8.0	170	2.0	7.0	430	5.0	4.0	570	7.0	7-8	1120.0	5.0	7-8	1630.0	8.0	8=>7	3390.0	12.0	4-7-8	11430.0	26.0	8=>7=>4	36060.0	89.0			(3,5),8,(1,6),4,(2,7),9	(3,5),8,6,1,(4,7),2-9											
200930102204	ダ	右	1200	曇	良	16:05	JRA認定アタックチ		2009-10-22	12	門別	6	牝(規定)		1.0	120.0	1.0	1.0	100	1.0	8.0	200	5.0	6.0	140	2.0				1-8	600.0	2.0	1=>8	980.0	4.0	1-6-8	670.0	2.0	1=>8=>6	3430.0	8.0			1,4,8,(2,6),5,3,7	14826537											
200930102205	ダ	右	1200	曇	良	16:35	JRA認定アタックチ		2009-10-22	12	門別	6	牝(規定)		7.0	140.0	1.0	7.0	110	1.0	6.0	910	7.0							6-7	4070.0	13.0	7=>6	4210.0	14.0	1-6-7	4980.0	17.0	7=>6=>1	23430.0	74.0			5,(2,7),3,1,(4,6)	(5,7),2,(3,1),6,4											
200930102206	ダ	右	1000	曇	良	17:05	D2　ー3組		2009-10-22	12	門別	6	60万円以下	(規定)	2.0	7660.0	8.0	2.0	310	7.0	8.0	140	1.0	6.0	180	3.0	2-7	5930.0	13.0	2-8	5870.0	16.0	2=>8	32900.0	53.0	2-6-8	10560.0	30.0	2=>8=>6	105080.0	207.0			2,4,7,(3,8),(6,11),(1,9),(5,10)	2,4,(3,7),8,11,6,1,9,5,10											
200930102207	ダ	右	1800	曇	良	17:40	JRA認定アタックチ		2009-10-22	12	門別	6	(規定)		6.0	140.0	1.0	6.0	100	1.0	10.0	130	2.0	2.0	180	4.0	6-8	310.0	1.0	6-10	300.0	1.0	6=>10	520.0	1.0	2-6-10	560.0	1.0	6=>10=>2	1610.0	1.0	1106258114397	1,10,6,2,(8,11),5,4,3,9,7	1,(10,6),(11,4),2,8,5,7,3,9	1,(10,6),(11,4),2,8,5,7,3-9											
200930102208	ダ	右	1000	曇	良	18:10	JRA認定アタックチ		2009-10-22	12	門別	6	(規定)		2.0	800.0	2.0	2.0	150	2.0	8.0	100	1.0	3.0	370	8.0	2-6	340.0	1.0	2-8	450.0	1.0	2=>8	1300.0	5.0	2-3-8	4790.0	17.0	2=>8=>3	34250.0	92.0			2,12,4,(8,9),(5,10),(3,7),1,6,11	2,12,4,(8,9),5,10,3,7,6,1,11											
200930102209	ダ	右	1200	曇	良	18:40	門別ししゃも祭り賞		2009-10-22	12	門別	6	60万円以下	(規定)	9.0	2370.0	7.0	9.0	510	7.0	8.0	120	1.0	1.0	210	4.0	6-7	460.0	1.0	8-9	2430.0	12.0	9=>8	5910.0	25.0	1-8-9	3020.0	10.0	9=>8=>1	26410.0	74.0			1,8,(2,10),9,6,3,4,5,12,11,7	1,8,10,2,9,6,3,4,5,12,(11,7)											
200930102210	ダ	右	1200	曇	良	19:15	三石川特別 		2009-10-22	12	門別	6	800万円以下	(別定)	12.0	470.0	3.0	12.0	150	3.0	13.0	120	2.0	10.0	100	1.0	8-8	930.0	3.0	12-13	810.0	2.0	12=>13	1960.0	6.0	10-12-13	550.0	1.0	12=>13=>10	4860.0	11.0			2,5,7,(4,10,11,13),6,3,12,8,9	2,5,(10,11,13),7,(4,6),3,12,9,8											
200930102211	ダ	右	1200	曇	良	19:55	エーデルワイス賞〔J	G3	2009-10-22	12	門別	6	牝(定量)		12.0	210.0	1.0	12.0	120	1.0	11.0	210	4.0	14.0	280	6.0	7-7	680.0	3.0	11-12	630.0	3.0	12=>11	1080.0	4.0	11-12-14	1890.0	5.0	12=>11=>14	5780.0	12.0			7,5,(1,12),(8,11),4,3,13,10,2,14,6-9	7,(5,12),(1,11),8,(4,10,13),3,2,14,6,9											
200930102212	ダ	右	1800	曇	良	20:30	JA門別美味ネギ君特 		2009-10-22	12	門別	6	(別定)		3.0	130.0	1.0	3.0	130	1.0	1.0	210	4.0	6.0	720	8.0	1-3	830.0	3.0	1-3	760.0	2.0	3=>1	1220.0	4.0	1-3-6	17350.0	26.0	3=>1=>6	37190.0	63.0	(5,8,10),(3,7),1,9,2,4,6	10,5,8,(3,7),1,9,2,(4,6)	5,7,8,3,9,(10,1),(2,6),4	5,7,(8,3),(1,9),6,2,4,10											
200930102701	ダ	右	1000	曇	稍重	14:55	2歳　未勝利		2009-10-27	13	門別	1	(規定)		4.0	260.0	2.0	4.0	170	2.0	1.0	1,020	6.0							1-4	3190.0	13.0	4=>1	10350.0	26.0	1-4-6	9990.0	24.0	4=>1=>6	53910.0	104.0			1,2,6,(4,7)-3,5	1,6,2,4,7-3,5											
200930102702	ダ	右	1200	晴	稍重	15:25	2歳　未勝利		2009-10-27	13	門別	1	(規定)		8.0	130.0	1.0	8.0	110	1.0	6.0	150	2.0							6-8	310.0	1.0	8=>6	560.0	1.0	5-6-8	1290.0	4.0	8=>6=>5	3130.0	9.0			(1,2),6,8,3,(5,7)	(2,6),(1,8),3,(5,7)											
200930102703	ダ	右	1200	晴	稍重	16:35	D3　ー3組		2009-10-27	13	門別	1	40万円以下	(規定)	1.0	150.0	1.0	1.0	170	2.0	3.0	200	3.0							1-3	270.0	2.0	1=>3	460.0	1.0	1-2-3	1730.0	4.0	1=>3=>2	3960.0	10.0			1,3,(4,6),5,7,2	1,3,4,6,5,(2,7)											
200930102704	ダ	右	1000	晴	稍重	17:05	D3　ー3組		2009-10-27	13	門別	1	40万円以下	(規定)	1.0	160.0	1.0	1.0	110	1.0	6.0	120	3.0	2.0	160	4.0	1-6	170.0	1.0	1-6	130.0	1.0	1=>6	390.0	2.0	1-2-6	200.0	1.0	1=>6=>2	570.0	1.0			6,1,2,3,(4,8,9),5,7	612349857											
200930102705	ダ	右	1200	晴	稍重	17:35	D2　ー2組		2009-10-27	13	門別	1	60万円以下	(規定)	5.0	140.0	1.0	5.0	100	1.0	4.0	110	2.0							4-5	120.0	1.0	5=>4	190.0	1.0	3-4-5	340.0	1.0	5=>4=>3	480.0	1.0			(3,5),4,7,1,8,6	5,4,3,7,6,(1,8)											
200930102706	ダ	右	1000	晴	稍重	18:10	JRA認定アタックチ		2009-10-27	13	門別	1	(規定)		12.0	520.0	3.0	12.0	280	5.0	2.0	700	9.0	6.0	200	3.0	2-8	9370.0	24.0	2-12	16840.0	43.0	12=>2	34760.0	77.0	2-6-12	28720.0	80.0	12=>2=>6	126550.0	351.0			6,10,(2,12),8,7,(3,4),9,(1,11),5	6,10,12,2,8,7,(3,4),9,1,11,5											
200930102707	ダ	右	1700	晴	稍重	18:45	JAみついし特別 		2009-10-27	13	門別	1	80万円以下	(規定)	5.0	1160.0	4.0	5.0	160	4.0	3.0	100	2.0	1.0	100	1.0				3-5	840.0	4.0	5=>3	5310.0	14.0	1-3-5	1030.0	4.0	5=>3=>1	15130.0	39.0	56371284	56371284	5,6,3,(7,1),(2,8),4	5,6,3,7,1-2,8,4											
200930102708	ダ	右	1700	晴	稍重	19:20	新ひだか町特別 		2009-10-27	13	門別	1	100万円以下	(規定)	7.0	120.0	1.0	7.0	110	1.0	8.0	160	4.0	3.0	580	6.0				7-8	320.0	2.0	7=>8	400.0	2.0	3-7-8	2620.0	6.0	7=>8=>3	4700.0	10.0	41758362	4,1,(5,7),(3,8),6,2	1,4,7,8,3,5,6-2	(1,7),4,8,3,5,6-2											
200930102709	ダ	右	2000	晴	稍重	19:55	ダイタクリーヴァ賞 		2009-10-27	13	門別	1	130万円以下	(規定)	7.0	120.0	1.0	7.0	110	1.0	9.0	160	3.0	8.0	250	5.0	7-8	230.0	1.0	7-9	520.0	3.0	7=>9	630.0	3.0	7-8-9	1370.0	6.0	7=>9=>8	2940.0	11.0	795841362	795841623	7,9,2,4,(6,5),8,1,3	7,9,2,4,(5,8),6,3,1											
200930102710	ダ	右	1200	晴	稍重	20:30	ホッカイドウ競馬三石 		2009-10-27	13	門別	1	130万円以下	(規定)	1.0	2410.0	7.0	1.0	190	5.0	8.0	150	3.0	12.0	130	1.0	1-6	3160.0	9.0	1-8	4820.0	16.0	1=>8	16370.0	38.0	1-8-12	4020.0	13.0	1=>8=>12	49110.0	136.0			1,8,9,6,(10,11),2,7,3,12,4,5	1,8,2,9,6,(7,10,11),(3,12),4,5											
200930102801	ダ	右	1700	晴	稍重	15:25	2歳　未勝利		2009-10-28	13	門別	2	(規定)		4.0	180.0	1.0	4.0	110	1.0	6.0	140	3.0	7.0	260	6.0				4-6	330.0	1.0	4=>6	440.0	1.0	4-6-7	1420.0	7.0	4=>6=>7	4160.0	13.0	4,7,6,8,(2,3),5,1	47682351	4,7,(6,8),(2,3),1,5	47681235											
200930102802	ダ	右	1200	晴	稍重	16:00	エゾなきうさぎ特別 		2009-10-28	13	門別	2	80万円以下	(規定)	7.0	1240.0	5.0	7.0	220	6.0	1.0	200	4.0	11.0	140	1.0	1-5	4440.0	13.0	1-7	4980.0	16.0	7=>1	7160.0	28.0	1-7-11	3600.0	10.0	7=>1=>11	27490.0	87.0			14711391058131226	1,7,4,11,3,9,10,5,(8,13),2,12,6											
200930102803	ダ	右	1000	晴	稍重	16:35	2歳　未勝利		2009-10-28	13	門別	2	(規定)		2.0	710.0	4.0	2.0	190	3.0	1.0	200	4.0	3.0	430	6.0	1-2	950.0	5.0	1-2	780.0	5.0	2=>1	2070.0	10.0	1-2-3	2660.0	10.0	2=>1=>3	16160.0	57.0			1,2,8,3,9,(4,10),6,7,5	(1,2),(3,8),9,(4,10),6,7,5											
200930102804	ダ	右	1000	晴	稍重	17:05	D3　ー2組		2009-10-28	13	門別	2	40万円以下	(規定)	4.0	110.0	1.0	4.0	100	1.0	3.0	120	2.0	1.0	120	3.0	3-4	430.0	3.0	3-4	400.0	2.0	4=>3	490.0	2.0	1-3-4	500.0	1.0	4=>3=>1	1300.0	2.0			3,4,(6,7),5,1,9,8,2	3,4,1,7,(5,6,9),(2,8)											
200930102805	ダ	右	1700	晴	稍重	17:35	D3　ー1組		2009-10-28	13	門別	2	40万円以下	(規定)	3.0	190.0	1.0	3.0	100	1.0	9.0	450	7.0	1.0	110	2.0	3-8	870.0	3.0	3-9	5590.0	10.0	3=>9	6530.0	16.0	1-3-9	2530.0	8.0	3=>9=>1	21690.0	54.0	345278619	345278619	3,(4,5),2,(7,8),1,6,9	3,5,(2,4),8,1,7,9,6											
200930102806	ダ	右	1200	晴	稍重	18:10	JRA認定アタックチ		2009-10-28	13	門別	2	(規定)		3.0	160.0	1.0	3.0	100	1.0	1.0	270	6.0	6.0	150	3.0	1-3	2100.0	6.0	1-3	1560.0	6.0	3=>1	2440.0	7.0	1-3-6	1730.0	6.0	3=>1=>6	8490.0	26.0			3,6,7,1,5,10,(8,12),11,2,4,9	3,6,(1,7),5,9,12,8,4,2,10,11											
200930102901	ダ	右	1200	曇	重	14:25	2歳　未勝利		2009-10-29	13	門別	3	(規定)		8.0	250.0	1.0	8.0	120	1.0	1.0	460	6.0							1-8	3420.0	12.0	8=>1	6160.0	18.0	1-2-8	2510.0	9.0	8=>1=>2	25920.0	66.0			2658413.0	2681543.0											
200930102902	ダ	右	1000	曇	重	14:55	2歳　未勝利		2009-10-29	13	門別	3	(規定)		8.0	200.0	1.0	8.0	130	2.0	2.0	220	6.0	6.0	130	1.0				2-8	770.0	2.0	8=>2	1030.0	3.0	2-6-8	620.0	1.0	8=>2=>6	2360.0	2.0			(5,6,8),2,4,3,1,7	(5,6,8),2-(4,3),1,7											
200930102903	ダ	右	1200	曇	重	15:25	D3　ー2組		2009-10-29	13	門別	3	40万円以下	(規定)	10.0	120.0	1.0	10.0	100	1.0	8.0	130	2.0	5.0	200	5.0	7-8	150.0	1.0	8-10	330.0	2.0	10=>8	360.0	2.0	5-8-10	900.0	2.0	10=>8=>5	1780.0	4.0			(3,10),5,8,7,2,9,4,6,1	10,3,(5,8),2,7,9,6,4,1											
200930102904	ダ	右	1200	雨	重	16:35	D3　ー1組		2009-10-29	13	門別	3	40万円以下	(規定)	3.0	110.0	1.0	3.0	100	1.0	4.0	200	3.0							3-4	330.0	2.0	3=>4	300.0	2.0	3-4-5	180.0	1.0	3=>4=>5	450.0	2.0			6,3,4,8,(2,5)-7	6,3,5,2,4,8-7											
200930102905	ダ	右	1200	雨	重	17:05	全国市町村ホ 		2009-10-29	13	門別	3	60万円以下	(規定)	6.0	180.0	1.0	6.0	120	1.0	3.0	160	2.0							3-6	270.0	1.0	6=>3	370.0	1.0	1-3-6	430.0	2.0	6=>3=>1	1080.0	3.0			3,4,6,(1,7),5,2	3467152											
200930102906	ダ	右	1700	雨	重	17:35	D2　ー2組		2009-10-29	13	門別	3	60万円以下	(規定)	2.0	2030.0	6.0	2.0	510	5.0	7.0	220	3.0							2-7	4470.0	14.0	2=>7	5290.0	22.0	2-7-8	8120.0	17.0	2=>7=>8	177040.0	195.0	(2,7),8,6,(1,4),5	2,7,8,6,(1,4),5	(2,7),(8,6),1,4,5	2,7,(8,6),1,4,5											
200930102907	ダ	右	1200	雨	重	18:10	JRA認定アタックチ		2009-10-29	13	門別	3	(規定)		1.0	430.0	2.0	1.0	150	2.0	8.0	400	6.0	10.0	290	4.0	1-6	2520.0	11.0	1-8	2580.0	10.0	1=>8	4030.0	15.0	1-8-10	4890.0	15.0	1=>8=>10	25910.0	78.0			1,8,12,(10,11),3,4,7,5,2,9-6	1,8,12,(10,11),3,7,4,5,2,9-6											
200930102908	ダ	右	1200	曇	重	18:45	JAしずない万馬券特		2009-10-29	13	門別	3	100万円以下	(規定)	10.0	1060.0	5.0	10.0	450	7.0	11.0	610	8.0	7.0	410	5.0	7-8	1060.0	5.0	10-11	11390.0	29.0	10=>11	9690.0	37.0	7-10-11	33160.0	83.0	10=>11=>7	203280.0	479.0			381012111529764	3,8,10,12,(1,11),5,2,9,7,6,4											
200930102909	ダ	右	1800	曇	重	19:20	むかわ町長杯鵡川しし 		2009-10-29	13	門別	3	200万円以下	(規定)	2.0	240.0	1.0	2.0	120	1.0	8.0	330	7.0	3.0	140	2.0	2-8	1730.0	6.0	2-8	2680.0	10.0	2=>8	3700.0	14.0	2-3-8	2870.0	8.0	2=>8=>3	15980.0	55.0	236814579	2,3,6,8,1,(4,5),7,9	238614579	2,3,8,(1,6),4,(5,9),7											
200930102910	ダ	右	1700	曇	重	19:55	ファルブラヴ賞		2009-10-29	13	門別	3	100万円以下	(規定)	9.0	170.0	1.0	9.0	110	1.0	1.0	290	6.0	2.0	140	2.0	1-8	1670.0	5.0	1-9	1810.0	7.0	9=>1	2480.0	9.0	1-2-9	3110.0	11.0	9=>1=>2	12520.0	40.0	2,(3,5),(1,10),9,6,7,4	2351109674	2,3,5,9,1,10,6-7,4	2,3,(5,9),1,10,6,(7,4)											
200930102911	ダ	右	1200	曇	重	20:30	ホテル四季の風特別 		2009-10-29	13	門別	3	200万円以下	(規定)	5.0	680.0	3.0	5.0	280	4.0	4.0	280	3.0	1.0	490	6.0	3-4	530.0	2.0	4-5	3610.0	11.0	5=>4	8900.0	26.0	1-4-5	14800.0	42.0	5=>4=>1	75250.0	189.0			5,6,(4,11),8,(1,3),7,13,(9,14),10,12,2	5,6,4,(1,11),(3,7),8,(9,14),13,10,12,2											
200930110301	ダ	右	1200	晴	重	14:00	2歳　未勝利		2009-11-3	13	門別	4	(規定)		2.0	420.0	3.0	2.0	160	3.0	4.0	140	1.0							2-4	310.0	1.0	2=>4	1070.0	5.0	2-4-6	290.0	1.0	2=>4=>6	1740.0	3.0			(2,4),3,(6,7)-5,1	2,4,3,6,7-5,1											
200930110302	ダ	右	1000	晴	重	16:10	2歳　牝馬		2009-11-3	13	門別	4	牝(規定)		5.0	290.0	2.0	5.0	130	2.0	1.0	150	3.0	9.0	250	4.0	1-5	640.0	3.0	1-5	900.0	3.0	5=>1	1620.0	6.0	1-5-9	4210.0	13.0	5=>1=>9	14890.0	42.0			5,(6,9),3,1,7,8,4,2	5,(6,9),(3,1),(4,7),8,2											
200930110303	ダ	右	1200	晴	重	16:45	D3　ー3組		2009-11-3	13	門別	4	40万円以下	(規定)	2.0	110.0	1.0	2.0	100	1.0	1.0	380	7.0	4.0	160	3.0	1-2	3210.0	9.0	1-2	2660.0	9.0	2=>1	3470.0	11.0	1-2-4	5140.0	18.0	2=>1=>4	29200.0	73.0			(2,7),1,5,(4,8),9,6,3	2,7,1,5,4,8,(3,9),6											
200930110304	ダ	右	1700	晴	重	17:15	D3　ー2組		2009-11-3	13	門別	4	40万円以下	(規定)	5.0	230.0	1.0	5.0	130	1.0	7.0	130	2.0							5-7	290.0	1.0	5=>7	470.0	1.0	3-5-7	260.0	1.0	5=>7=>3	1110.0	2.0	5671324	5671324	5,(6,7),1,3,4,2	5,7,(1,6),3,4,2											
200930110305	ダ	右	1000	晴	重	17:45	JRA認定フレッシュ		2009-11-3	13	門別	4	(規定)		8.0	160.0	1.0	8.0	100	1.0	7.0	110	2.0	2.0	120	3.0				7-8	180.0	1.0	8=>7	310.0	1.0	2-7-8	180.0	1.0	8=>7=>2	630.0	1.0			8,2,5,7-4,(3,6),1	8,2,7,5-4-(3,6),1											
200930110306	ダ	右	1000	晴	重	18:15	JRA認定アタックチ		2009-11-3	13	門別	4	牝(規定)		7.0	990.0	5.0	7.0	320	5.0	5.0	590	8.0	6.0	650	9.0	5-6	1580.0	8.0	5-7	10330.0	30.0	7=>5	17890.0	43.0	5-6-7	41860.0	99.0	7=>5=>6	205650.0	452.0			7,6,(10,12),8,1,(5,11),2,4,9,3	7,6,12,10,8,(5,11),1,2,(9,4),3											
200930110401	ダ	右	1000	曇	重	15:15	2歳　未勝利		2009-11-4	13	門別	5	(規定)		3.0	5790.0	8.0	3.0	470	7.0	5.0	110	1.0	4.0	750	9.0	3-5	2110.0	7.0	3-5	1310.0	5.0	3=>5	9040.0	27.0	3-4-5	19770.0	48.0	3=>5=>4	112380.0	214.0			3,10,8,5,6,4,7,9,1-2	31058467912											
200930110402	ダ	右	1200	曇	重	15:45	2歳　牝馬		2009-11-4	13	門別	5	牝(規定)		3.0	350.0	2.0	3.0	110	2.0	8.0	100	1.0	2.0	140	4.0				3-8	280.0	1.0	3=>8	710.0	2.0	2-3-8	520.0	2.0	3=>8=>2	2100.0	5.0			4,3,7,8,1,2,6-5	3,4,8,7,2,1,6-5											
200930110403	ダ	右	1700	曇	重	16:15	2歳　未勝利		2009-11-4	13	門別	5	(規定)		1.0	300.0	2.0	1.0	130	2.0	8.0	120	1.0	3.0	150	4.0	1-8	320.0	1.0	1-8	360.0	1.0	1=>8	620.0	2.0	1-3-8	540.0	2.0	1=>8=>3	2400.0	5.0	1,3,4,(2,5,7,8),6,9	314852769	(1,3),8,4,5,7,2,6,9	1,3,8,(5,4),7,6,2,9											
200930110404	ダ	右	1200	曇	重	16:45	D3　ー2組		2009-11-4	13	門別	5	40万円以下	(規定)	11.0	1320.0	5.0	11.0	270	5.0	8.0	150	3.0	10.0	110	1.0	6-8	1300.0	4.0	8-11	2600.0	7.0	11=>8	12580.0	29.0	8-10-11	1430.0	4.0	11=>8=>10	29130.0	66.0			10,8,11,3,(1,5),12,4,9,7-6,2	10,8,11,(3,1,5),4,(9,7),12,2,6											
200930110405	ダ	右	1200	曇	重	17:20	D2　ー2組		2009-11-4	13	門別	5	60万円以下	(規定)	1.0	130.0	1.0	1.0	100	1.0	4.0	100	2.0	11.0	120	3.0	1-4	140.0	1.0	1-4	150.0	1.0	1=>4	150.0	1.0	1-4-11	230.0	1.0	1=>4=>11	410.0	1.0			4,(3,11),1,(2,6),(9,10),7,8,5	4113126791085											
200930110406	ダ	右	1200	曇	重	17:50	D1　ー1組		2009-11-4	13	門別	5	80万円以下	(規定)	9.0	200.0	1.0	9.0	100	1.0	11.0	150	3.0	5.0	280	6.0	7-8	200.0	1.0	9-11	350.0	1.0	9=>11	660.0	1.0	5-9-11	2210.0	5.0	9=>11=>5	4520.0	8.0			5,11,9,(7,10),4,12,8,6,1,(3,2)	5,11,9,(7,10),4,(8,12),6,1,2,3											
200930110407	ダ	右	1000	曇	重	18:20	JRA認定アタックチ		2009-11-4	13	門別	5	(規定)		6.0	330.0	2.0	6.0	160	3.0	1.0	100	1.0	7.0	430	8.0	1-5	600.0	2.0	1-6	400.0	1.0	6=>1	1470.0	5.0	1-6-7	3520.0	11.0	6=>1=>7	15950.0	37.0			6,7,(1,10),2,8,11,3,9,(5,4)	6,7,(1,10),2,8,3,11,9,4,5											
200930110408	ダ	右	1700	曇	重	18:50	JRA認定アタックチ		2009-11-4	13	門別	5	(規定)		9.0	1390.0	4.0	9.0	350	4.0	1.0	520	7.0	8.0	2,510	12.0	1-7	1420.0	6.0	1-9	14190.0	42.0	9=>1	42400.0	97.0	1-8-9	95370.0	169.0	9=>1=>8	619250.0	941.0	791048112112563	794108111212563	(7,9),6,10,8,11,4,1,12,5,3,2	(7,9),6,(4,8),(10,11),5,1,12,2,3											
200930110409	ダ	右	1700	曇	重	19:25	北海道えぞ松特別 		2009-11-4	13	門別	5	(規定)		7.0	480.0	3.0	7.0	170	4.0	8.0	130	2.0	4.0	170	5.0				7-8	1450.0	5.0	7=>8	2970.0	14.0	4-7-8	2810.0	9.0	7=>8=>4	15760.0	56.0	67315428	67315482	(6,7),5,2,3,4,8,1	7,(6,5),2,4,3,8,1											
200930110410	ダ	右	1800	曇	重	20:00	様似町長杯様似アポイ 		2009-11-4	13	門別	5	450万円以下	(別定)	3.0	650.0	4.0	3.0	100	1.0	12.0	120	2.0	7.0	140	3.0	3-8	840.0	3.0	3-12	780.0	3.0	3=>12	1810.0	7.0	3-7-12	1210.0	2.0	3=>12=>7	8740.0	23.0	425631110129781	4,2,3,5,6,11,10,(9,12),8,7,1	3,5,12,4,2,6,10,11,8,(9,7),1	3,(5,12),10,7,(4,9,6),2,(11,8),1											
200930110411	ダ	右	1800	曇	重	20:35	様似アポイ山荘特別 		2009-11-4	13	門別	5	300万円以下	(ハンデ)	2.0	210.0	1.0	2.0	120	1.0	9.0	130	2.0	1.0	530	8.0	2-8	230.0	1.0	2-9	250.0	1.0	2=>9	560.0	2.0	1-2-9	3140.0	10.0	2=>9=>1	7950.0	20.0	1,6,9,2,(4,8),(5,7),3	1,6,9,2,(4,8),5,7,3	1,6,9,2,8,7,(5,4),3	6,1,9,2,8,(5,4),7,3											
200930110501	ダ	右	1200	曇	重	15:00	2歳　未勝利		2009-11-5	13	門別	6	(規定)		3.0	370.0	2.0	3.0	150	1.0	2.0	830	6.0							2-3	2350.0	10.0	3=>2	5850.0	22.0	2-3-4	2520.0	11.0	3=>2=>4	27670.0	86.0			2,(4,5),(6,7),3,1	2457631											
200930110502	ダ	右	1000	曇	重	15:30	D3　ー1組		2009-11-5	13	門別	6	40万円以下	(規定)	4.0	170.0	1.0	4.0	110	1.0	9.0	150	4.0	5.0	140	3.0	4-8	260.0	1.0	4-9	1020.0	4.0	4=>9	1020.0	4.0	4-5-9	550.0	2.0	4=>9=>5	2620.0	6.0			94527131068	9,4,(2,5),7,1,(3,10)-8,6											
200930110503	ダ	右	1200	曇	重	16:00	D2　ー1組		2009-11-5	13	門別	6	60万円以下	(規定)	5.0	270.0	2.0	5.0	100	2.0	4.0	170	5.0	2.0	100	1.0				4-5	1570.0	6.0	5=>4	2790.0	10.0	2-4-5	580.0	2.0	5=>4=>2	4570.0	13.0			4,5,6,1,(2,3),7,8	45621378											
200930110504	ダ	右	1200	曇	重	16:35	D2　ー1組		2009-11-5	13	門別	6	60万円以下	(規定)	4.0	210.0	2.0	4.0	130	2.0	6.0	200	3.0	8.0	370	5.0				4-6	240.0	1.0	4=>6	340.0	1.0	4-6-8	1290.0	4.0	4=>6=>8	2890.0	10.0			(6,5),8,4,3,1,2,7	6,5,(8,4),3,2,1-7											
200930110505	ダ	右	1200	曇	重	17:05	JRA認定アタックチ		2009-11-5	13	門別	6	牝(規定)		1.0	1690.0	7.0	1.0	260	6.0	5.0	140	2.0	10.0	110	1.0	1-5	2660.0	11.0	1-5	2110.0	8.0	1=>5	5510.0	19.0	1-5-10	1470.0	2.0	1=>5=>10	17360.0	37.0			1,2,3,8,5,(6,7),9,12,10,11,4	1,2,5,(3,8),6,(10,7,9),12,11-4											
200930110506	ダ	右	1800	曇	重	17:35	JRA認定アタックチ		2009-11-5	13	門別	6	(規定)		10.0	820.0	4.0	10.0	330	6.0	9.0	150	1.0	7.0	320	5.0	7-7	1110.0	4.0	9-10	910.0	2.0	10=>9	2100.0	5.0	7-9-10	5110.0	17.0	10=>9=>7	31510.0	94.0	(6,12),10,11,(5,7),(2,8),4,(1,9),3	6,12,10,11,(5,7),8,2,4,9,1,3	6,12,10,11,7,9,8,5-4,1,3,2	12,6,10,9,11,7,5,8-4,1,3,2											
200930110507	ダ	右	2000	曇	重	18:05	日胆農協青年部“絆” 		2009-11-5	13	門別	6	800万円以下	(別定)	2.0	350.0	2.0	2.0	240	2.0	4.0	470	5.0							2-4	1920.0	8.0	2=>4	3910.0	12.0	2-4-5	490.0	2.0	2=>4=>5	5770.0	19.0	3672541	3,6,(2,7),5,4,1	(3,6),7,2,5,4,1	3,6,7,2,(4,5),1											
200930110508	ダ	右	1200	曇	重	18:40	沙流川特別 		2009-11-5	13	門別	6	800万円以下	(別定)	3.0	700.0	5.0	3.0	500	6.0	2.0	1,310	11.0	7.0	580	8.0	2-2	40310.0	29.0	2-3	16290.0	40.0	3=>2	31650.0	77.0	2-3-7	98530.0	157.0	3=>2=>7	965140.0	1101.0			7,6,10,8,(2,14),3,12,11,15,4,1,5,9	7623108121441115519											
