	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気
200109010201	ダ	右	1800	晴	稍重	10:05	3歳未勝利		2001-2-25	1	阪神	2	3歳未勝利	牝[指](馬齢)	5	520	2	5	260	4	4	240	3				4-5	1280	6																	13.4 - 12.2 - 14.0 - 13.5 - 12.7 - 12.5 - 12.3 - 12.8 - 13.5	13.4 - 25.6 - 39.6 - 53.1 - 65.8 - 78.3 - 90.6 - 103.4 - 116.9 (13.4-13.4)									
200109010202	ダ	右	1800	晴	稍重	10:30	3歳新馬		2001-2-25	1	阪神	2	3歳新馬	(混)[指](馬齢)	6	670	3	6	220	3	2	160	2	4.0	510.0	7.0	2-5	890	4	2-6	960.0	3.0	2-6	400	3.0	4-6	1,670	19.0	2-4	960	12.0					13.1 - 11.3 - 13.1 - 13.2 - 12.9 - 12.9 - 12.8 - 12.9 - 13.1	13.1 - 24.4 - 37.5 - 50.7 - 63.6 - 76.5 - 89.3 - 102.2 - 115.3 (13.1-13.1)									
200109010203	ダ	右	1200	晴	稍重	10:55	3歳新馬		2001-2-25	1	阪神	2	3歳新馬	(混)[指](馬齢)	5	8250	11	5	1,330	11	15	800	10	12.0	140.0	1.0	3-8	13120	28	5-15	65470.0	64.0	5-15	10,570	60.0	5-12	2,820	27.0	12-15	1,600	18.0					12.9 - 10.7 - 11.7 - 12.0 - 12.3 - 13.0	12.9 - 23.6 - 35.3 - 47.3 - 59.6 - 72.6 (12.9-12.9)									
200109010204	ダ	右	1400	晴	稍重	11:25	3歳未勝利		2001-2-25	1	阪神	2	3歳未勝利	(混)[指](馬齢)	11	190	1	11	110	1	10	170	4	5.0	150.0	3.0	8-8	630	3	10-11	660.0	3.0	10-11	280	3.0	5-11	250	2.0	5-10	480	7.0					12.6 - 10.9 - 11.5 - 12.8 - 12.4 - 12.6 - 13.3	12.6 - 23.5 - 35.0 - 47.8 - 60.2 - 72.8 - 86.1 (12.6-12.6)									
200109010205	障		3000	晴	良  ダート	11:55	障害4歳以上未勝利		2001-2-25	1	阪神	2	障害4歳以上未勝利	(馬齢)	7	670	3	7	180	2	2	330	5	1.0	750.0	9.0	2-5	2060	8	2-7	2860.0	12.0	2-7	790	8.0	1-7	2,210	28.0	1-2	3,440	34.0															
200109010206	芝	右	1600	晴	良	12:55	3歳新馬		2001-2-25	1	阪神	2	3歳新馬	[指](馬齢)	8	10950	13	8	1,380	13	2	140	2	9.0	660.0	6.0	2-6	3300	12	2-8	11920.0	27.0	2-8	2,840	28.0	8-9	6,920	53.0	2-9	1,650	14.0					13.0 - 11.8 - 12.2 - 12.4 - 11.9 - 11.8 - 12.1 - 12.5	13.0 - 24.8 - 37.0 - 49.4 - 61.3 - 73.1 - 85.2 - 97.7 (13.0-13.0)									
200109010207	ダ	右	1200	晴	稍重	13:25	3歳500万下		2001-2-25	1	阪神	2	3歳500万下	(特指)(馬齢)	16	800	4	16	190	3	7	180	2	6.0	120.0	1.0	4-8	1570	6	7-16	1930.0	5.0	7-16	640	5.0	6-16	380	2.0	6-7	350	1.0					12.6 - 10.8 - 11.6 - 11.9 - 12.6 - 13.3	12.6 - 23.4 - 35.0 - 46.9 - 59.5 - 72.8 (12.6-12.6)									
200109010208	ダ	右	1400	晴	稍重	14:00	4歳以上900万下		2001-2-25	1	阪神	2	4歳以上900万下	牝[指](別定)	5	150	1	5	100	1	4	160	3	3.0	450.0	8.0	4-5	390	2	4-5	390.0	2.0	4-5	210	2.0	3-5	980	15.0	3-4	2,280	25.0					12.9 - 11.0 - 11.4 - 12.1 - 12.0 - 12.5 - 12.9	12.9 - 23.9 - 35.3 - 47.4 - 59.4 - 71.9 - 84.8 (12.9-12.9)									
200109010209	芝	右	2200	晴	良	14:35	すみれステークス 		2001-2-25	1	阪神	2	3歳オープン	(混)(特指)(別定)	8	310	2	8	130	2	10	120	1	4.0	320.0	7.0	7-8	290	1	8-10	370.0	1.0	8-10	190	1.0	4-8	1,020	15.0	4-10	910	12.0					13.1 - 11.6 - 12.3 - 13.9 - 13.2 - 13.4 - 13.2 - 12.3 - 11.3 - 11.5 - 11.8	13.1 - 24.7 - 37.0 - 50.9 - 64.1 - 77.5 - 90.7 - 103.0 - 114.3 - 125.8 - 137.6 (13.1-13.1)									
200109010210	芝	右	1600	晴	良	15:10	丹波特別 		2001-2-25	1	阪神	2	4歳以上900万下	(混)[指](別定)	12	890	4	12	370	5	4	460	7	3.0	880.0	10.0	3-7	1710	8	4-12	6340.0	27.0	4-12	1,910	25.0	3-12	6,480	52.0	3-4	5,240	48.0					12.8 - 11.0 - 11.3 - 11.6 - 11.7 - 11.8 - 12.0 - 12.3	12.8 - 23.8 - 35.1 - 46.7 - 58.4 - 70.2 - 82.2 - 94.5 (12.8-12.8)									
200109010211	芝	右	1200	晴	良	15:45	阪急杯	G3	2001-2-25	1	阪神	2	4歳以上オープン	(混)(指)(別定)	8	360	2	8	150	3	3	120	1	6.0	670.0	11.0	3-5	350	1	3-8	410.0	2.0	3-8	230	2.0	6-8	2,830	30.0	3-6	1,890	22.0					12.3 - 10.7 - 10.9 - 11.0 - 11.6 - 12.2	12.3 - 23.0 - 33.9 - 44.9 - 56.5 - 68.7 (12.3-12.3)									
200109010301	ダ	右	1800	曇	稍重	10:05	3歳未勝利		2001-3-3	1	阪神	3	3歳未勝利	[指](馬齢)	6	260	2	6	100	1	1	100	2	3.0	100.0	3.0	1-6	220	1	1-6	220.0	1.0	1-6	110	1.0	3-6	110	2.0	1-3	110	3.0					13.0 - 12.0 - 13.7 - 13.0 - 12.9 - 12.7 - 12.6 - 12.6 - 12.6	13.0 - 25.0 - 38.7 - 51.7 - 64.6 - 77.3 - 89.9 - 102.5 - 115.1 (13.0-13.0)									
200109010302	ダ	右	1800	曇	稍重	10:30	3歳新馬		2001-3-3	1	阪神	3	3歳新馬	[指](馬齢)	4	150	1	4	110	1	7	140	3	2.0	420.0	6.0	4-7	370	1	4-7	370.0	1.0	4-7	180	1.0	2-4	490	8.0	2-7	890	11.0					12.7 - 11.4 - 13.7 - 13.4 - 13.3 - 12.8 - 12.7 - 12.6 - 12.7	12.7 - 24.1 - 37.8 - 51.2 - 64.5 - 77.3 - 90.0 - 102.6 - 115.3 (12.7-12.7)									
200109010303	ダ	右	1200	曇	稍重	10:55	3歳新馬		2001-3-3	1	阪神	3	3歳新馬	牝[指](馬齢)	1	210	1	1	120	1	7	450	6	3.0	990.0	10.0	1-4	1190	4	1-7	1740.0	6.0	1-7	820	8.0	1-3	1,550	16.0	3-7	5,280	48.0					12.7 - 11.2 - 11.8 - 12.3 - 12.4 - 13.8	12.7 - 23.9 - 35.7 - 48.0 - 60.4 - 74.2 (12.7-12.7)									
200109010304	ダ	右	1400	曇	稍重	11:25	3歳未勝利		2001-3-3	1	阪神	3	3歳未勝利	(父)[指](馬齢)	1	560	5	1	210	5	12	140	1	4.0	150.0	3.0	1-8	1150	5	1-12	1210.0	7.0	1-12	540	7.0	1-4	720	10.0	4-12	370	4.0					12.8 - 11.1 - 11.4 - 12.5 - 12.6 - 12.8 - 13.6	12.8 - 23.9 - 35.3 - 47.8 - 60.4 - 73.2 - 86.8 (12.8-12.8)									
200109010305	障		3000	曇	良  ダート	11:55	障害4歳以上未勝利		2001-3-3	1	阪神	3	障害4歳以上未勝利	(混)(馬齢)	6	320	1	6	130	1	2	130	2	8.0	150.0	3.0	2-6	590	2	2-6	730.0	1.0	2-6	300	1.0	6-8	320	2.0	2-8	420	5.0															
200109010306	芝	右	1600	曇	良	12:55	3歳未勝利		2001-3-3	1	阪神	3	3歳未勝利	(混)[指](馬齢)	11	130	1	11	100	1	2	240	5	5.0	170.0	3.0	2-7	630	4	2-11	790.0	4.0	2-11	420	4.0	5-11	310	2.0	2-5	840	10.0					13.1 - 11.4 - 12.0 - 12.3 - 12.2 - 11.9 - 11.6 - 12.4	13.1 - 24.5 - 36.5 - 48.8 - 61.0 - 72.9 - 84.5 - 96.9 (13.1-13.1)									
200109010307	ダ	右	1200	曇	良	13:25	4歳以上900万下		2001-3-3	1	阪神	3	4歳以上900万下	[指](別定)	9	480	2	9	210	4	1	120	1	8.0	620.0	9.0	1-8	330	1	1-9	730.0	1.0	1-9	350	3.0	8-9	1,720	26.0	1-8	1,440	22.0					12.7 - 10.8 - 11.7 - 11.7 - 12.2 - 12.9	12.7 - 23.5 - 35.2 - 46.9 - 59.1 - 72.0 (12.7-12.7)									
200109010308	ダ	右	1400	曇	良	14:00	3歳500万下		2001-3-3	1	阪神	3	3歳500万下	(混)(特指)(馬齢)	15	1120	5	15	280	5	12	410	6	6.0	250.0	4.0	6-8	4780	20	12-15	7930.0	25.0	12-15	2,100	24.0	6-15	1,490	16.0	6-12	1,750	21.0					12.4 - 10.9 - 11.4 - 12.4 - 12.5 - 12.4 - 13.4	12.4 - 23.3 - 34.7 - 47.1 - 59.6 - 72.0 - 85.4 (12.4-12.4)									
200109010309	芝	右	2500	曇	良	14:35	淡路特別 		2001-3-3	1	阪神	3	4歳以上900万下	(混)[指](ハンデ)	11	820	4	11	190	4	1	110	1	9.0	250.0	6.0	1-8	600	2	1-11	670.0	3.0	1-11	330	3.0	9-11	1,040	15.0	1-9	610	7.0					6.9 - 11.2 - 12.6 - 11.7 - 11.5 - 12.8 - 12.4 - 13.1 - 13.4 - 12.0 - 11.9 - 11.9 - 12.2	6.9 - 18.1 - 30.7 - 42.4 - 53.9 - 66.7 - 79.1 - 92.2 - 105.6 - 117.6 - 129.5 - 141.4 - 153.6 (6.9-6.9)									
200109010310	ダ	右	1400	曇	良	15:10	鳴門ステークス 		2001-3-3	1	阪神	3	4歳以上1600万下	(混)[指](ハンデ)	9	1320	5	9	280	5	10	180	2	5.0	110.0	1.0	5-6	1630	5	9-10	3650.0	14.0	9-10	1,170	11.0	5-9	530	4.0	5-10	330	1.0					12.2 - 10.9 - 11.6 - 12.0 - 12.2 - 12.1 - 12.8	12.2 - 23.1 - 34.7 - 46.7 - 58.9 - 71.0 - 83.8 (12.2-12.2)									
200109010311	芝	右	1600	曇	良	15:45	チューリップ賞	G3	2001-3-3	1	阪神	3	3歳オープン	牝(指)(定量)	11	170	1	11	120	1	5	160	3	9.0	800.0	9.0	4-7	360	2	5-11	400.0	2.0	5-11	220	2.0	9-11	1,580	18.0	5-9	2,720	27.0					12.7 - 11.0 - 11.4 - 11.8 - 11.8 - 12.2 - 12.2 - 12.2	12.7 - 23.7 - 35.1 - 46.9 - 58.7 - 70.9 - 83.1 - 95.3 (12.7-12.7)									
200109010312	ダ	右	1400	曇	良	16:20	4歳以上500万下		2001-3-3	1	阪神	3	4歳以上500万下	[指](別定)	13	270	1	13	120	1	6	180	4	10.0	140.0	2.0	4-8	680	3	6-13	810.0	3.0	6-13	360	3.0	10-13	270	1.0	6-10	570	6.0					12.3 - 11.0 - 11.5 - 12.1 - 12.0 - 12.1 - 13.1	12.3 - 23.3 - 34.8 - 46.9 - 58.9 - 71.0 - 84.1 (12.3-12.3)									
200109010401	ダ	右	1200	晴	不良	10:05	3歳未勝利		2001-3-4	1	阪神	4	3歳未勝利	牝[指](馬齢)	12	320	2	12	120	2	11	130	3	5.0	110.0	1.0	8-8	880	4	11-12	840.0	3.0	11-12	290	3.0	5-12	200	1.0	5-11	240	2.0					12.9 - 11.3 - 12.1 - 12.4 - 12.5 - 13.6	12.9 - 24.2 - 36.3 - 48.7 - 61.2 - 74.8 (12.9-12.9)									
200109010402	ダ	右	1800	晴	不良	10:30	3歳未勝利		2001-3-4	1	阪神	4	3歳未勝利	(混)[指](馬齢)	7	1460	5	7	330	5	4	3,050	10	10.0	160.0	2.0	4-7	26410	26	4-7	56970.0	39.0	4-7	10,700	41.0	7-10	700	8.0	4-10	5,370	34.0					13.0 - 11.5 - 13.5 - 13.0 - 13.0 - 13.0 - 13.1 - 12.8 - 13.8	13.0 - 24.5 - 38.0 - 51.0 - 64.0 - 77.0 - 90.1 - 102.9 - 116.7 (13.0-13.0)									
200109010403	ダ	右	1200	晴	不良	10:55	3歳新馬		2001-3-4	1	阪神	4	3歳新馬	[指](馬齢)	9	1370	6	9	310	6	8	140	1	5.0	1,080	9.0	6-6	1660	9	8-9	1640.0	8.0	8-9	650	7.0	5-9	4,120	34.0	5-8	2,290	23.0					13.0 - 11.0 - 11.9 - 11.9 - 12.8 - 13.5	13.0 - 24.0 - 35.9 - 47.8 - 60.6 - 74.1 (13.0-13.0)									
200109010404	ダ	右	1400	晴	重	11:25	3歳未勝利		2001-3-4	1	阪神	4	3歳未勝利	[指](馬齢)	3	1000	5	3	240	5	7	180	3	9.0	150	2.0	3-6	2380	11	3-7	2600.0	12.0	3-7	930	13.0	3-9	640	6.0	7-9	430	4.0					12.5 - 10.6 - 11.7 - 12.3 - 12.4 - 12.7 - 13.1	12.5 - 23.1 - 34.8 - 47.1 - 59.5 - 72.2 - 85.3 (12.5-12.5)									
200109010405	ダ	右	1400	晴	重	11:55	3歳新馬		2001-3-4	1	阪神	4	3歳新馬	(混)[指](馬齢)	13	110	1	13	100	1	7	360	7	12.0	300	6.0	5-8	730	4	7-13	1200.0	6.0	7-13	590	6.0	12-13	540	5.0	7-12	4,620	38.0					12.9 - 11.1 - 11.8 - 12.4 - 12.7 - 12.7 - 13.3	12.9 - 24.0 - 35.8 - 48.2 - 60.9 - 73.6 - 86.9 (12.9-12.9)									
200109010406	芝	右	2000	晴	重	12:55	3歳新馬		2001-3-4	1	阪神	4	3歳新馬	(混)[指](馬齢)	9	270	1	9	140	1	5	150	2	8.0	290	5.0	4-6	480	1	5-9	680.0	1.0	5-9	310	1.0	8-9	940	9.0	5-8	1,150	12.0					12.9 - 11.5 - 14.0 - 13.4 - 12.6 - 12.8 - 12.4 - 12.5 - 12.4 - 11.9	12.9 - 24.4 - 38.4 - 51.8 - 64.4 - 77.2 - 89.6 - 102.1 - 114.5 - 126.4 (12.9-12.9)									
200109010407	ダ	右	1800	晴	重	13:25	3歳500万下		2001-3-4	1	阪神	4	3歳500万下	(特指)(馬齢)	10	1190	6	10	310	7	2	210	4	3.0	290	6.0	2-7	1920	10	2-10	1820.0	10.0	2-10	770	12.0	3-10	1,280	21.0	2-3	860	15.0					12.6 - 11.1 - 12.9 - 12.6 - 12.3 - 12.7 - 12.8 - 12.8 - 12.8	12.6 - 23.7 - 36.6 - 49.2 - 61.5 - 74.2 - 87.0 - 99.8 - 112.6 (12.6-12.6)									
200109010408	ダ	右	1200	晴	重	14:00	4歳以上500万下		2001-3-4	1	阪神	4	4歳以上500万下	(混)[指](別定)	13	190	1	13	110	1	4	190	3	5.0	290	5.0	3-8	550	2	4-13	770.0	2.0	4-13	360	2.0	5-13	680	6.0	4-5	1,110	12.0					12.6 - 11.0 - 11.8 - 12.1 - 12.3 - 12.7	12.6 - 23.6 - 35.4 - 47.5 - 59.8 - 72.5 (12.6-12.6)									
200109010409	芝	右	1600	晴	稍重	14:35	さわらび賞 		2001-3-4	1	阪神	4	3歳500万下	(混)(特指)(馬齢)	1	510	3	1	190	4	2	130	1	12.0	210	5.0	1-2	920	4	1-2	910.0	3.0	1-2	380	1.0	1-12	800	12.0	2-12	430	4.0					12.6 - 11.9 - 11.3 - 11.9 - 11.9 - 12.0 - 12.2 - 12.8	12.6 - 24.5 - 35.8 - 47.7 - 59.6 - 71.6 - 83.8 - 96.6 (12.6-12.6)									
200109010410	芝	右	2200	晴	稍重	15:10	御堂筋ステークス 		2001-3-4	1	阪神	4	4歳以上1600万下	(混)[指](別定)	3	1240	6	3	290	5	6	240	4	13.0	300	6.0	3-4	1780	9	3-6	2850.0	13.0	3-6	1,130	11.0	3-13	1,360	15.0	6-13	1,220	13.0					12.8 - 11.1 - 11.1 - 12.6 - 12.3 - 12.5 - 12.3 - 12.2 - 12.7 - 12.8 - 13.2	12.8 - 23.9 - 35.0 - 47.6 - 59.9 - 72.4 - 84.7 - 96.9 - 109.6 - 122.4 - 135.6 (12.8-12.8)									
200109010411	ダ	右	1800	晴	重	15:45	仁川ステークス 		2001-3-4	1	阪神	4	4歳以上オープン	(混)[指](別定)	5	400	2	5	130	2	4	180	4	12.0	160	3.0	4-5	1110	6	4-5	1120.0	5.0	4-5	360	4.0	5-12	370	5.0	4-12	590	7.0					12.7 - 11.4 - 12.5 - 11.9 - 11.8 - 12.2 - 12.3 - 12.6 - 13.3	12.7 - 24.1 - 36.6 - 48.5 - 60.3 - 72.5 - 84.8 - 97.4 - 110.7 (12.7-12.7)									
200109010412	ダ	右	1800	晴	重	16:20	4歳以上900万下		2001-3-4	1	阪神	4	4歳以上900万下	(混)[指](別定)	2	1230	6	2	350	6	8	200	2	4.0	310	5.0	2-6	2760	12	2-8	4640.0	19.0	2-8	1,490	19.0	2-4	1,580	23.0	4-8	1,010	12.0					13.0 - 11.1 - 12.7 - 12.2 - 12.1 - 12.6 - 12.8 - 12.9 - 13.4	13.0 - 24.1 - 36.8 - 49.0 - 61.1 - 73.7 - 86.5 - 99.4 - 112.8 (13.0-13.0)									
200109010501	ダ	右	1200	晴	良	10:05	3歳未勝利		2001-3-10	1	阪神	5	3歳未勝利	(市)(抽)[指](馬齢)	7	710	3	7	190	3	2	120	2	3.0	260	4.0	2-7	770	3	2-7	780.0	3.0	2-7	250	3.0	3-7	710	8.0	2-3	380	5.0					13.0 - 11.0 - 12.1 - 12.3 - 12.4 - 12.9	13.0 - 24.0 - 36.1 - 48.4 - 60.8 - 73.7 (13.0-13.0)									
200109010502	ダ	右	1800	晴	良	10:30	3歳未勝利		2001-3-10	1	阪神	5	3歳未勝利	(混)[指](馬齢)	5	1400	6	5	350	6	3	130	1	8.0	600	9.0	3-5	1800	7	3-5	1720.0	7.0	3-5	680	7.0	5-8	3,230	34.0	3-8	1,470	19.0					13.1 - 11.7 - 13.2 - 13.2 - 13.0 - 13.0 - 12.5 - 12.4 - 12.8	13.1 - 24.8 - 38.0 - 51.2 - 64.2 - 77.2 - 89.7 - 102.1 - 114.9 (13.1-13.1)									
200109010503	ダ	右	1800	晴	良	10:55	3歳新馬		2001-3-10	1	阪神	5	3歳新馬	(混)[指](馬齢)	7	210	2	7	100	2	4	100	1	1.0	100	3.0	4-7	150	1																	13.2 - 11.8 - 13.6 - 13.2 - 12.7 - 12.7 - 12.5 - 12.5 - 12.7	13.2 - 25.0 - 38.6 - 51.8 - 64.5 - 77.2 - 89.7 - 102.2 - 114.9 (13.2-13.2)									
200109010504	ダ	右	1400	晴	良	11:25	3歳未勝利		2001-3-10	1	阪神	5	3歳未勝利	[指](馬齢)	7	1220	6	7	320	6	8	200	3	5.0	190	2.0	5-6	2910	13	7-8	2840.0	13.0	7-8	790	12.0	5-7	850	13.0	5-8	500	5.0					12.7 - 11.0 - 11.6 - 12.4 - 13.0 - 12.8 - 13.3	12.7 - 23.7 - 35.3 - 47.7 - 60.7 - 73.5 - 86.8 (12.7-12.7)									
200109010505	芝	右	1600	晴	良	11:55	3歳新馬		2001-3-10	1	阪神	5	3歳新馬	(混)[指](馬齢)	3	220	1	3	120	2	10	110	1	4.0	470	7.0	3-7	310	1	3-10	320.0	1.0	3-10	160	1.0	3-4	1,160	14.0	4-10	1,010	11.0					12.7 - 11.6 - 12.0 - 12.1 - 12.2 - 11.7 - 11.3 - 11.6	12.7 - 24.3 - 36.3 - 48.4 - 60.6 - 72.3 - 83.6 - 95.2 (12.7-12.7)									
200109010506	ダ	右	1800	晴	良	12:55	4歳以上500万下		2001-3-10	1	阪神	5	4歳以上500万下	(混)[指](別定)	8	2480	6	8	230	5	6	110	2	4.0	100	1.0	6-8	1570	7	6-8	2060.0	10.0	6-8	460	8.0	4-8	450	6.0	4-6	140	1.0					13.2 - 11.1 - 12.6 - 12.7 - 12.7 - 12.6 - 12.9 - 13.0 - 13.4	13.2 - 24.3 - 36.9 - 49.6 - 62.3 - 74.9 - 87.8 - 100.8 - 114.2 (13.2-13.2)									
200109010507	ダ	右	1200	晴	良	13:25	3歳500万下		2001-3-10	1	阪神	5	3歳500万下	牝(特指)(馬齢)	4	290	2	4	120	2	11	110	1	10.0	150	3.0	4-8	370	1	4-11	390.0	1.0	4-11	180	1.0	4-10	320	4.0	10-11	230	2.0					12.5 - 10.9 - 11.9 - 12.4 - 12.3 - 12.6	12.5 - 23.4 - 35.3 - 47.7 - 60.0 - 72.6 (12.5-12.5)									
200109010508	芝	右	2000	晴	良	14:00	ゆきやなぎ賞 		2001-3-10	1	阪神	5	3歳500万下	(混)(特指)(馬齢)	7	520	2	7	250	3	2	2,370	13	4.0	800	11.0	1-4	4760	22	2-7	33960.0	66.0	2-7	8,280	69.0	4-7	2,550	36.0	2-4	13,280	74.0					12.8 - 11.1 - 12.5 - 12.3 - 12.3 - 12.2 - 12.1 - 12.0 - 11.9 - 12.6	12.8 - 23.9 - 36.4 - 48.7 - 61.0 - 73.2 - 85.3 - 97.3 - 109.2 - 121.8 (12.8-12.8)									
200109010509	ダ	右	1400	曇	良	14:35	伊丹特別 		2001-3-10	1	阪神	5	4歳以上900万下	(混)[指](別定)	8	560	2	8	210	3	16	240	4	3.0	130	1.0	4-8	870	4	8-16	3090.0	13.0	8-16	1,060	13.0	3-8	460	2.0	3-16	650	4.0					12.3 - 10.8 - 11.4 - 12.1 - 11.8 - 12.4 - 13.6	12.3 - 23.1 - 34.5 - 46.6 - 58.4 - 70.8 - 84.4 (12.3-12.3)									
200109010510	障		3900	曇	良	15:10	阪神スプリングJ	J.G2	2001-3-10	1	阪神	5	障害4歳以上オープン	(混)(別定)	13	8980	10	13	1,410	11	6	120	1	3.0	290	6.0	4-8	510	1	6-13	7050.0	20.0	6-13	2,090	20.0	3-13	6,760	50.0	3-6	470	5.0															
