	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気
200203010608	芝	右	2000	晴	良	13:50	3歳以上500万下		2002-6-30	1	福島	6	3歳以上500万下	[指](別定)	5	1270	7	5	330	6	8	150	1	2	1,230	14	3-4	1180	5	5-8	1560.0	3.0	5-8	720	3.0	2-5	7,030	76.0	2-8	2,900	35.0	2-5-8	25650	82	16,14(7,10,15)(5,6)(4,13)(3,8)(2,11,12)9-1	16(14,10)(7,15)(5,6)(4,13)(3,8)(2,12)11,9,1	16(14,10)(7,15)(5,12)(2,4,6,13)(3,8)(9,11,1)	(*16,7,5)(10,12)(2,14,4)(3,8,6,15)(9,13)(11,1)	12.5 - 11.8 - 12.0 - 12.5 - 12.5 - 12.3 - 11.9 - 12.1 - 12.1 - 12.5	12.5 - 24.3 - 36.3 - 48.8 - 61.3 - 73.6 - 85.5 - 97.6 - 109.7 - 122.2 (36.3-36.7)	5=>8	3980.0	12.0
200203010609	ダ	右	1700	晴	良	14:25	岳特別 		2002-6-30	1	福島	6	3歳以上500万下	(混)(特指)(別定)	11	670	3	11	220	3	8	410	5	13	260	4	6-7	1030	5	8-11	3470.0	13.0	8-11	1,150	14.0	11-13	850	9.0	8-13	1,460	18.0	8-11-13	6400	25	8(10,11)(7,13)(3,4,12)(5,9)6-1,2	8-11(10,13)(7,4,12)(3,5,9)-(6,1)2	8,11-13-12(7,9)4,10(3,5,1)-(2,6)	(*8,11)-13-(12,9)-(7,1)4(3,5)(10,2)6	6.8 - 11.5 - 11.8 - 12.3 - 12.4 - 12.2 - 12.1 - 12.4 - 13.6	6.8 - 18.3 - 30.1 - 42.4 - 54.8 - 67.0 - 79.1 - 91.5 - 105.1 (30.1-38.1)	11=>8	7380.0	29.0
200203010610	芝	右	1200	晴	良	15:00	尾瀬特別 		2002-6-30	1	福島	6	3歳以上1000万下	(混)(特指)(別定)	9	280	2	9	160	2	1	360	4	10	560	7	1-5	1080	5	1-9	2420.0	7.0	1-9	940	7.0	9-10	1,210	11.0	1-10	2,170	28.0	1-9-10	11550	38			1,10(12,15)2(9,16)(6,7)(5,11)(4,8,13)14=3	1,10(12,15)(2,9)(7,16)(5,4,11)(8,13)(6,14)=3	11.7 - 10.2 - 10.7 - 11.5 - 12.0 - 12.8	11.7 - 21.9 - 32.6 - 44.1 - 56.1 - 68.9 (32.6-36.3)	9=>1	3870.0	12.0
200203010611	芝	右	1800	晴	良	15:35	ラジオたんぱ賞	G3	2002-6-30	1	福島	6	3歳オープン	(特指)(別定)	6	2160	8	6	650	9	4	260	4	13	2,000	13	3-4	2400	9	4-6	6210.0	28.0	4-6	1,750	22.0	6-13	12,990	77.0	4-13	8,530	65.0	4-6-13	191680	275	10,13-3,5(7,15)(1,4)8(9,6,14)11,12,2	10=13,3-5-(7,15)(1,4)(9,8,14)6,11(12,2)	10(13,3)5-(7,15,14)(9,4)1(12,8,2)6,11	(*13,3,5)14(10,7,15,9,4)1(12,8,2)-(11,6)	12.5 - 10.7 - 11.3 - 11.9 - 11.8 - 12.5 - 12.3 - 12.6 - 12.7	12.5 - 23.2 - 34.5 - 46.4 - 58.2 - 70.7 - 83.0 - 95.6 - 108.3 (34.5-37.6)	6=>4	24190.0	73.0
200203010612	芝	右	1200	晴	良	16:15	3歳以上500万下		2002-6-30	1	福島	6	3歳以上500万下	(混)[指](別定)	7	960	4	7	220	5	1	140	1	6	210	4	1-4	680	3	1-7	1240.0	4.0	1-7	570	4.0	6-7	1,250	14.0	1-6	540	3.0	1-6-7	3680	6			6(8,10)(1,14,15,16)(5,9)(7,12)(11,13)-3,4-2	6(8,10)(1,5,9)(15,16)14,7(12,11)13(3,2)4	11.9 - 10.5 - 10.9 - 11.5 - 12.0 - 12.6	11.9 - 22.4 - 33.3 - 44.8 - 56.8 - 69.4 (33.3-36.1)	7=>1	3400.0	10.0
200203010701	ダ	右	1700	曇	良	10:00	3歳未勝利		2002-7-6	1	福島	7	3歳未勝利	牝[指](馬齢)	1	540	3	1	230	3	11	260	5	12	210	2	1-7	2650	10	1-11	2430.0	9.0	1-11	700	7.0	1-12	480	5.0	11-12	740	9.0	1-11-12	3940	11	(1,*11)4(2,6,12)(5,7,9,10)-8(3,13)	(*1,11)-4(2,12,6)(5,7,9,10)-(8,3)13	(*1,11)(4,12)(2,6)(5,7,9)-(10,8)3,13	1,11-(4,12)2,5(7,9)-3,8-6-(10,13)	7.3 - 11.2 - 12.3 - 12.6 - 13.0 - 12.8 - 12.7 - 12.9 - 12.9	7.3 - 18.5 - 30.8 - 43.4 - 56.4 - 69.2 - 81.9 - 94.8 - 107.7 (30.8-38.5)			
200203010702	ダ	右	1000	曇	良	10:25	3歳未勝利		2002-7-6	1	福島	7	3歳未勝利	[指](馬齢)	1	170	1	1	110	1	12	160	3	5	200	4	1-8	360	2	1-12	530.0	2.0	1-12	250	2.0	1-5	370	4.0	5-12	700	9.0	1-5-12	1510	4			1-6(11,12)5(2,7,9)4,8,10,3	1=(6,12)-(5,11)(2,9)7(4,8,10)3	12.4 - 10.4 - 11.0 - 11.9 - 13.3	12.4 - 22.8 - 33.8 - 45.7 - 59.0 (33.8-36.2)			
200203010703	芝	右	1200	曇	良	10:50	3歳未勝利		2002-7-6	1	福島	7	3歳未勝利	(混)[指](馬齢)	15	400	2	15	140	2	3	160	3	9	130	1	2-8	1110	5	3-15	1210.0	4.0	3-15	470	4.0	9-15	360	2.0	3-9	320	1.0	3-9-15	1290	1			(*3,15)(5,11)(2,12)9(7,8,13)10-(1,4,14)16,6	(*3,15,11)-(5,12)2(7,9)(8,13)(4,14,10)-(6,16)1	12.1 - 10.6 - 11.1 - 11.5 - 12.0 - 12.7	12.1 - 22.7 - 33.8 - 45.3 - 57.3 - 70.0 (33.8-36.2)			
200203010704	ダ	右	1700	曇	良	11:20	3歳未勝利		2002-7-6	1	福島	7	3歳未勝利	(混)[指](馬齢)	2	380	2	2	160	4	4	140	1	1	320	5	2-4	550	3	2-4	640.0	1.0	2-4	310	1.0	1-2	890	10.0	1-4	820	8.0	1-2-4	2510	6	10(1,4)(2,13)9(3,8)-(6,11)-(5,12)7	10,4(1,13)-(3,2)9,8-6(5,11)-7,12	(10,*4,2)(1,13)-(3,8,9)-5-(6,7)=12,11	(*4,2)(10,1)(3,8)13,9,5(6,7)=12-11	7.0 - 11.3 - 11.9 - 12.7 - 12.9 - 12.3 - 12.8 - 13.3 - 13.4	7.0 - 18.3 - 30.2 - 42.9 - 55.8 - 68.1 - 80.9 - 94.2 - 107.6 (30.2-39.5)	2=>4	1310.0	1.0
200203010705	芝	右	1800	曇	良	11:50	3歳未勝利		2002-7-6	1	福島	7	3歳未勝利	[指](馬齢)	8	140	1	8	110	1	6	240	6	14	160	2	3-4	1090	3	6-8	1270.0	5.0	6-8	500	6.0	8-14	250	1.0	6-14	1,090	13.0	6-8-14	1730	4	(*2,8)(5,14)9(6,10,13)(1,4)(7,11)(3,15)-12,16	2,8(5,14)(9,13)(1,6,10)(4,11)3(7,15)-(12,16)	(*2,8)(5,14)13(9,10)(1,6,11)(3,4,15)(7,16)12	(*2,8)(5,14)-(6,13)(9,10)(1,11)15(3,4,16)12,7	12.7 - 11.2 - 12.0 - 12.3 - 11.9 - 12.1 - 12.0 - 12.5 - 12.8	12.7 - 23.9 - 35.9 - 48.2 - 60.1 - 72.2 - 84.2 - 96.7 - 109.5 (35.9-37.3)	8=>6	1700.0	6.0
200203010706	芝	右	1700	曇	良	12:50	2歳新馬		2002-7-6	1	福島	7	2歳新馬	(混)[指](馬齢)	14	290	1	14	120	1	6	200	4	8	140	2	4-8	1280	5	6-14	1260.0	4.0	6-14	480	4.0	8-14	230	1.0	6-8	510	5.0	6-8-14	1860	3	2,1(3,12,13)(5,4)(7,14)8(9,11)(6,10)	2(3,12)(1,13)-(5,4,14)(8,7)(6,10)(9,11)	2(12,1,13)-(3,4,14)(5,8,7)6,10,9,11	2-(1,13)-(12,4,14)-8,6(3,5,7)(9,10,11)	7.3 - 11.1 - 12.3 - 12.5 - 12.6 - 12.2 - 12.0 - 12.4 - 12.8	7.3 - 18.4 - 30.7 - 43.2 - 55.8 - 68.0 - 80.0 - 92.4 - 105.2 (30.7-37.2)	14=>6	2390.0	7.0
200203010707	芝	右	1200	曇	良	13:20	3歳以上500万下		2002-7-6	1	福島	7	3歳以上500万下	[指](別定)	11	7770	13	11	810	9	7	120	1	6	210	4	4-6	4460	15	7-11	9080.0	21.0	7-11	2,310	23.0	6-11	5,350	52.0	6-7	350	2.0	6-7-11	22680	69			3,4,16-(1,5,15)(14,11)-(2,7,9,10)(6,8,13)12	(*3,4)16-(1,15)(14,5,11)(7,9,10)(6,8)(2,13)-12	11.7 - 10.5 - 10.8 - 11.6 - 12.2 - 12.8	11.7 - 22.2 - 33.0 - 44.6 - 56.8 - 69.6 (33.0-36.6)	11=>7	39670.0	87.0
200203010708	ダ	右	1000	曇	良	13:55	3歳以上500万下		2002-7-6	1	福島	7	3歳以上500万下	(混)[指](別定)	8	280	1	8	130	1	1	140	2	12	480	9	1-6	270	1	1-8	520.0	1.0	1-8	250	1.0	8-12	1,230	18.0	1-12	1,180	16.0	1-8-12	6590	21			(1,*12)(7,11)(8,9)2-5(6,10)4,3	(*1,12)11(7,8)(2,9)-(4,5,6)10,3	12.3 - 10.4 - 11.6 - 12.3 - 12.7	12.3 - 22.7 - 34.3 - 46.6 - 59.3 (34.3-36.6)	8=>1	1140.0	2.0
200203010709	障		3350	曇	良	14:30	福島ジャンプS 		2002-7-6	1	福島	7	障害3歳以上オープン	(混)(別定)	6	640	3	6	240	5	1	190	2	8	220	4	1-6	1830	10	1-6	1940.0	8.0	1-6	800	10.0	6-8	870	14.0	1-8	650	8.0	1-6-8	3980	14	(*1,6)(10,2,7)-8-(5,4)3,9	(*1,6)-(10,2)8,7-(5,4,3)=9	(1,*6)=8(10,2,3)=4-7-5=9	(1,*6)=8,10,2,3-4=7-5-9			6=>1	4460.0	19.0
200203010710	芝	右	2600	曇	良	15:05	開成山特別 		2002-7-6	1	福島	7	3歳以上500万下	(混)(特指)(別定)	16	2170	9	16	560	9	13	170	2	5	270	4	7-8	1370	6	13-16	4940.0	20.0	13-16	1,610	22.0	5-16	2,810	33.0	5-13	1,040	12.0	5-13-16	14460	49	(*6,10)9(11,12)3(5,16)(4,14)(2,8)-(1,13,15,7)	(*6,10)9-(3,11,12)(5,16)(4,14)2,13(1,8,7)15	(6,*10)(9,12,16)3(4,5,14)(2,11,13,7)-(1,8)15	(*9,10,12,16)(3,4)(6,5,14)(2,13)7-11,8-1-15	13.2 - 11.4 - 12.0 - 12.6 - 13.0 - 13.5 - 13.6 - 12.8 - 12.4 - 12.0 - 12.1 - 12.4 - 12.2	13.2 - 24.6 - 36.6 - 49.2 - 62.2 - 75.7 - 89.3 - 102.1 - 114.5 - 126.5 - 138.6 - 151.0 - 163.2 (36.6-36.7)	16=>13	12850.0	46.0
200203010711	ダ	右	1700	曇	良	15:40	安達太良ステークス 		2002-7-6	1	福島	7	3歳以上1600万下	(混)(特指)(別定)	11	660	3	11	230	4	13	190	2	9	270	6	7-8	520	2	11-13	2280.0	10.0	11-13	770	9.0	9-11	1,140	16.0	9-13	750	8.0	9-11-13	4660	16	3,11(6,10)(7,13)8,12(2,4,9)5-1	3,11(7,10)(8,13)(6,12)(2,4,9)5,1	3(11,10)(13,9)(8,12,4)7,2-(6,5,1)	3,11,10-(8,13,9)-12(2,4)(7,5,1)-6	7.1 - 11.2 - 11.9 - 12.5 - 12.7 - 11.9 - 11.8 - 13.0 - 13.2	7.1 - 18.3 - 30.2 - 42.7 - 55.4 - 67.3 - 79.1 - 92.1 - 105.3 (30.2-38.0)	11=>13	4490.0	16.0
200203010712	芝	右	1800	曇	良	16:15	三春駒特別 		2002-7-6	1	福島	7	3歳以上1000万下	(混)(特指)(別定)	2	180	1	2	110	1	8	160	3	5	230	4	2-5	210	1	2-8	460.0	1.0	2-8	250	2.0	2-5	400	4.0	5-8	830	10.0	2-5-8	1930	6	6,8(2,3)9(14,15)-4(1,5,7)-(11,12)-10 13	6,8(2,3)9(14,15)1(5,4)7-(11,12)-10 13	(*6,8)(2,3)9(14,15)-(5,1)(4,7)-12,10,11 13	8,2(6,3)-(14,9)15-5,1,7-4-10,12-11 13	12.7 - 11.2 - 12.4 - 12.1 - 11.8 - 11.6 - 11.8 - 11.9 - 12.1	12.7 - 23.9 - 36.3 - 48.4 - 60.2 - 71.8 - 83.6 - 95.5 - 107.6 (36.3-35.8)	2=>8	690.0	1.0
200203010801	ダ	右	1700	晴	良	10:00	3歳未勝利		2002-7-7	1	福島	8	3歳未勝利	(父)[指](馬齢)	2	1180	6	2	220	4	4	150	2	10	200	3	2-4	1300	7	2-4	1400.0	6.0	2-4	490	6.0	2-10	830	10.0	4-10	410	3.0	2-4-10	2200	6	2(4,6)(1,3,5)7,9-12(8,11)-13-10	2,4(1,6)(3,7)5(9,12)-(8,11)-13-10	2,4(1,6,12)3-7-9(13,10)(11,5)8	2(1,4)6(3,12)-7,10-9-13,11,5,8	7.0 - 11.0 - 11.5 - 12.5 - 13.4 - 13.0 - 13.0 - 12.7 - 13.0	7.0 - 18.0 - 29.5 - 42.0 - 55.4 - 68.4 - 81.4 - 94.1 - 107.1 (29.5-38.7)			
200203010802	芝	右	1800	晴	良	10:25	3歳未勝利		2002-7-7	1	福島	8	3歳未勝利	(混)[指](馬齢)	9	170	1	9	100	1	15	300	6	6	110	2	5-8	1370	5	9-15	1670.0	5.0	9-15	570	8.0	6-9	150	1.0	6-15	750	12.0	6-9-15	1300	3	4-(9,12)(7,15)8(1,10)(6,13,14,16)3-11=2 5	4-(9,15)(7,12)(1,8)10(6,13,14)-(3,16)=11=2 5	(*4,9)15-8,7(12,1)(6,10)-(3,16,13)14=11=2 5	(*4,9)15-8(7,6,1)-10-(3,16)12-13-14,11=2 5	12.4 - 10.5 - 12.0 - 12.6 - 12.1 - 12.0 - 12.3 - 12.5 - 12.4	12.4 - 22.9 - 34.9 - 47.5 - 59.6 - 71.6 - 83.9 - 96.4 - 108.8 (34.9-37.2)			
200203010803	芝	右	1200	晴	良	11:00	3歳未勝利		2002-7-7	1	福島	8	3歳未勝利	[指](馬齢)	15	270	1	15	110	2	2	200	4	16	110	1	1-8	360	2	2-15	1520.0	7.0	2-15	480	7.0	15-16	170	1.0	2-16	460	5.0	2-15-16	1200	3			(*5,8)(2,15,16)(9,11,12)1,14,10-(7,6)4-3-13	(5,*15,16)(2,8)(11,12)9(1,14)-(10,7)(4,6)=3-13	12.3 - 10.9 - 11.3 - 11.6 - 11.8 - 12.3	12.3 - 23.2 - 34.5 - 46.1 - 57.9 - 70.2 (34.5-35.7)			
200203010804	ダ	右	1000	晴	良	11:25	3歳未勝利		2002-7-7	1	福島	8	3歳未勝利	[指](馬齢)	10	260	2	10	110	1	6	310	6	7	120	2	5-7	1060	4	6-10	2260.0	10.0	6-10	590	9.0	7-10	150	1.0	6-7	540	7.0	6-7-10	1390	3			10(7,6)8,12(3,4)-11,9=5-2-1	10,6-7(3,8)(4,12)9=11-5=2-1	12.5 - 11.1 - 11.9 - 12.2 - 12.4	12.5 - 23.6 - 35.5 - 47.7 - 60.1 (35.5-36.5)	10=>6	3890.0	12.0
200203010805	障		2750	晴	良	11:55	障害3歳以上未勝利		2002-7-7	1	福島	8	障害3歳以上未勝利	(混)(馬齢)	5	380	2	5	200	3	9	1,390	9	11	530	6	5-7	10710	23	5-9	21740.0	33.0	5-9	4,050	34.0	5-11	1,090	12.0	9-11	7,470	41.0	5-9-11	93230	98	5-(1,10)(11,3)(7,6)-(8,9)-4,2	5-1(3,10)6(7,11)9-2,8-4	5,3(1,7,11)-9-6,2=10=8 4	5-(3,11)-(1,9)-7=(6,2)=10=8 4			5=>9	26780.0	51.0
200203010806	芝	右	1200	晴	良	12:50	2歳新馬		2002-7-7	1	福島	8	2歳新馬	(混)[指](馬齢)	5	750	3	5	160	4	4	100	1	3	140	2	2-3	540	3	4-5	610.0	3.0	4-5	260	3.0	3-5	500	6.0	3-4	180	1.0	3-4-5	1000	2			(3,*4)6(2,8,15)16(1,5,9)10-(7,14)-13-11-12	(*3,4)-(8,15)(2,5,6,9)(1,10)16(7,14)=13-11-12	12.3 - 10.5 - 11.2 - 11.8 - 12.3 - 12.9	12.3 - 22.8 - 34.0 - 45.8 - 58.1 - 71.0 (34.0-37.0)	5=>4	1800.0	7.0
200203010807	芝	右	2000	晴	良	13:20	3歳未勝利		2002-7-7	1	福島	8	3歳未勝利	(混)[指](馬齢)	2	280	1	2	120	1	7	160	3	8	120	2	1-4	320	1	2-7	920.0	2.0	2-7	400	3.0	2-8	240	1.0	7-8	410	5.0	2-7-8	1050	1	(*5,6)(7,9)8(12,14)(2,16)-13-15(4,11)(3,10)1	(*5,6)(7,9)8(2,12,14)16-13-15(4,11)(3,10)-1	(*7,9,12)(5,2)(8,16)13(4,15,14,11)(6,3)10-1	(*7,12,8)2(13,9,16,11)-4,14(3,5,15,1)10=6	12.6 - 11.1 - 11.2 - 12.2 - 12.8 - 12.7 - 12.7 - 12.6 - 12.3 - 12.6	12.6 - 23.7 - 34.9 - 47.1 - 59.9 - 72.6 - 85.3 - 97.9 - 110.2 - 122.8 (34.9-37.5)	2=>7	1570.0	3.0
200203010808	ダ	右	1700	晴	良	13:50	3歳以上500万下		2002-7-7	1	福島	8	3歳以上500万下	(混)[指](別定)	4	140	1	4	120	1	10	270	5	9	750	10	4-7	930	4	4-10	860.0	4.0	4-10	460	5.0	4-9	1,350	20.0	9-10	3,900	40.0	4-9-10	25320	78	(*9,11)12(3,6)7(2,4)8,10,5-1	(*9,11)(3,12)6(2,4,7)-(10,8)-5-1	9,11-(3,12,4)(6,10,7)8,2,5=1	9,11,4-(3,10)(6,12)8-(5,7)-(2,1)	7.1 - 11.0 - 11.9 - 12.2 - 12.4 - 12.5 - 13.1 - 12.9 - 12.8	7.1 - 18.1 - 30.0 - 42.2 - 54.6 - 67.1 - 80.2 - 93.1 - 105.9 (30.0-38.8)	4=>10	1290.0	5.0
200203010809	芝	右	1800	曇	良	14:25	織姫賞 		2002-7-7	1	福島	8	3歳以上500万下	牝[指](別定)	10	290	1	10	140	1	13	980	11	11	310	5	5-7	860	3	10-13	10920.0	34.0	10-13	2,490	28.0	10-11	780	8.0	11-13	8,090	68.0	10-11-13	30340	84	14,5,2(1,15)16,8(9,12)6(3,4,13)7,11,10	14-5(1,2)-(15,16)-8(6,9)-12(3,4,13)7-(10,11)	14(1,5)2-(15,16)-6,8(3,9,13)(4,7,12)(10,11)	(1,14,*5,2)16(6,13)(3,15)(8,9,7,10)(4,11)12	12.4 - 11.3 - 11.6 - 11.8 - 12.2 - 12.3 - 12.9 - 12.8 - 12.0	12.4 - 23.7 - 35.3 - 47.1 - 59.3 - 71.6 - 84.5 - 97.3 - 109.3 (35.3-37.7)	10=>13	14610.0	46.0
200203010810	ダ	右	1700	曇	良	15:00	彦星賞 		2002-7-7	1	福島	8	3歳以上1000万下	(混)[指](ハンデ)	6	670	4	6	190	3	12	190	4	13	130	1	5-8	760	3	6-12	2610.0	13.0	6-12	830	14.0	6-13	560	5.0	12-13	370	2.0	6-12-13	2850	8	(*7,11)12,13,6-1-(4,10)-(2,3)-5(8,9)	(*7,11)12(6,13)-1-4-(2,10,3)-(5,8)9	(*11,12)13,6-1-(7,3)4-(2,10,5)8,9	(11,*12)13,6-(1,3)-4,5-2,10,8,9-7	7.0 - 10.9 - 11.2 - 11.9 - 12.5 - 12.4 - 12.6 - 13.3 - 13.6	7.0 - 17.9 - 29.1 - 41.0 - 53.5 - 65.9 - 78.5 - 91.8 - 105.4 (29.1-39.5)	6=>12	5650.0	27.0
200203010811	芝	右	2000	曇	良	15:35	七夕賞	G3	2002-7-7	1	福島	8	3歳以上オープン	(混)(特指)(ハンデ)	3	690	3	3	250	5	10	210	2	2	160	1	3-6	1360	4	3-10	4000.0	17.0	3-10	1,530	26.0	2-3	750	3.0	2-10	900	5.0	2-3-10	6100	11	1(2,9)=14(5,12)(4,8,11,13)-10-7,3,6	1(2,9)-14(5,12)4,11(8,13)-10-7,3-6	2,9,14(1,12,4)(10,8)(5,3,13,7)11,6	2,14(10,4)(12,3,7,6)(9,8)13(5,11)=1	12.3 - 10.6 - 10.6 - 11.8 - 12.0 - 12.3 - 12.5 - 12.2 - 12.3 - 12.6	12.3 - 22.9 - 33.5 - 45.3 - 57.3 - 69.6 - 82.1 - 94.3 - 106.6 - 119.2 (33.5-37.1)	3=>10	7260.0	31.0
200203010812	芝	右	1200	曇	良	16:15	塩屋埼特別 		2002-7-7	1	福島	8	3歳以上500万下	(混)[指](別定)	12	250	1	12	120	1	3	140	2	8	190	4	2-6	380	1	3-12	530.0	1.0	3-12	230	1.0	8-12	400	3.0	3-8	620	7.0	3-8-12	1400	2			16,2(1,6)(3,14,13)(4,5,12)10(7,9)(8,11)15	16,2(1,13)(3,6)12,14(5,9)(4,7,8)(15,11)-10	12.1 - 10.4 - 10.8 - 11.6 - 12.0 - 12.1	12.1 - 22.5 - 33.3 - 44.9 - 56.9 - 69.0 (33.3-35.7)	12=>3	870.0	1.0
200203020101	芝	右	1700	晴	良	09:55	2歳未勝利		2002-10-5	2	福島	1	2歳未勝利	[指](馬齢)	10	180	1	10	110	1	8	170	3	1	260	5	6-7	310	1	8-10	540.0	1.0	8-10	240	1.0	1-10	400	3.0	1-8	960	14.0	1-8-10	1660	3	4(1,3,6)(2,5,7)(8,10,13)(9,12)11	4(1,3)(5,6)(2,8,7)(10,13)9,12,11	(*4,3)10(1,6)(2,13)(5,9)(8,12)7,11	4,3,10-1,6(8,2)-5(13,9)(11,7)12	7.2 - 10.7 - 12.6 - 12.8 - 12.5 - 11.4 - 11.5 - 12.1 - 12.7	7.2 - 17.9 - 30.5 - 43.3 - 55.8 - 67.2 - 78.7 - 90.8 - 103.5 (30.5-36.3)	10=>8	790.0	1.0
200203020102	ダ	右	1000	晴	良	10:20	3歳未勝利		2002-10-5	2	福島	1	3歳未勝利	[指](馬齢)	6	560	4	6	240	5	12	190	3	4	230	4	5-8	960	4	6-12	1630.0	9.0	6-12	600	7.0	4-6	830	12.0	4-12	610	10.0	4-6-12	3360	10			(4,*6)5(7,12)(10,8)-11,2,9,1,3	(4,*6)-(5,12)-(7,8)10-(2,11)9-(3,1)	12.5 - 10.8 - 11.4 - 11.9 - 13.1	12.5 - 23.3 - 34.7 - 46.6 - 59.7 (34.7-36.4)	6=>12	2610.0	8.0
200203020103	ダ	右	1700	晴	良	10:45	3歳未勝利		2002-10-5	2	福島	1	3歳未勝利	牝[指](馬齢)	1	190	1	1	140	1	2	1,000	10	9	410	6	1-2	6160	15	1-2	4200.0	16.0	1-2	1,640	20.0	1-9	710	9.0	2-9	6,400	41.0	1-2-9	16330	50	(*3,2)(1,9)(7,10)(11,12)(4,13)(6,5)8	3(1,2)9(7,11,10)(4,6,12)(5,13)-8	(*3,2)(1,9)-10(7,11)(6,12,13)4-(5,8)	(*3,2)(1,9)-7(11,10,6)(4,13)(12,5,8)	6.8 - 11.9 - 12.5 - 13.0 - 13.1 - 12.5 - 12.5 - 12.8 - 13.2	6.8 - 18.7 - 31.2 - 44.2 - 57.3 - 69.8 - 82.3 - 95.1 - 108.3 (31.2-38.5)	1=>2	6110.0	22.0
200203020104	ダ	右	1000	晴	良	11:15	3歳未勝利		2002-10-5	2	福島	1	3歳未勝利	(混)[指](馬齢)	5	130	1	5	110	1	2	210	4	12	240	5	2-5	880	4	2-5	810.0	3.0	2-5	410	3.0	5-12	480	5.0	2-12	2,260	24.0	2-5-12	3690	13			(*4,5)8,10(2,12)-(9,11)(1,7)(3,6)	(4,*5)-(2,8)(12,10)-(9,11)(1,7)-(3,6)	12.3 - 10.6 - 11.4 - 12.0 - 13.3	12.3 - 22.9 - 34.3 - 46.3 - 59.6 (34.3-36.7)	5=>2	920.0	3.0
200203020105	芝	右	2000	晴	良	11:45	3歳未勝利		2002-10-5	2	福島	1	3歳未勝利	牝[指](馬齢)	9	1110	4	9	290	3	11	340	5	7	330	4	5-6	4090	17	9-11	6290.0	21.0	9-11	2,130	21.0	7-9	790	8.0	7-11	2,300	27.0	7-9-11	19010	65	(*2,4)-(5,14,15)(8,7)(1,10,12)16(11,13)(9,6)3	(*2,4)-(5,14,15)(8,7)10(1,12)(11,16)-(9,6)-(3,13)	(2,*4,7)(15,10)5(8,11,14)(9,12,16)-3,1,6=13	(2,4,*7)(5,11)(8,9,10)(15,16)(3,12)14-6,1=13	12.2 - 11.0 - 11.0 - 12.0 - 12.8 - 12.4 - 12.1 - 12.5 - 12.4 - 12.5	12.2 - 23.2 - 34.2 - 46.2 - 59.0 - 71.4 - 83.5 - 96.0 - 108.4 - 120.9 (34.2-37.4)	9=>11	12510.0	39.0
200203020106	ダ	右	1700	晴	良	12:45	3歳未勝利		2002-10-5	2	福島	1	3歳未勝利	[指](馬齢)	1	170	1	1	110	1	12	170	2	4	670	9	1-8	220	1	1-12	520.0	1.0	1-12	200	1.0	1-4	1,820	23.0	4-12	2,940	29.0	1-4-12	9240	32	11,5(3,9,10,13)(4,7,12)-(2,8)1,6	11(5,13)3(4,9,10)(7,12)-(2,8)1,6	(*11,5,13)(4,3,12,1)-(8,9,10,2)-7-6	11(4,13,12,1)-5-3(8,2)-9,10,7=6	7.0 - 11.3 - 11.8 - 12.6 - 13.0 - 12.7 - 12.7 - 12.9 - 12.9	7.0 - 18.3 - 30.1 - 42.7 - 55.7 - 68.4 - 81.1 - 94.0 - 106.9 (30.1-38.5)	1=>12	700.0	1.0
200203020107	芝	右	2000	晴	良	13:15	3歳未勝利		2002-10-5	2	福島	1	3歳未勝利	(混)[指](馬齢)	11	370	2	11	170	1	5	370	6	3	870	12	3-6	740	2	5-11	2850.0	9.0	5-11	950	7.0	3-11	2,070	22.0	3-5	4,510	50.0	3-5-11	25670	84	(*3,14)(1,6)13(7,8,16)(5,10)(9,15)2,12,11,4	(*3,14)(1,6)(5,7,13)(8,16)(2,10)15(11,9)(12,4)	(*3,14)(1,6)(7,13)(5,8)(11,2,16)10(12,4)15-9	3-(1,14)(7,6,13)(5,11,2)(8,16)(15,10,4)12=9	12.6 - 11.2 - 11.5 - 12.6 - 12.5 - 12.3 - 12.1 - 12.0 - 12.4 - 13.0	12.6 - 23.8 - 35.3 - 47.9 - 60.4 - 72.7 - 84.8 - 96.8 - 109.2 - 122.2 (35.3-37.4)	11=>5	4340.0	11.0
