	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬連:的中	馬連:配当	馬連:人気
200210020407	芝	右	1700	晴	良	13:25	3歳以上500万下		2002-7-21	2	小倉	4	3歳以上500万下	牝[指](別定)	14	350	1	14	150	2	10	130	1	12.0	220	5.0	6-8	440	1	10-14	250	1.0	12-14	510	4.0	10-12	480	3.0	14=>10	1260.0	2.0	10-12-14	1780.0	3.0				12(5,13)6(1,7)10,3,14,11(4,9)-(2,8)	12(13,10)(5,6,7)(1,3,14)-(9,11)-4(2,8)	(*12,13)10(5,6,7)(1,3,14)(9,11)-(8,2)4	(*12,13)10(5,6,7,14)(9,11)(1,3)(8,2)4	6.6 - 11.0 - 12.2 - 11.9 - 11.7 - 11.8 - 12.2 - 12.1 - 12.2	6.6 - 17.6 - 29.8 - 41.7 - 53.4 - 65.2 - 77.4 - 89.5 - 101.7 (29.8-36.5)	10-14	640.0	1.0
200210020408	芝	右	1800	晴	良	14:00	3歳以上500万下		2002-7-21	2	小倉	4	3歳以上500万下	[指](別定)	1	290	1	1	120	1	6	160	3	11.0	150	2.0	1-5	490	2	1-6	290	2.0	1-11	260	1.0	6-11	400	3.0	1=>6	1230.0	2.0	1-6-11	930.0	1.0				8,1(4,11)12(3,5,13)(6,9,10)-2,7	8,1(4,11)(3,5,12)(6,9,13)10,2,7	8,1,11,4(3,5,12)(6,9,13)-10-2,7	(8,*1)-11(3,12)4,6(5,9,13)10=7,2	12.3 - 11.4 - 12.3 - 12.1 - 12.0 - 11.9 - 11.6 - 12.0 - 12.0	12.3 - 23.7 - 36.0 - 48.1 - 60.1 - 72.0 - 83.6 - 95.6 - 107.6 (36.0-35.6)	1-6	800.0	2.0
200210020409	芝	右	1200	晴	良	14:35	雲仙特別 		2002-7-21	2	小倉	4	3歳以上1000万下	(混)(特指)(別定)	4	640	3	4	140	3	6	100	1	12.0	110	2.0	3-4	320	2	4-6	180	2.0	4-12	270	3.0	6-12	140	1.0	4=>6	1450.0	5.0	4-6-12	480.0	1.0						(*2,8)12(6,11)(5,13,14)(4,10)(3,9)(7,1)	(*2,8,12)6(11,14)(4,1)13(3,5,10,9,7)	11.8 - 10.3 - 11.0 - 11.4 - 12.1 - 12.2	11.8 - 22.1 - 33.1 - 44.5 - 56.6 - 68.8 (33.1-35.7)	4-6	500.0	2.0
200210020410	障		3390	晴	良	15:10	小倉サマージャンプ	J.G3	2002-7-21	2	小倉	4	障害3歳以上オープン	(混)(ハンデ)	1	610	3	1	230	4	8	620	6	7.0	870	10.0	1-5	4140	16	1-8	1,660	18.0	1-7	3,740	41.0	7-8	5,320	49.0	1=>8	9330.0	33.0	1-7-8	60000.0	134.0				13-(8,1)2,12-11,4,5(9,6,10)7,3=14	(*13,1)8-(2,12)-11(5,4,10)-(6,7)9-3=14	1-13-8-12-(5,10)2(9,6,7)11,4=3=14	1=13,8-12(5,10)7,6(9,11)-(2,4)-3=14			1-8	4880.0	17.0
200210020411	ダ	右	1700	晴	稍重	15:45	KBC杯 		2002-7-21	2	小倉	4	3歳以上オープン	(混)(特指)(別定)	3	610	3	3	240	4	7	280	5	2.0	300	6.0	3-6	1760	8	3-7	1,180	18.0	2-3	880	13.0	2-7	1,220	19.0	3=>7	5640.0	31.0	2-3-7	6970.0	32.0				10,11(2,9)(4,3)7(5,6)-1-8	10,11(2,9)(4,3)7(5,6)-1-8	(*10,3)7-2(9,6)(5,4,1)11=8	(10,*3)7-(2,9)(6,1)5-4-11-8	6.8 - 11.5 - 12.1 - 13.0 - 12.7 - 12.2 - 12.5 - 13.3 - 13.9	6.8 - 18.3 - 30.4 - 43.4 - 56.1 - 68.3 - 80.8 - 94.1 - 108.0 (30.4-39.7)	3-7	3600.0	17.0
200210020412	ダ	右	1700	晴	稍重	16:20	豊前特別 		2002-7-21	2	小倉	4	3歳以上500万下	(混)[指](別定)	4	640	3	4	220	3	8	200	2	3.0	340	5.0	3-5	1690	5	4-8	480	5.0	3-4	1,040	9.0	3-8	1,120	10.0	4=>8	3520.0	13.0	3-4-8	5270.0	16.0				4(7,8,13,15)1(2,6,10)12,14(3,9)11,5	4(7,8,13)1(2,6,15)10,3(9,12)-(11,14)5	4,8,13-6-7(1,2,10)3-(5,9,12)11,14-15	4-8-6-13(2,3)7(1,10)-5(9,12)11-14=15	6.8 - 11.6 - 12.0 - 12.8 - 12.4 - 12.4 - 12.5 - 12.9 - 14.2	6.8 - 18.4 - 30.4 - 43.2 - 55.6 - 68.0 - 80.5 - 93.4 - 107.6 (30.4-39.6)	4-8	1470.0	6.0
200210020501	ダ	右	1700	曇	良	10:05	3歳未勝利		2002-7-27	2	小倉	5	3歳未勝利	[指](馬齢)	8	190	1	8	130	1	13	200	4	14.0	150	3.0	5-8	470	1	8-13	500	4.0	8-14	320	2.0	13-14	810	9.0	8=>13	1610.0	4.0	8-13-14	2210.0	4.0				8,13,12,14,2(7,10)1,3(5,11)(4,9)6	8,13(12,14)2(1,7,10)-3(5,11)-(4,9)6	8,13,14,7(12,2)-1(3,9)-(5,6)-10,4=11	8,13-(2,14)(12,7)-1(3,9)=6-5,4,10=11	6.8 - 11.6 - 12.0 - 13.1 - 12.9 - 12.3 - 13.0 - 14.0 - 14.3	6.8 - 18.4 - 30.4 - 43.5 - 56.4 - 68.7 - 81.7 - 95.7 - 110.0 (30.4-41.3)	8-13	1200.0	4.0
200210020502	芝	右	1200	曇	良	10:30	3歳未勝利		2002-7-27	2	小倉	5	3歳未勝利	(父)[指](馬齢)	16	870	4	16	280	5	11	310	6	4.0	140	1.0	6-8	5080	18	11-16	1,240	16.0	4-16	270	1.0	4-11	530	5.0	16=>11	7770.0	32.0	4-11-16	4400.0	16.0						(*4,3,15)16,2,11(7,14)(9,13,12)8,10,5,6,1	(*4,3)(16,15)(2,11)14,7,9,12(8,10,13)6,5,1	11.8 - 10.4 - 10.9 - 11.4 - 11.8 - 12.5	11.8 - 22.2 - 33.1 - 44.5 - 56.3 - 68.8 (33.1-35.7)	11-16	3890.0	16.0
200210020503	芝	右	1800	晴	良	10:55	3歳未勝利		2002-7-27	2	小倉	5	3歳未勝利	牝[指](馬齢)	3	370	2	3	140	1	4	390	6	14.0	310	5.0	2-2	3920	12	3-4	980	9.0	3-14	910	8.0	4-14	2,770	29.0	3=>4	5170.0	18.0	3-4-14	9890.0	30.0				3(10,12,16)4(9,14)8,7(1,11)13(5,6)15-2	3(10,12)(4,16)(9,14)8,7,11,1,13(5,6,15)-2	3(10,12)(4,16)9,14(8,7)1,15-(6,11)5,13-2	3,12-(4,14)10(9,16)7(8,1)15(6,11)-5-2-13	12.5 - 11.9 - 12.4 - 12.0 - 11.7 - 11.4 - 11.7 - 12.0 - 12.0	12.5 - 24.4 - 36.8 - 48.8 - 60.5 - 71.9 - 83.6 - 95.6 - 107.6 (36.8-35.7)	3-4	3650.0	12.0
200210020504	芝	右	2000	晴	良	11:25	3歳未勝利		2002-7-27	2	小倉	5	3歳未勝利	(混)[指](馬齢)	12	230	1	12	110	1	11	130	2	4.0	860	10.0	7-7	420	2	11-12	180	1.0	4-12	3,090	29.0	4-11	4,250	42.0	12=>11	640.0	1.0	4-11-12	9500.0	27.0				2-9-12(6,8)-10(1,3,4)(5,13)11-(7,14)	2-9,12(6,8)(10,3,4)(1,5,13)11(7,14)	2,9(6,12)(3,8,4)(10,5,11)(1,13,14)7	2(9,12)(6,4)(8,11)(3,5,14)(10,1)7-13	12.4 - 11.2 - 12.1 - 12.6 - 12.5 - 12.6 - 11.8 - 11.8 - 12.2 - 12.0	12.4 - 23.6 - 35.7 - 48.3 - 60.8 - 73.4 - 85.2 - 97.0 - 109.2 - 121.2 (35.7-36.0)	11-12	390.0	1.0
200210020505	芝	右	1200	晴	良	11:55	2歳新馬		2002-7-27	2	小倉	5	2歳新馬	九州産馬[指](馬齢)	11	260	1	11	130	2	16	120	1	4.0	330	6.0	6-8	340	1	11-16	190	1.0	4-11	670	7.0	4-16	1,120	15.0	11=>16	690.0	1.0	4-11-16	2410.0	6.0						4,11(1,5,16)15,13(8,12)2,9-10,7-(3,6)=14	(*4,11)16(1,5,15)-(8,13)(2,12)9(7,10)-(3,6)=14	12.3 - 10.4 - 11.1 - 11.9 - 12.3 - 12.6	12.3 - 22.7 - 33.8 - 45.7 - 58.0 - 70.6 (33.8-36.8)	11-16	380.0	1.0
200210020506	ダ	右	1000	晴	良	12:55	2歳新馬		2002-7-27	2	小倉	5	2歳新馬	[指](馬齢)	5	350	2	5	110	2	6	100	1	2.0	250	5.0	4-4	240	1	5-6	130	1.0	2-5	570	7.0	2-6	390	5.0	5=>6	650.0	2.0	2-5-6	980.0	3.0						5(7,14)(2,6,10)9-(8,13)4(11,12)1=3	5(2,7,14,10)6(8,9)-13(11,12)(4,1)=3	12.5 - 11.0 - 12.2 - 13.0 - 12.6	12.5 - 23.5 - 35.7 - 48.7 - 61.3 (35.7-37.8)	5-6	240.0	1.0
200210020507	ダ	右	1000	晴	良	13:25	3歳以上500万下		2002-7-27	2	小倉	5	3歳以上500万下	(混)[指](別定)	11	400	2	11	140	1	6	1,890	12	13.0	230	5.0	4-7	1070	5	6-11	2,860	27.0	11-13	550	6.0	6-13	5,570	47.0	11=>6	11400.0	36.0	6-11-13	26900.0	72.0						12,13(2,11,14)6(7,9)-4(10,8)(3,5)-1	12(11,13)2,6(7,14)9,4-(10,8)3,5-1	12.2 - 10.4 - 11.4 - 12.3 - 13.1	12.2 - 22.6 - 34.0 - 46.3 - 59.4 (34.0-36.8)	6-11	6570.0	19.0
200210020508	ダ	右	1700	晴	良	14:00	3歳以上500万下		2002-7-27	2	小倉	5	3歳以上500万下	(特指)(別定)	1	410	1	1	150	1	8	200	3	9.0	1,510	10.0	1-5	980	3	1-8	460	2.0	1-9	3,130	31.0	8-9	3,750	35.0	1=>8	1920.0	2.0	1-8-9	20130.0	60.0				9(13,14,15)-8(1,4,11)-5(10,3,7)2-12-6	9(13,14)(8,15)(1,4)11-(5,3)(2,7)-10-12-6	(*9,8)-13,1,15-(5,3)(14,2)(4,7)11=12-10-6	(*9,8)1-(13,5)3,15,2,7,4(14,11)=12=10,6	6.8 - 11.6 - 11.8 - 12.7 - 12.2 - 12.3 - 12.7 - 13.1 - 13.6	6.8 - 18.4 - 30.2 - 42.9 - 55.1 - 67.4 - 80.1 - 93.2 - 106.8 (30.2-39.4)	1-8	1120.0	2.0
200210020509	芝	右	1800	晴	良	14:35	都井岬特別 		2002-7-27	2	小倉	5	3歳以上500万下	(混)[指](別定)	10	360	2	10	120	2	11	120	1	9.0	260	4.0	7-8	300	1	10-11	240	1.0	9-10	680	7.0	9-11	580	4.0	10=>11	1220.0	3.0	9-10-11	1840.0	2.0				(*7,10)(2,4,12)(6,8)(1,11)(3,9)5	(*7,10)(2,12)4(1,6)(9,8,11)3-5	(*10,12)(6,11)(7,4)(2,9)(1,8)(3,5)	(*10,12)11(4,6)9(2,1)-(5,8)-3-7	12.3 - 11.5 - 11.8 - 11.7 - 11.8 - 11.9 - 11.5 - 12.0 - 12.3	12.3 - 23.8 - 35.6 - 47.3 - 59.1 - 71.0 - 82.5 - 94.5 - 106.8 (35.6-35.8)	10-11	540.0	1.0
200210020510	芝	右	1200	晴	良	15:10	有明特別 		2002-7-27	2	小倉	5	3歳以上1000万下	(混)[指](ハンデ)	5	180	1	5	100	1	2	130	2	1.0	140	3.0	2-5	490	1	2-5	200	1.0	1-5	210	2.0	1-2	350	5.0	5=>2	680.0	1.0	1-2-5	750.0	1.0						(*1,5)6(2,11)(8,9)-(3,7,10)-4	(*1,5)(2,6)(11,9)8(3,7)10-4	11.7 - 10.4 - 10.7 - 11.2 - 11.3 - 12.1	11.7 - 22.1 - 32.8 - 44.0 - 55.3 - 67.4 (32.8-34.6)	2-5	490.0	1.0
200210020511	芝	右	2000	晴	良	15:45	九州スポーツ杯 		2002-7-27	2	小倉	5	3歳以上1000万下	(混)[指](別定)	4	600	3	4	130	3	2	100	2	1.0	100	1.0	2-4	610	3	2-4	180	3.0	1-4	180	2.0	1-2	120	1.0	4=>2	1850.0	8.0	1-2-4	310.0	1.0				7-4-5(2,6)(3,1)(8,9)	7=4-5(2,6)(3,1)-8,9	7=4(2,5)(6,1)3,8-9	7,4(2,5)1(3,6)8-9	12.7 - 11.1 - 11.8 - 12.0 - 11.6 - 11.8 - 11.7 - 12.1 - 12.2 - 12.1	12.7 - 23.8 - 35.6 - 47.6 - 59.2 - 71.0 - 82.7 - 94.8 - 107.0 - 119.1 (35.6-36.4)	2-4	710.0	3.0
200210020512	芝	右	1200	晴	良	16:20	3歳以上500万下		2002-7-27	2	小倉	5	3歳以上500万下	(混)[指](別定)	7	220	1	7	120	1	1	320	7	13.0	200	2.0	1-4	1340	6	1-7	690	6.0	7-13	360	1.0	1-13	1,760	20.0	7=>1	2370.0	6.0	1-7-13	3810.0	5.0						1(7,8)(10,15)3,14(2,6)16(11,9,12,13)(4,5)	1,7,8(10,15)(3,14,6)(16,12,13)2,11(4,9,5)	11.8 - 10.1 - 10.6 - 11.4 - 11.8 - 12.6	11.8 - 21.9 - 32.5 - 43.9 - 55.7 - 68.3 (32.5-35.8)	1-7	1630.0	6.0
200210020601	ダ	右	1000	晴	良	10:05	3歳未勝利		2002-7-28	2	小倉	6	3歳未勝利	[指](馬齢)	10	150	1	10	110	1	7	440	7	4.0	270	5.0	5-6	1000	5	7-10	640	6.0	4-10	350	3.0	4-7	2,580	22.0	10=>7	2280.0	7.0	4-7-10	4150.0	14.0						(*10,11)(7,13,14)=(8,4,5,9)1,3=12=2 6	10(7,11,14)-(8,13,4)(1,9)5,3=12=2 6	12.1 - 10.7 - 11.7 - 12.3 - 13.1	12.1 - 22.8 - 34.5 - 46.8 - 59.9 (34.5-37.1)	7-10	1780.0	6.0
200210020602	ダ	右	1700	晴	良	10:30	3歳未勝利		2002-7-28	2	小倉	6	3歳未勝利	(混)[指](馬齢)	14	460	2	14	140	2	2	270	4	4.0	190	3.0	2-8	1430	5	2-14	630	5.0	4-14	350	3.0	2-4	860	8.0	14=>2	3300.0	10.0	2-4-14	2470.0	4.0				(3,*7)(5,10)(4,6,12)(2,9,15)(1,11)14-13=8	(3,*7)5(4,10)6(2,12)-(9,15)1(14,11)=13-8	(3,*7)(4,5)10(2,6)14,12-(9,15,1)=11=8-13	(*3,7)4,2(5,14)6,10-(12,1)-15-9=11=8=13	7.0 - 11.4 - 11.8 - 13.1 - 12.7 - 12.7 - 13.1 - 13.4 - 13.6	7.0 - 18.4 - 30.2 - 43.3 - 56.0 - 68.7 - 81.8 - 95.2 - 108.8 (30.2-40.1)	2-14	2030.0	7.0
200210020603	芝	右	1200	晴	良	10:55	3歳未勝利		2002-7-28	2	小倉	6	3歳未勝利	[指](馬齢)	13	290	2	13	200	2	14	610	7	3.0	350	6.0	7-7	5240	12	13-14	1,700	15.0	3-13	780	9.0	3-14	2,950	25.0	13=>14	6530.0	21.0	3-13-14	13410.0	36.0						13,14(1,11)7,2,5,12(9,16)(8,15)3(4,6,10)	13,14(1,11)7(2,5)-(12,3)9(8,16)15,6,4,10	11.9 - 10.5 - 10.8 - 11.4 - 11.5 - 11.8	11.9 - 22.4 - 33.2 - 44.6 - 56.1 - 67.9 (33.2-34.7)	13-14	4360.0	13.0
200210020604	芝	右	1800	晴	良	11:25	3歳未勝利		2002-7-28	2	小倉	6	3歳未勝利	[指](馬齢)	6	180	1	6	120	1	12	190	3	10.0	380	6.0	3-6	660	3	6-12	360	2.0	6-10	660	7.0	10-12	1,670	19.0	6=>12	1230.0	3.0	6-10-12	3490.0	10.0				6,5,7(3,10)(4,8,15)(12,13)-11,14-(1,9)16-2	6,5,7(3,10,15)8,4,13,12-(11,14)-9(1,16)-2	6,5(7,10)3,8-(4,12)15-(11,13)(14,9)1-16=2	6-5,10,7-8(3,12)-4(15,9)11,13-14,1-16=2	12.4 - 11.4 - 12.2 - 12.0 - 11.6 - 11.6 - 11.4 - 12.0 - 12.4	12.4 - 23.8 - 36.0 - 48.0 - 59.6 - 71.2 - 82.6 - 94.6 - 107.0 (36.0-35.8)	6-12	910.0	2.0
200210020605	障		2900	晴	良	11:55	障害3歳以上未勝利		2002-7-28	2	小倉	6	障害3歳以上未勝利	(馬齢)	8	550	3	8	120	3	6	100	1	12.0	120	2.0	5-6	350	2	6-8	180	2.0	8-12	260	3.0	6-12	160	1.0	8=>6	1410.0	5.0	6-8-12	450.0	1.0				8-4,7,3,2,5-12,1-(11,6)=9 10	8-4-2(7,3)5,12,1,6,11=9 10	8-4-(12,5)-(2,1)6=(11,9)=7-3 10	8=4(12,5)-6,1=2-9=11=(7,3) 10			6-8	450.0	2.0
200210020606	芝	右	1200	晴	良	12:55	2歳新馬		2002-7-28	2	小倉	6	2歳新馬	(混)[指](馬齢)	1	6960	11	1	1,400	10	12	150	2	8.0	2,400	15.0	1-6	2550	12	1-12	5,240	42.0	1-8	12,370	76.0	8-12	4,830	39.0	1=>12	39780.0	75.0	1-8-12	119650.0	197.0						1(14,16)12,5(3,15)-8(10,4)(2,6,13)-7(11,9)	1(14,16,12)-15(5,8)(10,6,4)3,13,2-7-(11,9)	11.9 - 10.3 - 11.3 - 11.8 - 12.1 - 12.5	11.9 - 22.2 - 33.5 - 45.3 - 57.4 - 69.9 (33.5-36.4)	1-12	17480.0	38.0
200210020607	芝	右	1800	晴	良	13:25	3歳以上500万下		2002-7-28	2	小倉	6	3歳以上500万下	(父)[指](別定)	2	1070	5	2	330	6	8	310	5	10.0	130	1.0	2-7	3380	9	2-8	1,760	23.0	2-10	550	4.0	8-10	580	6.0	2=>8	19730.0	49.0	2-8-10	5740.0	20.0				1,3,4(2,11)(5,6)9,8,10,7	(*1,3,11)4,2(6,9)5(8,10)-7	(*1,3)(9,10)(2,11)(8,4,6)-7,5	(*1,10)2(3,8)(11,9,6)-(5,4,7)	12.4 - 11.2 - 11.9 - 11.6 - 11.9 - 12.0 - 12.1 - 12.2 - 12.6	12.4 - 23.6 - 35.5 - 47.1 - 59.0 - 71.0 - 83.1 - 95.3 - 107.9 (35.5-36.9)	2-8	7160.0	24.0
200210020608	芝	右	2000	晴	良	14:00	3歳以上500万下		2002-7-28	2	小倉	6	3歳以上500万下	(混)[指](別定)	9	320	1	9	140	2	3	210	4	10.0	150	3.0	3-7	1240	4	3-9	430	4.0	9-10	280	2.0	3-10	650	8.0	9=>3	2150.0	7.0	3-9-10	1980.0	4.0				4,11-9(2,6)-(3,8,7)10,5-1	4,11-(9,2,6)-(3,8,7)(5,10)-1	4(11,9)(3,10)(8,6)(5,7,2)-1	(4,*9)10(11,3)(5,8)-7-1-6,2	12.4 - 10.9 - 11.5 - 11.9 - 12.1 - 12.1 - 12.2 - 12.4 - 12.3 - 12.7	12.4 - 23.3 - 34.8 - 46.7 - 58.8 - 70.9 - 83.1 - 95.5 - 107.8 - 120.5 (34.8-37.4)	3-9	1340.0	4.0
200210020609	芝	右	1200	晴	良	14:35	伊万里特別 		2002-7-28	2	小倉	6	3歳以上500万下	牝(特指)(別定)	11	1140	6	11	350	6	10	200	2	8.0	250	5.0	5-6	890	3	10-11	1,210	15.0	8-11	1,200	14.0	8-10	740	6.0	11=>10	6950.0	29.0	8-10-11	6230.0	19.0						2,3,4,8(7,11)(6,10,14)9(5,15)12-(13,16)-1	2,3(4,8,11)7(10,14)(6,9)(12,15)-13(5,16)=1	11.7 - 10.1 - 10.8 - 11.6 - 11.8 - 12.5	11.7 - 21.8 - 32.6 - 44.2 - 56.0 - 68.5 (32.6-35.9)	10-11	3680.0	15.0
200210020610	ダ	右	1700	晴	良	15:10	桜島特別 		2002-7-28	2	小倉	6	3歳以上1000万下	(混)(特指)(別定)	8	2190	9	8	640	7	5	680	9	1.0	390	6.0	3-5	4580	17	5-8	4,650	42.0	1-8	2,330	28.0	1-5	3,250	37.0	8=>5	38000.0	81.0	1-5-8	34210.0	101.0				8,12(5,7,14)1(2,9)10(13,15)-6,3(11,4)	8(12,14)5(1,7,2,9)13(10,15)-6,3(11,4)	8,12(2,14,9)5,13(1,10,3)(7,6)(11,15)-4	8-(5,12)(13,2,9)1(6,14)(10,3)-(7,11)4-15	6.8 - 11.1 - 12.0 - 12.8 - 12.6 - 12.3 - 12.5 - 13.2 - 13.6	6.8 - 17.9 - 29.9 - 42.7 - 55.3 - 67.6 - 80.1 - 93.3 - 106.9 (29.9-39.3)	5-8	19060.0	42.0
200210020611	芝	右	1800	晴	良	15:45	スポニチサマーS 		2002-7-28	2	小倉	6	3歳以上1600万下	(混)(特指)(別定)	8	530	2	8	150	2	9	110	1	6.0	220	6.0	8-8	370	1	8-9	200	1.0	6-8	610	10.0	6-9	420	5.0	8=>9	1110.0	4.0	6-8-9	1360.0	5.0				6=8,9,2(3,5)(1,4)7	6=8-9(2,3,5)4(1,7)	6=(8,9)(2,3)(1,5,4)7	6=8,9(2,3)1(7,5)4	12.5 - 11.6 - 11.3 - 11.1 - 11.5 - 11.8 - 11.9 - 12.7 - 12.3	12.5 - 24.1 - 35.4 - 46.5 - 58.0 - 69.8 - 81.7 - 94.4 - 106.7 (35.4-36.9)	8-9	420.0	1.0
200210020701	ダ	右	1700	曇	良	10:05	3歳未勝利		2002-8-3	2	小倉	7	3歳未勝利	牝[指](馬齢)	4	320	2	4	140	1	13	500	7	8.0	300	5.0	3-8	2490	9	4-13	1,560	16.0	4-8	530	7.0	8-13	2,780	27.0	4=>13	5630.0	21.0	4-8-13	9300.0	31.0				3(7,10)4,5(9,11)(8,12)1(6,14)13-2	3(7,10)4(5,11)-(8,9)12,1(6,14)13-2	(*3,7)4,11-(8,5,12)(10,1)9(13,6)=14-2	3,7-4(8,11)12,1,5(9,13)-6=10-14-2	7.0 - 11.4 - 11.9 - 13.1 - 13.0 - 12.9 - 13.1 - 13.4 - 13.6	7.0 - 18.4 - 30.3 - 43.4 - 56.4 - 69.3 - 82.4 - 95.8 - 109.4 (30.3-40.1)	4-13	3850.0	15.0
200210020702	ダ	右	1000	曇	良	10:30	3歳未勝利		2002-8-3	2	小倉	7	3歳未勝利	[指](馬齢)	9	450	2	9	160	2	10	200	4	11.0	190	3.0	6-6	2290	6	9-10	690	10.0	9-11	450	5.0	10-11	770	12.0	9=>10	3210.0	14.0	9-10-11	2510.0	9.0						9,11,2(4,6)1,12(5,7,10)=13-14-(3,8)	9,11-2-(4,6)(12,10)-(1,5,7)-13=3-14,8	12.2 - 10.9 - 11.6 - 12.0 - 12.8	12.2 - 23.1 - 34.7 - 46.7 - 59.5 (34.7-36.4)	9-10	1810.0	7.0
200210020703	ダ	右	1700	曇	良	10:55	3歳未勝利		2002-8-3	2	小倉	7	3歳未勝利	[指](馬齢)	6	180	1	6	120	2	3	340	6	9.0	120	1.0	3-6	1670	5	3-6	440	4.0	6-9	160	1.0	3-9	730	10.0	6=>3	2090.0	7.0	3-6-9	1310.0	2.0				5,2(1,7,8)(3,6,10)(4,11)9	5,2(1,7,8)(3,6,10)(11,9)4	5,2,1(6,7,9)11(3,10)-(4,8)	(*5,2)6(1,9)3-(10,7)11-4=8	6.8 - 11.4 - 11.9 - 13.3 - 13.2 - 12.9 - 12.9 - 13.1 - 13.2	6.8 - 18.2 - 30.1 - 43.4 - 56.6 - 69.5 - 82.4 - 95.5 - 108.7 (30.1-39.2)	3-6	1630.0	4.0
200210020704	芝	右	1200	曇	良	11:25	3歳未勝利		2002-8-3	2	小倉	7	3歳未勝利	(混)[指](馬齢)	11	280	1	11	140	1	5	200	3	8.0	300	6.0	3-6	610	2	5-11	460	2.0	8-11	730	6.0	5-8	1,120	11.0	11=>5	1720.0	3.0	5-8-11	3430.0	5.0						(2,5,*11)18(4,12)17(1,16,15)(9,8)(3,13,14)(6,7)-10	(2,*11)(5,18,12)(4,17,16)(1,8,15)(9,13)(3,14)(6,7,10)	12.0 - 10.5 - 11.1 - 11.7 - 11.9 - 12.5	12.0 - 22.5 - 33.6 - 45.3 - 57.2 - 69.7 (33.6-36.1)	5-11	1150.0	2.0
200210020705	障		2900	曇	良	11:55	障害3歳以上オープン		2002-8-3	2	小倉	7	障害3歳以上オープン	(混)(別定)	10	270	1	10	130	1	3	830	7	4.0	140	2.0	3-8	5620	15	3-10	1,480	16.0	4-10	320	2.0	3-4	1,710	17.0	10=>3	7430.0	29.0	3-4-10	9440.0	27.0				(4,*2)-(10,1)-7=3=9=6-11=(8,5)	(*4,2)-10,1-7=3=9-6-11=(8,5)	4,10,2-1-3,7-9=11,6=8,5	(4,*10)=2,1,3-7,9=11=6=8-5			3-10	5900.0	16.0
200210020706	芝	右	1200	曇	良	12:55	2歳新馬		2002-8-3	2	小倉	7	2歳新馬	[指](馬齢)	6	150	1	6	100	1	7	110	3	11.0	100	2.0	4-5	400	2	6-7	150	2.0	6-11	130	1.0	7-11	240	3.0	6=>7	520.0	2.0	6-7-11	350.0	1.0						6,11,10-(2,7,14)(1,13)-9,5(3,12)4-8	6,11-(10,2,7)(1,14)-13,5,9,4,12-(3,8)	11.9 - 10.4 - 11.1 - 11.4 - 12.0 - 12.6	11.9 - 22.3 - 33.4 - 44.8 - 56.8 - 69.4 (33.4-36.0)	6-7	400.0	2.0
200210020707	芝	右	2000	曇	良	13:25	3歳未勝利		2002-8-3	2	小倉	7	3歳未勝利	[指](馬齢)	1	580	4	1	200	5	10	110	1	13.0	170	3.0	1-6	1050	5	1-10	420	4.0	1-13	830	9.0	10-13	300	2.0	1=>10	2620.0	11.0	1-10-13	1730.0	4.0				6(7,11)-9(2,4)10(5,15)14,3(1,8,13)12	6,11,7-(2,4,9)10,5(14,15)13(3,1)-(8,12)	6-(7,11)-(2,4,9,10)(5,14,1,13)3-15=(8,12)	6-(7,11,10)(9,1,13)(4,14)(2,5)3-15=(8,12)	12.4 - 11.0 - 11.3 - 12.6 - 11.9 - 12.0 - 12.1 - 12.5 - 12.7 - 12.6	12.4 - 23.4 - 34.7 - 47.3 - 59.2 - 71.2 - 83.3 - 95.8 - 108.5 - 121.1 (34.7-37.8)	1-10	1080.0	5.0
200210020708	ダ	右	1000	晴	良	14:00	3歳以上500万下		2002-8-3	2	小倉	7	3歳以上500万下	[指](別定)	10	4280	10	10	990	10	9	170	2	2.0	230	3.0	6-6	6750	26	9-10	2,490	29.0	2-10	2,820	34.0	2-9	640	4.0	10=>9	16950.0	63.0	2-9-10	16470.0	57.0						2(4,10)(3,11,12)14(5,13)(1,9)-(7,8)6	(*2,10)4(3,12)11(9,14)5,13,1,7-8,6	12.5 - 10.7 - 11.6 - 12.1 - 13.0	12.5 - 23.2 - 34.8 - 46.9 - 59.9 (34.8-36.7)	9-10	6810.0	26.0
