	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気
200204040207	ダ	左	1800	晴	良	13:20	3歳以上500万下		2002-9-8	4	新潟	2	3歳以上500万下	(混)[指](別定)	1	540	4	1	130	2	4	170	4	11.0	130	1.0	1-4	1460	6	1-4	1390.0	6.0	1-4	450	6.0	1-11	230	2.0	4-11	340	4.0	(*1,9)-3(5,7)-11-(2,12)10,6,4-8	1,9(3,7)5-11(2,10,12)6,4-8	1(7,12)(9,5)3(2,6)(11,10,8)-4	1(7,12,5)9(3,2,6,8)(11,10)-4	12.9 - 10.8 - 12.6 - 13.8 - 13.7 - 12.6 - 12.8 - 12.5 - 13.0	12.9 - 23.7 - 36.3 - 50.1 - 63.8 - 76.4 - 89.2 - 101.7 - 114.7 (36.3-38.3)	1=>4	2890.0	13.0	1-4-11	1170.0	3.0
200204040208	芝	左	1800	晴	良	13:50	3歳以上500万下		2002-9-8	4	新潟	2	3歳以上500万下	牝[指](別定)	3	820	4	3	250	4	12	330	6	7.0	210	2.0	2-6	4480	28	3-12	5180.0	21.0	3-12	1,500	17.0	3-7	700	3.0	7-12	1,150	13.0			12-9,6(11,10)-(5,7)(4,14)(3,13,16)18(2,8)15,17-1	12=9,6-11(4,5,10)(3,7,14)(13,16)(8,18)(2,15)17,1	12.6 - 10.5 - 11.0 - 11.7 - 12.1 - 12.2 - 12.0 - 11.8 - 13.0	12.6 - 23.1 - 34.1 - 45.8 - 57.9 - 70.1 - 82.1 - 93.9 - 106.9 (34.1-36.8)	3=>12	9890.0	39.0	3-7-12	8770.0	22.0
200204040209	芝	左	2000	晴	良	14:25	日本海ステークス 		2002-9-8	4	新潟	2	3歳以上1600万下	(混)(特指)(別定)	4	240	1	4	100	1	2	100	2	8.0	110	3.0	2-4	330	1															4-(3,5)(1,2)-(6,7)8	4-(3,5)2,1-(6,7)8	12.8 - 11.1 - 11.2 - 11.4 - 11.9 - 12.0 - 11.7 - 11.6 - 11.4 - 12.2	12.8 - 23.9 - 35.1 - 46.5 - 58.4 - 70.4 - 82.1 - 93.7 - 105.1 - 117.3 (35.1-35.2)	4=>2	680.0	2.0	2-4-8	280.0	1.0
200204040210	ダ	左	1800	晴	良	15:00	鳥海山特別 		2002-9-8	4	新潟	2	3歳以上1000万下	(混)[指](別定)	7	700	3	7	230	5	8	110	1	9.0	160	2.0	5-5	780	4	7-8	830.0	3.0	7-8	350	3.0	7-9	760	8.0	8-9	250	1.0	4,7,8,2(5,6,12)13-(3,11)(9,10)-14-1	4-7,8,2(5,12)13,6,3,10(9,11)-14-1	4,7,8(5,12)(2,13)6(9,10,11)3,14-1	(*4,7)-8-(5,12)13,6(2,10)9(3,14,11)-1	12.7 - 10.7 - 12.3 - 12.9 - 12.9 - 12.8 - 12.8 - 12.6 - 13.1	12.7 - 23.4 - 35.7 - 48.6 - 61.5 - 74.3 - 87.1 - 99.7 - 112.8 (35.7-38.5)	7=>8	2460.0	8.0	7-8-9	1440.0	3.0
200204040211	芝	左	1600	晴	良	15:35	京成杯オータムハンデ	G3	2002-9-8	4	新潟	2	3歳以上オープン	(混)(特指)(ハンデ)	11	220	1	11	120	1	10	220	4	4.0	280	6.0	8-8	850	3	10-11	910.0	2.0	10-11	360	2.0	4-11	650	6.0	4-10	1,410	21.0			7,10(8,11)(1,6)(5,3)2-9-4	7,10(8,11)(1,6)(5,3)(2,9)4	12.5 - 10.2 - 11.2 - 11.9 - 11.8 - 11.6 - 11.0 - 11.7	12.5 - 22.7 - 33.9 - 45.8 - 57.6 - 69.2 - 80.2 - 91.9 (33.9-34.3)	11=>10	1370.0	2.0	4-10-11	3730.0	10.0
200204040212	芝	左	1400	晴	良	16:15	3歳以上500万下		2002-9-8	4	新潟	2	3歳以上500万下	(混)[指](別定)	12	1520	6	12	440	7	4	170	1	11.0	560	11.0	2-6	1200	6	4-12	3270.0	8.0	4-12	1,240	9.0	11-12	4,300	49.0	4-11	1,580	16.0			8-14,7(3,11)4(5,15,13)(18,16)6(10,17)(1,9)2-12	8-14(7,3,11)4(15,13)5(18,16)6(10,17)9(1,2)-12	12.1 - 10.5 - 11.0 - 11.4 - 11.8 - 12.1 - 12.5	12.1 - 22.6 - 33.6 - 45.0 - 56.8 - 68.9 - 81.4 (33.6-36.4)	12=>4	9460.0	35.0	4-11-12	23200.0	78.0
200204040301	芝	左	1800	晴	良	10:00	2歳未勝利		2002-9-14	4	新潟	3	2歳未勝利	(混)[指](馬齢)	9	200	1	9	110	1	6	110	2	1.0	290	5.0	5-7	170	1	6-9	240.0	1.0	6-9	140	1.0	1-9	660	8.0	1-6	490	6.0			12,10(1,11)-9,8(5,6)(2,7)3,4	12(1,10)(9,11)8(5,6)(2,7)(3,4)	12.4 - 10.8 - 11.3 - 12.6 - 12.6 - 12.8 - 12.0 - 11.3 - 12.4	12.4 - 23.2 - 34.5 - 47.1 - 59.7 - 72.5 - 84.5 - 95.8 - 108.2 (34.5-35.7)	9=>6	410.0	1.0	1-6-9	1410.0	4.0
200204040302	ダ	左	1200	晴	良	10:25	3歳未勝利		2002-9-14	4	新潟	3	3歳未勝利	[指](馬齢)	5	260	2	5	190	2	6	350	5	10.0	360	6.0	4-4	2430	11	5-6	2160.0	8.0	5-6	760	8.0	5-10	920	12.0	6-10	1,680	18.0			(*1,4,7)5(6,13)-(2,10)(3,8,12)(9,11,14)	(1,*4)7,5(6,13)-10-(2,11,14)8(9,12) 3	12.5 - 11.1 - 11.6 - 12.5 - 13.1 - 13.3	12.5 - 23.6 - 35.2 - 47.7 - 60.8 - 74.1 (35.2-38.9)	5=>6	3720.0	14.0	5-6-10	6800.0	25.0
200204040303	芝	直	1000	晴	良	10:50	3歳未勝利		2002-9-14	4	新潟	3	3歳未勝利	牝[指](馬齢)	3	450	2	3	180	2	17	260	4	10.0	820	9.0	2-8	1950	7	3-17	2430.0	6.0	3-17	810	5.0	3-10	2,050	18.0	10-17	3,440	31.0					12.3 - 10.2 - 11.1 - 10.0 - 12.6	12.3 - 22.5 - 33.6 - 43.6 - 56.2 (33.6-33.7)	3=>17	4330.0	12.0	3-10-17	15420.0	42.0
200204040304	ダ	左	1200	晴	良	11:20	2歳新馬		2002-9-14	4	新潟	3	2歳新馬	(父)[指](馬齢)	2	410	2	2	180	2	10	890	7	9.0	930	8.0	2-7	3720	11	2-10	5460.0	16.0	2-10	1,780	17.0	2-9	2,450	24.0	9-10	8,190	51.0			7(2,3)(9,10,12)5(4,8)(6,11)-1	7(3,10)(2,9,12)-5(4,8)(6,11)-1	12.5 - 11.8 - 12.4 - 12.9 - 13.0 - 13.2	12.5 - 24.3 - 36.7 - 49.6 - 62.6 - 75.8 (36.7-39.1)	2=>10	8590.0	27.0	2-9-10	69750.0	113.0
200204040305	芝	左	1600	晴	良	11:50	2歳新馬		2002-9-14	4	新潟	3	2歳新馬	(混)[指](馬齢)	10	670	4	10	210	3	3	230	4	4.0	2,210	11.0	3-8	1810	8	3-10	1740.0	8.0	3-10	520	6.0	4-10	5,300	40.0	3-4	6,000	42.0			(*2,8)-(5,10)1,3,9-6(4,11)-7	2,8-(5,10)(1,3)-(4,9,6)11-7	12.7 - 11.2 - 11.8 - 12.0 - 12.5 - 12.1 - 11.3 - 12.7	12.7 - 23.9 - 35.7 - 47.7 - 60.2 - 72.3 - 83.6 - 96.3 (35.7-36.1)	10=>3	3490.0	14.0	3-4-10	26780.0	68.0
200204040306	芝	左	1600	晴	良	12:50	3歳未勝利		2002-9-14	4	新潟	3	3歳未勝利	(混)[指](馬齢)	14	540	2	14	210	2	12	280	5	9.0	160	1.0	6-7	1080	4	12-14	3380.0	13.0	12-14	1,130	12.0	9-14	570	1.0	9-12	980	7.0			15=14-12-13(16,17)(1,5,6,9)(18,3)(4,2,10,11)(8,7)	15=14,12(13,16,17)-(1,5,6,9)(4,2,10,11,3)18(8,7)	12.6 - 10.7 - 11.3 - 12.1 - 12.7 - 12.7 - 10.9 - 11.9	12.6 - 23.3 - 34.6 - 46.7 - 59.4 - 72.1 - 83.0 - 94.9 (34.6-35.5)	14=>12	6010.0	20.0	9-12-14	4690.0	7.0
200204040307	ダ	左	1800	晴	良	13:20	3歳以上500万下		2002-9-14	4	新潟	3	3歳以上500万下	(父)[指](別定)	6	540	2	6	160	2	9	220	4	4.0	210	3.0	5-7	380	1	6-9	2170.0	7.0	6-9	700	7.0	4-6	550	5.0	4-9	810	9.0	(*4,5)11-8,6,9,10(1,2)-7,3=12	4,5,11-(6,8)9,10(1,2)-(7,3)=12	4(5,11)6(8,10,2)9-1-3,7-12	4,11(6,5)(9,8,2)10,1-3-(7,12)	12.6 - 10.9 - 12.3 - 13.3 - 13.5 - 13.0 - 12.9 - 12.4 - 12.9	12.6 - 23.5 - 35.8 - 49.1 - 62.6 - 75.6 - 88.5 - 100.9 - 113.8 (35.8-38.2)	6=>9	4440.0	16.0	4-6-9	3490.0	10.0
200204040308	ダ	左	1200	晴	良	13:55	3歳以上500万下		2002-9-14	4	新潟	3	3歳以上500万下	牝[指](別定)	6	230	1	6	140	1	10	370	6	5.0	1,980	11.0	4-6	1340	6	6-10	2330.0	8.0	6-10	910	9.0	5-6	5,740	40.0	5-10	21,800	71.0			6(7,8,9)-(10,13)14(5,12)-3,11,4,2-1	6(8,9)7(10,13)(5,12)-(3,14)11,4-2-1	12.2 - 11.0 - 11.7 - 12.7 - 12.3 - 13.0	12.2 - 23.2 - 34.9 - 47.6 - 59.9 - 72.9 (34.9-38.0)	6=>10	3300.0	11.0	5-6-10	128920.0	150.0
200204040309	芝	左	1200	晴	良	14:30	カンナステークス 		2002-9-14	4	新潟	3	2歳オープン	(混)(特指)(別定)	6	180	1	6	120	2	2	120	1				2-6	220	1															(*2,6)1(3,7,5)-4	(*2,6)-1-(3,5)-7,4	12.2 - 11.0 - 11.1 - 11.6 - 11.3 - 11.6	12.2 - 23.2 - 34.3 - 45.9 - 57.2 - 68.8 (34.3-34.5)	6=>2	370.0	1.0	2-3-6	420.0	2.0
200204040310	芝	左	2000	晴	良	15:05	姫川特別 		2002-9-14	4	新潟	3	3歳以上1000万下	(混)[指](ハンデ)	12	300	2	12	110	2	7	100	1	5.0	590	9.0	6-8	160	1	7-12	180.0	1.0	7-12	120	1.0	5-12	1,340	18.0	5-7	980	13.0			9,4=8,10,6(5,1)3(2,12)(11,7)	(*9,4)=(8,10,6)-(5,1)3(2,12)(11,7)	12.8 - 11.4 - 11.6 - 11.8 - 12.0 - 12.3 - 12.0 - 11.7 - 11.7 - 12.2	12.8 - 24.2 - 35.8 - 47.6 - 59.6 - 71.9 - 83.9 - 95.6 - 107.3 - 119.5 (35.8-35.6)	12=>7	530.0	2.0	5-7-12	2390.0	8.0
200204040311	ダ	左	1800	晴	良	15:40	ながつきステークス 		2002-9-14	4	新潟	3	3歳以上1600万下	(混)(特指)(別定)	12	2500	9	12	560	9	3	420	8	7.0	260	4.0	3-8	3170	13	3-12	14480.0	36.0	3-12	3,380	36.0	7-12	1,920	29.0	3-7	1,830	27.0	(*10,11)(2,7,12)9(3,5)-4,1(6,8)	10,11(2,12)7(3,5,9)-4,1(6,8)	10(2,11,12)(3,7,9)(5,4,1)-6 8	(*10,11,12)2(3,7)(9,1)-(5,4)-6 8	12.6 - 11.1 - 12.2 - 13.0 - 12.4 - 12.6 - 13.0 - 12.8 - 13.1	12.6 - 23.7 - 35.9 - 48.9 - 61.3 - 73.9 - 86.9 - 99.7 - 112.8 (35.9-38.9)	12=>3	34580.0	72.0	3-7-12	31740.0	81.0
200204040312	芝	左	1800	晴	良	16:15	3歳以上500万下		2002-9-14	4	新潟	3	3歳以上500万下	[指](別定)	11	260	1	11	120	1	3	140	2	14.0	300	5.0	3-7	440	1	3-11	480.0	1.0	3-11	230	1.0	11-14	560	6.0	3-14	710	7.0			14,8,3(4,9)(5,6,11)(7,13)12(2,1,10)	14,8(3,4,9)(5,6,11)(7,13)(1,12,10)2	12.9 - 11.2 - 12.2 - 13.0 - 12.7 - 12.0 - 11.2 - 10.7 - 12.0	12.9 - 24.1 - 36.3 - 49.3 - 62.0 - 74.0 - 85.2 - 95.9 - 107.9 (36.3-33.9)	11=>3	800.0	1.0	3-11-14	1920.0	4.0
200204040401	ダ	左	1200	晴	重	10:00	2歳未勝利		2002-9-15	4	新潟	4	2歳未勝利	[指](馬齢)	12	510	2	12	150	2	3	150	1	2.0	1,020	12.0	3-7	500	2	3-12	710.0	1.0	3-12	350	1.0	2-12	3,270	36.0	2-3	2,040	25.0			12,3-(1,4)(9,14)(2,5,13)-(6,8,11)10-7	12,3-1,4,9(2,5,14)13(6,11)8,10=7	12.1 - 11.0 - 11.9 - 12.6 - 12.1 - 13.0	12.1 - 23.1 - 35.0 - 47.6 - 59.7 - 72.7 (35.0-37.7)	12=>3	1530.0	3.0	2-3-12	10490.0	36.0
200204040402	芝	直	1000	晴	稍重	10:25	2歳新馬		2002-9-15	4	新潟	4	2歳新馬	[指](馬齢)	8	330	2	8	170	2	3	650	7	12.0	200	3.0	3-6	5760	11	3-8	7330.0	16.0	3-8	1,670	16.0	8-12	380	3.0	3-12	2,410	23.0					12.8 - 10.7 - 11.1 - 10.3 - 12.8	12.8 - 23.5 - 34.6 - 44.9 - 57.7 (34.6-34.2)	8=>3	10430.0	27.0	3-8-12	9360.0	27.0
200204040403	芝	左	1200	晴	稍重	10:50	2歳新馬		2002-9-15	4	新潟	4	2歳新馬	(混)[指](馬齢)	2	470	2	2	140	2	5	240	4	1.0	210	3.0	2-4	1490	6	2-5	1580.0	7.0	2-5	550	7.0	1-2	450	4.0	1-5	1,040	12.0			(*2,7)-1-3,10(5,12)-6,11,4,8-(9,14)-13	(*2,7)-1-(10,3)(5,12)-6,11-4-8(9,14)-13	12.5 - 10.6 - 11.0 - 11.2 - 11.9 - 12.4	12.5 - 23.1 - 34.1 - 45.3 - 57.2 - 69.6 (34.1-35.5)	2=>5	2910.0	10.0	1-2-5	2840.0	7.0
200204040404	ダ	左	1800	晴	重	11:20	3歳未勝利		2002-9-15	4	新潟	4	3歳未勝利	(混)[指](馬齢)	2	190	1	2	110	1	6	240	5	3.0	120	2.0	2-4	1980	9	2-6	1980.0	6.0	2-6	580	6.0	2-3	150	1.0	3-6	610	7.0	2(6,10)(11,14)12(9,8)13(3,4)-5-(1,7)	2,6,10(8,11)(12,14)(9,13)3,4,5(1,7)	2,6,10,8,14-(12,3)13,5-(11,4)(1,7)9	2,6,10-8,14,3,12(13,5)=4,11(1,7)-9	13.0 - 11.4 - 12.8 - 13.4 - 13.3 - 12.7 - 12.8 - 12.4 - 13.2	13.0 - 24.4 - 37.2 - 50.6 - 63.9 - 76.6 - 89.4 - 101.8 - 115.0 (37.2-38.4)	2=>6	2600.0	9.0	2-3-6	990.0	3.0
200204040405	障		2850	晴	稍重	11:50	障害3歳以上未勝利		2002-9-15	4	新潟	4	障害3歳以上未勝利	(混)(馬齢)	3	360	3	3	140	3	1	120	1	2.0	260	5.0	1-3	470	2	1-3	490.0	2.0	1-3	230	2.0	2-3	700	7.0	1-2	710	8.0	4-3=7-1(5,9)2(10,6)-8	4-3=7-9-(1,2)-5-10,6-8	4-3-7,9,2,1-5-10=8-6	(*4,3)-7,9(2,1)-5-10=8=6			3=>1	1130.0	4.0	1-2-3	1700.0	6.0
200204040406	ダ	左	1200	晴	稍重	12:50	3歳未勝利		2002-9-15	4	新潟	4	3歳未勝利	[指](馬齢)	12	1250	5	12	290	5	4	160	2	14.0	240	4.0	3-7	1700	6	4-12	1830.0	8.0	4-12	590	7.0	12-14	1,110	14.0	4-14	580	6.0			(*1,12)(11,14)-4(9,6,13)2(7,3,8)=5 10	1(12,14)11-4-(6,13)(9,2)(7,8)3=5 10	12.4 - 11.1 - 11.9 - 12.7 - 12.7 - 13.2	12.4 - 23.5 - 35.4 - 48.1 - 60.8 - 74.0 (35.4-38.6)	12=>4	5260.0	22.0	4-12-14	4160.0	14.0
200204040407	芝	左	2400	晴	良	13:20	3歳以上500万下		2002-9-15	4	新潟	4	3歳以上500万下	(混)[指](別定)	6	500	3	6	170	2	1	190	4	7.0	1,440	10.0	1-6	1070	5	1-6	1130.0	4.0	1-6	440	4.0	6-7	3,590	36.0	1-7	3,420	34.0	7-(4,6)-2,11,9(1,5)8-10-3	7-(4,6)-2,11-(9,5)1-8,10-3	7=6-4(2,11)-(5,1)(9,10)-(8,3)	7=6-4(2,11)-1,5,10-9-3,8	12.4 - 11.4 - 11.1 - 12.7 - 13.1 - 13.1 - 12.3 - 12.1 - 12.1 - 12.0 - 12.6 - 12.9	12.4 - 23.8 - 34.9 - 47.6 - 60.7 - 73.8 - 86.1 - 98.2 - 110.3 - 122.3 - 134.9 - 147.8 (34.9-37.5)	6=>1	2370.0	8.0	1-6-7	21790.0	59.0
200204040408	ダ	左	1800	曇	稍重	13:50	3歳以上500万下		2002-9-15	4	新潟	4	3歳以上500万下	(混)[指](別定)	9	170	1	9	110	1	11	120	2	6.0	130	3.0	6-7	430	2	9-11	500.0	1.0	9-11	200	1.0	6-9	210	2.0	6-11	330	3.0	6(1,8,10,14)13,7(3,11)-4,12(2,5,9)	6,14-8(1,10)7,13(3,11)-4-(2,12)9,5	6,14(1,10,11)(3,7,13)-(8,9)2,4(5,12)	6-(14,11)(1,10,13)(3,7,9)-(8,2)4(5,12)	12.9 - 11.1 - 12.4 - 12.6 - 13.0 - 12.9 - 13.0 - 12.8 - 13.8	12.9 - 24.0 - 36.4 - 49.0 - 62.0 - 74.9 - 87.9 - 100.7 - 114.5 (36.4-39.6)	9=>11	710.0	1.0	6-9-11	700.0	1.0
200204040409	ダ	左	1200	曇	稍重	14:25	湯之谷特別 		2002-9-15	4	新潟	4	3歳以上1000万下	[指](別定)	10	270	2	10	110	2	4	740	9	13.0	110	1.0	3-6	1110	5	4-10	12530.0	28.0	4-10	2,420	27.0	10-13	150	1.0	4-13	1,790	19.0			4,14,11,12-8(5,13)(2,3,10)-1(7,9)6	4(14,11)12,8,13(5,3,10)2(1,9)7,6	12.0 - 10.8 - 11.4 - 12.5 - 12.5 - 13.2	12.0 - 22.8 - 34.2 - 46.7 - 59.2 - 72.4 (34.2-38.2)	10=>4	16560.0	38.0	4-10-13	4890.0	14.0
200204040410	芝	左	1600	曇	良	15:00	燕特別 		2002-9-15	4	新潟	4	3歳以上1000万下	(混)(特指)(別定)	4	260	1	4	140	1	9	790	11	1.0	610	10.0	3-6	670	2	4-9	4920.0	20.0	4-9	1,970	27.0	1-4	1,050	14.0	1-9	5,850	53.0			14-12,4,9(3,6,7,10)13(1,11)(2,8)-5	14(4,12)9(3,7)(6,10)(1,13)(2,8)(5,11)	12.6 - 11.2 - 11.6 - 12.2 - 12.2 - 11.0 - 11.2 - 12.0	12.6 - 23.8 - 35.4 - 47.6 - 59.8 - 70.8 - 82.0 - 94.0 (35.4-34.2)	4=>9	7350.0	31.0	1-4-9	30810.0	95.0
200204040411	芝	左	2200	曇	良	15:35	セントライト記念	G2	2002-9-15	4	新潟	4	3歳オープン	(混)(指)(定量)	12	390	2	12	150	1	9	150	2	16.0	970	12.0	5-6	350	1	9-12	760.0	1.0	9-12	340	1.0	12-16	2,870	40.0	9-16	3,790	47.0	17,16,12,9(1,14)(4,8,15)(3,6,13)7(2,10)5-11	17,16(12,9,14)15(1,4,8,13)(3,6,7)(2,10)-5,11	17,16(12,14,15)(1,9,8,13)(4,7)(3,6)(2,10)(11,5)	(*17,16)(12,14,15)(1,9,8,13)(4,6,7)3(2,10)(11,5)	12.1 - 11.2 - 11.7 - 12.8 - 13.3 - 12.5 - 12.2 - 12.1 - 11.8 - 11.5 - 11.7	12.1 - 23.3 - 35.0 - 47.8 - 61.1 - 73.6 - 85.8 - 97.9 - 109.7 - 121.2 - 132.9 (35.0-35.0)	12=>9	1530.0	2.0	9-12-16	9370.0	26.0
200204040412	芝	左	1600	曇	良	16:15	3歳以上500万下		2002-9-15	4	新潟	4	3歳以上500万下	(混)[指](別定)	15	150	1	15	120	1	8	250	4	9.0	170	3.0	4-7	810	4	8-15	1080.0	3.0	8-15	440	4.0	9-15	250	2.0	8-9	960	10.0			(*12,6)4(15,5,16)(2,11,9)(7,8,18)14(1,13)3,10-17	12(4,6)(15,5,16)(2,11,9)(7,8,18)(1,14,13)(3,10)17	12.3 - 10.6 - 11.5 - 12.1 - 12.2 - 12.1 - 10.6 - 12.7	12.3 - 22.9 - 34.4 - 46.5 - 58.7 - 70.8 - 81.4 - 94.1 (34.4-35.4)	15=>8	1390.0	4.0	8-9-15	2390.0	4.0
200204040501	ダ	左	1200	晴	良	10:00	2歳未勝利		2002-9-21	4	新潟	5	2歳未勝利	(抽)(市)(馬齢)	6	400	2	6	160	2	3	350	6	5.0	190	3.0	3-6	3010	13	3-6	2770.0	12.0	3-6	920	12.0	5-6	490	7.0	3-5	1,340	17.0			6(9,10)-(2,8,4)3-7(1,5)-11	6,10,9-4(8,3)-5(2,1)(11,7)	12.3 - 11.0 - 11.5 - 12.6 - 12.5 - 13.1	12.3 - 23.3 - 34.8 - 47.4 - 59.9 - 73.0 (34.8-38.2)	6=>3	4260.0	22.0	3-5-6	5390.0	21.0
200204040502	芝	左	1600	晴	良	10:25	2歳未勝利		2002-9-21	4	新潟	5	2歳未勝利	(混)(馬齢)	2	1340	7	2	320	7	5	160	2	12.0	160	1.0	2-3	2510	13	2-5	4990.0	19.0	2-5	1,390	18.0	2-12	1,320	16.0	5-12	390	2.0			(*2,5)(3,10,13)(7,12)(6,11,14)(9,15)(4,8)1	2,5,3(10,13)(7,12)(6,11,14)15,9(4,1,8)	12.7 - 11.3 - 12.7 - 12.9 - 12.6 - 11.5 - 10.6 - 11.7	12.7 - 24.0 - 36.7 - 49.6 - 62.2 - 73.7 - 84.3 - 96.0 (36.7-33.8)	2=>5	11770.0	39.0	2-5-12	7410.0	24.0
200204040503	芝	左	1400	晴	良	10:50	2歳新馬		2002-9-21	4	新潟	5	2歳新馬	(馬齢)	6	660	2	6	120	2	2	100	1	8.0	340	7.0	2-6	270	1	2-6	300.0	1.0	2-6	160	1.0	6-8	1,430	16.0	2-8	690	8.0			2(7,9)6-8,10-1(4,5)-3	2,7(6,9)-8-10-1,5,4-3	12.4 - 11.3 - 11.4 - 11.6 - 11.7 - 12.3 - 12.2	12.4 - 23.7 - 35.1 - 46.7 - 58.4 - 70.7 - 82.9 (35.1-36.2)	6=>2	1260.0	5.0	2-6-8	2040.0	7.0
200204040504	ダ	左	1800	晴	良	11:20	3歳未勝利		2002-9-21	4	新潟	5	3歳未勝利	牝(馬齢)	2	2180	7	2	410	6	11	140	2	9.0	180	3.0	2-7	2880	9	2-11	3220.0	12.0	2-11	1,130	11.0	2-9	1,370	18.0	9-11	440	5.0	2,5,9(3,13)8(6,12)(10,11)-14-4-1=7	2(5,13)9(3,8,12)(6,10,11)-(4,14)-1=7	(*2,5)(8,9,12,11)13-10-6=4(3,14)1=7	2,5(8,12,11)9(10,13)6=4,14,1,3-7	13.0 - 11.3 - 13.2 - 13.4 - 12.9 - 12.6 - 13.3 - 12.8 - 13.3	13.0 - 24.3 - 37.5 - 50.9 - 63.8 - 76.4 - 89.7 - 102.5 - 115.8 (37.5-39.4)	2=>11	8820.0	29.0	2-9-11	5400.0	17.0
200204040505	障		3250	晴	良	11:50	障害3歳以上オープン		2002-9-21	4	新潟	5	障害3歳以上オープン	(混)(別定)	10	270	1	10	130	1	5	410	8	1.0	320	5.0	5-8	1430	6	5-10	2010.0	7.0	5-10	830	9.0	1-10	640	5.0	1-5	2,200	31.0	5-8=(2,10)-9(11,7)=(1,3)4=6	5-8-10-2-(9,11,7)=(1,3)-4=6	5-10=(9,2)8(11,7)1,3=4-6	5,10=9,2,11(1,7)8,3-4-6			10=>5	3110.0	10.0	1-5-10	7690.0	29.0
200204040507	芝	左	1200	晴	良	13:20	3歳未勝利		2002-9-21	4	新潟	5	3歳未勝利	(馬齢)	4	400	2	4	170	2	8	530	7	3.0	3,980	15.0	2-4	2040	11	4-8	3880.0	15.0	4-8	1,390	13.0	3-4	6,200	53.0	3-8	23,220	106.0			2,3(7,9)10(8,12)(1,5)(4,17)(6,15,16)13=(11,14)18	2(7,3)9(10,12)(1,8,5)4(6,15)(13,17)16-(11,14)18	12.3 - 10.7 - 11.5 - 11.9 - 12.0 - 11.6	12.3 - 23.0 - 34.5 - 46.4 - 58.4 - 70.0 (34.5-35.5)	4=>8	6000.0	22.0	3-4-8	238100.0	289.0
200204040508	ダ	左	1200	晴	良	13:55	3歳以上500万下		2002-9-21	4	新潟	5	3歳以上500万下	(混)(別定)	10	1350	6	10	310	6	2	150	2	12.0	260	5.0	2-6	560	1	2-10	2410.0	11.0	2-10	910	12.0	10-12	1,470	20.0	2-12	750	8.0			2,10,1(5,12)14(3,7,11)4(9,13)(6,8)	2,10,1,12,14(7,11)(5,3,4)(9,8,13)6	12.4 - 11.0 - 11.7 - 12.4 - 12.4 - 13.0	12.4 - 23.4 - 35.1 - 47.5 - 59.9 - 72.9 (35.1-37.8)	10=>2	6540.0	27.0	2-10-12	7010.0	25.0
200204040509	芝	直	1000	晴	良	14:30	飛翔特別 		2002-9-21	4	新潟	5	3歳以上500万下	(混)(別定)	14	560	4	14	190	5	11	170	2	9.0	140	1.0	6-7	660	2	11-14	1520.0	6.0	11-14	520	6.0	9-14	390	2.0	9-11	310	1.0					12.0 - 10.3 - 10.7 - 10.2 - 11.9	12.0 - 22.3 - 33.0 - 43.2 - 55.1 (33.0-32.8)	14=>11	2590.0	6.0	9-11-14	1820.0	2.0
200204040510	芝	左	1800	晴	良	15:05	加治川特別 		2002-9-21	4	新潟	5	3歳以上1000万下	(別定)	9	380	2	9	100	2	2	140	3	6.0	100	1.0	2-7	1120	4	2-9	1080.0	4.0	2-9	230	2.0	6-9	130	1.0	2-6	230	3.0			(*11,2)6(9,8)(5,10)(4,7)(1,3)	11,2(9,6)(5,8,10)(4,7)3,1	12.5 - 11.0 - 11.4 - 12.2 - 12.4 - 12.0 - 11.5 - 11.0 - 12.0	12.5 - 23.5 - 34.9 - 47.1 - 59.5 - 71.5 - 83.0 - 94.0 - 106.0 (34.9-34.5)	9=>2	1950.0	6.0	2-6-9	390.0	1.0
200204040511	芝	左	1400	晴	良	15:40	セプテンバーS 		2002-9-21	4	新潟	5	3歳以上1600万下	(混)(ハンデ)	1	1510	7	1	390	7	3	150	2	5.0	1,700	12.0	1-3	2720	12	1-3	2500.0	11.0	1-3	1,060	11.0	1-5	11,170	55.0	3-5	4,610	45.0			(6,*10)13,1,8,3(7,11)(2,12)4(5,9)	(6,*10)13,1,8,3(7,11)(2,12)4(5,9)	12.3 - 10.8 - 11.0 - 11.5 - 11.7 - 11.6 - 11.9	12.3 - 23.1 - 34.1 - 45.6 - 57.3 - 68.9 - 80.8 (34.1-35.2)	1=>3	6550.0	25.0	1-3-5	59620.0	119.0
