	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気
200204020106	芝	左	1200	晴	良	12:50	2歳新馬		2002-7-13	2	新潟	1	2歳新馬	牝[指](馬齢)	14	440	2	14	130	2	3	100	1	4.0	180	3.0	2-8	260	1	3-14	310.0	1.0	3-14	150	1.0	4-14	330	3.0	3-4	260	2.0			11,14(4,10,15)(3,12)(2,8,9)(5,6)-7,1-13	11,14,15,4,10(3,12)(2,8)(5,6,9)=(7,1)-13	12.3 - 10.7 - 11.7 - 11.6 - 12.1 - 12.2	12.3 - 23.0 - 34.7 - 46.3 - 58.4 - 70.6 (34.7-35.9)	14=>3	1030.0	3.0	3-4-14	780.0	1.0
200204020107	芝	左	1600	晴	良	13:20	2歳新馬		2002-7-13	2	新潟	1	2歳新馬	(混)[指](馬齢)	4	410	2	4	130	2	13	380	8	12.0	120	1.0	3-8	2850	10	4-13	4000.0	15.0	4-13	1,180	16.0	4-12	250	1.0	12-13	810	9.0			(*6,12)(2,9,13)(4,8)(3,7)5,1(10,14)-11	6,12(2,9,13)(8,7)4,3(1,5)(10,14)11	13.1 - 11.8 - 13.4 - 13.1 - 13.1 - 11.8 - 10.7 - 11.5	13.1 - 24.9 - 38.3 - 51.4 - 64.5 - 76.3 - 87.0 - 98.5 (38.3-34.0)	4=>13	6370.0	22.0	4-12-13	3430.0	9.0
200204020108	ダ	左	1200	晴	良	13:55	3歳以上500万下		2002-7-13	2	新潟	1	3歳以上500万下	(父)[指](別定)	6	280	1	6	130	1	13	150	2	10.0	160	3.0	4-8	410	1	6-13	750.0	1.0	6-13	330	1.0	6-10	540	4.0	10-13	580	5.0			(*6,9)14(7,13)12,10(1,3,5)8(2,4)11	(*6,9)14-(7,13)12,10(1,3,8,5)(2,4)11	12.3 - 10.9 - 11.5 - 12.1 - 12.7 - 13.3	12.3 - 23.2 - 34.7 - 46.8 - 59.5 - 72.8 (34.7-38.1)	6=>13	1360.0	1.0	6-10-13	2270.0	3.0
200204020109	ダ	左	1800	晴	良	14:30	柏崎特別 		2002-7-13	2	新潟	1	3歳以上500万下	(混)[指](別定)	11	230	1	11	110	1	13	330	6	6.0	120	2.0	7-8	1840	6	11-13	2220.0	8.0	11-13	720	10.0	6-11	140	1.0	6-13	780	11.0	(*4,7)-11(1,6)8(10,12)(9,13)2(3,5)-14	7,4,11-(1,6)8(9,10)13,12,2,5,3,14	(*7,11)6(10,4,13)8,9,1(5,2)12,14-3	(7,*11)6(10,4,13)9,8-(1,5)(2,14)12=3	12.9 - 11.4 - 12.1 - 12.9 - 12.9 - 12.8 - 13.1 - 12.4 - 13.1	12.9 - 24.3 - 36.4 - 49.3 - 62.2 - 75.0 - 88.1 - 100.5 - 113.6 (36.4-38.6)	11=>13	3650.0	13.0	6-11-13	1700.0	5.0
200204020110	芝	直	1000	晴	良	15:05	閃光特別 		2002-7-13	2	新潟	1	3歳以上500万下	(混)(特指)(別定)	7	460	3	7	230	3	15	310	4	18.0	5,380	17.0	4-7	1140	6	7-15	2560.0	8.0	7-15	960	7.0	7-18	25,460	102.0	15-18	33,890	113.0					12.4 - 10.2 - 11.0 - 10.3 - 12.7	12.4 - 22.6 - 33.6 - 43.9 - 56.6 (33.6-34.0)	7=>15	4770.0	14.0	7-15-18	398580.0	403.0
200204020111	芝	左	1600	曇	良	15:40	豊栄特別 		2002-7-13	2	新潟	1	3歳以上1000万下	(混)[指](ハンデ)	3	350	1	3	170	1	9	200	5	10.0	660	8.0	3-6	1070	5	3-9	1240.0	4.0	3-9	530	4.0	3-10	1,970	20.0	9-10	2,850	36.0			12,14,3,6,11(1,4)(5,7)-10,2(9,13)-8	12-14,3,6,11(1,4,7)5(2,10)(9,13)-8	12.6 - 10.2 - 11.0 - 11.3 - 11.9 - 11.4 - 10.8 - 12.6	12.6 - 22.8 - 33.8 - 45.1 - 57.0 - 68.4 - 79.2 - 91.8 (33.8-34.8)	3=>9	2310.0	6.0	3-9-10	17180.0	58.0
200204020201	ダ	左	1200	晴	重	10:00	3歳未勝利		2002-7-14	2	新潟	2	3歳未勝利	[指](馬齢)	10	1020	4	10	280	4	12	130	2	1.0	550	8.0	6-7	1010	3	10-12	1160.0	3.0	10-12	530	4.0	1-10	2,870	31.0	1-12	1,120	11.0			(*10,11)-(2,12)(4,13)(5,14)-3(1,7)-6-8-9	(*10,11)12(2,13)(5,4)14-1,3,7,6,8=9	12.6 - 10.8 - 11.4 - 12.4 - 12.3 - 13.1	12.6 - 23.4 - 34.8 - 47.2 - 59.5 - 72.6 (34.8-37.8)	10=>12	3150.0	11.0	1-10-12	8620.0	29.0
200204020202	ダ	左	1800	晴	重	10:25	3歳未勝利		2002-7-14	2	新潟	2	3歳未勝利	[指](馬齢)	8	150	1	8	100	1	10	830	9	14.0	570	7.0	5-6	1930	8	8-10	3690.0	10.0	8-10	1,450	13.0	8-14	880	8.0	10-14	11,920	59.0	12(1,7,11)(3,8)5(4,10)(2,6)14=9-13	12,7(1,11)8,3,5,4,10(2,6)14-9=13	(*12,8)7,11,1-(5,10)14(4,6)-(3,9)=2=13	(12,*8)-7(1,11)10(5,14)-(4,6)-9,3=2,13	12.4 - 11.2 - 12.5 - 13.3 - 12.9 - 12.7 - 13.1 - 13.1 - 13.8	12.4 - 23.6 - 36.1 - 49.4 - 62.3 - 75.0 - 88.1 - 101.2 - 115.0 (36.1-40.0)	8=>10	5240.0	17.0	8-10-14	23190.0	58.0
200204020203	芝	左	2000	晴	稍重	10:50	3歳未勝利		2002-7-14	2	新潟	2	3歳未勝利	(混)[指](馬齢)	16	590	4	16	220	4	8	180	2	17.0	980	11.0	4-8	1080	6	8-16	1910.0	9.0	8-16	740	6.0	16-17	2,890	34.0	8-17	4,000	42.0	16(11,17)(13,6,18)7(5,4,3)(2,8,9)(15,14)10,12,1	16(11,17)(7,13,6,18)(5,4,3)(2,8,9)-(15,14)-10(12,1)	(*16,17)11(13,18)(7,3)(5,6,4)(2,8)9-(15,1,14)-10,12	16,17,11(13,18)3(7,5)(6,4)(2,8)9-1-(15,14)-10,12	12.7 - 11.7 - 12.3 - 13.0 - 12.7 - 12.1 - 11.7 - 11.4 - 11.8 - 12.6	12.7 - 24.4 - 36.7 - 49.7 - 62.4 - 74.5 - 86.2 - 97.6 - 109.4 - 122.0 (36.7-35.8)	16=>8	4060.0	18.0	8-16-17	35190.0	93.0
200204020204	芝	左	1600	晴	良	11:20	3歳未勝利		2002-7-14	2	新潟	2	3歳未勝利	(混)[指](馬齢)	3	3390	9	3	830	9	10	600	8	5.0	270	3.0	2-5	5120	18	3-10	16360.0	38.0	3-10	3,690	37.0	3-5	2,760	32.0	5-10	1,870	23.0			2,18,3(4,11)(7,10,17)(5,12)(1,15)(9,14)6,16-(8,13)	(*2,18)3(4,11)(7,10,17)(5,12)(1,9,15)(6,14)16,13,8	12.6 - 10.7 - 11.6 - 11.9 - 12.3 - 11.7 - 11.2 - 12.4	12.6 - 23.3 - 34.9 - 46.8 - 59.1 - 70.8 - 82.0 - 94.4 (34.9-35.3)	3=>10	25610.0	63.0	3-5-10	27220.0	78.0
200204020205	ダ	左	1200	晴	重	11:50	2歳新馬		2002-7-14	2	新潟	2	2歳新馬	[指](馬齢)	12	250	1	12	130	1	7	380	6	8.0	240	4.0	5-7	740	4	7-12	2540.0	10.0	7-12	1,080	14.0	8-12	460	3.0	7-8	1,360	15.0			12,11(5,13)8-(7,14)-3,4(1,6)2-10-9	12,11(5,13)-8-7,14,3-(4,6)1,2-10-9	12.7 - 11.2 - 11.9 - 12.7 - 12.5 - 12.6	12.7 - 23.9 - 35.8 - 48.5 - 61.0 - 73.6 (35.8-37.8)	12=>7	4370.0	15.0	7-8-12	4380.0	14.0
200204020206	芝	直	1000	曇	良	12:50	2歳新馬		2002-7-14	2	新潟	2	2歳新馬	(混)[指](馬齢)	7	3160	7	7	790	7	8	400	5	2.0	1,100	9.0	6-6	11560	20	7-8	12890.0	28.0	7-8	2,810	26.0	2-7	9,820	56.0	2-8	4,970	39.0					12.4 - 10.7 - 10.8 - 10.9 - 12.4	12.4 - 23.1 - 33.9 - 44.8 - 57.2 (33.9-34.1)	7=>8	32190.0	59.0	2-7-8	69860.0	122.0
200204020207	ダ	左	1800	曇	稍重	13:20	3歳以上500万下		2002-7-14	2	新潟	2	3歳以上500万下	牝[指](別定)	9	970	6	9	290	6	11	230	3	3.0	1,020	11.0	6-7	1410	8	9-11	2690.0	13.0	9-11	1,010	11.0	3-9	4,420	51.0	3-11	4,210	48.0	(*2,8)-10,1(6,11)(5,7)3(9,12,14)(4,13)	(*2,8)-10-(1,6)11,5,3,7(4,9)(13,12)14	10(8,6)-(3,1)(11,9)-12(2,5)(4,13,14)7	10,6(3,1)(8,9)11,12-(5,13,14)4-(2,7)	12.7 - 10.8 - 12.3 - 12.6 - 12.8 - 13.1 - 13.5 - 12.9 - 13.9	12.7 - 23.5 - 35.8 - 48.4 - 61.2 - 74.3 - 87.8 - 100.7 - 114.6 (35.8-40.3)	9=>11	7250.0	35.0	3-9-11	42020.0	132.0
200204020208	ダ	左	1200	曇	稍重	13:50	3歳以上500万下		2002-7-14	2	新潟	2	3歳以上500万下	(混)[指](別定)	14	210	1	14	130	1	8	510	9	2.0	190	3.0	5-8	690	3	8-14	2210.0	7.0	8-14	980	12.0	2-14	330	2.0	2-8	1,900	23.0			(*4,9,12)3,8,14(2,13)(7,11)-10,6-(1,5)	(*4,9,12)(3,8,14)(2,11)(7,13)-10(6,5)1	12.2 - 10.5 - 11.3 - 12.4 - 12.4 - 13.6	12.2 - 22.7 - 34.0 - 46.4 - 58.8 - 72.4 (34.0-38.4)	14=>8	3000.0	11.0	2-8-14	5070.0	15.0
200204020209	芝	左	2000	曇	良	14:25	笹山特別 		2002-7-14	2	新潟	2	3歳以上500万下	(混)[指](別定)	13	1320	6	13	520	6	8	340	5	2.0	5,310	16.0	4-7	2700	12	8-13	7380.0	27.0	8-13	2,480	29.0	2-13	25,980	116.0	2-8	22,340	112.0			10,13(9,15)8,6(5,11)(2,16)17(4,14,18)(7,3)1 12	10-13(9,8,15,6)-(5,11)(2,16,17)(4,14,18)3,1,7 12	12.7 - 11.4 - 12.0 - 12.1 - 12.7 - 12.2 - 12.0 - 11.2 - 10.8 - 12.3	12.7 - 24.1 - 36.1 - 48.2 - 60.9 - 73.1 - 85.1 - 96.3 - 107.1 - 119.4 (36.1-34.3)	13=>8	18310.0	59.0	2-8-13	366520.0	488.0
200204020210	芝	直	1000	曇	良	15:00	疾風特別 		2002-7-14	2	新潟	2	3歳以上1000万下	(混)(特指)(別定)	11	210	1	11	110	1	6	240	5	10.0	220	3.0	3-6	880	4	6-11	1070.0	4.0	6-11	410	3.0	10-11	270	2.0	6-10	810	10.0					11.9 - 10.1 - 10.5 - 10.2 - 12.6	11.9 - 22.0 - 32.5 - 42.7 - 55.3 (32.5-33.3)	11=>6	1580.0	5.0	6-10-11	1970.0	4.0
200204020211	芝	左	1400	曇	良	15:35	NSTオープン 		2002-7-14	2	新潟	2	3歳以上オープン	(混)(指)(別定)	12	240	1	12	130	1	5	230	3	10.0	790	11.0	3-6	770	3	5-12	750.0	2.0	5-12	400	2.0	10-12	1,870	21.0	5-10	3,540	38.0			3,11,13(12,18)(8,15)10,5(9,16)-(2,14,17)(1,6,7)-4	3,11(12,18,13)(8,10,15)(5,9,16)(2,14,17)7(1,6)-4	12.2 - 10.4 - 10.5 - 11.0 - 11.2 - 11.6 - 12.1	12.2 - 22.6 - 33.1 - 44.1 - 55.3 - 66.9 - 79.0 (33.1-34.9)	12=>5	1250.0	2.0	5-10-12	9910.0	27.0
200204020301	芝	左	1200	晴	良	10:00	2歳未勝利		2002-7-20	2	新潟	3	2歳未勝利	[指](馬齢)	5	130	1	5	100	1	6	240	4	1.0	250	5.0	5-6	350	2	5-6	780.0	3.0	5-6	350	3.0	1-5	450	4.0	1-6	1,400	12.0			5(1,6)7,10,4(3,11)8-9,2	5(1,6)7,10(3,4,11)8-9,2	12.3 - 10.9 - 11.7 - 12.0 - 11.1 - 11.8	12.3 - 23.2 - 34.9 - 46.9 - 58.0 - 69.8 (34.9-34.9)	5=>6	980.0	4.0	1-5-6	1940.0	7.0
200204020302	ダ	左	1200	晴	重	10:25	3歳未勝利		2002-7-20	2	新潟	3	3歳未勝利	[指](馬齢)	1	350	2	1	140	2	11	100	1	7.0	630	8.0	1-7	270	1	1-11	320.0	1.0	1-11	170	1.0	1-7	2,280	26.0	7-11	890	11.0			(*1,13)11,2(6,7,10)(8,14)-(3,12)-5-(4,9)	(1,*13)-11,2(6,7)(8,10)14-3-12,5,4-9	12.3 - 11.2 - 11.5 - 12.0 - 12.8 - 13.3	12.3 - 23.5 - 35.0 - 47.0 - 59.8 - 73.1 (35.0-38.1)	1=>11	850.0	2.0	1-7-11	5230.0	17.0
200204020303	ダ	左	1800	晴	重	10:50	3歳未勝利		2002-7-20	2	新潟	3	3歳未勝利	(父)[指](馬齢)	4	420	3	4	150	3	9	380	7	7.0	120	1.0	3-6	650	3	4-9	3490.0	14.0	4-9	930	13.0	4-7	200	1.0	7-9	630	8.0	(2,*5)14-(1,8)7(6,12)(4,9,10)13=(3,11)	2,5(1,14)8(6,7)(12,10)4,9-13=(3,11)	2-(1,14,12)(10,9)-4(6,5)(8,7)-13-(3,11)	2,1(10,9)(14,12,4)-(6,7)8-5(13,11)3	12.6 - 11.1 - 12.4 - 13.4 - 13.0 - 13.2 - 13.2 - 13.1 - 13.8	12.6 - 23.7 - 36.1 - 49.5 - 62.5 - 75.7 - 88.9 - 102.0 - 115.8 (36.1-40.1)	4=>9	5780.0	21.0	4-7-9	2150.0	7.0
200204020304	ダ	左	1200	晴	重	11:20	3歳未勝利		2002-7-20	2	新潟	3	3歳未勝利	[指](馬齢)	14	540	3	14	210	3	12	210	2	1.0	760	8.0	7-8	760	4	12-14	1220.0	5.0	12-14	480	5.0	1-14	3,590	35.0	1-12	1,860	21.0			(4,*8,14)(3,10,13)12,2,11(6,9)(1,7)-5	(8,*14)13(3,10)(4,12)2,11,6(1,7)9-5	12.2 - 10.8 - 11.7 - 12.9 - 12.5 - 13.9	12.2 - 23.0 - 34.7 - 47.6 - 60.1 - 74.0 (34.7-39.3)	14=>12	2580.0	11.0	1-12-14	17030.0	52.0
200204020305	ダ	左	1800	晴	重	11:50	3歳未勝利		2002-7-20	2	新潟	3	3歳未勝利	[指](馬齢)	3	800	3	3	180	3	1	110	1	13.0	960	9.0	1-3	480	2	1-3	560.0	2.0	1-3	260	2.0	3-13	2,860	26.0	1-13	1,610	17.0	(*4,9)(7,11,14)-(1,5,13)8,12,3,10(2,6)	4(7,9)(1,14)11(3,5,13,8)12,10(2,6)	(4,*7,9)(3,1,14,8)-13,12-(10,2)11,6-5	(7,*9)(4,1,14,8)3,13,12-(10,2)-6-11-5	12.8 - 11.2 - 12.5 - 13.3 - 12.8 - 12.8 - 13.3 - 13.3 - 13.3	12.8 - 24.0 - 36.5 - 49.8 - 62.6 - 75.4 - 88.7 - 102.0 - 115.3 (36.5-39.9)	3=>1	1730.0	6.0	1-3-13	7120.0	23.0
200204020306	芝	左	1200	晴	良	12:50	2歳新馬		2002-7-20	2	新潟	3	2歳新馬	(混)[指](馬齢)	6	690	3	6	190	2	1	220	4	2.0	1,330	9.0	1-3	1530	6	1-6	1510.0	6.0	1-6	560	7.0	2-6	2,300	21.0	1-2	1,890	19.0			(*1,6)(2,16,10)-(8,11)3,14(5,12)(4,9,13)-7 15	(*1,6)(2,16,10)-8,11(3,14)5,12(4,9)13,7 15	12.2 - 10.9 - 11.8 - 11.7 - 11.6 - 12.0	12.2 - 23.1 - 34.9 - 46.6 - 58.2 - 70.2 (34.9-35.3)	6=>1	3010.0	11.0	1-2-6	9810.0	30.0
200204020307	芝	直	1000	晴	良	13:20	3歳未勝利		2002-7-20	2	新潟	3	3歳未勝利	(混)[指](馬齢)	17	3740	9	17	540	8	12	130	1	9.0	180	2.0	6-8	1960	9	12-17	3290.0	12.0	12-17	1,060	11.0	9-17	2,360	27.0	9-12	340	1.0					12.2 - 10.3 - 10.5 - 10.5 - 12.0	12.2 - 22.5 - 33.0 - 43.5 - 55.5 (33.0-33.0)	17=>12	11030.0	38.0	9-12-17	6470.0	20.0
200204020308	ダ	左	1800	晴	稍重	13:55	3歳以上500万下		2002-7-20	2	新潟	3	3歳以上500万下	[指](別定)	9	150	1	9	110	1	11	180	4	10.0	160	2.0	6-7	460	1	9-11	730.0	4.0	9-11	310	3.0	9-10	230	1.0	10-11	480	5.0	9-10,1,8-2(3,11)14(5,12)-(6,4,7)=13	9-(1,10)-8=3,11,2(5,14)(6,12)(4,7)=13	9(1,10)-8-(3,12)11,5(6,14)-2,7,4-13	9,10,1-8(3,12)11,5-6-14-7(2,4)-13	12.5 - 11.3 - 12.0 - 12.5 - 12.8 - 13.0 - 12.8 - 13.1 - 13.5	12.5 - 23.8 - 35.8 - 48.3 - 61.1 - 74.1 - 86.9 - 100.0 - 113.5 (35.8-39.4)	9=>11	910.0	4.0	9-10-11	1390.0	1.0
200204020309	芝	左	1200	晴	良	14:30	マリーゴールド賞 		2002-7-20	2	新潟	3	2歳オープン	(混)(特指)(定量)	6	610	3	6	150	4	8	150	3	2.0	110	1.0	6-8	1820	7															6,2,4,7-8=5,3-1	6,2(4,7)-8=(5,3)-1	11.7 - 10.4 - 11.4 - 11.6 - 11.6 - 12.0	11.7 - 22.1 - 33.5 - 45.1 - 56.7 - 68.7 (33.5-35.2)	6=>8	3410.0	12.0	2-6-8	780.0	2.0
200204020310	芝	左	1400	晴	良	15:05	五泉特別 		2002-7-20	2	新潟	3	3歳以上500万下	(混)	8	1450	7	8	300	5	2	120	1	6.0	170	2.0	1-4	1120	5	2-8	1630.0	6.0	2-8	620	6.0	6-8	1,220	14.0	2-6	340	1.0			(*1,4)(2,6,14)(8,17)-3(7,18)(5,13)(10,12)(11,16)-15-9	(*1,4)(2,6)14(8,17)-(3,18)(7,12)(5,13)(10,16)11,15,9	12.4 - 10.2 - 10.9 - 11.2 - 11.3 - 12.1 - 13.0	12.4 - 22.6 - 33.5 - 44.7 - 56.0 - 68.1 - 81.1 (33.5-36.4)	8=>2	4880.0	15.0	2-6-8	3280.0	8.0
200204020311	芝	左	2200	晴	良	15:40	佐渡特別 		2002-7-20	2	新潟	3	3歳以上1000万下	(混)(特指)(別定)	4	320	2	4	120	2	3	150	3	5.0	110	1.0	3-4	960	5	3-4	950.0	5.0	3-4	280	4.0	4-5	170	1.0	3-5	240	2.0	9(4,6)(1,5)-(3,8)7-2	9(4,6)(1,5)-(3,8)7-2	(*9,6)(4,5)(1,8)(3,7)=2	(*9,6)(4,5)(1,8)(3,7)=2	12.9 - 11.3 - 12.4 - 12.2 - 12.7 - 12.4 - 12.5 - 12.1 - 11.5 - 11.4 - 11.4	12.9 - 24.2 - 36.6 - 48.8 - 61.5 - 73.9 - 86.4 - 98.5 - 110.0 - 121.4 - 132.8 (36.6-34.3)	4=>3	1910.0	9.0	3-4-5	770.0	1.0
200204020312	芝	左	2000	晴	良	16:15	3歳以上500万下		2002-7-20	2	新潟	3	3歳以上500万下	(混)[指](別定)	10	840	4	10	260	4	13	150	2	6.0	140	1.0	5-7	1030	3	10-13	1790.0	4.0	10-13	780	4.0	6-10	510	2.0	6-13	330	1.0			5(15,16)(1,4)(2,13)(7,10,17)(8,14)(3,9,18)11(6,12)	5(15,16)(1,4)(2,13)(7,10,17)(3,8,14,18)(9,11)6,12	12.7 - 11.1 - 11.2 - 11.6 - 12.6 - 12.5 - 12.4 - 11.3 - 11.1 - 11.9	12.7 - 23.8 - 35.0 - 46.6 - 59.2 - 71.7 - 84.1 - 95.4 - 106.5 - 118.4 (35.0-34.3)	10=>13	4850.0	14.0	6-10-13	2350.0	1.0
200204020401	ダ	左	1200	曇	不良	10:00	3歳未勝利		2002-7-21	2	新潟	4	3歳未勝利	牝[指](馬齢)	4	300	1	4	110	1	9	190	4	14.0	130	2.0	3-6	560	2	4-9	950.0	2.0	4-9	390	4.0	4-14	270	1.0	9-14	390	3.0			(*9,12)(2,14)(4,11)10,3,7(5,8)-1-6-13	(*9,12)(2,14)4(11,10)-3(5,7)-8-1-6,13	12.4 - 11.1 - 11.8 - 12.1 - 12.5 - 12.8	12.4 - 23.5 - 35.3 - 47.4 - 59.9 - 72.7 (35.3-37.4)	4=>9	1530.0	3.0	4-9-14	1230.0	1.0
200204020402	芝	左	1400	曇	稍重	10:25	3歳未勝利		2002-7-21	2	新潟	4	3歳未勝利	(混)[指](馬齢)	13	290	1	13	130	1	3	1,310	12	17.0	230	3.0	2-7	2050	8	3-13	10470.0	31.0	3-13	2,380	25.0	13-17	510	3.0	3-17	7,890	63.0			(*6,16)(1,12,13)(4,18)(5,9,17)(2,3,15)(7,8,14)(10,11)	(*6,16)(1,12,13)(4,9,17)5(3,15)2(7,8,14)(10,11)18	12.5 - 11.0 - 11.3 - 11.9 - 11.7 - 11.7 - 12.2	12.5 - 23.5 - 34.8 - 46.7 - 58.4 - 70.1 - 82.3 (34.8-35.6)	13=>3	13700.0	43.0	3-13-17	24640.0	67.0
200204020403	芝	左	2000	小雨	稍重	10:50	3歳未勝利		2002-7-21	2	新潟	4	3歳未勝利	[指](馬齢)	4	380	2	4	130	1	1	1,240	13	5.0	160	2.0	1-2	1320	7	1-4	9360.0	28.0	1-4	2,770	29.0	4-5	270	1.0	1-5	3,800	41.0	(*10,2,6)-(3,5)15(7,9)(4,17)(8,12,14)(1,11)16,13	6-10,2(3,5)(7,9,15)-4,17,1,8(11,12,14)16,13	6,10,2(3,5,15)-9(7,1,4)(11,17,12,16)8,13,14	6(10,2)(3,5,15)9,4,7(11,1)12(17,16)8,13,14	12.1 - 11.6 - 11.7 - 12.2 - 12.1 - 12.3 - 12.4 - 12.1 - 12.7 - 12.8	12.1 - 23.7 - 35.4 - 47.6 - 59.7 - 72.0 - 84.4 - 96.5 - 109.2 - 122.0 (35.4-37.6)	4=>1	12160.0	40.0	1-4-5	9170.0	24.0
200204020404	ダ	左	1800	小雨	不良	11:20	3歳未勝利		2002-7-21	2	新潟	4	3歳未勝利	(混)[指](馬齢)	13	180	1	13	110	1	14	640	8	10.0	190	3.0	8-8	3520	13	13-14	3800.0	15.0	13-14	1,230	15.0	10-13	340	3.0	10-14	3,700	34.0	(*5,7,9)(10,14)(1,8,11)13(6,12)-2-4-3	5(7,9)(8,14)(1,10)6(2,11,13)12=4-3	5(7,9,14)(6,13)10(8,1,2,12)=11,4=3	5(9,14)(7,13)6-10(8,1,2,12)=4-11=3	12.8 - 11.0 - 12.4 - 13.2 - 12.9 - 12.9 - 13.1 - 13.2 - 13.4	12.8 - 23.8 - 36.2 - 49.4 - 62.3 - 75.2 - 88.3 - 101.5 - 114.9 (36.2-39.7)	13=>14	5380.0	19.0	10-13-14	10290.0	32.0
200204020405	障		2850	小雨	稍重	11:50	障害3歳以上未勝利		2002-7-21	2	新潟	4	障害3歳以上未勝利	(混)(馬齢)	1	570	3	1	190	4	7	130	1	12.0	420	8.0	1-5	660	2	1-7	750.0	2.0	1-7	340	2.0	1-12	1,600	21.0	7-12	800	9.0	(4,*8)-6,3,10,1,12(2,7)-9-(11,13)-5	(*4,8)=6-3(1,10,12)-(2,7)=9(11,13)5	(*4,8)-1-12-7-(3,10)-2=6=9=(11,5)-13	(4,*8)-1,12=7,10-3,2=6,9=(11,5)-13			1=>7	1650.0	5.0	1-7-12	3880.0	13.0
200204020406	芝	左	1400	曇	稍重	12:50	2歳新馬		2002-7-21	2	新潟	4	2歳新馬	[指](馬齢)	9	300	1	9	130	2	4	260	4	7.0	120	1.0	2-5	680	2	4-9	1340.0	3.0	4-9	560	4.0	7-9	200	1.0	4-7	560	5.0			3,7-9(1,14,11)17(4,2)12,18,5,13,16-8-6-(10,15)	(*3,7)-(9,14)(1,11)4(2,17)-(5,12)18(16,13)-8,6=(10,15)	12.4 - 10.4 - 11.4 - 12.0 - 12.3 - 11.9 - 12.5	12.4 - 22.8 - 34.2 - 46.2 - 58.5 - 70.4 - 82.9 (34.2-36.7)	9=>4	1990.0	4.0	4-7-9	1560.0	2.0
200204020407	ダ	左	1200	曇	不良	13:20	3歳以上500万下		2002-7-21	2	新潟	4	3歳以上500万下	[指](別定)	12	1130	5	12	330	6	7	140	1	4.0	240	4.0	5-7	2060	8	7-12	2080.0	7.0	7-12	870	9.0	4-12	1,550	18.0	4-7	450	3.0			5,14(4,9)12(1,11)(6,13)10,7-(3,2)8	5(4,14)(12,9)-1,13(10,11,6,7)-(3,2)8	12.0 - 10.7 - 11.1 - 12.3 - 12.2 - 13.0	12.0 - 22.7 - 33.8 - 46.1 - 58.3 - 71.3 (33.8-37.5)	12=>7	6530.0	26.0	4-7-12	4940.0	16.0
200204020408	ダ	左	1800	晴	不良	13:50	3歳以上500万下		2002-7-21	2	新潟	4	3歳以上500万下	(混)[指](別定)	5	1210	4	5	200	4	2	110	1	13.0	150	2.0	2-4	1430	6	2-5	1080.0	4.0	2-5	520	5.0	5-13	1,070	12.0	2-13	260	1.0	4(9,14)(11,13)10(1,3,12)-5(6,7)-8,2	4,9(11,14)(13,10)1(3,12)5(6,7)8,2	4,14(11,13)5,9(3,10)12(6,8)(7,2)1	4,14,13,11,5-(3,9,12,10,8)(6,7,2)-1	12.5 - 11.1 - 12.4 - 12.9 - 12.6 - 12.6 - 12.9 - 13.2 - 12.5	12.5 - 23.6 - 36.0 - 48.9 - 61.5 - 74.1 - 87.0 - 100.2 - 112.7 (36.0-38.6)	5=>2	3640.0	13.0	2-5-13	2300.0	4.0
200204020409	芝	左	1800	晴	稍重	14:25	尖閣湾特別 		2002-7-21	2	新潟	4	3歳以上500万下	(混)(特指)(別定)	4	1190	4	4	290	3	6	1,760	14	1.0	270	2.0	2-3	10230	24	4-6	26080.0	57.0	4-6	6,940	63.0	1-4	1,190	9.0	1-6	3,930	40.0			7,8(2,1,12)(6,11,13,18)(5,9)10(16,14,17)-4,15,3	7,8(2,1,12)(6,11,13)(9,18)(5,10)(14,17)16(4,15)3	12.3 - 10.6 - 11.2 - 11.5 - 12.0 - 12.0 - 11.7 - 11.6 - 13.2	12.3 - 22.9 - 34.1 - 45.6 - 57.6 - 69.6 - 81.3 - 92.9 - 106.1 (34.1-36.5)	4=>6	52090.0	100.0	1-4-6	44990.0	119.0
200204020410	ダ	左	1200	晴	不良	15:00	岩室特別 		2002-7-21	2	新潟	4	3歳以上1000万下	(混)[指](別定)	3	890	5	3	180	4	4	160	2	5.0	110	1.0	3-3	2000	8	3-4	1860.0	6.0	3-4	580	5.0	3-5	350	4.0	4-5	210	1.0			3(1,2,4)(6,14)(9,13)5,11,12,7,8,10	(*3,2,4)(1,6,14)13(5,9)11(7,12)8-10	12.0 - 11.0 - 11.3 - 12.0 - 11.9 - 12.6	12.0 - 23.0 - 34.3 - 46.3 - 58.2 - 70.8 (34.3-36.5)	3=>4	4410.0	16.0	3-4-5	1260.0	2.0
