	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気
198601010405	ダ	右	1200	晴	良	14:05	4歳以上400万下		1986-6-15	1	札幌	4	4歳以上400万下	(馬齢)	8	480	3	8	180	3	10	120	1	7-8	360	1																							12.3 - 10.5 - 11.5 - 12.2 - 12.8 - 13.4	12.3 - 22.8 - 34.3 - 46.5 - 59.3 - 72.7 (12.3-12.3)	5.0	340.0	7.0
198601010601	ダ	右	2000	晴	良	11:35	4歳以上300万下		1986-6-22	1	札幌	6	4歳以上300万下	[抽](馬齢)	1	300	2	1	180	2	5	180	3	1-5	480	2																							13.1 - 11.6 - 12.4 - 13.1 - 13.2 - 13.0 - 13.1 - 13.5 - 13.9 - 13.5	13.1 - 24.7 - 37.1 - 50.2 - 63.4 - 76.4 - 89.5 - 103.0 - 116.9 - 130.4 (13.1-13.1)			
198601010602	ダ	右	1000	曇	良	12:05	3歳新馬		1986-6-22	1	札幌	6	3歳新馬	(馬齢)	6	130	1	6	110	1	2	120	2	2-6	160	1																							12.3 - 11.2 - 12.1 - 12.2 - 12.9	12.3 - 23.5 - 35.6 - 47.8 - 60.7 (12.3-12.3)			
198601010603	ダ	右	1800	曇	良	13:05	4歳未勝利		1986-6-22	1	札幌	6	4歳未勝利	(馬齢)	1	1820	6	1	340	6	5	270	3	1-5	7280	18																							13.2 - 12.2 - 12.5 - 12.8 - 12.3 - 12.6 - 13.0 - 13.7 - 13.9	13.2 - 25.4 - 37.9 - 50.7 - 63.0 - 75.6 - 88.6 - 102.3 - 116.2 (13.2-13.2)	2.0	270.0	4.0
198601010701	ダ	右	1000	晴	良	11:35	3歳新馬		1986-6-28	1	札幌	7	3歳新馬	(混)(馬齢)	5	130	1	5	120	1	6	380	4	5-6	860	2																							12.7 - 11.5 - 12.0 - 12.7 - 12.8	12.7 - 24.2 - 36.2 - 48.9 - 61.7 (12.7-12.7)			
198601010702	ダ	右	1800	晴	良	12:05	4歳未勝利		1986-6-28	1	札幌	7	4歳未勝利	牝(馬齢)	9	340	2	9	140	3	4	110	1	4-8	380	1																							12.9 - 11.4 - 12.2 - 12.3 - 12.3 - 13.4 - 13.4 - 14.4 - 14.2	12.9 - 24.3 - 36.5 - 48.8 - 61.1 - 74.5 - 87.9 - 102.3 - 116.5 (12.9-12.9)	2.0	200.0	5.0
198601010801	ダ	右	1000	晴	良	11:05	3歳新馬		1986-6-29	1	札幌	8	3歳新馬	牝(馬齢)	2	140	1	2	120	1	3	310	5	2-3	640	3																							12.3 - 11.6 - 11.7 - 12.2 - 12.5	12.3 - 23.9 - 35.6 - 47.8 - 60.3 (12.3-12.3)			
198601010802	ダ	右	1200	晴	良	11:35	3歳新馬		1986-6-29	1	札幌	8	3歳新馬	(馬齢)	6	140	1	6	120	1	3	190	3	3-6	350	2																							12.4 - 11.3 - 11.9 - 12.7 - 13.0 - 12.8	12.4 - 23.7 - 35.6 - 48.3 - 61.3 - 74.1 (12.4-12.4)			
198601010803	ダ	右	1200	曇	良	12:05	4歳未勝利		1986-6-29	1	札幌	8	4歳未勝利	(馬齢)	3	400	2	3	170	2	8	500	6	3-8	6010	13																							12.6 - 11.0 - 11.7 - 12.3 - 12.9 - 13.6	12.6 - 23.6 - 35.3 - 47.6 - 60.5 - 74.1 (12.6-12.6)	5.0	250.0	5.0
198601010804	ダ	右	1800	曇	良	13:05	4歳未勝利		1986-6-29	1	札幌	8	4歳未勝利	(混)(馬齢)	7	570	3	7	160	3	5	120	1	5-7	760	3																							12.9 - 11.6 - 12.1 - 12.4 - 12.5 - 13.2 - 13.3 - 13.0 - 13.3	12.9 - 24.5 - 36.6 - 49.0 - 61.5 - 74.7 - 88.0 - 101.0 - 114.3 (12.9-12.9)	2.0	190.0	4.0
198601010805	ダ	右	1200	曇	良	13:35	4歳未勝利		1986-6-29	1	札幌	8	4歳未勝利	(馬齢)	5	1080	5	5	250	5	6	250	4	5-6	3370	11																							12.4 - 10.7 - 11.7 - 12.3 - 13.3 - 13.8	12.4 - 23.1 - 34.8 - 47.1 - 60.4 - 74.2 (12.4-12.4)	3.0	210.0	3.0
198601010806	ダ	右	1800	曇	良	14:05	4歳以上400万下		1986-6-29	1	札幌	8	4歳以上400万下	(馬齢)	5	300	1	5	140	1	12	310	7	4-8	1390	6																							13.0 - 11.6 - 12.1 - 12.5 - 12.4 - 12.7 - 13.0 - 13.1 - 13.8	13.0 - 24.6 - 36.7 - 49.2 - 61.6 - 74.3 - 87.3 - 100.4 - 114.2 (13.0-13.0)	3.0	390.0	9.0
198601010807	ダ	右	1500	曇	良	14:40	おおぞら特別 		1986-6-29	1	札幌	8	4歳以上400万下	(別定)	4	310	2	4	130	2	2	160	3	2-4	1400	6																							7.0 - 11.1 - 11.7 - 11.8 - 12.4 - 12.8 - 12.8 - 13.0	7.0 - 18.1 - 29.8 - 41.6 - 54.0 - 66.8 - 79.6 - 92.6 (7.0-7.0)	1.0	110.0	1.0
198601010808	ダ	右	1800	曇	良	15:15	支笏湖特別 		1986-6-29	1	札幌	8	4歳以上900万下	牝(別定)	4	760	4	4	250	5	11	160	1	4-8	1240	4																							12.7 - 11.6 - 12.0 - 12.4 - 11.9 - 12.6 - 12.6 - 12.6 - 12.8	12.7 - 24.3 - 36.3 - 48.7 - 60.6 - 73.2 - 85.8 - 98.4 - 111.2 (12.7-12.7)	2.0	300.0	6.0
198601010809	ダ	右	2000	曇	良	15:50	札幌記念	G3	1986-6-29	1	札幌	8	4歳以上オープン	(混)(ハンデ)	3	240	2	3	120	2	2	190	4	2-3	1610	7																							12.8 - 12.4 - 12.2 - 12.5 - 12.4 - 11.9 - 12.0 - 11.9 - 11.9 - 12.3	12.8 - 25.2 - 37.4 - 49.9 - 62.3 - 74.2 - 86.2 - 98.1 - 110.0 - 122.3 (12.8-12.8)	7.0	110.0	1.0
198601010810	ダ	右	1200	曇	良	16:20	4歳以上400万下		1986-6-29	1	札幌	8	4歳以上400万下	(馬齢)	9	1360	6	9	220	5	2	110	1	2-7	880	4																							12.3 - 10.7 - 11.3 - 12.4 - 12.8 - 13.0	12.3 - 23.0 - 34.3 - 46.7 - 59.5 - 72.5 (12.3-12.3)	10.0	170.0	2.0
198601020101	ダ	右	1500	晴	良	10:35	4歳以上オープン		1986-7-5	2	札幌	1	4歳以上オープン	[抽](別定)	1	1210	4	1	370	4	3	390	5	1-3	8650	25																							7.2 - 11.6 - 11.7 - 12.3 - 12.1 - 12.3 - 13.0 - 13.5	7.2 - 18.8 - 30.5 - 42.8 - 54.9 - 67.2 - 80.2 - 93.7 (7.2-7.2)	8.0	170.0	2.0
198601020102	ダ	右	1800	晴	良	11:05	4歳未勝利		1986-7-5	2	札幌	1	4歳未勝利	(馬齢)	4	190	1	4	130	1	2	330	7	2-4	1120	5																							12.9 - 11.7 - 12.5 - 12.2 - 12.3 - 12.5 - 13.2 - 13.0 - 13.7	12.9 - 24.6 - 37.1 - 49.3 - 61.6 - 74.1 - 87.3 - 100.3 - 114.0 (12.9-12.9)	5.0	320.0	6.0
198601020103	ダ	右	1200	晴	良	11:35	3歳新馬		1986-7-5	2	札幌	1	3歳新馬	(混)(馬齢)	6	290	2	6	130	2	2	180	5	2-6	1370	7																							12.6 - 11.0 - 11.7 - 12.0 - 12.8 - 13.4	12.6 - 23.6 - 35.3 - 47.3 - 60.1 - 73.5 (12.6-12.6)	1.0	110.0	1.0
198601020104	ダ	右	1000	晴	良	12:05	3歳新馬		1986-7-5	2	札幌	1	3歳新馬	牝(馬齢)	5	420	2	5	150	2	2	160	3	2-5	1310	7																							12.4 - 11.4 - 11.9 - 12.6 - 12.2	12.4 - 23.8 - 35.7 - 48.3 - 60.5 (12.4-12.4)	3.0	160.0	4.0
198601020301	ダ	右	1200	曇	良	11:05	3歳未勝利		1986-7-12	2	札幌	3	3歳未勝利	(混)(馬齢)	5	180	1	5	110	1	1	230	6	1-5	1550	6																							12.9 - 11.3 - 11.8 - 12.2 - 12.8 - 12.9	12.9 - 24.2 - 36.0 - 48.2 - 61.0 - 73.9 (12.9-12.9)	2.0	160.0	3.0
198601020302	ダ	右	1000	曇	良	11:35	3歳新馬		1986-7-12	2	札幌	3	3歳新馬	(馬齢)	4	160	1	4	100	1	7	150	3	4-7	460	2																							12.4 - 11.8 - 11.3 - 12.1 - 12.5	12.4 - 24.2 - 35.5 - 47.6 - 60.1 (12.4-12.4)	5.0	110.0	2.0
198601020303	ダ	右	1800	曇	良	12:05	4歳未勝利		1986-7-12	2	札幌	3	4歳未勝利	(馬齢)	5	640	2	5	150	2	1	190	4	1-5	1870	7																							12.8 - 11.4 - 12.5 - 12.9 - 12.9 - 13.2 - 13.3 - 13.5 - 13.4	12.8 - 24.2 - 36.7 - 49.6 - 62.5 - 75.7 - 89.0 - 102.5 - 115.9 (12.8-12.8)	8.0	160.0	3.0
198601020304	ダ	右	1200	小雨	良	13:05	4歳未勝利		1986-7-12	2	札幌	3	4歳未勝利	(馬齢)	1	800	6	1	260	6	9	220	3	1-6	2020	13																							12.8 - 10.8 - 11.8 - 11.8 - 12.3 - 12.7	12.8 - 23.6 - 35.4 - 47.2 - 59.5 - 72.2 (12.8-12.8)	10.0	280.0	7.0
198601020305	ダ	右	1200	小雨	良	13:35	4歳未勝利		1986-7-12	2	札幌	3	4歳未勝利	(馬齢)	5	250	2	5	120	2	6	280	5	4-5	280	1																							12.7 - 11.0 - 11.8 - 12.4 - 12.4 - 13.2	12.7 - 23.7 - 35.5 - 47.9 - 60.3 - 73.5 (12.7-12.7)	7.0	120.0	1.0
198601020306	ダ	右	2000	雨	良	14:05	4歳以上400万下		1986-7-12	2	札幌	3	4歳以上400万下	(馬齢)	11	1600	7	11	270	6	6	500	9	5-8	2310	11																							13.3 - 11.7 - 12.3 - 12.3 - 12.5 - 12.1 - 12.6 - 12.8 - 12.9 - 13.1	13.3 - 25.0 - 37.3 - 49.6 - 62.1 - 74.2 - 86.8 - 99.6 - 112.5 - 125.6 (13.3-13.3)	10.0	120.0	1.0
198601020307	ダ	右	1500	雨	良	14:40	4歳以上400万下		1986-7-12	2	札幌	3	4歳以上400万下	(馬齢)	6	340	2	6	120	1	1	130	3	1-5	620	3																							7.0 - 11.6 - 11.6 - 11.5 - 12.3 - 12.7 - 12.9 - 13.3	7.0 - 18.6 - 30.2 - 41.7 - 54.0 - 66.7 - 79.6 - 92.9 (7.0-7.0)	8.0	160.0	4.0
198601020308	ダ	右	1800	雨	良	15:15	知床特別 		1986-7-12	2	札幌	3	4歳以上400万下	(別定)	6	180	1	6	110	1	3	140	2	3-6	240	1																							12.6 - 11.4 - 12.5 - 12.6 - 12.2 - 12.6 - 12.6 - 12.5 - 13.4	12.6 - 24.0 - 36.5 - 49.1 - 61.3 - 73.9 - 86.5 - 99.0 - 112.4 (12.6-12.6)			
198601020401	ダ	右	1200	曇	不良	10:35	3歳新馬		1986-7-13	2	札幌	4	3歳新馬	(馬齢)	3	1100	4	3	240	4	5	140	2	3-5	720	4																							13.1 - 10.9 - 12.0 - 12.4 - 12.9 - 13.5	13.1 - 24.0 - 36.0 - 48.4 - 61.3 - 74.8 (13.1-13.1)			
198601020402	ダ	右	1000	曇	不良	11:05	3歳新馬		1986-7-13	2	札幌	4	3歳新馬	(馬齢)	6	150	1	6	120	1	4	170	3	4-6	280	1																							13.2 - 11.3 - 12.0 - 12.4 - 13.0	13.2 - 24.5 - 36.5 - 48.9 - 61.9 (13.2-13.2)			
198601020601	ダ	右	1000	曇	良	10:35	3歳新馬		1986-7-20	2	札幌	6	3歳新馬	(混)(馬齢)	1	260	2	1	170	2	6	170	3	1-6	360	3																							12.4 - 11.4 - 11.7 - 12.7 - 13.6	12.4 - 23.8 - 35.5 - 48.2 - 61.8 (12.4-12.4)			
198601020602	ダ	右	1800	曇	良	11:05	4歳未勝利		1986-7-20	2	札幌	6	4歳未勝利	(父)(馬齢)	5	420	3	5	140	2	6	150	3	5-6	590	3																							13.2 - 12.2 - 12.4 - 12.6 - 12.4 - 12.7 - 12.6 - 13.5 - 13.0	13.2 - 25.4 - 37.8 - 50.4 - 62.8 - 75.5 - 88.1 - 101.6 - 114.6 (13.2-13.2)	3.0	240.0	5.0
198601020603	ダ	右	1500	曇	良	11:35	4歳未勝利		1986-7-20	2	札幌	6	4歳未勝利	(馬齢)	10	120	1	10	110	1	2	230	5	2-8	550	3																							7.4 - 11.6 - 11.7 - 11.7 - 12.5 - 12.4 - 12.6 - 13.3	7.4 - 19.0 - 30.7 - 42.4 - 54.9 - 67.3 - 79.9 - 93.2 (7.4-7.4)	3.0	150.0	2.0
198601020604	ダ	右	1200	曇	良	12:05	4歳未勝利		1986-7-20	2	札幌	6	4歳未勝利	(馬齢)	9	1430	4	9	360	5	8	180	2	8-8	2540	9																							12.8 - 11.0 - 11.6 - 12.0 - 12.4 - 13.2	12.8 - 23.8 - 35.4 - 47.4 - 59.8 - 73.0 (12.8-12.8)	1.0	230.0	3.0
198601020605	ダ	右	1200	曇	良	13:05	4歳未勝利		1986-7-20	2	札幌	6	4歳未勝利	(馬齢)	2	280	2	2	120	2	4	110	1	2-4	400	1																							12.7 - 10.9 - 11.7 - 12.0 - 13.0 - 14.0	12.7 - 23.6 - 35.3 - 47.3 - 60.3 - 74.3 (12.7-12.7)	9.0	120.0	3.0
198601020606	ダ	右	1800	曇	良	13:35	4歳以上400万下		1986-7-20	2	札幌	6	4歳以上400万下	(馬齢)	8	170	1	8	120	1	2	140	3	2-8	470	2																							13.2 - 11.8 - 12.1 - 12.3 - 12.1 - 12.6 - 12.9 - 13.3 - 13.1	13.2 - 25.0 - 37.1 - 49.4 - 61.5 - 74.1 - 87.0 - 100.3 - 113.4 (13.2-13.2)	4.0	260.0	7.0
198601020607	ダ	右	1200	曇	良	14:05	4歳以上400万下		1986-7-20	2	札幌	6	4歳以上400万下	(馬齢)	12	170	1	12	100	1	6	240	8	5-8	720	3																							12.6 - 10.6 - 11.6 - 12.0 - 12.3 - 13.1	12.6 - 23.2 - 34.8 - 46.8 - 59.1 - 72.2 (12.6-12.6)	11.0	130.0	2.0
198601020608	ダ	右	1500	曇	良	14:40	まりも特別 		1986-7-20	2	札幌	6	4歳以上400万下	牝(別定)	9	130	1	9	110	1	7	130	2	7-8	300	1																							7.1 - 11.8 - 11.7 - 11.8 - 12.4 - 11.9 - 12.3 - 12.5	7.1 - 18.9 - 30.6 - 42.4 - 54.8 - 66.7 - 79.0 - 91.5 (7.1-7.1)	8.0	200.0	4.0
198601020609	ダ	右	1500	曇	良	15:15	阿寒湖特別 		1986-7-20	2	札幌	6	4歳以上900万下	牝(別定)	8	190	1	8	130	1	7	320	6	6-7	1060	6																							7.1 - 11.5 - 11.5 - 11.6 - 12.3 - 12.4 - 12.8 - 12.6	7.1 - 18.6 - 30.1 - 41.7 - 54.0 - 66.4 - 79.2 - 91.8 (7.1-7.1)	5.0	730.0	9.0
198601020801	ダ	右	1200	晴	良	10:35	3歳新馬		1986-7-27	2	札幌	8	3歳新馬	(馬齢)	4	130	1	4	100	1	1	140	2	1-4	250	2																							12.9 - 11.1 - 11.6 - 11.7 - 12.7 - 12.9	12.9 - 24.0 - 35.6 - 47.3 - 60.0 - 72.9 (12.9-12.9)			
198601020802	ダ	右	1000	晴	良	11:05	3歳新馬		1986-7-27	2	札幌	8	3歳新馬	(馬齢)	2	110	1	2	100	1	3	180	3	2-3	290	2																							12.7 - 11.2 - 11.6 - 12.6 - 12.8	12.7 - 23.9 - 35.5 - 48.1 - 60.9 (12.7-12.7)			
198601020803	ダ	右	1800	晴	良	11:35	4歳未勝利		1986-7-27	2	札幌	8	4歳未勝利	(混)(馬齢)	11	270	1	11	120	1	1	120	2	1-7	440	1																							12.8 - 11.8 - 12.3 - 12.7 - 12.4 - 12.5 - 12.7 - 13.4 - 13.6	12.8 - 24.6 - 36.9 - 49.6 - 62.0 - 74.5 - 87.2 - 100.6 - 114.2 (12.8-12.8)	6.0	530.0	9.0
198601020804	ダ	右	1500	晴	良	12:05	4歳未勝利		1986-7-27	2	札幌	8	4歳未勝利	(馬齢)	7	510	3	7	160	3	6	1,390	11	5-6	390	2																							7.4 - 11.1 - 11.5 - 11.8 - 12.4 - 12.7 - 13.3 - 13.3	7.4 - 18.5 - 30.0 - 41.8 - 54.2 - 66.9 - 80.2 - 93.5 (7.4-7.4)	5.0	120.0	1.0
198601020805	ダ	右	1500	晴	良	13:05	4歳以上400万下		1986-7-27	2	札幌	8	4歳以上400万下	(父)(馬齢)	3	130	1	3	110	1	5	160	2	3-5	380	1																							7.1 - 11.3 - 11.5 - 11.8 - 12.3 - 12.3 - 12.9 - 13.2	7.1 - 18.4 - 29.9 - 41.7 - 54.0 - 66.3 - 79.2 - 92.4 (7.1-7.1)	7.0	410.0	8.0
198601020806	ダ	右	1200	晴	良	13:35	4歳以上400万下		1986-7-27	2	札幌	8	4歳以上400万下	(馬齢)	10	1450	8	10	430	8	5	210	4	5-8	1690	9																							12.7 - 10.7 - 11.5 - 11.9 - 12.9 - 12.4	12.7 - 23.4 - 34.9 - 46.8 - 59.7 - 72.1 (12.7-12.7)	8.0	180.0	1.0
198601020807	ダ	右	1200	晴	良	14:05	4歳以上400万下		1986-7-27	2	札幌	8	4歳以上400万下	(馬齢)	7	450	2	7	120	2	3	150	3	3-6	1330	5																							12.4 - 10.5 - 11.2 - 11.8 - 12.9 - 13.3	12.4 - 22.9 - 34.1 - 45.9 - 58.8 - 72.1 (12.4-12.4)	6.0	100.0	1.0
198601020808	ダ	右	1800	晴	良	14:40	釧路特別 		1986-7-27	2	札幌	8	4歳以上400万下	(別定)	10	240	1	10	140	1	4	390	7	4-8	1760	7																							12.9 - 11.7 - 12.0 - 12.2 - 12.0 - 12.3 - 12.5 - 13.5 - 13.5	12.9 - 24.6 - 36.6 - 48.8 - 60.8 - 73.1 - 85.6 - 99.1 - 112.6 (12.9-12.9)	6.0	230.0	5.0
198601020809	ダ	右	2000	晴	良	15:15	オホーツクハンデ 		1986-7-27	2	札幌	8	4歳以上900万下	(混)(ハンデ)	1	3240	12	1	820	11	3	420	6	1-3	24350	31																							13.2 - 11.4 - 12.4 - 12.6 - 12.6 - 12.1 - 12.3 - 12.2 - 12.6 - 12.7	13.2 - 24.6 - 37.0 - 49.6 - 62.2 - 74.3 - 86.6 - 98.8 - 111.4 - 124.1 (13.2-13.2)	10.0	870.0	12.0
198601020810	ダ	右	1200	晴	良	15:50	札幌3歳ステークス	G3	1986-7-27	2	札幌	8	3歳オープン	(馬齢)	4	160	1	4	110	1	2	290	7	2-4	1250	4																							12.2 - 10.7 - 11.6 - 11.9 - 12.7 - 13.7	12.2 - 22.9 - 34.5 - 46.4 - 59.1 - 72.8 (12.2-12.2)	12	130	2
