	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201130082507	ダ	右	1200	曇	不良	18:00	JRA認定フレッシュ		2011-8-25	9	門別	6	(馬齢)		1.0	200.0	1.0	1.0	120	1.0	6.0	150	2.0	1-6	410.0	1.0	1=>6	460.0	1.0	1-3-6	2450.0	8.0	1=>6=>3	6680.0	19.0			(2,7,9,11),1,10,6,(3,5)-8	(2,7),(9,11),1,6,10,3,5-8			3.0	410	7.0	1-6	390.0	1.0									
201130082508	ダ	右	1200	曇	不良	18:30	「がんばれ!ホッカイ		2011-8-25	9	門別	6	120万円以下	(馬齢)	3.0	220.0	1.0	3.0	110	1.0	12.0	170	4.0	3-12	560.0	2.0	3=>12	930.0	3.0	3-8-12	1130.0	3.0	3=>12=>8	2990.0	5.0			12,3,2,(8,11),10,4,(7,6),1,(5,9)	12,3,(2,8),11,4,10,7,(5,6,1),9			8.0	160	3.0	3-8	310.0	1.0									
201130082509	ダ	右	1700	曇	不良	19:00	浜木綿特別 		2011-8-25	9	門別	6	120万円以下	(馬齢)	6.0	240.0	2.0	6.0	100	1.0	7.0	100	3.0	6-7	420.0	2.0	6=>7	620.0	2.0	3-6-7	200.0	1.0	6=>7=>3	1160.0	3.0	5,3,6,8,2,(4,7),1	53682741	(5,3,6),8,(2,7),1,4	(5,3,6),2,7,8,1,4			3.0	100	2.0												
201130082510	ダ	右	1800	曇	不良	19:30	にったん管内農協「よ 		2011-8-25	9	門別	6	800万円以下	(馬齢)	2.0	400.0	3.0	2.0	150	2.0	10.0	160	3.0	2-10	650.0	3.0	2=>10	1390.0	5.0	2-9-10	480.0	1.0	2=>10=>9	3680.0	9.0	9,7,(2,10),(5,8),4,6,1,3	7,9,(2,10,6),8,5,1,4,3	(2,9),6,10,(7,8),5,1,4,3	(2,9),10,(1,6),8,5,(3,4),7			9.0	150	1.0	2-8	280.0	1.0									
201130082511	ダ	右	1800	曇	不良	20:00	JAむかわほほえみ特 		2011-8-25	9	門別	6	(別定)		5.0	160.0	1.0	5.0	130	1.0	10.0	150	4.0	5-10	620.0	5.0	5=>10	1130.0	7.0	5-9-10	2320.0	8.0	5=>10=>9	6850.0	17.0	5,10,(9,12),11,7,4,8,2,3,1	5,10,12,9,(7,11),4,8,(2,1),3	5,10,(9,12),11,1,(2,7,4),(3,8)	(5,10)-9,12,2,1,11,4,(7,3,8)			9.0	140	3.0	5-7	410.0	2.0									
201130082512	ダ	右	1000	曇	不良	20:35	リリーカップ〔H3〕	G	2011-8-25	9	門別	6	牝(馬齢)		11.0	930.0	3.0	11.0	220	4.0	9.0	2,200	10.0	9-11	18770.0	32.0	11=>9	35370.0	52.0	2-9-11	17090.0	42.0	11=>9=>2	121710.0	223.0			(1,2),5,7,(6,9,12),11,13,8,10	(1,2),5,(6,9),11,(7,12),13,8,10			2.0	180	3.0	6-7	9110.0	17.0									
201130083001	ダ	右	1200	晴	良	14:55	C4　ー8組		2011-8-30	10	門別	1	80万円以下	(馬齢)	4.0	210.0	2.0	4.0	150	2.0	2.0	360	4.0	2-4	970.0	4.0	4=>2	880.0	3.0	2-4-5	2010.0	8.0	4=>2=>5	4420.0	14.0			(1,2,6,7),(5,4),3	(1,2,6,7,4),5,3																	
201130083002	ダ	右	1200	晴	良	15:25	2歳　未勝利		2011-8-30	10	門別	1	(馬齢)		6.0	100.0	1.0	6.0	100	1.0	4.0	140	2.0	4-6	200.0	1.0	6=>4	280.0	1.0	1-4-6	4420.0	11.0	6=>4=>1	8370.0	25.0			4,6,7,3,(2,5),1	4,6,(3,7),(1,2,5)																	
201130083003	ダ	右	1000	晴	良	15:55	C4　ー8組		2011-8-30	10	門別	1	80万円以下	(馬齢)	2.0	320.0	2.0	2.0	140	3.0	8.0	120	1.0	2-8	340.0	1.0	2=>8	980.0	6.0	2-6-8	360.0	1.0	2=>8=>6	1960.0	4.0			26851374	2,6,8,5,1,3-7,4			6.0	160	4.0												
201130083004	ダ	右	1000	晴	良	16:25	C4　ー4組		2011-8-30	10	門別	1	80万円以下	(馬齢)	2.0	150.0	1.0	2.0	130	1.0	7.0	1,110	6.0	2-7	1850.0	7.0	2=>7	1910.0	6.0	2-3-7	5620.0	13.0	2=>7=>3	14180.0	35.0			(7,2,4),(3,5,6)	(7,2),4,(3,5,6)																	
201130083005	ダ	右	1200	晴	良	16:55	C4　ー6組		2011-8-30	10	門別	1	80万円以下	(馬齢)	3.0	180.0	1.0	3.0	100	1.0	2.0	100	2.0	2-3	170.0	1.0	3=>2	270.0	1.0	2-3-5	600.0	3.0	3=>2=>5	1720.0	5.0			3,(1,2),4,5,7,6,8	3,2,1,(4,5),7,6,8			5.0	180	5.0												
201130083006	ダ	右	1000	晴	良	17:25	JRA認定アタックチ		2011-8-30	10	門別	1	(馬齢)		2.0	190.0	1.0	2.0	100	1.0	7.0	110	2.0	2-7	430.0	2.0	2=>7	520.0	2.0	2-4-7	550.0	1.0	2=>7=>4	1720.0	2.0			2,7,8,(1,3,4),9,5,6	2,(7,8),(1,4),3,9,5,6			4.0	120	3.0	2-7	350.0	1.0									
201130083007	ダ	右	1000	晴	良	18:00	JRA認定アタックチ		2011-8-30	10	門別	1	(馬齢)		6.0	7690.0	8.0	6.0	830	8.0	3.0	300	4.0	3-6	20060.0	27.0	6=>3	60740.0	46.0	3-6-7	19730.0	38.0	6=>3=>7	452070.0	314.0			3,6,7,8,(2,9),4,5,1	3,6,7,8,(2,9),4,5,1			7.0	340	5.0	3-6	16880.0	19.0									
201130083008	ダ	右	1200	晴	良	18:30	JRA認定アタックチ		2011-8-30	10	門別	1	(馬齢)		4.0	140.0	1.0	4.0	130	1.0	1.0	630	8.0	1-4	7720.0	18.0	4=>1	8250.0	21.0	1-4-7	6530.0	21.0	4=>1=>7	41140.0	113.0			4,7,8,9,(1,5),2,6-3	4,7,(1,8),5,9,2,6-3			7.0	200	4.0	1-4	6300.0	15.0									
201130083009	ダ	右	1200	晴	良	19:00	C4　ー4組		2011-8-30	10	門別	1	80万円以下	(馬齢)	3.0	460.0	3.0	3.0	290	4.0	1.0	2,700	9.0	1-3	15030.0	18.0	3=>1	31030.0	38.0	1-3-6	27660.0	41.0	3=>1=>6	181870.0	222.0			3,6,9,4,(1,5),(2,7)-8	3,6,(4,9),1,5,(2,7)-8			6.0	200	3.0	1-3	9460.0	21.0									
201130083010	ダ	右	1200	晴	良	19:30	「がんばれ!ホッカイ 		2011-8-30	10	門別	1	200万円以下	(馬齢)	5.0	140.0	1.0	5.0	100	2.0	10.0	100	1.0	5-10	530.0	2.0	5=>10	840.0	4.0	5-7-10	1580.0	9.0	5=>10=>7	4000.0	17.0			9,5,8,10,2,6,7,3,(1,4)	9,5,(8,10),2,7,3,6,(1,4)			7.0	230	5.0	5-8	260.0	2.0									
201130083011	ダ	右	1700	晴	良	20:00	合歓の木特別 		2011-8-30	10	門別	1	300万円以下	(別定)	3.0	1210.0	3.0	3.0	170	3.0	4.0	160	2.0	3-4	880.0	3.0	3=>4	2680.0	8.0	3-4-6	3660.0	10.0	3=>4=>6	23710.0	62.0	1,3,4,(2,6),10,(7,11),9,5,8	1,3,(2,4),6,10,(7,11),5,9,8	1,3,4,6,(2,10),11,5,(7,9)-8	1,(3,4),6,10,2,5,11,(7,9)-8			6.0	320	5.0	3-4	850.0	4.0									
201130083012	ダ	右	1800	晴	良	20:35	エイシンデピュティ賞 		2011-8-30	10	門別	1	200万円以下	(馬齢)	4.0	330.0	2.0	4.0	140	3.0	5.0	120	1.0	4-5	640.0	4.0	4=>5	1390.0	6.0	3-4-5	570.0	1.0	4=>5=>3	3620.0	9.0	94361085712	8,9,(6,4),3,10,5,1,7,2	8,4,3,9,(6,10),5,1,2,7	8,4,3,5,(9,10),6,(1,2),7			3.0	120	2.0	4-5	720.0	3.0									
201130083101	ダ	右	1000	曇	良	15:25	C4　ー5組		2011-8-31	10	門別	2	80万円以下	(馬齢)	4.0	250.0	1.0	4.0	130	1.0	3.0	160	3.0	3-4	630.0	4.0	4=>3	670.0	2.0	3-4-7	340.0	2.0	4=>3=>7	1950.0	6.0			3,4,7,(2,6),5,1	3476251																	
201130083102	ダ	右	1000	曇	良	15:55	C4　ー7組		2011-8-31	10	門別	2	80万円以下	(馬齢)	3.0	180.0	1.0	3.0	120	2.0	8.0	190	4.0	3-8	770.0	4.0	3=>8	780.0	3.0	3-7-8	2570.0	7.0	3=>8=>7	4320.0	16.0			3,(2,6),7,4,8,1,5	3,(2,6),7,4,8,1,5			7.0	150	3.0												
201130083103	ダ	右	1700	雨	良	16:25	C4　ー6組		2011-8-31	10	門別	2	80万円以下	(馬齢)	6.0	490.0	3.0	6.0	190	3.0	4.0	110	1.0	4-6	280.0	1.0	6=>4	960.0	4.0	4-6-7	700.0	3.0	6=>4=>7	3370.0	10.0	5,(1,6),3,2,4,7	5,(1,6),(2,3),4-7	(5,6),2,4,7,3,1	6,5,(2,4),7-3,1																	
201130083104	ダ	右	1000	雨	良	16:55	「がんばれ!ホッカイ		2011-8-31	10	門別	2	(馬齢)		8.0	420.0	4.0	8.0	170	2.0	1.0	210	5.0	1-8	2150.0	9.0	8=>1	3500.0	14.0	1-5-8	3420.0	14.0	8=>1=>5	18700.0	77.0			145326897	1,4,5,3,(6,8),(7,9),2			5.0	170	3.0	1-8	1340.0	6.0									
201130083105	ダ	右	1000	雨	良	17:25	JRA認定アタックチ		2011-8-31	10	門別	2	(馬齢)		9.0	900.0	6.0	9.0	170	4.0	6.0	100	1.0	6-9	720.0	3.0	9=>6	3520.0	10.0	2-6-9	1310.0	5.0	9=>6=>2	14470.0	53.0			96452381	9,6,5,(2,4),3,1,8			2.0	130	2.0	6-8	380.0	1.0									
201130083106	ダ	右	1200	曇	良	18:00	JRA認定アタックチ		2011-8-31	10	門別	2	(馬齢)		7.0	660.0	5.0	7.0	210	5.0	2.0	210	4.0	2-7	4070.0	21.0	7=>2	4500.0	23.0	1-2-7	3070.0	15.0	7=>2=>1	20730.0	98.0			7,8,(4,6),9,2,3,1,5	7,8,4,6,2,9,(3,1),5			1.0	120	1.0	2-7	3090.0	17.0									
201130083107	ダ	右	1000	雨	良	18:30	C4　ー3組		2011-8-31	10	門別	2	80万円以下	(馬齢)	5.0	160.0	1.0	5.0	100	1.0	4.0	190	5.0	4-5	560.0	3.0	5=>4	830.0	3.0	4-5-9	610.0	2.0	5=>4=>9	2290.0	5.0			4,5,2,(7,9),1,6,8,3	4,5,(2,7,9),1,6,(3,8)			9.0	140	2.0	4-5	760.0	4.0									
201130083108	ダ	右	1200	雨	良	19:00	C4　ー3組		2011-8-31	10	門別	2	80万円以下	(馬齢)	6.0	790.0	3.0	6.0	120	2.0	8.0	100	1.0	6-8	290.0	1.0	6=>8	1280.0	5.0	6-7-8	5290.0	12.0	6=>8=>7	31160.0	63.0			(3,8),2,5,6,1,7,4	(3,8),5,2,(1,6),7,4			7.0	340	7.0												
201130083109	ダ	右	1800	雨	良	19:30	アリオト特別 		2011-8-31	10	門別	2	200万円以下	(馬齢)	2.0	530.0	3.0	2.0	140	2.0	4.0	120	1.0	2-4	580.0	2.0	2=>4	1760.0	6.0	2-3-4	2990.0	12.0	2=>4=>3	13220.0	49.0	1,8,(3,5),6,7,2,4	1,8,3,5-6,2,7,4	(8,4),1,5,(3,6),7,2	8,4-(1,5),7,(3,6),2			3.0	260	6.0												
201130083110	ダ	右	1700	雨	稍重	20:00	ブックネットワン特別 		2011-8-31	10	門別	2	(馬齢)		3.0	670.0	3.0	3.0	190	3.0	5.0	140	1.0	3-5	420.0	2.0	3=>5	1240.0	6.0	3-4-5	710.0	4.0	3=>5=>4	5220.0	21.0	24315	24315	(2,4),3,(1,5)	(4,3),2,5,1																	
201130083111	ダ	右	1200	雨	稍重	20:35	つぼ八特別 		2011-8-31	10	門別	2	160万円以下	(馬齢)	3.0	190.0	1.0	3.0	120	1.0	1.0	130	2.0	1-3	310.0	1.0	3=>1	510.0	1.0	1-3-9	1570.0	6.0	3=>1=>9	4410.0	13.0			9,10,7,3,(1,2,6),12,5,(4,8,11)	9,10,(7,3),(1,2),6,12,(4,5),11,8			9.0	260	6.0	1-3	320.0	1.0									
201130090101	ダ	右	1200	晴	良	14:55	C4　ー7組		2011-9-1	10	門別	3	80万円以下	(馬齢)	5.0	110.0	1.0	5.0	110	1.0	6.0	220	4.0	5-6	1030.0	4.0	5=>6	980.0	3.0	5-6-7	370.0	2.0	5=>6=>7	1640.0	6.0			5,7,6,(2,4),1,3	5-7,(2,6),4-1,3																	
201130090102	ダ	右	1700	晴	良	15:25	「がんばれ!ホッカイ		2011-9-1	10	門別	3	80万円以下	(馬齢)	6.0	150.0	1.0	6.0	140	1.0	3.0	870	6.0	3-6	1790.0	7.0	6=>3	2180.0	6.0	3-5-6	2530.0	10.0	6=>3=>5	9380.0	27.0	6431572	6,4,3,5,1-7,2	(6,4),5,3,1,2-7	6,5,4,3,(1,2)-7																	
201130090103	ダ	右	1000	晴	良	15:55	2歳　未勝利		2011-9-1	10	門別	3	(馬齢)		2.0	150.0	1.0	2.0	100	1.0	12.0	180	3.0	2-12	610.0	2.0	2=>12	770.0	1.0	2-11-12	780.0	1.0	2=>12=>11	2410.0	1.0			2,12,11,7,9,1,5,(3,6),(4,10),8	2,12,(7,11),(1,9),(5,6),(3,10),(4,8)			11.0	240	5.0	2-8	280.0	1.0									
201130090104	ダ	右	1200	曇	良	16:25	2歳　4ー1組		2011-9-1	10	門別	3	100万円以下	(馬齢)	3.0	590.0	3.0	3.0	170	2.0	2.0	180	3.0	2-3	530.0	4.0	3=>2	1130.0	5.0	2-3-5	720.0	4.0	3=>2=>5	3530.0	18.0			(1,2),5,4,3	(1,2),5,4,3																	
201130090105	ダ	右	1200	曇	良	16:55	C4　ー2組		2011-9-1	10	門別	3	80万円以下	(馬齢)	5.0	220.0	1.0	5.0	190	3.0	3.0	170	1.0	3-5	570.0	3.0	5=>3	1050.0	4.0	2-3-5	1200.0	5.0	5=>3=>2	4110.0	12.0			5,(1,7),3,2,4,6	5173246																	
201130090106	ダ	右	1200	雨	良	17:25	JRA認定アタックチ		2011-9-1	10	門別	3	(馬齢)		9.0	350.0	2.0	9.0	130	2.0	2.0	160	3.0	2-9	680.0	3.0	9=>2	1580.0	6.0	2-4-9	1700.0	7.0	9=>2=>4	7370.0	22.0			2,4,(8,9),(6,7),5,3,1	2,4,8,9,(6,7),5,3,1			4.0	390	6.0	2-8	550.0	3.0									
201130090108	ダ	右	1700	雨	稍重	18:30	JRA認定アタックチ		2011-9-1	10	門別	3	(馬齢)		8.0	230.0	1.0	8.0	120	1.0	4.0	150	3.0	4-8	340.0	1.0	8=>4	510.0	1.0	4-8-11	1110.0	3.0	8=>4=>11	3320.0	5.0	6,11,9,5,(4,8),2,10,1,3,7	6119854210137	(6,11,8),4,9,(2,10),5-(1,3,7)	(6,11,8),4,9,(5,10),2,1,3,7			11.0	250	4.0	4-7	310.0	1.0									
201130090109	ダ	右	1000	曇	稍重	19:00	JRA認定フレッシュ		2011-9-1	10	門別	3	(馬齢)		9.0	1290.0	6.0	9.0	300	6.0	5.0	190	5.0	5-9	2240.0	9.0	9=>5	3460.0	17.0	3-5-9	1670.0	5.0	9=>5=>3	18310.0	64.0			3,9,(4,5),1,8,2=6	3,9,5,4,(1,8)-2=6			3.0	140	1.0	5-8	580.0	3.0									
201130090110	ダ	右	1200	曇	稍重	19:30	色取月特別 		2011-9-1	10	門別	3	120万円以下	(馬齢)	3.0	280.0	2.0	3.0	130	2.0	4.0	140	3.0	3-4	340.0	1.0	3=>4	620.0	1.0	3-4-8	1040.0	2.0	3=>4=>8	3870.0	7.0			3,(6,8),1,4,(5,11,12),(7,10),9-2	3,(6,8),(1,4),5,11,12,7,10,9-2			8.0	260	5.0	3-4	340.0	1.0									
201130090111	ダ	右	1700	曇	稍重	20:00	平取町沙流川まつり特 		2011-9-1	10	門別	3	160万円以下	(馬齢)	6.0	570.0	3.0	6.0	180	5.0	2.0	120	1.0	2-6	650.0	5.0	6=>2	1420.0	8.0	2-5-6	5960.0	19.0	6=>2=>5	23720.0	79.0	67458123	67458123	6,7,4,(5,1),(8,3),2	6,4,1,(5,7),(2,8,3)			5.0	570	7.0	2-6	810.0	4.0									
201130090112	ダ	右	1200	曇	稍重	20:35	レコードな町新冠開町 		2011-9-1	10	門別	3	300万円以下	(別定)	1.0	690.0	4.0	1.0	300	4.0	5.0	120	1.0	1-5	590.0	3.0	1=>5	1730.0	7.0	1-3-5	2200.0	10.0	1=>5=>3	11780.0	39.0			(5,6),7,1,3,4,2	5671342																	
201130090601	ダ	右	1700	雨	重	14:55	「がんばれ!ホッカイ		2011-9-6	10	門別	4	(馬齢)		4.0	1310.0	5.0	4.0	800	5.0	5.0	280	3.0	4-5	5200.0	14.0	4=>5	9270.0	25.0	1-4-5	1800.0	9.0	4=>5=>1	23590.0	68.0	5,7,4,1,(3,6),2	5,7,4,1,(3,6)-2	(5,7,4),(1,3),6=2	5,4,7,1,3,6=2																	
201130090602	ダ	右	1000	雨	重	15:25	C4　ー6組		2011-9-6	10	門別	4	80万円以下	(馬齢)	7.0	1940.0	6.0	7.0	200	3.0	3.0	260	5.0	3-7	2980.0	13.0	7=>3	9210.0	29.0	3-5-7	4730.0	19.0	7=>3=>5	38240.0	120.0			(1,8),11,5,10,7,(2,6,12),3,(4,9)	(1,8),11,(5,10),7,(2,3,6),12,4,9			5.0	240	4.0	3-6	3680.0	15.0									
201130090603	ダ	右	1200	雨	重	15:55	C4　ー2組		2011-9-6	10	門別	4	80万円以下	(馬齢)	4.0	1360.0	5.0	4.0	250	5.0	10.0	110	1.0	4-10	960.0	5.0	4=>10	4610.0	15.0	3-4-10	3650.0	13.0	4=>10=>3	17800.0	57.0			(4,6,10),3,5,1,8,9,7,2	(4,6,10),(3,5),1,8,(2,7,9)			3.0	180	4.0	4-8	1740.0	6.0									
201130090604	ダ	右	1000	雨	重	16:25	C3　ー1組		2011-9-6	10	門別	4	120万円以下	(馬齢)	7.0	730.0	5.0	7.0	150	5.0	5.0	120	1.0	5-7	790.0	4.0	7=>5	2350.0	7.0	2-5-7	610.0	2.0	7=>5=>2	6930.0	23.0			(2,5),3,(6,7),8,4,1	2,5,3,7,6,8,4-1			2.0	130	2.0												
201130090605	ダ	右	1200	雨	重	16:55	JRA認定ルーキーチ		2011-9-6	10	門別	4	(馬齢)		5.0	130.0	1.0	5.0	120	1.0	2.0	240	5.0	2-5	810.0	3.0	5=>2	810.0	3.0	2-5-10	2630.0	9.0	5=>2=>10	5850.0	17.0			5,(3,10),(2,4),6,7,9,1,8	5,3,10,2,4,6,7,(9,1),8			10.0	270	6.0	2-5	1240.0	4.0									
201130090606	ダ	右	1000	雨	重	17:25	JRA認定アタックチ		2011-9-6	10	門別	4	(馬齢)		10.0	390.0	3.0	10.0	180	2.0	4.0	230	5.0	4-10	1400.0	5.0	10=>4	3440.0	11.0	3-4-10	3120.0	11.0	10=>4=>3	17430.0	64.0			3,10,(1,7),2,11,12,6,4,9,5	3,10,(1,7),2,4,11,6,12,(5,9)			3.0	270	6.0	4-7	1380.0	5.0									
201130090607	ダ	右	1700	雨	不良	18:00	C4　ー3組		2011-9-6	10	門別	4	80万円以下	(馬齢)	2.0	530.0	2.0	2.0	150	2.0	6.0	330	5.0	2-6	2700.0	15.0	2=>6	3350.0	14.0	2-6-8	20240.0	63.0	2=>6=>8	76470.0	251.0	8,3,4,(2,10),11,(7,5),(1,6),9	8,3,4,2,10,11,(7,5),6,1,9	8,3,(2,4),11,(5,10),6,7-9,1	8,3,2,(5,4),(10,11,6),7,9,1			8.0	380	7.0	2-6	1370.0	7.0									
201130090608	ダ	右	1700	雨	不良	18:30	ヨルガオ特別 		2011-9-6	10	門別	4	120万円以下	(馬齢)	5.0	920.0	5.0	5.0	430	8.0	3.0	210	4.0	3-5	2320.0	10.0	5=>3	11150.0	41.0	2-3-5	7470.0	30.0	5=>3=>2	60400.0	191.0	3,(2,5),6,8,(4,9),11,(7,10)	3,5,2,6,8,9,4,(7,11,10)	3,5,6,(2,10),9,11,4,8,7	3,5,6,(2,10),9,11,7,4,8			2.0	270	5.0	3-5	3150.0	13.0									
201130090609	ダ	右	1200	雨	不良	19:00	秋桜特別 		2011-9-6	10	門別	4	160万円以下	(馬齢)	8.0	130.0	1.0	8.0	120	1.0	10.0	250	6.0	8-10	1030.0	4.0	8=>10	910.0	4.0	1-8-10	12060.0	30.0	8=>10=>1	32750.0	89.0			67834151029	6,(7,8),3,1,4,5,10,2-9			1.0	240	5.0	7-8	530.0	2.0									
201130090610	ダ	右	1800	雨	不良	19:30	さっぽろハーベストラ 		2011-9-6	10	門別	4	300万円以下	(別定)	8.0	1710.0	8.0	8.0	330	7.0	12.0	170	2.0	8-12	1930.0	6.0	8=>12	4400.0	18.0	3-8-12	7130.0	28.0	8=>12=>3	70310.0	219.0	3,7,8,2,11,12,5,10,9,4,(1,6)	3,7,8,2,11,12,(5,10),9,6,4,1	(3,8),11,(7,12),(2,6),(10,9),4,5,1	3,8,11,12,(7,2),(10,6),9-4,5,1			3.0	300	6.0	6-8	940.0	5.0									
201130090611	ダ	右	1200	雨	不良	20:00	十勝軽種馬農業協同組 		2011-9-6	10	門別	4	500万円以下	(別定)	2.0	120.0	1.0	2.0	150	2.0	5.0	340	4.0	2-5	520.0	3.0	2=>5	750.0	3.0	2-3-5	480.0	2.0	2=>5=>3	1890.0	5.0			(1,2),3,(5,4,6)	(1,2),3,5,6,4																	
201130090612	ダ	右	1200	雨	不良	20:35	イノセントカップ〔H	G	2011-9-6	10	門別	4	(馬齢)		1.0	320.0	3.0	1.0	150	2.0	2.0	180	3.0	1-2	630.0	3.0	1=>2	1320.0	7.0	1-2-5	240.0	1.0	1=>2=>5	2160.0	7.0			(1,5),(2,6),4,7,3	(1,5),2,6,4,3,7																	
201130090701	ダ	右	1200	曇	不良	14:45	2歳　未勝利		2011-9-7	10	門別	5	(馬齢)		11.0	560.0	3.0	11.0	200	2.0	7.0	970	11.0	7-11	4310.0	16.0	11=>7	5390.0	21.0	6-7-11	55470.0	100.0	11=>7=>6	152850.0	368.0			(10,11),3,8,12,7,(5,6),(4,2),1-9	(10,11),3,7,(8,12),(5,6),(1,2),4-9			6.0	570	8.0	6-8	1050.0	6.0									
201130090702	ダ	右	1700	曇	不良	15:15	C4　ー4組		2011-9-7	10	門別	5	80万円以下	(馬齢)	4.0	670.0	4.0	4.0	190	4.0	8.0	140	1.0	4-8	1370.0	5.0	4=>8	3830.0	15.0	4-7-8	1230.0	2.0	4=>8=>7	13670.0	31.0	2,4,7,3,10,(8,11),1,5,9,6	2,4,7,(3,10),8,11,(1,9),5,6	(9,4,7),10,(2,8),3,(1,11),(5,6)	(9,4,7),10,8,2,(1,11),3,(5,6)			7.0	140	2.0	4-7	1020.0	4.0									
201130090703	ダ	右	1200	曇	不良	15:45	JRA認定アタックチ		2011-9-7	10	門別	5	(馬齢)		7.0	190.0	1.0	7.0	100	1.0	9.0	500	7.0	7-9	1160.0	5.0	7=>9	1340.0	7.0	7-8-9	3090.0	12.0	7=>9=>8	8660.0	34.0			4,5,(8,7),10,9,6,2,1,3	4,(8,7),5,6,10,9,2,1,3			8.0	240	6.0	7-8	840.0	4.0									
201130090704	ダ	右	1200	曇	不良	16:15	JRA認定アタックチ		2011-9-7	10	門別	5	(馬齢)		11.0	270.0	2.0	11.0	160	2.0	2.0	120	1.0	2-11	310.0	1.0	11=>2	920.0	3.0	2-4-11	620.0	1.0	11=>2=>4	2740.0	4.0			(2,11),(3,7),9,4,(6,8),10,5,1	(2,11)-(3,7),4,9,8,5,6,10,1			4.0	160	3.0	2-8	360.0	1.0									
201130090705	ダ	右	1700	曇	不良	16:45	余市町リンゴ賞		2011-9-7	10	門別	5	80万円以下	(馬齢)	6.0	140.0	1.0	6.0	120	1.0	2.0	190	4.0	2-6	600.0	3.0	6=>2	760.0	3.0	2-6-12	2070.0	9.0	6=>2=>12	5060.0	16.0	123611108951724	123116108951724	12,3,(6,11),10,8,(2,9),5,4,7,1	12,3,6,11,2,(10,8,9),5,4,7,1			12.0	400	7.0	2-5	560.0	3.0									
201130090706	ダ	右	1200	曇	不良	17:20	「がんばれ!ホッカイ 		2011-9-7	10	門別	5	120万円以下	(馬齢)	4.0	1030.0	4.0	4.0	270	5.0	5.0	120	1.0	4-5	1560.0	6.0	4=>5	3340.0	14.0	1-4-5	1200.0	3.0	4=>5=>1	11560.0	40.0			4,(5,7,8),(1,10),2,6,9,3,11	4,5,(7,8),1,2,10,6,9,3,11			1.0	140	3.0	4-5	1920.0	8.0									
201130090707	ダ	右	1000	雨	不良	17:55	JRA認定アタックチ		2011-9-7	10	門別	5	(馬齢)		11.0	360.0	2.0	11.0	120	1.0	12.0	420	8.0	11-12	2730.0	8.0	11=>12	3690.0	12.0	3-11-12	25010.0	66.0	11=>12=>3	75850.0	220.0			(3,9,11),(5,10),(8,12),1,2,4,7,6	(3,9,11),(5,10),12,8,(2,4),1,7,6			3.0	280	7.0	8-8	2530.0	12.0									
201130090708	ダ	右	1200	雨	不良	18:30	C4　ー3組		2011-9-7	10	門別	5	80万円以下	(馬齢)	3.0	280.0	2.0	3.0	130	2.0	8.0	210	5.0	3-8	3700.0	11.0	3=>8	3590.0	13.0	1-3-8	1220.0	7.0	3=>8=>1	13590.0	45.0			(3,6),(1,5,8,7),(4,2)	(3,6),8,(1,7),5,2,4			1.0	110	1.0												
201130090709	ダ	右	1000	雨	不良	19:00	C4　ー1組		2011-9-7	10	門別	5	80万円以下	(馬齢)	6.0	200.0	1.0	6.0	130	1.0	3.0	190	4.0	3-6	1170.0	4.0	6=>3	1470.0	7.0	2-3-6	1810.0	9.0	6=>3=>2	5980.0	24.0			3,6,(2,4),7,(1,5)	3,6,(2,4),(1,5),7			2.0	270	5.0												
201130090801	ダ	右	1200	晴	重	14:45	C4　ー5組		2011-9-8	10	門別	6	80万円以下	(馬齢)	7.0	240.0	2.0	7.0	100	2.0	4.0	100	1.0	4-7	200.0	1.0	7=>4	610.0	2.0	3-4-7	530.0	2.0	7=>4=>3	3130.0	9.0			(7,10),1,5,2,6,3,(4,8,9)	7,10,1,2,(5,6),3,4,8,9			3.0	110	3.0	4-7	210.0	1.0									
201130090802	ダ	右	1000	晴	重	15:15	2歳　未勝利		2011-9-8	10	門別	6	(馬齢)		7.0	740.0	4.0	7.0	270	4.0	6.0	270	4.0	6-7	2030.0	9.0	7=>6	4060.0	18.0	6-7-11	11410.0	38.0	7=>6=>11	62870.0	183.0			(6,7),9,4,(2,3),1,(8,11),5,10,12	(6,7),9,4,(2,3),1,11,8,5,(12,10)			11.0	450	6.0	5-6	1460.0	7.0									
