	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201130050309	ダ	右	1800	晴	重	19:25	日高町商工会杯リーデ 		2011-5-3	1	門別	2	160万円以下	(馬齢)	9.0	400.0	2.0	9.0	190	2.0	7.0	360	5.0	7-9	3620.0	15.0	9=>7	7820.0	31.0	6-7-9	11900.0	38.0	9=>7=>6	50540.0	147.0	(2,8),10,1,(5,12),4,11,9,6,7,3	2,8,10,(1,5,12),4,6,9,11,7,3	(10,8,12,6),(2,5),9,(1,4),7-11-3	(10,8,12),6,5,(2,9),(4,7),1-11-3			6.0	500.0	7.0	6-7	740.0	5.0									
201130050310	ダ	右	1800	晴	重	20:00	日高町長杯「門別温泉 		2011-5-3	1	門別	2	400万円以下	(別定)	5.0	1770.0	6.0	5.0	330	5.0	2.0	410	8.0	2-5	7370.0	22.0	5=>2	14870.0	45.0	2-5-8	13240.0	46.0	5=>2=>8	110250.0	284.0	3,4,(1,2,5),6,12,8,11,10,(7,9)	3,4,1,(2,5),6,8,12,11,10,(7,9)	3,4,5,(1,2),(8,6,12),(11,10),(7,9)	(3,4),(8,5,2),12,6,(11,10),(1,9),7			8.0	200.0	3.0	2-5	8190.0	19.0									
201130050401	ダ	右	1000	雨	重	14:30	C4　ー4組		2011-5-4	1	門別	3	80万円以下	(馬齢)	2.0	170.0	1.0	2.0	110	1.0	4.0	400	5.0	2-4	1130.0	5.0	2=>4	1340.0	5.0	2-4-7	1120.0	4.0	2=>4=>7	3400.0	11.0			3,2,4,7,(5,6)-1	3,2,4,7,6,5-1																	
201130050402	ダ	右	1000	雨	重	15:05	3歳　条件		2011-5-4	1	門別	3	(馬齢)		6.0	170.0	1.0	6.0	120	1.0	2.0	150	3.0	2-6	360.0	2.0	6=>2	420.0	2.0	2-3-6	360.0	1.0	6=>2=>3	900.0	1.0			6724531	6,7,2,3,(4,5),1																	
201130050403	ダ	右	1700	曇	重	15:40	3歳　条件		2011-5-4	1	門別	3	(馬齢)		6.0	130.0	1.0	6.0	110	1.0	4.0	110	2.0	4-6	170.0	1.0	6=>4	210.0	1.0	3-4-6	450.0	2.0	6=>4=>3	840.0	2.0	5,6,4,(1,3),2	5,6,4,(1,3)-2	(5,6,4),3,1-2	(6,4),3,5,1-2																	
201130050404	ダ	右	1000	曇	重	16:15	C4　ー3組		2011-5-4	1	門別	3	80万円以下	(馬齢)	5.0	250.0	1.0	5.0	110	1.0	2.0	120	2.0	2-5	260.0	1.0	5=>2	440.0	1.0	2-4-5	610.0	2.0	5=>2=>4	1890.0	2.0			(5,2),(1,4),(3,8),(6,7)	(5,2),(1,4),3,(8,7),6			4.0	140.0	4.0												
201130050405	ダ	右	1200	曇	重	16:50	C4　ー3組		2011-5-4	1	門別	3	80万円以下	(馬齢)	10.0	350.0	3.0	10.0	150	3.0	1.0	130	1.0	1-10	820.0	3.0	10=>1	2220.0	7.0	1-8-10	3210.0	11.0	10=>1=>8	14440.0	36.0			(7,8),(10,12),6,4,5,9,11,(3,1),2	8,10,12,(7,6,4),5,9,(11,1),3,2			8.0	250.0	6.0	1-7	550.0	3.0									
201130050406	ダ	右	1200	曇	重	17:25	C4　ー2組		2011-5-4	1	門別	3	80万円以下	(馬齢)	7.0	180.0	1.0	7.0	130	2.0	6.0	720	7.0	6-7	7110.0	13.0	7=>6	12050.0	23.0	3-6-7	4810.0	13.0	7=>6=>3	38010.0	90.0			7,6,(3,8),(5,4),9,1,2	763845912			3.0	120.0	1.0	6-7	9200.0	14.0									
201130050407	ダ	右	1000	曇	重	17:55	JRA認定フレッシュ		2011-5-4	1	門別	3	(馬齢)		8.0	620.0	4.0	8.0	180	4.0	9.0	390	7.0	8-9	3810.0	13.0	8=>9	5130.0	22.0	1-8-9	2410.0	11.0	8=>9=>1	19780.0	67.0			1,4,(7,9),8,2,6,3	14978263			1.0	180.0	3.0	8-8	3630.0	11.0									
201130050408	ダ	右	1000	曇	重	18:25	ヤマブキ特別 		2011-5-4	1	門別	3	120万円以下	(馬齢)	6.0	130.0	1.0	6.0	110	1.0	7.0	170	3.0	6-7	470.0	3.0	6=>7	670.0	3.0	4-6-7	550.0	3.0	6=>7=>4	1760.0	6.0			6,7,3,4,(2,5),1	6,(7,3),4,(2,5),1																	
201130050409	ダ	右	1700	曇	重	18:55	スピーディワンダー特 		2011-5-4	1	門別	3	120万円以下	(馬齢)	3.0	350.0	2.0	3.0	260	5.0	7.0	290	6.0	3-7	4480.0	14.0	3=>7	7100.0	26.0	3-5-7	6990.0	23.0	3=>7=>5	32970.0	104.0	9,12,11,6,4,5,7,2,1,(3,8),10	9-12,11,6,(4,7),5,(1,2),(3,8)-10	9,(12,11),7,2,(5,6,3),4,8,(1,10)	12,11,(9,7),(5,6,3),2,8,10,4,1			5.0	190.0	3.0	3-6	4820.0	14.0									
201130050410	ダ	右	1200	曇	重	19:25	北海道農協軽種馬対策 		2011-5-4	1	門別	3	400万円以下	(別定)	5.0	1150.0	5.0	5.0	210	6.0	9.0	840	7.0	5-9	12230.0	27.0	5=>9	16510.0	45.0	5-7-9	17660.0	42.0	5=>9=>7	162810.0	303.0			1710211495368	(1,7),(2,10),(4,11),9,5,(3,6),8			7.0	210.0	5.0	5-7	7640.0	19.0									
201130050501	ダ	右	1000	晴	重	14:45	3歳　条件		2011-5-5	1	門別	4	(馬齢)		5.0	420.0	2.0	5.0	130	2.0	7.0	100	1.0	5-7	190.0	1.0	5=>7	540.0	2.0	1-5-7	290.0	1.0	5=>7=>1	1020.0	2.0			(5,7),1,(3,6)-4,2	5,7,1,3,6-4,2																	
201130050502	ダ	右	1200	晴	重	15:20	3歳　条件		2011-5-5	1	門別	4	(馬齢)		4.0	220.0	2.0	4.0	130	2.0	7.0	110	1.0	4-7	150.0	1.0	4=>7	370.0	2.0	4-6-7	880.0	3.0	4=>7=>6	2760.0	9.0			4,(6,7),1,(2,5),3	4,(6,7),1,(2,5),3																	
201130050503	ダ	右	1000	晴	重	15:50	C4　ー1組		2011-5-5	1	門別	4	80万円以下	(馬齢)	5.0	320.0	2.0	5.0	150	2.0	2.0	150	3.0	2-5	370.0	2.0	5=>2	580.0	2.0	2-5-6	960.0	3.0	5=>2=>6	3080.0	8.0			(4,6),5,8,2,3,7,1	6,4,5,(2,8),3,1,7			6.0	270.0	4.0												
201130050504	ダ	右	1700	晴	重	16:20	C4　ー2組		2011-5-5	1	門別	4	80万円以下	(馬齢)	1.0	170.0	1.0	1.0	100	1.0	5.0	170	3.0	1-5	860.0	4.0	1=>5	1180.0	5.0	1-5-8	4410.0	16.0	1=>5=>8	14450.0	38.0	3,6,9,(1,5),7,(2,8),(4,11),12	3,6,9,(1,5),7,(2,8),12,4,11	3,(6,9,5),1,12,7,(2,8),4,11	3,5,(6,9),1,12,7,8,2,4,11			8.0	220.0	6.0	1-5	370.0	1.0									
201130050505	ダ	右	1200	晴	重	16:50	C4　ー1組		2011-5-5	1	門別	4	80万円以下	(馬齢)	4.0	460.0	3.0	4.0	120	2.0	10.0	140	4.0	4-10	1830.0	11.0	4=>10	4230.0	13.0	3-4-10	790.0	2.0	4=>10=>3	7440.0	28.0			10,9,(8,4),6,3,1,7,5,2	10,9,4,8,(6,3),1,5,7,2			3.0	100.0	1.0	4-8	710.0	3.0									
201130050506	ダ	右	1000	晴	重	17:20	JRA認定フレッシュ		2011-5-5	1	門別	4	(馬齢)		4.0	440.0	2.0	4.0	140	2.0	6.0	110	1.0	4-6	270.0	2.0	4=>6	1050.0	4.0	4-6-7	400.0	2.0	4=>6=>7	3370.0	12.0			467391	(4,6),7,3,1,9																	
201130050507	ダ	右	1700	晴	重	17:55	ホッカイドウ競馬平取 		2011-5-5	1	門別	4	80万円以下	(馬齢)	4.0	260.0	1.0	4.0	120	1.0	1.0	260	5.0	1-4	930.0	3.0	4=>1	1380.0	3.0	1-4-5	10680.0	32.0	4=>1=>5	32490.0	109.0	8,7,(4,9),1,6,2,5,3	8,(7,9),4,1,6,(2,5),3	(8,7,9),4,1,(6,5),3,2	(8,7,9,4),1,(6,5),3,2			5.0	210.0	3.0	1-4	1110.0	5.0									
201130050508	ダ	右	1200	晴	重	18:25	サッポロビール特別 		2011-5-5	1	門別	4	120万円以下	(馬齢)	2.0	530.0	3.0	2.0	230	6.0	7.0	610	9.0	2-7	8030.0	29.0	2=>7	8200.0	40.0	2-3-7	10970.0	39.0	2=>7=>3	71490.0	240.0			(9,2,3,8),7,4,11,10,(5,6),1	(2,3,8),9,7,4,11,10,5,6,1			3.0	180.0	2.0	2-6	4890.0	22.0									
201130050509	ダ	右	1200	晴	重	18:55	デネブ特別 		2011-5-5	1	門別	4	150万円以下	(定量)	4.0	260.0	2.0	4.0	100	1.0	8.0	100	2.0	4-8	210.0	1.0	4=>8	510.0	3.0	1-4-8	220.0	1.0	4=>8=>1	1100.0	3.0			7,8,4,2,(1,3),9,5	(7,8),4,2,(1,3)-9,5			1.0	110.0	3.0	4-8	210.0	1.0									
201130050510	ダ	右	1200	晴	重	19:25	アルビレオ特別 		2011-5-5	1	門別	4	800万円以下	(馬齢)	8.0	370.0	2.0	8.0	160	4.0	2.0	190	5.0	2-8	970.0	5.0	8=>2	1460.0	4.0	2-7-8	1270.0	7.0	8=>2=>7	6080.0	23.0			1,6,8,(2,7),3,4,5	(1,6),8,7,2,3,4,5			7.0	150.0	3.0												
201130051101	ダ	右	1000	晴	稍重	15:25	C4　ー4組		2011-5-11	2	門別	1	80万円以下	(馬齢)	1.0	310.0	3.0	1.0	180	3.0	2.0	130	1.0	1-2	430.0	2.0	1=>2	890.0	4.0	1-2-7	510.0	2.0	1=>2=>7	2480.0	7.0			(1,5),(2,7),4,6,3	(1,5),2,7,4,6,3																	
201130051102	ダ	右	1200	晴	稍重	15:55	C4　ー4組		2011-5-11	2	門別	1	80万円以下	(馬齢)	1.0	260.0	2.0	1.0	130	2.0	4.0	120	1.0	1-4	270.0	1.0	1=>4	600.0	2.0	1-4-5	160.0	1.0	1=>4=>5	880.0	2.0			(1,2),6,(4,5),3	(1,2),5,(4,6),3																	
201130051103	ダ	右	1000	晴	稍重	16:25	C4　ー2組		2011-5-11	2	門別	1	80万円以下	(馬齢)	8.0	290.0	1.0	8.0	120	2.0	2.0	120	1.0	2-8	300.0	1.0	8=>2	400.0	1.0	2-4-8	1290.0	4.0	8=>2=>4	3480.0	9.0			4,8,7,(3,6),(2,5),1	(4,8),(7,6),3,(2,5),1			4.0	310.0	8.0												
201130051104	ダ	右	1000	晴	稍重	16:55	C4　ー3組		2011-5-11	2	門別	1	80万円以下	(馬齢)	10.0	120.0	1.0	10.0	100	1.0	1.0	1,230	9.0	1-10	5740.0	13.0	10=>1	8750.0	16.0	1-5-10	25590.0	51.0	10=>1=>5	57590.0	106.0			10,8,1,9,(2,5,7),(4,6),3	10,(1,8),(5,9),2,(4,7),6,3			5.0	350.0	6.0	1-8	10940.0	16.0									
201130051105	ダ	右	1000	晴	稍重	17:25	JRA認定フレッシュ		2011-5-11	2	門別	1	(馬齢)		1.0	320.0	2.0	1.0	190	4.0	3.0	190	5.0	1-3	1420.0	9.0	1=>3	3900.0	18.0	1-3-9	12550.0	29.0	1=>3=>9	76580.0	137.0			1,5,(6,7,9),(3,8),4-2	1,5,(6,7,9),8,3,4-2			9.0	550.0	8.0	1-3	1460.0	7.0									
201130051106	ダ	右	1000	晴	稍重	18:00	JRA認定フレッシュ		2011-5-11	2	門別	1	牝(馬齢)		5.0	280.0	2.0	5.0	150	3.0	9.0	130	1.0	5-9	630.0	2.0	5=>9	1210.0	5.0	2-5-9	1750.0	6.0	5=>9=>2	10500.0	33.0			11,(3,9),(2,1,10),5,8,6,7	11,(3,9),2,1,10,5-8,6-7			2.0	260.0	5.0	5-7	580.0	2.0									
201130051107	ダ	右	1200	晴	稍重	18:30	3歳条件　オープン		2011-5-11	2	門別	1	(別定)		5.0	610.0	4.0	5.0	160	4.0	9.0	110	2.0	5-9	1820.0	6.0	5=>9	3120.0	14.0	3-5-9	930.0	3.0	5=>9=>3	9730.0	33.0			5,(2,8),9,(3,6,4),(1,7),10	5,2,8,9,3,6,(1,4),7,10			3.0	100.0	1.0	5-8	1110.0	6.0									
201130051108	ダ	右	1800	晴	稍重	19:00	リゲル特別 		2011-5-11	2	門別	1	150万円以下	(馬齢)	3.0	490.0	4.0	3.0	170	3.0	2.0	130	1.0	2-3	890.0	4.0	3=>2	2840.0	9.0	1-2-3	520.0	3.0	3=>2=>1	5750.0	21.0	(2,3,4),1,5	2,(3,4),1,5	23415	(2,3),1,4,5																	
201130051109	ダ	右	1200	晴	稍重	19:30	ヒヤデス特別 		2011-5-11	2	門別	1	150万円以下	(馬齢)	3.0	210.0	1.0	3.0	140	2.0	2.0	130	1.0	2-3	250.0	1.0	3=>2	400.0	1.0	1-2-3	170.0	1.0	3=>2=>1	700.0	1.0			235461	2,3,5,(4,6),1																	
201130051110	ダ	右	1000	晴	稍重	20:00	牡牛座特別 		2011-5-11	2	門別	1	160万円以下	(馬齢)	8.0	460.0	4.0	8.0	240	4.0	7.0	110	2.0	7-8	940.0	6.0	8=>7	1830.0	11.0	1-7-8	1010.0	4.0	8=>7=>1	6330.0	26.0			3,(8,9,7),(1,4,5),2	3,(8,9,7),1,4,5,2			1.0	140.0	3.0	7-8	1010.0	6.0									
201130051111	ダ	右	1800	晴	稍重	20:35	サンライズペガサス賞 		2011-5-11	2	門別	1	250万円以下	(馬齢)	2.0	180.0	1.0	2.0	120	2.0	7.0	110	1.0	2-7	160.0	1.0	2=>7	300.0	1.0	2-3-7	2090.0	5.0	2=>7=>3	5940.0	13.0	2,8,11,(5,10),(4,7,9),(1,6),3	2,8,11,5,10,7,(4,9),(1,6),3	2,8,11,(10,7),5,(4,1),(3,9,6)	2,(5,8,11,10,7),(4,1),3,(6,9)			3.0	570.0	7.0	2-6	200.0	1.0									
201130051201	ダ	右	1200	晴	稍重	15:25	C4　ー2組		2011-5-12	2	門別	2	80万円以下	(馬齢)	6.0	670.0	4.0	6.0	340	4.0	5.0	250	3.0	5-6	1340.0	5.0	6=>5	6370.0	15.0	4-5-6	1620.0	7.0	6=>5=>4	13690.0	36.0			4,(6,1,5),2,3	461532																	
201130051202	ダ	右	1200	晴	稍重	15:55	C4　ー3組		2011-5-12	2	門別	2	80万円以下	(馬齢)	6.0	170.0	1.0	6.0	100	1.0	1.0	150	4.0	1-6	560.0	2.0	6=>1	610.0	3.0	1-6-8	280.0	1.0	6=>1=>8	1130.0	2.0			1,6,(4,5,8),7,3,2	(1,6),8,4,5-(3,7),2			8.0	130.0	3.0												
201130051203	ダ	右	1000	晴	稍重	16:25	3歳条件　未勝利		2011-5-12	2	門別	2	(馬齢)		3.0	200.0	1.0	3.0	120	3.0	6.0	120	1.0	3-6	210.0	1.0	3=>6	430.0	1.0	3-6-9	2200.0	5.0	3=>6=>9	4900.0	11.0			(3,6,7),(8,9),1,4,(2,5)	(3,6),7,(8,9,1),2,4,5			9.0	320.0	5.0	3-6	280.0	2.0									
201130051204	ダ	右	1700	晴	稍重	16:55	C4　ー3組		2011-5-12	2	門別	2	80万円以下	(馬齢)	4.0	370.0	3.0	4.0	180	2.0	9.0	930	7.0	4-9	8530.0	19.0	4=>9	12880.0	27.0	4-8-9	9760.0	25.0	4=>9=>8	72770.0	147.0	(5,6),9,4,7,2,3,1,8	(5,6),9-4,7,2,3,1,8	(5,6,9)=4,1,7,2,(3,8)	(5,9),6-4,1,7-2,3,8			8.0	270.0	4.0	4-8	920.0	5.0									
201130051205	ダ	右	1200	晴	稍重	17:25	3歳条件　未勝利		2011-5-12	2	門別	2	(馬齢)		9.0	310.0	1.0	9.0	160	3.0	7.0	200	5.0	7-9	1190.0	6.0	9=>7	2450.0	10.0	7-9-10	990.0	3.0	9=>7=>10	7330.0	21.0			(10,9),7,(2,4,11),6,1,5-3,8	10,(9,7),(2,4),(6,11),1,5,3-8			10.0	110.0	1.0	6-7	1310.0	7.0									
201130051206	ダ	右	1200	晴	稍重	18:00	JRA認定フレッシュ		2011-5-12	2	門別	2	(馬齢)		1.0	330.0	3.0	1.0	150	2.0	2.0	490	7.0	1-2	3290.0	10.0	1=>2	3060.0	11.0	1-2-3	13110.0	36.0	1=>2=>3	57720.0	156.0			4,(5,9),7,2,8,6,3,1	(4,7),9,(2,5),8,6,3,1			3.0	370.0	6.0	1-2	1680.0	7.0									
201130051207	ダ	右	1200	晴	稍重	18:30	3歳条件　4ー1組		2011-5-12	2	門別	2	100万円以下	(馬齢)	9.0	10670.0	9.0	9.0	810	8.0	6.0	120	1.0	6-9	13550.0	28.0	9=>6	19970.0	52.0	6-7-9	14300.0	43.0	9=>6=>7	251640.0	411.0			6,4,(3,5,8),9,7,(1,12),11,10,2	6,4,5,3,(9,8),7,1,(11,12),10,2			7.0	160.0	3.0	5-7	1270.0	7.0									
201130051208	ダ	右	1700	晴	稍重	19:00	エメラルド特別 		2011-5-12	2	門別	2	160万円以下	(馬齢)	4.0	1230.0	5.0	4.0	230	2.0	2.0	340	5.0	2-4	8240.0	18.0	4=>2	11090.0	32.0	1-2-4	13400.0	33.0	4=>2=>1	113980.0	207.0	6,4,(7,11),(1,5,9),(8,10),3-2	6,4,7,11,1,(5,9),(8,10),3-2	(6,4),11,7,1,(5,9),8,10,3,2	(6,4),11,(1,9),(5,10),7,(3,8,2)			1.0	260.0	4.0	2-4	18580.0	23.0									
201130051209	ダ	右	1200	晴	稍重	19:30	応援ビヤパーティーA 		2011-5-12	2	門別	2	160万円以下	(馬齢)	3.0	630.0	3.0	3.0	160	4.0	4.0	160	3.0	3-4	2580.0	8.0	3=>4	4270.0	15.0	1-3-4	1170.0	4.0	3=>4=>1	12590.0	33.0			(3,8),(10,11),9,(4,5),(1,6),2=7	(3,8),(10,11),(9,5),4,(1,6),2=7			1.0	120.0	1.0	3-4	2080.0	7.0									
