	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気
200005010111	ダ	左	1400	晴	良	15:40	銀嶺ステークス 		2000-1-29	1	東京	1	4歳以上オープン	(混)[指](別定)	3	1220	6	3	350	8	4	250	4	5.0	130	1.0	3-3	3770	16	3-4	4060.0	17.0	3-4	1,220	18.0	3-5	700	8.0	4-5	430	2.0					12.5 - 11.2 - 11.7 - 11.8 - 11.9 - 12.1 - 12.3	12.5 - 23.7 - 35.4 - 47.2 - 59.1 - 71.2 - 83.5 (12.5-12.5)									
200005010112	ダ	左	1400	晴	良	16:15	4歳以上900万下		2000-1-29	1	東京	1	4歳以上900万下	[指](別定)	13	140	1	13	110	1	6	700	8	8.0	610	7.0	4-8	3150	9	6-13	3010.0	9.0	6-13	1,070	10.0	8-13	850	9.0	6-8	6,950	43.0					12.8 - 11.2 - 11.9 - 12.0 - 12.2 - 12.0 - 12.3	12.8 - 24.0 - 35.9 - 47.9 - 60.1 - 72.1 - 84.4 (12.8-12.8)									
200005010201	ダ	左	1400	晴	良	10:00	4歳未勝利		2000-1-30	1	東京	2	4歳未勝利	(混)[指](馬齢)	7	610	4	7	120	3	3	110	2	8.0	100	1.0	3-7	1000	5	3-7	1000.0	5.0	3-7	280	5.0	7-8	230	3.0	3-8	170	1.0					13.2 - 12.0 - 12.6 - 12.7 - 12.6 - 12.0 - 12.5	13.2 - 25.2 - 37.8 - 50.5 - 63.1 - 75.1 - 87.6 (13.2-13.2)									
200005010202	ダ	左	1400	晴	良	10:25	4歳新馬		2000-1-30	1	東京	2	4歳新馬	[指](馬齢)	6	1560	4	6	350	4	5	200	3	11.0	580	8.0	4-4	3980	17	5-6	4000.0	16.0	5-6	1,070	12.0	6-11	2,710	30.0	5-11	1,490	20.0					12.9 - 11.1 - 11.9 - 12.4 - 12.6 - 12.8 - 13.1	12.9 - 24.0 - 35.9 - 48.3 - 60.9 - 73.7 - 86.8 (12.9-12.9)									
200005010203	ダ	左	1600	晴	良	10:50	4歳未勝利		2000-1-30	1	東京	2	4歳未勝利	[指](馬齢)	3	200	1	3	110	1	7	120	2	6.0	190	5.0	3-7	280	1																	12.9 - 11.0 - 11.8 - 12.2 - 12.8 - 13.1 - 12.5 - 12.6	12.9 - 23.9 - 35.7 - 47.9 - 60.7 - 73.8 - 86.3 - 98.9 (12.9-12.9)									
200005010204	ダ	左	1200	晴	良	11:15	4歳新馬		2000-1-30	1	東京	2	4歳新馬	(混)[指](馬齢)	9	460	4	9	190	4	3	1,100	9	14.0	150	1.0	2-5	3690	11	3-9	6890.0	20.0	3-9	1,840	19.0	9-14	390	3.0	3-14	2,480	24.0					12.5 - 11.2 - 11.8 - 12.5 - 12.7 - 13.6	12.5 - 23.7 - 35.5 - 48.0 - 60.7 - 74.3 (12.5-12.5)									
200005010205	ダ	左	1600	晴	良	11:45	4歳新馬		2000-1-30	1	東京	2	4歳新馬	(混)[指](馬齢)	10	470	2	10	190	4	14	140	1	5.0	270	5.0	5-7	720	1	10-14	770.0	1.0	10-14	350	1.0	5-10	860	12.0	5-14	580	4.0					12.8 - 11.7 - 12.7 - 13.0 - 13.4 - 12.9 - 12.4 - 12.3	12.8 - 24.5 - 37.2 - 50.2 - 63.6 - 76.5 - 88.9 - 101.2 (12.8-12.8)									
200005010206	ダ	左	1200	晴	良	12:45	4歳500万下		2000-1-30	1	東京	2	4歳500万下	(混)(特指)(馬齢)	3	510	3	3	240	4	1	260	5	5.0	160	1.0	1-3	1140	4	1-3	2310.0	11.0	1-3	870	12.0	3-5	630	4.0	1-5	660	5.0					12.4 - 11.0 - 12.0 - 12.6 - 12.4 - 13.0	12.4 - 23.4 - 35.4 - 48.0 - 60.4 - 73.4 (12.4-12.4)									
200005010207	ダ	左	1600	晴	良	13:15	4歳以上500万下		2000-1-30	1	東京	2	4歳以上500万下	牝[指](別定)	6	270	1	6	140	2	5	150	3	15.0	260	4.0	3-3	630	2	5-6	690.0	2.0	5-6	300	2.0	6-15	650	4.0	5-15	830	10.0					12.8 - 11.4 - 12.2 - 12.6 - 12.6 - 12.7 - 12.6 - 12.8	12.8 - 24.2 - 36.4 - 49.0 - 61.6 - 74.3 - 86.9 - 99.7 (12.8-12.8)									
200005010208	ダ	左	2100	晴	良	13:45	4歳以上900万下		2000-1-30	1	東京	2	4歳以上900万下	(混)[指](別定)	8	1830	6	8	250	6	4	110	1	2.0	160	3.0	4-8	440	2	4-8	1140.0	5.0	4-8	470	7.0	2-8	930	14.0	2-4	240	2.0					7.4 - 11.7 - 12.5 - 12.7 - 12.3 - 12.9 - 13.5 - 13.0 - 12.8 - 12.0 - 12.6	7.4 - 19.1 - 31.6 - 44.3 - 56.6 - 69.5 - 83.0 - 96.0 - 108.8 - 120.8 - 133.4 (7.4-7.4)									
200005010209	芝	左	1400	晴	良	14:20	クロッカスステークス 		2000-1-30	1	東京	2	4歳オープン	(混)(特指)(別定)	5	150	1	5	110	1	2	180	2				2-5	410	2																	12.5 - 11.3 - 11.6 - 11.9 - 12.1 - 11.4 - 12.0	12.5 - 23.8 - 35.4 - 47.3 - 59.4 - 70.8 - 82.8 (12.5-12.5)									
200005010210	芝	左	2000	晴	良	15:00	白嶺ステークス 		2000-1-30	1	東京	2	4歳以上1600万下	(混)[指](ハンデ)	5	600	3	5	220	3	6	170	2	4.0	370	8.0	4-4	1640	9	5-6	1610.0	3.0	5-6	660	5.0	4-5	1,300	16.0	4-6	1,330	18.0					12.8 - 11.9 - 11.7 - 11.6 - 12.2 - 12.2 - 12.5 - 11.9 - 11.3 - 11.9	12.8 - 24.7 - 36.4 - 48.0 - 60.2 - 72.4 - 84.9 - 96.8 - 108.1 - 120.0 (12.8-12.8)									
200005010211	芝	左	1600	晴	良	15:40	東京新聞杯	G3	2000-1-30	1	東京	2	4歳以上オープン	(混)[指](別定)	13	2670	7	13	430	6	5	440	7	8.0	320	4.0	3-7	3300	11	5-13	9700.0	27.0	5-13	1,800	19.0	8-13	1,640	17.0	5-8	1,860	20.0					12.3 - 10.8 - 11.1 - 11.6 - 12.1 - 12.0 - 11.4 - 12.3	12.3 - 23.1 - 34.2 - 45.8 - 57.9 - 69.9 - 81.3 - 93.6 (12.3-12.3)									
200005010301	ダ	左	1400	晴	良	10:00	4歳未勝利		2000-2-5	1	東京	3	4歳未勝利	牝[指](馬齢)	6	1340	5	6	260	5	3	120	1	7.0	330	6.0	3-4	730	3	3-6	1230.0	4.0	3-6	520	4.0	6-7	1,840	23.0	3-7	710	9.0					12.7 - 11.2 - 11.9 - 12.9 - 13.0 - 13.0 - 13.2	12.7 - 23.9 - 35.8 - 48.7 - 61.7 - 74.7 - 87.9 (12.7-12.7)									
200005010302	ダ	左	1200	晴	良	10:25	4歳未勝利		2000-2-5	1	東京	3	4歳未勝利	(混)[指](馬齢)	2	200	1	2	110	1	7	150	3	16.0	160	4.0	1-4	480	2	2-7	530.0	1.0	2-7	240	1.0	2-16	270	3.0	7-16	430	5.0					12.8 - 11.3 - 12.3 - 12.7 - 12.5 - 12.8	12.8 - 24.1 - 36.4 - 49.1 - 61.6 - 74.4 (12.8-12.8)									
200005010303	ダ	左	1400	晴	良	10:50	4歳新馬		2000-2-5	1	東京	3	4歳新馬	(混)[指](馬齢)	13	410	2	13	130	2	10	110	1	1.0	150	3.0	6-8	240	1	10-13	450.0	1.0	10-13	210	1.0	1-13	440	5.0	1-10	260	2.0					12.5 - 11.1 - 12.0 - 12.6 - 12.8 - 12.6 - 12.9	12.5 - 23.6 - 35.6 - 48.2 - 61.0 - 73.6 - 86.5 (12.5-12.5)									
200005010304	ダ	左	1200	晴	良	11:15	4歳新馬		2000-2-5	1	東京	3	4歳新馬	牝[指](馬齢)	15	670	4	15	190	4	10	140	1	6.0	390	6.0	5-8	590	2	10-15	1060.0	4.0	10-15	450	5.0	6-15	1,530	17.0	6-10	1,030	10.0					12.9 - 11.7 - 12.4 - 12.8 - 12.2 - 12.5	12.9 - 24.6 - 37.0 - 49.8 - 62.0 - 74.5 (12.9-12.9)									
200005010305	芝	左	1600	晴	良	11:45	4歳新馬		2000-2-5	1	東京	3	4歳新馬	[指](馬齢)	4	300	1	4	150	1	7	670	9	15.0	230	4.0	2-4	720	2	4-7	6430.0	22.0	4-7	1,930	23.0	4-15	610	4.0	7-15	3,870	34.0					12.9 - 11.8 - 12.6 - 12.9 - 12.7 - 11.9 - 11.2 - 11.5	12.9 - 24.7 - 37.3 - 50.2 - 62.9 - 74.8 - 86.0 - 97.5 (12.9-12.9)									
200005010306	ダ	左	1200	晴	良	12:45	4歳以上500万下		2000-2-5	1	東京	3	4歳以上500万下	[指](別定)	2	12910	11	2	3,430	14	11	150	2	15.0	130	1.0	1-6	2180	11	2-11	51260.0	53.0	2-11	12,670	56.0	2-15	8,350	48.0	11-15	340	1.0					12.5 - 11.0 - 11.8 - 12.5 - 12.4 - 12.6	12.5 - 23.5 - 35.3 - 47.8 - 60.2 - 72.8 (12.5-12.5)									
200005010307	ダ	左	1600	晴	良	13:15	4歳以上500万下		2000-2-5	1	東京	3	4歳以上500万下	(混)[指](別定)	16	240	1	16	110	1	8	120	2	11.0	510	8.0	4-8	330	1	8-16	340.0	1.0	8-16	180	1.0	11-16	1,110	14.0	8-11	1,260	17.0					12.7 - 11.5 - 12.5 - 13.1 - 12.5 - 12.4 - 12.1 - 12.6	12.7 - 24.2 - 36.7 - 49.8 - 62.3 - 74.7 - 86.8 - 99.4 (12.7-12.7)									
200005010308	障		3300	晴	良  ダート	13:45	春麗ジャンプS 		2000-2-5	1	東京	3	障害4歳以上オープン	(混)(別定)	8	540	3	8	170	3	11	120	1	3.0	340	6.0	6-7	520	2	8-11	570.0	2.0	8-11	290	2.0	3-8	1,250	19.0	3-11	670	7.0															
200005010309	芝	左	1600	晴	良	14:20	うぐいす賞 		2000-2-5	1	東京	3	4歳500万下	(混)(特指)(馬齢)	5	170	1	5	100	1	6	140	2	2.0	240	5.0	3-3	350	1	5-6	350.0	1.0	5-6	180	1.0	2-5	420	5.0	2-6	680	9.0					12.7 - 11.7 - 12.2 - 12.4 - 12.6 - 12.1 - 11.4 - 12.0	12.7 - 24.4 - 36.6 - 49.0 - 61.6 - 73.7 - 85.1 - 97.1 (12.7-12.7)									
200005010310	ダ	左	2100	晴	良	15:00	金蹄ステークス 		2000-2-5	1	東京	3	4歳以上1600万下	(混)[指](別定)	6	530	3	6	210	3	15	2,010	15	12.0	150	2.0	3-8	3400	15	6-15	33090.0	62.0	6-15	8,070	71.0	6-12	390	2.0	12-15	4,090	40.0					7.2 - 11.2 - 12.5 - 12.9 - 12.8 - 12.9 - 13.0 - 12.5 - 12.5 - 12.1 - 12.2	7.2 - 18.4 - 30.9 - 43.8 - 56.6 - 69.5 - 82.5 - 95.0 - 107.5 - 119.6 - 131.8 (7.2-7.2)									
200005010311	芝	左	2000	晴	良	15:40	白富士ステークス 		2000-2-5	1	東京	3	4歳以上オープン	(混)[指](別定)	7	150	1	7	100	1	1	190	3	4.0	230	5.0	1-6	500	2	1-7	580.0	2.0	1-7	280	2.0	4-7	360	4.0	1-4	860	11.0					12.9 - 12.1 - 11.7 - 12.0 - 12.2 - 12.1 - 12.2 - 12.0 - 11.3 - 11.8	12.9 - 25.0 - 36.7 - 48.7 - 60.9 - 73.0 - 85.2 - 97.2 - 108.5 - 120.3 (12.9-12.9)									
200005010401	ダ	左	1400	晴	良	10:00	4歳未勝利		2000-2-6	1	東京	4	4歳未勝利	(市)(抽)[指](馬齢)	13	800	3	13	230	4	3	190	2	12.0	250	5.0	3-8	1420	5	3-13	1780.0	7.0	3-13	580	7.0	12-13	820	10.0	3-12	570	6.0					12.9 - 11.5 - 12.2 - 12.9 - 13.1 - 12.6 - 12.9	12.9 - 24.4 - 36.6 - 49.5 - 62.6 - 75.2 - 88.1 (12.9-12.9)									
200005010402	ダ	左	1200	晴	良	10:25	4歳未勝利		2000-2-6	1	東京	4	4歳未勝利	[指](馬齢)	10	970	4	10	230	4	5	160	2	3.0	780	7.0	3-5	610	3	5-10	1660.0	6.0	5-10	680	7.0	3-10	2,670	24.0	3-5	1,510	15.0					12.7 - 11.5 - 12.3 - 12.5 - 12.8 - 12.9	12.7 - 24.2 - 36.5 - 49.0 - 61.8 - 74.7 (12.7-12.7)									
200005010403	ダ	左	1400	晴	良	10:50	4歳新馬		2000-2-6	1	東京	4	4歳新馬	(父)[指](馬齢)	5	170	1	5	110	1	3	180	3	6.0	390	6.0	3-4	720	2	3-5	720.0	2.0	3-5	330	2.0	5-6	770	9.0	3-6	1,350	16.0					12.6 - 11.3 - 12.1 - 12.4 - 12.8 - 12.4 - 12.6	12.6 - 23.9 - 36.0 - 48.4 - 61.2 - 73.6 - 86.2 (12.6-12.6)									
200005010404	ダ	左	1600	曇	良	11:15	4歳未勝利		2000-2-6	1	東京	4	4歳未勝利	(混)[指](馬齢)	7	150	1	7	120	1	2	270	4	14.0	2,070	13.0	1-4	530	3	2-7	660.0	3.0	2-7	360	3.0	7-14	2,620	24.0	2-14	9,830	53.0					12.5 - 11.0 - 11.6 - 12.2 - 12.6 - 13.4 - 13.1 - 13.4	12.5 - 23.5 - 35.1 - 47.3 - 59.9 - 73.3 - 86.4 - 99.8 (12.5-12.5)									
200005010405	障		2950	曇	良  ダート	11:45	障害4歳以上未勝利		2000-2-6	1	東京	4	障害4歳以上未勝利	(馬齢)	12	270	1	12	120	1	14	190	4	9.0	130	2.0	7-8	920	4	12-14	1000.0	4.0	12-14	430	4.0	9-12	270	1.0	9-14	570	5.0															
200005010406	ダ	左	1600	曇	良	12:45	4歳新馬		2000-2-6	1	東京	4	4歳新馬	(混)[指](馬齢)	3	270	2	3	190	2	10	760	7	14.0	1,390	11.0	2-6	360	1	3-10	4620.0	14.0	3-10	1,490	15.0	3-14	3,070	31.0	10-14	13,490	70.0					12.8 - 11.2 - 12.4 - 12.9 - 13.1 - 13.0 - 12.8 - 12.8	12.8 - 24.0 - 36.4 - 49.3 - 62.4 - 75.4 - 88.2 - 101.0 (12.8-12.8)									
200005010407	ダ	左	1400	曇	良	13:15	4歳500万下		2000-2-6	1	東京	4	4歳500万下	牝(特指)(馬齢)	10	3820	8	10	590	8	13	370	6	3.0	120	1.0	6-8	11460	24	10-13	17450.0	32.0	10-13	2,980	31.0	3-10	1,030	12.0	3-13	580	5.0					12.8 - 11.4 - 12.5 - 13.0 - 12.9 - 12.2 - 12.2	12.8 - 24.2 - 36.7 - 49.7 - 62.6 - 74.8 - 87.0 (12.8-12.8)									
200005010408	ダ	左	1400	曇	良	13:45	4歳以上500万下		2000-2-6	1	東京	4	4歳以上500万下	(混)[指](別定)	10	1560	8	10	380	5	2	350	4	13.0	410	7.0	2-6	3020	14	2-10	4960.0	21.0	2-10	1,460	20.0	10-13	1,640	25.0	2-13	1,560	22.0					12.4 - 11.0 - 11.7 - 12.3 - 13.1 - 12.6 - 13.2	12.4 - 23.4 - 35.1 - 47.4 - 60.5 - 73.1 - 86.3 (12.4-12.4)									
200005010409	芝	左	1600	曇	良	14:20	節分賞 		2000-2-6	1	東京	4	4歳以上900万下	(混)[指](別定)	7	180	1	7	130	1	9	1,280	11	10.0	890	9.0	4-5	2320	9	7-9	5790.0	21.0	7-9	2,040	25.0	7-10	1,580	18.0	9-10	12,400	72.0					12.5 - 11.4 - 11.9 - 12.4 - 12.5 - 12.0 - 11.1 - 12.0	12.5 - 23.9 - 35.8 - 48.2 - 60.7 - 72.7 - 83.8 - 95.8 (12.5-12.5)									
200005010410	芝	左	1400	曇	良	15:00	テレビ山梨杯 		2000-2-6	1	東京	4	4歳以上1600万下	(混)[指](ハンデ)	9	300	2	9	150	1	1	600	9	7.0	1,550	12.0	1-6	2560	10	1-9	3650.0	15.0	1-9	1,260	15.0	7-9	3,130	37.0	1-7	8,680	69.0					12.7 - 11.5 - 12.0 - 11.9 - 11.6 - 11.1 - 12.0	12.7 - 24.2 - 36.2 - 48.1 - 59.7 - 70.8 - 82.8 (12.7-12.7)									
200005010411	芝	左	1800	曇	良	15:40	共同通信杯4歳S	G3	2000-2-6	1	東京	4	4歳オープン	(混)(特指)(別定)	11	620	4	11	200	3	10	430	6	1.0	230	4.0	8-8	4890	16	10-11	4920.0	18.0	10-11	1,340	16.0	1-11	710	7.0	1-10	1,890	23.0					12.7 - 11.4 - 11.9 - 12.4 - 12.6 - 12.9 - 12.3 - 11.4 - 12.1	12.7 - 24.1 - 36.0 - 48.4 - 61.0 - 73.9 - 86.2 - 97.6 - 109.7 (12.7-12.7)									
200005010412	ダ	左	1600	曇	良	16:15	4歳以上900万下		2000-2-6	1	東京	4	4歳以上900万下	(混)[指](別定)	6	800	6	6	260	5	12	210	3	4.0	470	7.0	3-6	910	5	6-12	1840.0	8.0	6-12	680	7.0	4-6	1,790	19.0	4-12	1,500	18.0					12.6 - 11.0 - 11.7 - 12.6 - 13.0 - 12.8 - 12.0 - 12.0	12.6 - 23.6 - 35.3 - 47.9 - 60.9 - 73.7 - 85.7 - 97.7 (12.6-12.6)									
200005010501	ダ	左	1400	晴	良	10:00	4歳未勝利		2000-2-12	1	東京	5	4歳未勝利	(父)[指](馬齢)	12	150	1	12	100	1	13	110	2	6.0	180	4.0	7-8	240	1	12-13	260.0	1.0	12-13	160	1.0	6-12	360	3.0	6-13	600	9.0					12.9 - 11.4 - 12.2 - 12.6 - 12.9 - 12.6 - 12.8	12.9 - 24.3 - 36.5 - 49.1 - 62.0 - 74.6 - 87.4 (12.9-12.9)									
200005010502	ダ	左	1200	晴	良	10:25	4歳未勝利		2000-2-12	1	東京	5	4歳未勝利	[指](馬齢)	3	330	2	3	160	3	10	130	1	4.0	850	9.0	3-6	600	2	3-10	680.0	2.0	3-10	300	1.0	3-4	1,970	23.0	4-10	2,100	29.0					12.8 - 11.6 - 12.1 - 12.4 - 12.0 - 12.9	12.8 - 24.4 - 36.5 - 48.9 - 60.9 - 73.8 (12.8-12.8)									
200005010503	ダ	左	1200	晴	良	10:50	4歳新馬		2000-2-12	1	東京	5	4歳新馬	(混)[指](馬齢)	13	190	1	13	100	1	4	130	2	15.0	230	4.0	3-7	290	1	4-13	330.0	1.0	4-13	200	1.0	13-15	480	5.0	4-15	810	12.0					12.7 - 11.1 - 11.8 - 12.5 - 12.2 - 12.9	12.7 - 23.8 - 35.6 - 48.1 - 60.3 - 73.2 (12.7-12.7)									
200005010504	ダ	左	1600	晴	良	11:15	4歳未勝利		2000-2-12	1	東京	5	4歳未勝利	(混)[指](馬齢)	5	490	4	5	160	2	3	160	3	10.0	240	5.0	2-3	420	1	3-5	1130.0	5.0	3-5	460	5.0	5-10	690	8.0	3-10	700	9.0					13.1 - 11.9 - 12.0 - 12.5 - 12.5 - 12.7 - 12.2 - 12.7	13.1 - 25.0 - 37.0 - 49.5 - 62.0 - 74.7 - 86.9 - 99.6 (13.1-13.1)									
200005010505	障		2950	晴	良  ダート	11:45	障害4歳以上未勝利		2000-2-12	1	東京	5	障害4歳以上未勝利	(混)(馬齢)	4	250	1	4	120	1	7	160	3	9.0	230	5.0	3-5	470	2	4-7	500.0	2.0	4-7	270	2.0	4-9	450	5.0	7-9	790	11.0															
200005010506	ダ	左	1600	晴	良	12:45	4歳新馬		2000-2-12	1	東京	5	4歳新馬	[指](馬齢)	5	420	2	5	190	2	11	190	3	7.0	410	6.0	3-6	1000	4	5-11	1550.0	6.0	5-11	630	7.0	5-7	1,220	12.0	7-11	1,560	18.0					12.9 - 11.1 - 12.1 - 12.7 - 13.3 - 13.2 - 12.9 - 13.0	12.9 - 24.0 - 36.1 - 48.8 - 62.1 - 75.3 - 88.2 - 101.2 (12.9-12.9)									
200005010507	ダ	左	1400	晴	良	13:15	4歳以上500万下		2000-2-12	1	東京	5	4歳以上500万下	(父)[指](別定)	4	340	2	4	150	2	8	210	3	3.0	330	6.0	3-5	720	3	4-8	1120.0	4.0	4-8	450	4.0	3-4	740	9.0	3-8	980	12.0					12.9 - 11.1 - 11.7 - 12.1 - 12.6 - 12.6 - 13.0	12.9 - 24.0 - 35.7 - 47.8 - 60.4 - 73.0 - 86.0 (12.9-12.9)									
200005010508	ダ	左	1200	晴	良	13:45	4歳以上500万下		2000-2-12	1	東京	5	4歳以上500万下	(混)[指](別定)	6	1060	3	6	300	4	9	110	1	3.0	740	8.0	4-6	710	2	6-9	820.0	2.0	6-9	400	2.0	3-6	3,440	31.0	3-9	1,150	13.0					12.6 - 10.8 - 11.7 - 12.5 - 12.2 - 12.4	12.6 - 23.4 - 35.1 - 47.6 - 59.8 - 72.2 (12.6-12.6)									
200005010509	芝	左	2400	晴	良	14:20	ゆりかもめ賞 		2000-2-12	1	東京	5	4歳500万下	(混)(特指)(馬齢)	12	180	1	12	100	1	13	140	2	9.0	140	3.0	7-8	440	1	12-13	460.0	1.0	12-13	220	1.0	9-12	240	2.0	9-13	370	3.0					13.5 - 11.7 - 12.9 - 13.2 - 13.5 - 12.8 - 12.6 - 12.2 - 12.1 - 12.3 - 11.9 - 12.0	13.5 - 25.2 - 38.1 - 51.3 - 64.8 - 77.6 - 90.2 - 102.4 - 114.5 - 126.8 - 138.7 - 150.7 (13.5-13.5)									
200005010510	ダ	左	1600	晴	良	15:00	大島特別 		2000-2-12	1	東京	5	4歳以上900万下	(混)[指](別定)	13	430	2	13	120	2	15	170	3	6.0	100	1.0	7-8	1400	5	13-15	1510.0	5.0	13-15	430	5.0	6-13	180	1.0	6-15	300	2.0					12.9 - 11.5 - 11.9 - 12.0 - 12.1 - 12.4 - 12.2 - 12.4	12.9 - 24.4 - 36.3 - 48.3 - 60.4 - 72.8 - 85.0 - 97.4 (12.9-12.9)									
