	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201030082510	ダ	右	1200	曇	重	20:30	ルールオブロー賞 		2010-8-25	9	門別	5	800万円以下	(ハンデ)	7.0	240.0	2.0	7.0	190	2.0	3.0	200	3.0	3-7	520.0	3.0	7=>3	1080.0	6.0	3-6-7	180.0	1.0	7=>3=>6	1440.0	5.0			6,2,3,(1,7),4,5	6,2,(1,3,7),(5,4)																	
201030082601	ダ	右	1200	曇	稍重	15:50	2歳　未勝利		2010-8-26	9	門別	6	(馬齢)		7.0	490.0	2.0	7.0	100	1.0	8.0	100	2.0	7-8	130.0	1.0	7=>8	470.0	2.0	1-7-8	360.0	1.0	7=>8=>1	1560.0	4.0			12846753	(1,2),8,4,7,6,5,3			1.0	160	3.0												
201030082602	ダ	右	1200	曇	稍重	16:20	C3　ー6組		2010-8-26	9	門別	6	80万円以下	(馬齢)	3.0	320.0	2.0	3.0	120	1.0	12.0	220	4.0	3-12	2030.0	8.0	3=>12	1820.0	7.0	3-11-12	18090.0	44.0	3=>12=>11	56050.0	143.0			1,6,5,7,12,2,8,4,11,9,(3,10)	1,6,(12,7),5,2,4,(8,11),3,9,10			11.0	610	7.0	3-8	1210.0	5.0									
201030082603	ダ	右	1000	曇	稍重	16:50	JRA認定アタックチ		2010-8-26	9	門別	6	牝(馬齢)		6.0	330.0	2.0	6.0	160	3.0	9.0	160	5.0	6-9	730.0	4.0	6=>9	1530.0	9.0	6-9-10	640.0	1.0	6=>9=>10	3510.0	10.0			(2,4,8,9),(3,5,6,7),1,10	2,4,6,9,(3,8),5,7,10,1			10.0	150	2.0	6-8	340.0	2.0									
201030082604	ダ	右	1700	曇	稍重	17:20	ひだか応援隊hーke		2010-8-26	9	門別	6	80万円以下	(馬齢)	9.0	190.0	1.0	9.0	110	1.0	12.0	160	3.0	9-12	1090.0	4.0	9=>12	1400.0	5.0	4-9-12	41770.0	59.0	9=>12=>4	118050.0	192.0	4,6,2,(8,12),1,(3,9),10,7,11,5	4,(2,6),12,(1,8),9,3,10,7,11,5	4,2,(6,12,9),1,8,10,3,7,5,11	4,12,9,2,(1,10),6,(3,8,7),(11,5)			4.0	1,830	11.0	7-8	800.0	3.0									
201030082605	ダ	右	1200	曇	稍重	17:55	JRA認定フレッシュ		2010-8-26	9	門別	6	(馬齢)		4.0	220.0	1.0	4.0	160	3.0	9.0	100	1.0	4-9	290.0	1.0	4=>9	600.0	1.0	2-4-9	6190.0	16.0	4=>9=>2	12740.0	40.0			(8,9),(4,10)-2,6,5,3-1	(8,9),4,10,2,6,5,3,1			2.0	330	6.0	4-8	300.0	1.0									
201030082606	ダ	右	1000	曇	稍重	18:25	ウィナーズチャレンジ 		2010-8-26	9	門別	6	(馬齢)		8.0	2100.0	6.0	8.0	300	4.0	11.0	310	5.0	8-11	5810.0	14.0	8=>11	11940.0	27.0	5-8-11	47670.0	86.0	8=>11=>5	542640.0	530.0			8,3,11,5,1,6,(10,7),4,2,9	8,3,11,5,(1,7),6,10,(4,9),2			5.0	1,390	9.0	7-8	720.0	3.0									
201030082607	ダ	右	1000	曇	稍重	18:55	ブックネットワン賞		2010-8-26	9	門別	6	80万円以下	(馬齢)	5.0	140.0	1.0	5.0	100	1.0	1.0	120	2.0	1-5	620.0	3.0	5=>1	780.0	4.0	1-4-5	1420.0	6.0	5=>1=>4	3570.0	12.0			7,(2,5),1,(4,9),8,3,6	7,(2,5),1,4,9,3,8,6			4.0	170	5.0	1-5	670.0	4.0									
201030082608	ダ	右	1200	曇	稍重	19:25	つぼ八特別 		2010-8-26	9	門別	6	400万円以下	(別定)	1.0	170.0	1.0	1.0	100	1.0	7.0	170	3.0	1-7	500.0	2.0	1=>7	820.0	3.0	1-7-9	1880.0	6.0	1=>7=>9	5080.0	15.0			1,3,(4,5,6),7,8,9,2	1,4,(5,6),7,3,8,(2,9)			9.0	190	4.0	1-7	580.0	3.0									
201030082609	ダ	右	2000	曇	稍重	19:55	JAむかわほほえみ特 		2010-8-26	9	門別	6	800万円以下	(ハンデ)	4.0	370.0	2.0	4.0	250	2.0	2.0	370	5.0	2-4	880.0	4.0	4=>2	1740.0	8.0	2-4-6	6370.0	19.0	4=>2=>6	23160.0	67.0	7651243	7,5,6-1,2-4,3	7,(6,5),2,1,4,3	7,(6,5),1,(2,4),3																	
201030082610	ダ	右	1800	曇	稍重	20:30	アルカセット賞 		2010-8-26	9	門別	6	(別定)		2.0	620.0	5.0	2.0	180	3.0	6.0	180	2.0	2-6	1070.0	3.0	2=>6	1870.0	5.0	2-3-6	7690.0	26.0	2=>6=>3	36700.0	139.0	2,5,6,(3,8),11,7,9,12,(1,10)	5,2,6,(3,8),11,7,9,12,10,1	5,(2,6),(3,8),7,9,11,10,12-1	(5,2,6),(3,8),(9,7),10,12,11,1			3.0	380	7.0	2-5	1140.0	7.0									
201030083101	ダ	右	1000	晴	良	15:20	C3　ー5組		2010-8-31	10	門別	1	80万円以下	(馬齢)	2.0	2790.0	4.0	2.0	240	3.0	7.0	250	4.0	2-7	3820.0	10.0	2=>7	10150.0	17.0	2-4-7	20490.0	43.0	2=>7=>4	102620.0	175.0			4,(7,10),3,(2,1,6),8,5,(9,11),12	(4,7),10,3,(2,1),6,8,5,(9,11),12			4.0	1,200	10.0	2-6	5950.0	12.0									
201030083102	ダ	右	1200	晴	良	15:50	C3　ー4組		2010-8-31	10	門別	1	80万円以下	(馬齢)	8.0	210.0	1.0	8.0	140	4.0	2.0	120	2.0	2-8	810.0	5.0	8=>2	1710.0	9.0	1-2-8	880.0	3.0	8=>2=>1	5600.0	21.0			2,8,1,10,6,4,(3,7,9),5	(2,8),1,10,6,4,9,(3,5,7)			1.0	100	1.0	2-7	300.0	1.0									
201030083103	ダ	右	1200	曇	良	16:20	C3　ー3組		2010-8-31	10	門別	1	80万円以下	(馬齢)	6.0	130.0	1.0	6.0	100	1.0	3.0	140	3.0	3-6	300.0	2.0	6=>3	350.0	1.0	2-3-6	440.0	2.0	6=>3=>2	1020.0	2.0			(6,9),5,3,2,4,7,1,8	(6,9),5,3-(2,7),4,1,8			2.0	170	4.0	3-6	250.0	1.0									
201030083104	ダ	右	1700	晴	良	16:50	ひだか応援隊hーke		2010-8-31	10	門別	1	1200万円以下	(別定)	2.0	250.0	2.0	2.0	110	2.0	1.0	260	6.0	1-2	6040.0	12.0	2=>1	20530.0	28.0	1-2-5	1500.0	6.0	2=>1=>5	34010.0	77.0	(2,4),(5,6),1,7,8	4,2,(5,6),1=8,7	(2,5),4,6,1-8,7	(2,5),(4,1),6-8-7			5.0	100	1.0												
201030083105	ダ	右	1000	晴	良	17:20	JRA認定アタックチ		2010-8-31	10	門別	1	(馬齢)		5.0	110.0	1.0	5.0	100	1.0	7.0	130	2.0	5-7	460.0	3.0	5=>7	570.0	2.0	1-5-7	2560.0	9.0	5=>7=>1	4590.0	12.0			5,6,7,(1,9),(2,3),4,8	5,6,7,1,9,(2,3)-4,8			1.0	330	6.0	5-7	410.0	2.0									
201030083106	ダ	右	1700	晴	良	17:55	JRA認定アタックチ		2010-8-31	10	門別	1	(馬齢)		8.0	350.0	2.0	8.0	110	1.0	5.0	120	2.0	5-8	320.0	1.0	8=>5	740.0	2.0	1-5-8	700.0	1.0	8=>5=>1	2510.0	2.0	8,9,(1,4),3,7,5,6,2	8,9,(1,4),3,7,5,(2,6)	8,(9,4),1,7,(3,5),(2,6)	8,(9,4),1,7,5,3,2,6			1.0	220	5.0	5-8	240.0	1.0									
201030083107	ダ	右	1200	晴	良	18:25	リンドウ特別 		2010-8-31	10	門別	1	130万円以下	(馬齢)	8.0	300.0	2.0	8.0	130	2.0	2.0	130	3.0	2-8	570.0	3.0	8=>2	1220.0	3.0	2-3-8	1140.0	6.0	8=>2=>3	4960.0	19.0			2,7,8,(1,4,5),6,3	(2,8),7,4,1,5,6,3			3.0	170	4.0												
201030083108	ダ	右	1700	晴	良	19:05	北海道えぞ松特別 		2010-8-31	10	門別	1	130万円以下	(馬齢)	3.0	350.0	2.0	3.0	110	2.0	2.0	100	1.0	2-3	260.0	1.0	3=>2	670.0	2.0	2-3-4	470.0	2.0	3=>2=>4	2170.0	5.0	(9,2,7),3,(5,6),(1,4),8	9,2,(3,7),(1,6),(4,5),8	(2,3),(9,6,7),4,1,5,8	(2,3)-(6,7),(9,4,1),5,8			4.0	120	3.0	2-3	220.0	1.0									
201030083109	ダ	右	1200	晴	良	19:45	北海道馬主会日高馬主 		2010-8-31	10	門別	1	130万円以下	(馬齢)	7.0	130.0	1.0	7.0	100	1.0	1.0	100	2.0	1-7	140.0	1.0	7=>1	170.0	1.0	1-3-7	530.0	2.0	7=>1=>3	930.0	2.0			7,(3,1),8,2,6,5,4	(7,1),3,8,2,6,5,4			3.0	150	4.0												
201030090101	ダ	右	1000	晴	良	14:50	2歳　未勝利		2010-9-1	10	門別	2	(馬齢)		10.0	180.0	1.0	10.0	150	2.0	7.0	150	3.0	7-10	670.0	2.0	10=>7	970.0	2.0	6-7-10	2120.0	7.0	10=>7=>6	5880.0	11.0			(6,10),8,9,7,(5,3,4,11),2,1	6,10,8,(7,9),(5,11),4,3,(1,2)			6.0	180	4.0	6-8	460.0	2.0									
201030090102	ダ	右	1000	晴	良	15:20	C3　ー5組		2010-9-1	10	門別	2	80万円以下	(馬齢)	3.0	100.0	1.0	3.0	100	1.0	7.0	100	2.0	3-7	220.0	1.0	3=>7	300.0	1.0	3-4-7	360.0	2.0	3=>7=>4	850.0	2.0			3,(1,7,8),5,6,4,2	3,7,(1,8),5,6,4,2			4.0	130	4.0												
201030090103	ダ	右	1000	晴	良	15:50	C3　ー4組		2010-9-1	10	門別	2	80万円以下	(馬齢)	2.0	11220.0	9.0	2.0	290	6.0	9.0	100	1.0	2-9	1810.0	6.0	2=>9	8480.0	20.0	2-7-9	2230.0	7.0	2=>9=>7	41090.0	90.0			9,7,(1,8),3,2,4,6,5	9,7,8,1,(2,3),4,5,6			7.0	120	2.0	2-8	1100.0	5.0									
201030090104	ダ	右	1000	晴	良	16:20	JRA認定アタックチ		2010-9-1	10	門別	2	(馬齢)		7.0	120.0	1.0	7.0	110	1.0	1.0	140	2.0	1-7	270.0	1.0	7=>1	340.0	1.0	1-6-7	3330.0	12.0	7=>1=>6	7410.0	26.0			7,1,(2,3,4,6),8,9,5	7-1,(2,4,6),3,8,(5,9)			6.0	490	8.0	1-7	250.0	1.0									
201030090105	ダ	右	1200	晴	良	16:50	JRA認定フレッシュ		2010-9-1	10	門別	2	(馬齢)		8.0	420.0	3.0	8.0	200	4.0	9.0	660	8.0	8-9	6800.0	16.0	8=>9	9180.0	27.0	7-8-9	2850.0	10.0	8=>9=>7	42050.0	107.0			(5,9),8,(4,7),10,6,3,2,1	(9,8),7,(5,4),10,6,3,2,1			7.0	150	2.0	7-8	1170.0	6.0									
201030090106	ダ	右	1700	晴	良	17:20	JRA認定アタックチ		2010-9-1	10	門別	2	(馬齢)		10.0	460.0	2.0	10.0	130	1.0	2.0	140	2.0	2-10	400.0	1.0	10=>2	760.0	2.0	1-2-10	1750.0	8.0	10=>2=>1	7850.0	26.0	10,6,7,(1,8),(2,9),3,5	1067182935	10,6,7,8,(1,2),9,3,5	10,6,(1,7,8),2,9,3,5			1.0	230	5.0	2-8	430.0	2.0									
201030090107	ダ	右	1200	晴	良	17:55	応援ビヤパーティーA		2010-9-1	10	門別	2	80万円以下	(馬齢)	2.0	720.0	4.0	2.0	160	3.0	3.0	460	8.0	2-3	6530.0	22.0	2=>3	13620.0	41.0	2-3-9	18430.0	47.0	2=>3=>9	106440.0	260.0			2,4,5,(1,10),9,3,(8,7),6	2,4,5,10,(1,9),3-7,8,6			9.0	190	4.0	2-3	4710.0	18.0									
201030090108	ダ	右	1200	晴	良	18:25	JA共済3Qカップ特 		2010-9-1	10	門別	2	130万円以下	(馬齢)	6.0	510.0	3.0	6.0	170	3.0	8.0	110	1.0	6-8	440.0	2.0	6=>8	1130.0	5.0	6-8-9	1730.0	6.0	6=>8=>9	6340.0	18.0			1,(3,7,8),6,4,2,9	1,(3,7,8),6,(2,4,9)			9.0	240	5.0	6-8	400.0	2.0									
201030090109	ダ	右	1200	晴	良	19:05	アストレア特別 		2010-9-1	10	門別	2	200万円以下	(定量)	7.0	820.0	5.0	7.0	190	4.0	3.0	250	6.0	3-7	3020.0	11.0	7=>3	6410.0	21.0	3-4-7	990.0	3.0	7=>3=>4	11150.0	38.0			7,8,4,9,(1,2),6,5,3	784912365			4.0	100	1.0	3-7	2650.0	12.0									
201030090110	ダ	右	1800	晴	良	19:45	ドウベー特別 		2010-9-1	10	門別	2	200万円以下	(定量)	1.0	410.0	3.0	1.0	170	3.0	10.0	270	5.0	1-10	5700.0	18.0	1=>10	9870.0	30.0	1-5-10	3880.0	10.0	1=>10=>5	43570.0	128.0	8,(10,7),9,6,4,(1,5),2,3	8,10,7,9,(4,6),1,5,2,3	(8,10,9),(4,7),6,1,5,2,3	8,(10,9),(4,1),6,7,5,2,3			5.0	130	1.0	1-8	1150.0	4.0									
201030090201	ダ	右	1200	晴	良	14:50	2歳　未勝利		2010-9-2	10	門別	3	(馬齢)		1.0	420.0	3.0	1.0	110	3.0	5.0	100	1.0	1-5	470.0	2.0	1=>5	1640.0	6.0	1-4-5	430.0	1.0	1=>5=>4	3280.0	8.0			15823674	1,5,8,3,2,6,(7,4)			4.0	100	2.0												
201030090202	ダ	右	1000	晴	良	15:20	C3　ー4組		2010-9-2	10	門別	3	80万円以下	(馬齢)	7.0	260.0	2.0	7.0	110	1.0	5.0	290	5.0	5-7	2850.0	9.0	7=>5	6730.0	17.0	1-5-7	16240.0	28.0	7=>5=>1	47560.0	106.0			5,8,(4,7),(2,3),1,6	5,8,7,4,1,(2,3),6			1.0	710	8.0												
201030090203	ダ	右	1200	晴	良	15:50	C3　ー5組		2010-9-2	10	門別	3	80万円以下	(馬齢)	1.0	1060.0	3.0	1.0	280	5.0	8.0	100	1.0	1-8	330.0	2.0	1=>8	1000.0	5.0	1-2-8	260.0	1.0	1=>8=>2	2220.0	7.0			175823	1,7,(5,8),2-3																	
201030090204	ダ	右	1700	晴	良	16:20	ひだか応援隊hーke		2010-9-2	10	門別	3	80万円以下	(馬齢)	9.0	130.0	1.0	9.0	100	1.0	11.0	160	3.0	9-11	1500.0	4.0	9=>11	2080.0	7.0	4-9-11	720.0	4.0	9=>11=>4	5200.0	16.0	11,9,7,10,(4,6),3,2,5,1,8	11,9,(7,6,10),4,3,(2,5),1,8	11,9,10,4,6,7,(2,5),(3,1,8)	11,9,10,4,(6,5),7,2,(3,1,8)			4.0	110	2.0	7-8	570.0	3.0									
201030090205	ダ	右	1200	晴	良	16:50	JRA認定アタックチ		2010-9-2	10	門別	3	(馬齢)		7.0	1480.0	6.0	7.0	270	4.0	3.0	140	2.0	3-7	1670.0	6.0	7=>3	4090.0	15.0	3-4-7	5400.0	20.0	7=>3=>4	32310.0	103.0			(3,4),(2,7,6),(1,5),8,10,9,11	(3,4),7,(1,2,5),(6,10),8,9,11			4.0	210	3.0	3-6	1840.0	8.0									
201030090206	ダ	右	1000	晴	良	17:20	JRA認定ルーキーチ		2010-9-2	10	門別	3	(馬齢)		3.0	200.0	1.0	3.0	110	2.0	4.0	110	1.0	3-4	130.0	1.0	3=>4	190.0	1.0	3-4-6	250.0	1.0	3=>4=>6	640.0	2.0			3,(4,6),2,5,1-8	3,4,6,2,5,1-8																	
201030090207	ダ	右	1700	晴	良	17:55	ひだか応援隊hーke		2010-9-2	10	門別	3	80万円以下	(馬齢)	1.0	1120.0	6.0	1.0	330	5.0	10.0	150	2.0	1-10	3750.0	13.0	1=>10	5750.0	22.0	1-3-10	17910.0	50.0	1=>10=>3	96520.0	276.0	1,5,8,2,(6,11),(4,9),7,3,10	1,5,(2,8),(6,11),4,7,9-(3,10)	1,(5,11),2,8,4,6,7,10,3,9	1,5,11,2,4,(8,7),(6,10),3-9			3.0	1,090	10.0	1-8	2750.0	10.0									
201030090208	ダ	右	1200	晴	良	18:25	JRA認定ルーキーチ		2010-9-2	10	門別	3	(馬齢)		6.0	320.0	2.0	6.0	120	2.0	4.0	550	8.0	4-6	4260.0	16.0	6=>4	7650.0	25.0	4-6-8	3320.0	12.0	6=>4=>8	29780.0	93.0			(4,5),(6,7),8,(1,3),(9,2)	(4,5),6,7,8,3,1,(9,2)			8.0	110	1.0	4-6	6690.0	19.0									
201030090209	ダ	右	1200	晴	良	19:05	桜丘・桔梗・親和軽種 		2010-9-2	10	門別	3	200万円以下	(馬齢)	1.0	210.0	1.0	1.0	150	3.0	7.0	120	2.0	1-7	470.0	2.0	1=>7	850.0	2.0	1-4-7	1220.0	3.0	1=>7=>4	3370.0	8.0			(1,7),9,2,(5,6),4,(3,10,12),8,11	(1,7),9,2,4,(5,6),3,12,8,10,11			4.0	160	4.0	1-6	470.0	2.0									
201030090210	ダ	右	1700	晴	良	19:45	BTC利用者振興会特 		2010-9-2	10	門別	3	200万円以下	(馬齢)	5.0	870.0	6.0	5.0	260	5.0	4.0	170	4.0	4-5	2990.0	14.0	5=>4	6240.0	29.0	4-5-8	3530.0	14.0	5=>4=>8	30010.0	115.0	957382641	957382641	(9,5),(7,6),3,8,2,4,1	5,9,7,(3,6),(2,8),(1,4)			8.0	120	1.0	4-5	2660.0	11.0									
201030090211	ダ	右	1200	晴	良	20:25	ストラヴィンスキー賞 		2010-9-2	10	門別	3	(馬齢)		4.0	180.0	1.0	4.0	110	1.0	6.0	280	6.0	4-6	1680.0	5.0	4=>6	1490.0	3.0	1-4-6	6530.0	18.0	4=>6=>1	17180.0	47.0			56410978132	(5,6),4,10,(7,9),8,1,3,2			1.0	420	8.0	4-6	1950.0	7.0									
201030090701	ダ	右	1000	晴	重	14:50	C3　ー3組		2010-9-7	10	門別	4	80万円以下	(馬齢)	5.0	3200.0	6.0	5.0	1,050	8.0	4.0	340	5.0	4-5	29470.0	32.0	5=>4	234170.0	76.0	1-4-5	44400.0	70.0	5=>4=>1	885420.0	593.0			(1,6),8,9,10,12,5,(3,4),(2,11)	1,(6,8),(9,10),(5,12),4,3,(2,11)			1.0	690	7.0	4-5	3750.0	11.0									
201030090702	ダ	右	1000	晴	重	15:20	C3　ー2組		2010-9-7	10	門別	4	80万円以下	(馬齢)	9.0	2050.0	4.0	9.0	240	5.0	2.0	100	1.0	2-9	730.0	3.0	9=>2	2920.0	9.0	2-4-9	820.0	3.0	9=>2=>4	13790.0	33.0			9,8,12,2,4,(1,3,5,10),11,7,6	9,(2,12),(8,10),(1,4),5,(3,11),7,6			4.0	160	3.0	2-7	340.0	1.0									
201030090703	ダ	右	1700	晴	重	15:50	ひだか応援隊hーke		2010-9-7	10	門別	4	(馬齢)		9.0	200.0	1.0	9.0	110	1.0	1.0	140	2.0	1-9	440.0	1.0	9=>1	830.0	1.0	1-8-9	3410.0	10.0	9=>1=>8	8390.0	18.0	2156497810311	2,1,(5,6),(4,9),7,(8,10),3,11	(2,1),(5,6),9,10,7,4,8,11,3	2,1,(9,5,6),10,8,11,(4,7),3			8.0	450	10.0	1-7	470.0	1.0									
201030090704	ダ	右	1000	晴	重	16:20	JRA認定アタックチ		2010-9-7	10	門別	4	(馬齢)		3.0	470.0	3.0	3.0	270	2.0	1.0	580	7.0	1-3	5070.0	13.0	3=>1	22600.0	33.0	1-2-3	23610.0	40.0	3=>1=>2	161800.0	200.0			(2,3),(5,7),(1,8),(4,6),9	(2,3),(5,7),1,8,6,4-9			2.0	540	6.0	1-3	16580.0	21.0									
201030090705	ダ	右	1700	晴	重	16:50	ウィナーズチャレンジ 		2010-9-7	10	門別	4	(馬齢)		5.0	560.0	4.0	5.0	250	4.0	2.0	140	2.0	2-5	630.0	4.0	5=>2	1530.0	8.0	1-2-5	630.0	3.0	5=>2=>1	3700.0	16.0	25134	2,5,(1,3),4	2,5,(1,3),4	2,5,(1,3),4																	
201030090706	ダ	右	1200	晴	重	17:20	JRA認定アタックチ		2010-9-7	10	門別	4	(馬齢)		1.0	110.0	1.0	1.0	100	1.0	4.0	110	2.0	1-4	260.0	1.0	1=>4	320.0	1.0	1-3-4	360.0	1.0	1=>4=>3	680.0	1.0			1,(3,9),(2,8),(4,5),7	1,(3,9),(2,8),5,4,7			3.0	160	4.0	1-4	260.0	1.0									
201030090707	ダ	右	1700	晴	重	17:55	ひだか応援隊hーke		2010-9-7	10	門別	4	80万円以下	(馬齢)	4.0	380.0	2.0	4.0	150	2.0	7.0	110	1.0	4-7	400.0	1.0	4=>7	910.0	2.0	4-7-10	2010.0	5.0	4=>7=>10	10090.0	21.0	4,6,1,9,(5,7,11),(2,12),10,8,3	4,6,1,(7,9),11,5,(2,12,10),8,3	4,6,(1,7,9,10),11,5,(2,12),8,3	4,6,(9,10),(1,7),11,5,(2,12),8,3			10.0	410	8.0	4-6	580.0	2.0									
201030090708	ダ	右	1200	晴	重	18:25	Aiba静内祭賞		2010-9-7	10	門別	4	80万円以下	(馬齢)	11.0	240.0	1.0	11.0	110	1.0	10.0	200	4.0	10-11	510.0	2.0	11=>10	710.0	3.0	7-10-11	1520.0	5.0	11=>10=>7	3290.0	7.0			3,4,10,11,(1,12),7,2,8,(5,6)-9	(3,10,11),4,(1,7,12),2,(6,8),5-9			7.0	220	5.0	7-8	440.0	2.0									
201030090709	ダ	右	1200	晴	重	19:05	平取ファンクラブ特別 		2010-9-7	10	門別	4	300万円以下	(馬齢)	4.0	490.0	3.0	4.0	150	3.0	8.0	120	1.0	4-8	480.0	2.0	4=>8	1380.0	6.0	2-4-8	5740.0	15.0	4=>8=>2	25780.0	76.0			4,8,5,2,(3,7),1,6	4,8,5,2,(3,7),1,6			2.0	600	6.0												
201030090710	ダ	右	1800	晴	重	19:45	平取町長杯平取義経特 		2010-9-7	10	門別	4	300万円以下	(馬齢)	11.0	1840.0	4.0	11.0	160	3.0	8.0	110	1.0	8-11	770.0	3.0	11=>8	3880.0	11.0	1-8-11	5450.0	13.0	11=>8=>1	50640.0	104.0	11,12,2,(1,3,4),8,(6,9),5,7,10	11-12,2,3,1,4,(6,8),(5,9),7,10	11,12,2,(1,3,4,8),(6,5),9,7,10	11,12,2,1,8,(6,3,4),5,9,7,10			1.0	410	6.0	6-8	890.0	2.0									
201030090711	ダ	右	1200	晴	重	20:25	スズカフェニックス賞 		2010-9-7	10	門別	4	400万円以下	(馬齢)	9.0	220.0	1.0	9.0	110	2.0	8.0	130	3.0	8-9	470.0	2.0	9=>8	770.0	2.0	5-8-9	440.0	1.0	9=>8=>5	2010.0	4.0			1,2,9,7,(3,5,8),(6,10),4	1,2,9,(3,8),(6,5),7,4,10			5.0	100	1.0	7-8	410.0	2.0									
201030090801	ダ	右	1200	晴	稍重	14:30	2歳　未勝利		2010-9-8	10	門別	5	(馬齢)		5.0	210.0	1.0	5.0	140	1.0	6.0	230	5.0	5-6	470.0	2.0	5=>6	1140.0	3.0	2-5-6	15930.0	44.0	5=>6=>2	37230.0	123.0			(1,6),(2,5,10),9,(4,8),(3,7)	(1,6),10,(2,5),(9,8),(4,3),7			2.0	1,160	10.0	5-6	640.0	2.0									
201030090802	ダ	右	1200	晴	稍重	15:00	C3　ー5組		2010-9-8	10	門別	5	80万円以下	(馬齢)	9.0	3290.0	5.0	9.0	210	5.0	5.0	190	4.0	5-9	6100.0	14.0	9=>5	30910.0	49.0	5-6-9	19430.0	42.0	9=>5=>6	168480.0	256.0			3,9,2,1,(6,5),4,10,(11,8),12	3,9-(2,6,5),1,4,10,11,8,12			6.0	530	7.0	5-7	650.0	4.0									
201030090803	ダ	右	1700	晴	稍重	15:30	ひだか応援隊hーke		2010-9-8	10	門別	5	130万円以下	(馬齢)	11.0	950.0	4.0	11.0	350	5.0	10.0	240	3.0	10-11	3560.0	15.0	11=>10	9050.0	31.0	9-10-11	13970.0	47.0	11=>10=>9	142500.0	384.0	11,10,(5,9),12,(1,2,8),7,6,3,4	11-10,(5,9),12,(1,2),8,7,(3,6),4	11-10,6,12,9,8,(5,7),2,4,1-3	11-10,(9,6),8,(12,7),5,1,4,2=3			9.0	450	8.0	7-8	560.0	3.0									
201030090804	ダ	右	1000	晴	稍重	16:00	JRA認定アタックチ		2010-9-8	10	門別	5	(馬齢)		8.0	230.0	1.0	8.0	130	1.0	2.0	150	3.0	2-8	300.0	1.0	8=>2	580.0	1.0	2-3-8	1200.0	4.0	8=>2=>3	3490.0	8.0			(2,4,8),(1,3),5,(6,7)	(2,4,8),(1,3),(6,5,7)			3.0	190	5.0												
201030090805	ダ	右	1000	晴	稍重	16:30	JRA認定フレッシュ		2010-9-8	10	門別	5	(馬齢)		5.0	160.0	1.0	5.0	130	1.0	1.0	150	3.0	1-5	1040.0	5.0	5=>1	1430.0	6.0	1-5-6	2020.0	6.0	5=>1=>6	6110.0	20.0			(5,6),1,(3,4,8),(9,7),10,2	(5,6),1,3,8,4,9,7,(2,10)			6.0	150	4.0	1-5	740.0	4.0									
201030090806	ダ	右	1000	晴	稍重	17:00	JRA認定フレッシュ		2010-9-8	10	門別	5	(馬齢)		6.0	210.0	1.0	6.0	140	2.0	1.0	290	6.0	1-6	1660.0	7.0	6=>1	2050.0	9.0	1-2-6	2120.0	7.0	6=>1=>2	12500.0	40.0			(1,2),6,(3,5,10),(8,9),7,11	(1,2),6,(3,10),5,(7,9),8,11			2.0	220	4.0	1-6	1260.0	6.0									
201030090807	ダ	右	1200	晴	稍重	17:30	JRA認定アタックチ		2010-9-8	10	門別	5	(馬齢)		5.0	460.0	3.0	5.0	150	3.0	1.0	130	2.0	1-5	840.0	7.0	5=>1	1750.0	15.0	1-5-8	1610.0	4.0	5=>1=>8	9150.0	13.0			(1,7),8,(5,6,9),4,3,2	(1,7),8,(5,6,9,4),3,2			8.0	200	5.0	1-5	1910.0	9.0									
201030090808	ダ	右	1200	晴	稍重	18:05	ひだか応援隊hーke		2010-9-8	10	門別	5	130万円以下	(馬齢)	2.0	1280.0	4.0	2.0	150	4.0	7.0	100	1.0	2-7	940.0	3.0	2=>7	4160.0	11.0	2-7-8	490.0	2.0	2=>7=>8	7240.0	22.0			8-2,7,6,(1,10),5,12,4,3,11,9	8-2,7,6,(1,10),5,(4,12),3,(9,11)			8.0	120	2.0	2-6	660.0	4.0									
201030090809	ダ	右	1800	晴	稍重	18:35	ヤングジェネレーショ 		2010-9-8	10	門別	5	(別定)		4.0	370.0	2.0	4.0	130	2.0	2.0	100	1.0	2-4	150.0	1.0	4=>2	1210.0	4.0	1-2-4	250.0	2.0	4=>2=>1	3040.0	10.0	427516	4,2,(1,7),5,6	4,2,(1,7),5,6	(4,2),(1,7),5,6																	
201030090810	ダ	右	1200	晴	稍重	19:05	ゼウス特別 		2010-9-8	10	門別	5	200万円以下	(馬齢)	1.0	290.0	2.0	1.0	100	1.0	3.0	120	2.0	1-3	180.0	1.0	1=>3	350.0	1.0	1-3-5	580.0	2.0	1=>3=>5	1430.0	1.0			8,(1,6),9,3,(5,7)-4,2	8,(1,6,9),3,5,7=4,2			5.0	220	5.0	1-3	190.0	1.0									
