	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気
202043010711	ダ	左	1600	雨	稍重	19:15	白富士特別 		2020-1-7	10	船橋	1			5.0	320.0	2.0	5.0	120	1.0	4.0	130	2.0	4-5	510.0	1.0	4-5	220	1.0	1-5	270	2.0	1-4	430	5.0	5=>4	1140.0	2.0	1-4-5	1010.0	2.0	5=>4=>1	4340.0	4.0	111478121056932	111471285106932	111471285310962	111478351210692	12.5 - 12.0 - 12.6 - 13.2 - 12.7 - 13.1 - 13.3 - 13.8	12.5 - 24.5 - 37.1 - 50.3 - 63.0 - 76.1 - 89.4 - 103.2 (37.1-40.2)	1.0	170.0	4.0	4-5	450.0	1.0	5=>4	970.0	2.0
202043010712	ダ	左	1600	雨	稍重	19:50	成田山特別 		2020-1-7	10	船橋	1			4.0	280.0	2.0	4.0	150	1.0	5.0	920	11.0	4-5	5750.0	19.0	4-5	2,000	20.0	4-7	450	3.0	5-7	3,260	34.0	4=>5	8460.0	26.0	4-5-7	11780.0	34.0	4=>5=>7	63170.0	183.0	3481510142711612913	3481510214761191213	3418527141091211613	3415278149121161013	12.7 - 12.4 - 12.6 - 12.5 - 12.6 - 12.9 - 13.5 - 14.2	12.7 - 25.1 - 37.7 - 50.2 - 62.8 - 75.7 - 89.2 - 103.4 (37.7-40.6)	7.0	240.0	3.0	3-4	2220.0	7.0	3=>4	4310.0	12.0
202043010801	ダ	左	1200	曇	重	14:00	令和も船橋から世界へ		2020-1-8	10	船橋	2			5.0	1100.0	4.0	5.0	200	5.0	2.0	120	2.0	2-5	1160.0	4.0	2-5	380	4.0	5-12	620	8.0	2-12	230	1.0	5=>2	3170.0	12.0	2-5-12	1540.0	3.0	5=>2=>12	14100.0	41.0		121256101143897.0	121256114310897.0	121256411381079.0	12.7 - 11.5 - 11.9 - 12.3 - 13.1 - 14.2	12.7 - 24.2 - 36.1 - 48.4 - 61.5 - 75.7 (36.1-39.6)	12.0	120.0	1.0	2-5	740.0	3.0	5=>2	2110.0	9.0
202043010802	ダ	左	1200	曇	重	14:30	本格ナポリピッツァコ		2020-1-8	10	船橋	2			10.0	280.0	2.0	10.0	130	2.0	3.0	120	1.0	3-10	310.0	1.0	3-10	180	1.0	1-10	520	6.0	1-3	440	4.0	10=>3	710.0	2.0	1-3-10	1230.0	2.0	10=>3=>1	4850.0	9.0		367911012285114	9,3,6,7,1,10,12,(2,8),11,5,4	396110782125114	12.7 - 11.5 - 12.0 - 12.9 - 13.1 - 13.8	12.7 - 24.2 - 36.2 - 49.1 - 62.2 - 76.0 (36.2-39.8)	1.0	230.0	5.0	3-7	190.0	1.0	7=>3	570.0	2.0
202043010803	ダ	左	1500	曇	重	15:00	丸みにこだわれ!バン		2020-1-8	10	船橋	2			6.0	170.0	1.0	6.0	120	1.0	7.0	860	8.0	6-7	6150.0	18.0	6-7	1,180	16.0	5-6	300	2.0	5-7	3,430	27.0	6=>7	8260.0	27.0	5-6-7	7150.0	23.0	6=>7=>5	35500.0	119.0	57619421083	57619421083	57694182103	57694182103	7.0 - 13.0 - 13.4 - 13.2 - 12.5 - 12.7 - 13.2 - 13.4	7.0 - 20.0 - 33.4 - 46.6 - 59.1 - 71.8 - 85.0 - 98.4 (33.4-39.3)	5.0	220.0	4.0	6-7	720.0	3.0	6=>7	1080.0	3.0
202043010804	ダ	左	1500	曇	重	15:30	船橋市場の案内所市場		2020-1-8	10	船橋	2			12.0	290.0	2.0	12.0	130	1.0	4.0	150	3.0	4-12	530.0	2.0	4-12	250	2.0	11-12	570	7.0	4-11	1,620	18.0	12=>4	1010.0	3.0	4-11-12	2720.0	10.0	12=>4=>11	9070.0	27.0	812711361102495	812711361410925	8,12,11,7,(3,6),1,4,9,2,10,5	811127136249510	7.1 - 12.7 - 13.5 - 13.3 - 12.7 - 12.6 - 13.0 - 13.5	7.1 - 19.8 - 33.3 - 46.6 - 59.3 - 71.9 - 84.9 - 98.4 (33.3-39.1)	11.0	380.0	7.0	4-8	480.0	2.0	8=>4	930.0	3.0
202043010805	ダ	左	1200	晴	重	16:00	国内シェアNo.1!		2020-1-8	10	船橋	2	110万円以上200万円未満		6.0	2050.0	5.0	6.0	360	6.0	7.0	120	1.0	6-7	2190.0	7.0	6-7	720	10.0	6-9	1,440	19.0	7-9	280	2.0	6=>7	5570.0	17.0	6-7-9	4380.0	16.0	6=>7=>9	40120.0	119.0		279465813	2,7,9,(4,6),5,(1,8,3)	279654318	12.6 - 12.1 - 12.6 - 12.6 - 12.8 - 13.3	12.6 - 24.7 - 37.3 - 49.9 - 62.7 - 76.0 (37.3-38.7)	9.0	190.0	3.0	6-7	2420.0	7.0	6=>7	7490.0	19.0
202043010806	ダ	左	1500	晴	重	16:30	魅惑のタイフードアジ		2020-1-8	10	船橋	2	110万円以上200万円未満		11.0	430.0	3.0	11.0	150	3.0	2.0	130	1.0	2-11	650.0	3.0	2-11	260	2.0	10-11	450	7.0	2-10	430	6.0	11=>2	1230.0	4.0	2-10-11	1480.0	7.0	11=>2=>10	7010.0	23.0	9112310541768	9112103541678	9,11,(2,10),3,5,4,1,7,6,8	9112103516487	7.1 - 12.8 - 13.2 - 13.4 - 13.1 - 12.9 - 12.4 - 13.5	7.1 - 19.9 - 33.1 - 46.5 - 59.6 - 72.5 - 84.9 - 98.4 (33.1-38.8)	10.0	190.0	5.0	2-8	370.0	1.0	8=>2	950.0	3.0
202043010807	ダ	左	1200	曇	重	17:00	世界をリード!高精度		2020-1-8	10	船橋	2			5.0	310.0	2.0	5.0	140	1.0	8.0	400	6.0	5-8	3280.0	11.0	5-8	920	13.0	4-5	270	2.0	4-8	880	11.0	5=>8	5070.0	19.0	4-5-8	3150.0	11.0	5=>8=>4	23210.0	82.0		872610123451119	8,7,12,10,5,2,6,1,(3,4),11,9	871251026413911	12.4 - 11.7 - 11.9 - 12.8 - 13.2 - 13.9	12.4 - 24.1 - 36.0 - 48.8 - 62.0 - 75.9 (36.0-39.9)	4.0	170.0	3.0	5-6	2380.0	9.0	5=>6	2590.0	12.0
202043010808	ダ	左	1000	曇	重	17:30	馬いぞ!八丈島レモン		2020-1-8	10	船橋	2			2.0	520.0	2.0	2.0	120	2.0	8.0	110	1.0	2-8	250.0	1.0	2-8	130	1.0	2-4	950	13.0	4-8	570	9.0	2=>8	910.0	4.0	2-4-8	1230.0	4.0	2=>8=>4	8410.0	30.0			28574136.0	28547136.0	12.3 - 11.3 - 11.7 - 12.4 - 13.2	12.3 - 23.6 - 35.3 - 47.7 - 60.9 (35.3-37.3)	4.0	370.0	7.0						
202043010809	ダ	左	1500	曇	重	18:05	オンリーワンの腕時計		2020-1-8	10	船橋	2			1.0	280.0	2.0	1.0	190	2.0	2.0	270	3.0	1-2	690.0	2.0	1-2	280	3.0	1-3	350	6.0	2-3	500	9.0	1=>2	1350.0	4.0	1-2-3	1080.0	4.0	1=>2=>3	4880.0	13.0	2481753	2481735	2,(4,8),1,7,5,3	2817345	6.9 - 13.3 - 13.0 - 13.1 - 12.8 - 12.6 - 13.0 - 13.3	6.9 - 20.2 - 33.2 - 46.3 - 59.1 - 71.7 - 84.7 - 98.0 (33.2-38.9)									
202043010810	ダ	左	1500	曇	重	18:40	ラーメン&bar96 		2020-1-8	10	船橋	2			7.0	530.0	2.0	7.0	240	2.0	5.0	520	5.0	5-7	1680.0	8.0	5-7	460	9.0	6-7	160	1.0	5-6	290	5.0	7=>5	3540.0	14.0	5-6-7	610.0	3.0	7=>5=>6	6890.0	27.0	6752143	6752134	6752134	6752134	7.1 - 13.3 - 13.4 - 13.3 - 13.0 - 12.3 - 12.3 - 12.5	7.1 - 20.4 - 33.8 - 47.1 - 60.1 - 72.4 - 84.7 - 97.2 (33.8-37.1)									
202043010811	ダ	左	1000	曇	重	19:15	船橋記念	G	2020-1-8	10	船橋	2	(別定)		6.0	340.0	2.0	6.0	130	2.0	11.0	110	1.0	6-11	280.0	1.0	6-11	170	1.0	6-13	1,160	15.0	11-13	880	10.0	6=>11	750.0	3.0	6-11-13	2020.0	5.0	6=>11=>13	8680.0	22.0			11,12,13,10,6,8,1,7,(3,5),2,4,9	11121361081753492	11.9 - 10.9 - 11.4 - 12.0 - 12.9	11.9 - 22.8 - 34.2 - 46.2 - 59.1 (34.2-36.3)	13.0	520.0	9.0	5-7	230.0	1.0	5=>7	700.0	3.0
202043010812	ダ	左	1600	曇	重	19:55	ふなばしセレクション 		2020-1-8	10	船橋	2			8.0	280.0	2.0	8.0	150	2.0	3.0	240	4.0	3-8	1380.0	5.0	3-8	500	5.0	1-8	1,130	14.0	1-3	1,770	17.0	8=>3	2030.0	8.0	1-3-8	7100.0	20.0	8=>3=>1	21540.0	67.0	2615937810114	2165937481110	2169357411810	1293641158107			1.0	370.0	7.0	3-7	720.0	4.0	7=>3	1040.0	4.0
202043010901	ダ	左	1200	晴	重	14:00	C3四　五		2020-1-9	10	船橋	3			5.0	480.0	3.0	5.0	170	3.0	3.0	190	4.0	3-5	1360.0	7.0	3-5	550	9.0	5-11	550	8.0	3-11	610	11.0	5=>3	2400.0	9.0	3-5-11	2700.0	14.0	5=>3=>11	14150.0	60.0		51071131282946	5,(7,10),11,3,12,9,2,8,4-6	5,10,11,7,3,2,12,9,8,4-6	12.7 - 11.7 - 12.3 - 12.8 - 13.3 - 14.1	12.7 - 24.4 - 36.7 - 49.5 - 62.8 - 76.9 (36.7-40.2)	11.0	150.0	2.0	3-5	1490.0	9.0	5=>3	2500.0	14.0
202043010902	ダ	左	1500	晴	重	14:30	C3四　五		2020-1-9	10	船橋	3			12.0	190.0	1.0	12.0	110	1.0	9.0	110	2.0	9-12	280.0	1.0	9-12	170	1.0	3-12	280	5.0	3-9	270	3.0	12=>9	500.0	1.0	3-9-12	480.0	1.0	12=>9=>3	1490.0	1.0	123542968711011	123524968711011	123952476108111	123952476108111	7.2 - 12.6 - 12.8 - 13.0 - 12.1 - 12.6 - 13.7 - 14.1	7.2 - 19.8 - 32.6 - 45.6 - 57.7 - 70.3 - 84.0 - 98.1 (32.6-40.4)	3.0	150.0	4.0	7-8	270.0	1.0	8=>7	570.0	1.0
202043010903	ダ	左	1000	晴	重	15:00	C3　選抜馬		2020-1-9	10	船橋	3			14.0	170.0	1.0	14.0	100	1.0	5.0	160	2.0	5-14	570.0	1.0	5-14	280	1.0	10-14	360	4.0	5-10	920	12.0	14=>5	790.0	1.0	5-10-14	1490.0	3.0	14=>5=>10	4190.0	4.0			13,14,5,(4,9),(6,10),11,2,7,3,8,12,1	1314594111067238121	12.5 - 11.5 - 12.4 - 12.8 - 13.0	12.5 - 24.0 - 36.4 - 49.2 - 62.2 (36.4-38.2)	10.0	190.0	5.0	4-8	370.0	2.0	8=>4	610.0	2.0
202043010904	ダ	左	1200	晴	重	15:30	味も価格も大阪仕込み		2020-1-9	10	船橋	3	61万円以上80万円未満		7.0	3280.0	9.0	7.0	690	9.0	5.0	170	2.0	5-7	5490.0	25.0	5-7	1,730	24.0	1-7	1,750	25.0	1-5	460	2.0	7=>5	17300.0	60.0	1-5-7	6090.0	30.0	7=>5=>1	89110.0	332.0		17981065234	1,7,9,(8,10),5,6,3,(2,4)	17910856423	12.7 - 11.7 - 12.0 - 12.5 - 13.6 - 15.2	12.7 - 24.4 - 36.4 - 48.9 - 62.5 - 77.7 (36.4-41.3)	1.0	160.0	1.0	5-7	1330.0	8.0	7=>5	3150.0	17.0
202043010905	ダ	左	1200	晴	重	16:00	ジュエルミネーション		2020-1-9	10	船橋	3	80万円以上96万円未満		2.0	250.0	2.0	2.0	100	2.0	5.0	100	1.0	2-5	190.0	1.0	2-5	130	1.0	2-7	240	3.0	5-7	240	2.0	2=>5	350.0	1.0	2-5-7	330.0	1.0	2=>5=>7	1210.0	2.0		123759486	(1,2),3,7,5,9,(4,8)-6	127539486	12.7 - 12.0 - 12.0 - 12.5 - 13.2 - 13.8	12.7 - 24.7 - 36.7 - 49.2 - 62.4 - 76.2 (36.7-39.5)	7.0	120.0	3.0	2-5	190.0	1.0	2=>5	450.0	2.0
202043010906	ダ	左	1200	晴	重	16:30	アジア食堂ジェーンカ		2020-1-9	10	船橋	3	96万円以上110万円未満		9.0	370.0	2.0	9.0	110	2.0	2.0	100	1.0	2-9	230.0	1.0	2-9	110	1.0	7-9	500	6.0	2-7	360	4.0	9=>2	670.0	3.0	2-7-9	870.0	2.0	9=>2=>7	3920.0	12.0		267951834	2,6,9,7,(1,5),(3,8),4	296751834	12.6 - 11.4 - 11.8 - 12.5 - 13.8 - 14.4	12.6 - 24.0 - 35.8 - 48.3 - 62.1 - 76.5 (35.8-40.7)	7.0	160.0	4.0	2-8	240.0	1.0	8=>2	850.0	3.0
202043010907	ダ	左	1200	晴	重	17:00	ありがとう!よみうり		2020-1-9	10	船橋	3			8.0	130.0	1.0	8.0	110	1.0	1.0	2,420	11.0	1-8	10260.0	25.0	1-8	3,960	33.0	7-8	300	3.0	1-7	30,060	59.0	8=>1	17550.0	36.0	1-7-8	27560.0	63.0	8=>1=>7	157590.0	328.0		148125710911236	1,(8,12),4,(5,7),10,11,9,(2,6),3	181275119104623	12.4 - 11.3 - 11.8 - 12.5 - 13.5 - 14.1	12.4 - 23.7 - 35.5 - 48.0 - 61.5 - 75.6 (35.5-40.1)	7.0	180.0	2.0	1-6	10670.0	16.0	6=>1	14380.0	20.0
202043010908	ダ	左	1500	晴	重	17:30	東船橋のこだわりの店		2020-1-9	10	船橋	3			8.0	170.0	1.0	8.0	100	1.0	6.0	120	2.0	6-8	230.0	1.0	6-8	140	1.0	3-8	200	3.0	3-6	300	5.0	8=>6	350.0	1.0	3-6-8	350.0	1.0	8=>6=>3	980.0	2.0	68143257	68413257	6,8,(3,4),5,1,2,7	68341257	7.2 - 13.2 - 13.4 - 13.2 - 12.8 - 12.7 - 12.9 - 12.8	7.2 - 20.4 - 33.8 - 47.0 - 59.8 - 72.5 - 85.4 - 98.2 (33.8-38.4)	3.0	130.0	3.0						
202043010909	ダ	左	1000	晴	重	18:05	ムーンダッシュ		2020-1-9	10	船橋	3			9.0	200.0	1.0	9.0	100	1.0	8.0	130	4.0	8-9	440.0	2.0	8-9	200	3.0	4-9	160	1.0	4-8	300	5.0	9=>8	800.0	4.0	4-8-9	440.0	2.0	9=>8=>4	2080.0	5.0			9,8,(1,2),4,3,6,5,7	981243657	12.3 - 11.2 - 12.1 - 12.8 - 13.7	12.3 - 23.5 - 35.6 - 48.4 - 62.1 (35.6-38.6)	4.0	120.0	2.0	8-8	480.0	3.0	8=>8	530.0	3.0
202043010910	ダ	左	1200	晴	重	18:40	ウインターダッシュ		2020-1-9	10	船橋	3			8.0	180.0	1.0	8.0	120	1.0	2.0	200	4.0	2-8	670.0	3.0	2-8	290	3.0	1-8	1,320	14.0	1-2	2,640	25.0	8=>2	890.0	4.0	1-2-8	5470.0	19.0	8=>2=>1	13040.0	42.0		79486102153	7,9,10,(4,8),6,2,3,1,5	79481026135	12.6 - 12.1 - 12.1 - 12.3 - 13.2 - 13.0	12.6 - 24.7 - 36.8 - 49.1 - 62.3 - 75.3 (36.8-38.5)	1.0	630.0	8.0	2-7	550.0	3.0	7=>2	710.0	3.0
202043010911	ダ	左	1700	晴	重	19:15	チバテレ盃 		2020-1-9	10	船橋	3	(別定)		7.0	220.0	2.0	7.0	110	1.0	2.0	110	2.0	2-7	170.0	1.0	2-7	130	1.0	7-8	790	12.0	2-8	970	13.0	7=>2	390.0	2.0	2-7-8	1800.0	6.0	7=>2=>8	4470.0	14.0	67428315	67425831	6,7,2,(3,5),1,4,8	76231854	6.9 - 11.2 - 12.4 - 13.0 - 12.8 - 12.3 - 12.5 - 12.9 - 13.8	6.9 - 18.1 - 30.5 - 43.5 - 56.3 - 68.6 - 81.1 - 94.0 - 107.8 (30.5-39.2)	8.0	420.0	7.0						
202043010912	ダ	左	1600	晴	重	19:55	初夢特別 		2020-1-9	10	船橋	3	(ハンデ)		12.0	170.0	1.0	12.0	110	1.0	11.0	130	2.0	11-12	350.0	1.0	11-12	210	1.0	2-12	1,020	14.0	2-11	2,370	27.0	12=>11	450.0	1.0	2-11-12	4000.0	10.0	12=>11=>2	10380.0	25.0	111012672519483	111012675291483	11,10,12,6,7,(2,5,8),(1,4,9),3	111012672851943	12.5 - 12.3 - 12.7 - 12.9 - 12.5 - 12.5 - 13.3 - 13.4	12.5 - 24.8 - 37.5 - 50.4 - 62.9 - 75.4 - 88.7 - 102.1 (37.5-39.2)	2.0	510.0	10.0	8-8	330.0	1.0	8=>8	340.0	1.0
202043011001	ダ	左	1200	晴	稍重	14:00	3歳　未受賞		2020-1-10	10	船橋	4			4.0	220.0	1.0	4.0	150	1.0	5.0	320	5.0	4-5	1280.0	6.0	4-5	360	5.0	2-4	220	2.0	2-5	560	9.0	4=>5	2210.0	9.0	2-4-5	1760.0	7.0	4=>5=>2	6990.0	24.0		342561	3,4,5,2,(1,6)	345216	13.0 - 12.7 - 13.2 - 13.1 - 13.0 - 13.5	13.0 - 25.7 - 38.9 - 52.0 - 65.0 - 78.5 (38.9-39.6)									
202043011002	ダ	左	1200	晴	稍重	14:30	3歳八		2020-1-10	10	船橋	4	61万円未満		7.0	100.0	1.0	7.0	100	1.0	4.0	120	2.0	4-7	300.0	2.0	4-7	160	2.0	2-7	140	1.0	2-4	350	5.0	7=>4	350.0	1.0	2-4-7	410.0	1.0	7=>4=>2	1050.0	2.0		1725894116103	(1,7),(2,9),8,(4,5),11,(3,6),10	1728945113106	12.7 - 12.1 - 12.7 - 12.8 - 12.8 - 13.4	12.7 - 24.8 - 37.5 - 50.3 - 63.1 - 76.5 (37.5-39.0)	2.0	140.0	3.0	4-6	290.0	2.0	6=>4	360.0	2.0
202043011003	ダ	左	1500	晴	稍重	15:00	C3二　三		2020-1-10	10	船橋	4			8.0	1390.0	7.0	8.0	280	6.0	2.0	140	1.0	2-8	1720.0	6.0	2-8	740	10.0	8-10	1,470	22.0	2-10	420	2.0	8=>2	5570.0	23.0	2-8-10	4830.0	15.0	8=>2=>10	32390.0	125.0	210123511748619	210125311748619	2,10,12,8,(4,11),5,7,1,6,9,3	21012487511169	7.2 - 12.5 - 13.1 - 13.3 - 13.1 - 13.0 - 12.9 - 13.7	7.2 - 19.7 - 32.8 - 46.1 - 59.2 - 72.2 - 85.1 - 98.8 (32.8-39.6)	10.0	260.0	4.0	2-6	440.0	1.0	6=>2	1010.0	4.0
202043011004	ダ	左	1200	晴	稍重	15:30	C3二　三		2020-1-10	10	船橋	4			3.0	440.0	3.0	3.0	180	3.0	7.0	420	7.0	3-7	5120.0	18.0	3-7	1,590	19.0	3-9	380	3.0	7-9	810	10.0	3=>7	11280.0	36.0	3-7-9	4850.0	16.0	3=>7=>9	45550.0	141.0		239758104611121	2,3,(5,9),7,(8,10),4,(11,12),6	23957810411126	12.8 - 12.1 - 12.5 - 12.8 - 12.7 - 13.7	12.8 - 24.9 - 37.4 - 50.2 - 62.9 - 76.6 (37.4-39.2)	9.0	180.0	2.0	3-6	2080.0	8.0	3=>6	4340.0	15.0
202043011005	ダ	左	1200	晴	稍重	16:00	C2七　八		2020-1-10	10	船橋	4			5.0	120.0	1.0	5.0	110	1.0	9.0	160	2.0	5-9	350.0	1.0	5-9	220	1.0	5-8	440	5.0	8-9	820	11.0	5=>9	400.0	1.0	5-8-9	1160.0	3.0	5=>9=>8	2340.0	5.0		9,2,12,1,6,10,3,5,7,11,8-4	9,12,2,1,6,10,5,7,(3,8),11-4	921216103587114	12.7 - 12.0 - 12.5 - 12.8 - 13.2 - 12.0	12.7 - 24.7 - 37.2 - 50.0 - 63.2 - 75.2 (37.2-38.0)	8.0	310.0	6.0	5-7	210.0	1.0	5=>7	180.0	1.0
