	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気
199102010201	ダ	右	1000	曇	不良	10:15	4歳未勝利		1991-8-4	1	函館	2	4歳未勝利	(馬齢)	5	2180	7	5	480	6	10	370	4	5-8	9850	21																							12.3 - 10.8 - 12.0 - 12.6 - 13.0	12.3 - 23.1 - 35.1 - 47.7 - 60.7 (12.3-12.3)	8.0	230.0	3.0			
199102010202	ダ	右	1700	曇	不良	10:45	4歳未勝利		1991-8-4	1	函館	2	4歳未勝利	牝(馬齢)	1	550	2	1	140	2	2	110	1	1-2	450	1																							7.0 - 11.1 - 11.8 - 12.8 - 13.0 - 12.7 - 13.4 - 13.2 - 13.2	7.0 - 18.1 - 29.9 - 42.7 - 55.7 - 68.4 - 81.8 - 95.0 - 108.2 (7.0-7.0)	9.0	180.0	5.0			
199102010203	芝	右	1800	曇	不良	11:15	4歳未勝利		1991-8-4	1	函館	2	4歳未勝利	(馬齢)	2	190	1	2	120	1	8	170	3	2-8	530	1																							12.7 - 12.2 - 12.4 - 13.1 - 12.6 - 12.4 - 13.2 - 13.2 - 12.5	12.7 - 24.9 - 37.3 - 50.4 - 63.0 - 75.4 - 88.6 - 101.8 - 114.3 (12.7-12.7)	1.0	250.0	7.0			
199102010204	芝	右	1000	曇	不良	11:45	3歳新馬		1991-8-4	1	函館	2	3歳新馬	(混)(馬齢)	1	150	1	1	100	1	6	110	2	1-6	270	1																							12.3 - 11.5 - 12.2 - 12.6 - 12.3	12.3 - 23.8 - 36.0 - 48.6 - 60.9 (12.3-12.3)	2.0	140.0	3.0			
199102010205	芝	右	1200	曇	不良	12:45	3歳新馬		1991-8-4	1	函館	2	3歳新馬	(馬齢)	2	4290	10	2	600	10	4	130	1	2-4	5360	21																							12.3 - 10.9 - 11.7 - 12.7 - 13.2 - 13.0	12.3 - 23.2 - 34.9 - 47.6 - 60.8 - 73.8 (12.3-12.3)	6.0	150.0	2.0			
199102010206	芝	右	1800	曇	不良	13:15	4歳未勝利		1991-8-4	1	函館	2	4歳未勝利	(馬齢)	4	460	2	4	150	2	2	110	1	2-4	530	1																							12.3 - 12.0 - 12.4 - 12.7 - 12.5 - 12.6 - 12.8 - 12.8 - 13.0	12.3 - 24.3 - 36.7 - 49.4 - 61.9 - 74.5 - 87.3 - 100.1 - 113.1 (12.3-12.3)	6.0	240.0	6.0			
199102010207	芝	右	1800	曇	不良	13:50	4歳以上500万下		1991-8-4	1	函館	2	4歳以上500万下	(父)(別定)	6	200	1	6	130	1	4	210	4	4-6	1190	5																							12.4 - 11.9 - 11.9 - 12.6 - 12.7 - 12.5 - 13.0 - 12.8 - 12.4	12.4 - 24.3 - 36.2 - 48.8 - 61.5 - 74.0 - 87.0 - 99.8 - 112.2 (12.4-12.4)	10.0	380.0	7.0			
199102010208	芝	右	2000	曇	不良	14:25	湯川特別 		1991-8-4	1	函館	2	4歳以上500万下	(混)(別定)	3	130	1	3	120	1	2	630	7	2-3	1860	7																							13.2 - 11.3 - 12.9 - 13.6 - 13.2 - 12.6 - 12.1 - 12.5 - 12.2 - 12.5	13.2 - 24.5 - 37.4 - 51.0 - 64.2 - 76.8 - 88.9 - 101.4 - 113.6 - 126.1 (13.2-13.2)						
199102010209	芝	右	1200	曇	不良	15:00	津軽海峡特別 		1991-8-4	1	函館	2	4歳以上900万下	(ハンデ)	11	1420	8	11	350	8	8	150	1	7-8	1680	8																							12.1 - 10.5 - 11.2 - 12.3 - 12.9 - 12.7	12.1 - 22.6 - 33.8 - 46.1 - 59.0 - 71.7 (12.1-12.1)	9.0	230.0	3.0			
199102010210	芝	右	1800	曇	不良	15:35	巴賞 		1991-8-4	1	函館	2	4歳以上オープン	(混)(別定)	13	740	4	13	230	4	5	150	1	4-8	820	2																							12.5 - 11.9 - 12.1 - 12.2 - 12.0 - 12.1 - 12.7 - 12.9 - 12.2	12.5 - 24.4 - 36.5 - 48.7 - 60.7 - 72.8 - 85.5 - 98.4 - 110.6 (12.5-12.5)	6.0	260.0	5.0			
199102010301	芝	右	2000	晴	重	10:15	4歳以上700万下		1991-8-10	1	函館	3	4歳以上700万下	[抽](別定)	2	330	2	2	200	2	4	480	4	2-4	1010	4																							12.8 - 11.7 - 12.8 - 12.5 - 12.9 - 13.0 - 13.0 - 13.3 - 13.5 - 12.9	12.8 - 24.5 - 37.3 - 49.8 - 62.7 - 75.7 - 88.7 - 102.0 - 115.5 - 128.4 (12.8-12.8)						
199102010302	ダ	右	1700	晴	良	10:45	4歳未勝利		1991-8-10	1	函館	3	4歳未勝利	(馬齢)	2	380	2	2	120	3	3	110	1	2-3	400	2																							7.4 - 10.9 - 12.0 - 13.1 - 13.1 - 12.6 - 13.2 - 13.2 - 13.4	7.4 - 18.3 - 30.3 - 43.4 - 56.5 - 69.1 - 82.3 - 95.5 - 108.9 (7.4-7.4)	1.0	120.0	2.0			
199102010303	芝	右	1200	晴	重	11:15	4歳未勝利		1991-8-10	1	函館	3	4歳未勝利	(馬齢)	7	1830	7	7	290	7	9	200	4	7-8	610	3																							12.6 - 10.9 - 11.6 - 12.3 - 12.5 - 12.4	12.6 - 23.5 - 35.1 - 47.4 - 59.9 - 72.3 (12.6-12.6)	8.0	110.0	1.0			
199102010305	芝	右	1000	晴	重	12:45	3歳新馬		1991-8-10	1	函館	3	3歳新馬	(馬齢)	7	140	1	7	110	1	3	150	2	3-7	300	1																							12.7 - 11.3 - 12.0 - 11.9 - 12.2	12.7 - 24.0 - 36.0 - 47.9 - 60.1 (12.7-12.7)						
199102010306	芝	右	1200	晴	稍重	13:15	4歳未勝利		1991-8-10	1	函館	3	4歳未勝利	(馬齢)	10	520	3	10	170	2	3	840	10	3-8	6220	21																							12.4 - 11.1 - 11.2 - 12.5 - 12.5 - 12.5	12.4 - 23.5 - 34.7 - 47.2 - 59.7 - 72.2 (12.4-12.4)	1.0	380.0	5.0			
199102010307	芝	右	1800	晴	稍重	13:50	4歳未勝利		1991-8-10	1	函館	3	4歳未勝利	(馬齢)	9	590	4	9	180	4	1	180	3	1-8	1070	6																							12.5 - 11.4 - 11.7 - 11.9 - 12.0 - 12.6 - 13.3 - 13.2 - 12.5	12.5 - 23.9 - 35.6 - 47.5 - 59.5 - 72.1 - 85.4 - 98.6 - 111.1 (12.5-12.5)	7.0	110.0	1.0			
199102010308	芝	右	2000	晴	稍重	14:25	奥尻特別 		1991-8-10	1	函館	3	4歳以上500万下	(別定)	5	900	5	5	250	5	4	290	6	4-5	6610	18																							12.9 - 11.1 - 12.3 - 12.4 - 12.7 - 12.2 - 12.0 - 12.6 - 12.3 - 12.5	12.9 - 24.0 - 36.3 - 48.7 - 61.4 - 73.6 - 85.6 - 98.2 - 110.5 - 123.0 (12.9-12.9)	3.0	110.0	1.0			
199102010309	芝	右	1200	晴	稍重	15:00	噴火湾特別 		1991-8-10	1	函館	3	4歳以上500万下	(別定)	2	910	4	2	230	6	7	120	1	2-7	1260	4																							12.2 - 10.5 - 11.2 - 12.1 - 12.2 - 12.5	12.2 - 22.7 - 33.9 - 46.0 - 58.2 - 70.7 (12.2-12.2)	8.0	160.0	3.0			
199102010310	芝	右	1800	晴	稍重	15:35	駒場特別 		1991-8-10	1	函館	3	4歳以上900万下	(ハンデ)	5	300	1	5	140	1	2	260	5	2-4	1320	5																							12.7 - 11.7 - 11.8 - 12.0 - 11.9 - 11.8 - 12.5 - 12.7 - 12.2	12.7 - 24.4 - 36.2 - 48.2 - 60.1 - 71.9 - 84.4 - 97.1 - 109.3 (12.7-12.7)	4.0	210.0	4.0			
199102010401	芝	右	1000	雨	良	10:15	3歳未勝利		1991-8-11	1	函館	4	3歳未勝利	(混)(馬齢)	1	150	1	1	100	1	5	310	4	1-5	630	3																							12.5 - 11.0 - 12.4 - 12.1 - 12.2	12.5 - 23.5 - 35.9 - 48.0 - 60.2 (12.5-12.5)						
199102010402	ダ	右	1000	雨	良	10:45	4歳未勝利		1991-8-11	1	函館	4	4歳未勝利	(混)(馬齢)	4	720	3	4	180	3	2	120	1	2-4	600	2																							12.6 - 11.0 - 12.0 - 12.3 - 12.3	12.6 - 23.6 - 35.6 - 47.9 - 60.2 (12.6-12.6)	8.0	500.0	9.0			
199102010403	芝	右	1000	雨	稍重	11:15	3歳新馬		1991-8-11	1	函館	4	3歳新馬	牝(馬齢)	9	180	1	9	110	1	3	170	3	3-8	760	2																							12.5 - 10.8 - 11.7 - 12.1 - 12.0	12.5 - 23.3 - 35.0 - 47.1 - 59.1 (12.5-12.5)	1.0	210.0	4.0			
199102010404	芝	右	1200	雨	稍重	11:45	3歳新馬		1991-8-11	1	函館	4	3歳新馬	(混)(馬齢)	11	920	4	11	240	4	10	120	1	7-8	640	2																							12.7 - 11.2 - 11.7 - 12.2 - 12.2 - 12.9	12.7 - 23.9 - 35.6 - 47.8 - 60.0 - 72.9 (12.7-12.7)	2.0	320.0	6.0			
199102010405	芝	右	2000	曇	稍重	12:45	4歳未勝利		1991-8-11	1	函館	4	4歳未勝利	(馬齢)	6	130	1	6	100	1	9	140	2	6-8	400	1																							13.1 - 11.5 - 12.1 - 12.1 - 12.3 - 12.3 - 12.4 - 12.8 - 13.0 - 12.9	13.1 - 24.6 - 36.7 - 48.8 - 61.1 - 73.4 - 85.8 - 98.6 - 111.6 - 124.5 (13.1-13.1)	2.0	140.0	3.0			
199102010406	ダ	右	1700	曇	良	13:15	4歳以上500万下		1991-8-11	1	函館	4	4歳以上500万下	(混)(別定)	6	710	5	6	190	4	5	120	1	5-6	1230	4																							7.6 - 11.4 - 11.8 - 12.7 - 12.8 - 12.6 - 13.6 - 13.5 - 13.5	7.6 - 19.0 - 30.8 - 43.5 - 56.3 - 68.9 - 82.5 - 96.0 - 109.5 (7.6-7.6)	4.0	150.0	3.0			
199102010407	ダ	右	1700	曇	良	13:50	4歳以上500万下		1991-8-11	1	函館	4	4歳以上500万下	(混)(別定)	1	720	5	1	270	6	7	210	3	1-7	2480	12																							7.4 - 10.8 - 11.9 - 12.6 - 12.6 - 12.6 - 13.1 - 13.7 - 13.1	7.4 - 18.2 - 30.1 - 42.7 - 55.3 - 67.9 - 81.0 - 94.7 - 107.8 (7.4-7.4)	5.0	440.0	7.0			
199102010408	芝	右	1800	曇	稍重	14:25	江差特別 		1991-8-11	1	函館	4	4歳以上500万下	牝(別定)	1	360	2	1	160	1	6	460	9	1-5	1920	11																							12.5 - 11.8 - 12.1 - 12.1 - 11.9 - 12.1 - 12.8 - 12.8 - 12.6	12.5 - 24.3 - 36.4 - 48.5 - 60.4 - 72.5 - 85.3 - 98.1 - 110.7 (12.5-12.5)	10.0	340.0	5.0			
199102010409	ダ	右	1700	晴	良	15:00	潮騒特別 		1991-8-11	1	函館	4	4歳以上900万下	(混)(別定)	10	760	5	10	210	6	4	190	1	4-7	1100	4																							7.4 - 10.8 - 11.8 - 12.5 - 12.6 - 12.6 - 13.4 - 13.5 - 12.9	7.4 - 18.2 - 30.0 - 42.5 - 55.1 - 67.7 - 81.1 - 94.6 - 107.5 (7.4-7.4)	9.0	200.0	3.0			
199102010410	芝	右	1200	晴	稍重	15:35	マリーンステークス 		1991-8-11	1	函館	4	4歳以上オープン	(混)(別定)	14	630	3	14	210	4	1	140	1	1-8	870	2																							12.3 - 10.5 - 10.8 - 12.0 - 11.9 - 12.4	12.3 - 22.8 - 33.6 - 45.6 - 57.5 - 69.9 (12.3-12.3)	10.0	280.0	6.0			
199102010501	ダ	右	1700	曇	良	10:15	4歳以上オープン		1991-8-17	1	函館	5	4歳以上オープン	[抽](別定)	1	140	1	1	110	1	6	150	2	1-6	280	1																							7.5 - 11.3 - 12.0 - 12.0 - 12.5 - 12.6 - 13.3 - 13.3 - 13.8	7.5 - 18.8 - 30.8 - 42.8 - 55.3 - 67.9 - 81.2 - 94.5 - 108.3 (7.5-7.5)						
199102010502	芝	右	1200	曇	良	10:45	3歳未勝利		1991-8-17	1	函館	5	3歳未勝利	(馬齢)	5	4820	7	5	1,290	7	6	220	3	5-6	8160	18																							12.7 - 11.2 - 11.6 - 12.3 - 12.6 - 12.3	12.7 - 23.9 - 35.5 - 47.8 - 60.4 - 72.7 (12.7-12.7)						
199102010503	ダ	右	1000	曇	良	11:15	4歳未勝利		1991-8-17	1	函館	5	4歳未勝利	(馬齢)	1	220	1	1	120	1	6	240	4	1-6	1120	5																							12.7 - 10.9 - 12.0 - 12.8 - 13.0	12.7 - 23.6 - 35.6 - 48.4 - 61.4 (12.7-12.7)	9.0	560.0	8.0			
199102010504	芝	右	2000	曇	良	11:45	4歳未勝利		1991-8-17	1	函館	5	4歳未勝利	牝(馬齢)	6	120	1	6	110	1	5	370	7	5-6	1930	6																							13.5 - 11.2 - 12.9 - 12.6 - 12.9 - 12.1 - 12.1 - 12.5 - 12.5 - 12.3	13.5 - 24.7 - 37.6 - 50.2 - 63.1 - 75.2 - 87.3 - 99.8 - 112.3 - 124.6 (13.5-13.5)	4.0	140.0	2.0			
199102010505	芝	右	1800	曇	良	12:45	4歳未勝利		1991-8-17	1	函館	5	4歳未勝利	(混)(馬齢)	4	160	1	4	110	1	2	210	4	2-4	800	3																							12.5 - 11.5 - 11.7 - 12.5 - 12.0 - 12.1 - 12.8 - 12.5 - 12.2	12.5 - 24.0 - 35.7 - 48.2 - 60.2 - 72.3 - 85.1 - 97.6 - 109.8 (12.5-12.5)	1.0	170.0	3.0			
199102010506	芝	右	1800	曇	良	13:15	4歳未勝利		1991-8-17	1	函館	5	4歳未勝利	(混)(馬齢)	3	340	2	3	110	2	2	100	1	2-3	320	1																							12.6 - 11.9 - 12.4 - 12.3 - 12.0 - 11.9 - 12.2 - 12.5 - 12.4	12.6 - 24.5 - 36.9 - 49.2 - 61.2 - 73.1 - 85.3 - 97.8 - 110.2 (12.6-12.6)	6.0	120.0	3.0			
199102010507	芝	右	1000	晴	良	13:50	4歳以上500万下		1991-8-17	1	函館	5	4歳以上500万下	(別定)	4	190	1	4	110	1	5	250	6	4-5	1410	5																							12.3 - 10.7 - 11.6 - 11.7 - 11.5	12.3 - 23.0 - 34.6 - 46.3 - 57.8 (12.3-12.3)	3.0	130.0	2.0			
199102010508	芝	右	1800	晴	良	14:25	北洋特別 		1991-8-17	1	函館	5	4歳以上500万下	(別定)	5	150	1	5	100	1	8	120	3	5-8	380	1																							12.3 - 11.6 - 11.7 - 11.6 - 11.6 - 11.8 - 12.3 - 12.2 - 12.3	12.3 - 23.9 - 35.6 - 47.2 - 58.8 - 70.6 - 82.9 - 95.1 - 107.4 (12.3-12.3)	2.0	120.0	2.0			
199102010509	芝	右	1200	晴	良	15:00	七重浜特別 		1991-8-17	1	函館	5	4歳以上900万下	(混)(別定)	1	850	3	1	320	5	13	250	3	1-8	2220	10																							12.2 - 10.8 - 11.0 - 11.8 - 12.2 - 12.0	12.2 - 23.0 - 34.0 - 45.8 - 58.0 - 70.0 (12.2-12.2)	8.0	360.0	6.0			
199102010510	芝	右	2500	晴	良	15:35	松前特別 		1991-8-17	1	函館	5	4歳以上900万下	(混)(別定)	6	260	1	6	130	2	10	130	1	6-8	330	1																							7.5 - 11.8 - 12.2 - 12.6 - 12.2 - 12.9 - 12.1 - 12.1 - 11.9 - 11.9 - 12.4 - 12.3 - 12.3	7.5 - 19.3 - 31.5 - 44.1 - 56.3 - 69.2 - 81.3 - 93.4 - 105.3 - 117.2 - 129.6 - 141.9 - 154.2 (7.5-7.5)	4.0	280.0	5.0			
199102010601	ダ	右	1700	晴	良	10:15	4歳未勝利		1991-8-18	1	函館	6	4歳未勝利	(馬齢)	1	350	2	1	130	2	7	100	1	1-7	340	1																							7.4 - 11.2 - 12.7 - 13.2 - 13.4 - 12.6 - 13.2 - 13.5 - 13.5	7.4 - 18.6 - 31.3 - 44.5 - 57.9 - 70.5 - 83.7 - 97.2 - 110.7 (7.4-7.4)	5.0	230.0	5.0			
199102010602	芝	右	1200	晴	良	10:45	4歳未勝利		1991-8-18	1	函館	6	4歳未勝利	(馬齢)	3	390	2	3	170	3	7	280	5	3-7	1670	7																							12.4 - 10.5 - 11.0 - 12.0 - 12.2 - 12.6	12.4 - 22.9 - 33.9 - 45.9 - 58.1 - 70.7 (12.4-12.4)	6.0	240.0	4.0			
199102010603	芝	右	1200	晴	良	11:15	4歳未勝利		1991-8-18	1	函館	6	4歳未勝利	(馬齢)	2	200	1	2	130	1	7	150	2	2-7	270	1																							12.5 - 10.4 - 11.1 - 12.1 - 12.4 - 12.7	12.5 - 22.9 - 34.0 - 46.1 - 58.5 - 71.2 (12.5-12.5)						
199102010604	芝	右	1200	晴	良	11:45	3歳新馬		1991-8-18	1	函館	6	3歳新馬	(混)(馬齢)	6	210	2	6	120	2	3	110	1	3-6	180	1																							12.6 - 10.9 - 11.1 - 12.0 - 11.9 - 12.6	12.6 - 23.5 - 34.6 - 46.6 - 58.5 - 71.1 (12.6-12.6)						
199102010605	芝	右	1800	晴	良	12:45	4歳未勝利		1991-8-18	1	函館	6	4歳未勝利	(父)(馬齢)	5	990	5	5	260	6	7	140	2	5-7	1880	9																							12.6 - 11.3 - 11.6 - 12.4 - 12.1 - 12.3 - 12.9 - 12.8 - 12.7	12.6 - 23.9 - 35.5 - 47.9 - 60.0 - 72.3 - 85.2 - 98.0 - 110.7 (12.6-12.6)	6.0	220.0	3.0			
199102010606	芝	右	2000	晴	良	13:15	4歳以上500万下		1991-8-18	1	函館	6	4歳以上500万下	(別定)	3	2780	9	3	440	9	1	230	5	1-3	12260	29																							13.0 - 11.1 - 12.3 - 11.9 - 12.0 - 12.1 - 12.2 - 12.5 - 12.8 - 13.3	13.0 - 24.1 - 36.4 - 48.3 - 60.3 - 72.4 - 84.6 - 97.1 - 109.9 - 123.2 (13.0-13.0)	4.0	120.0	1.0			
199102010607	芝	右	1200	晴	良	13:50	4歳以上500万下		1991-8-18	1	函館	6	4歳以上500万下	(別定)	1	150	1	1	110	1	2	140	4	1-2	470	2																							12.2 - 10.4 - 11.2 - 12.2 - 12.0 - 12.1	12.2 - 22.6 - 33.8 - 46.0 - 58.0 - 70.1 (12.2-12.2)	8.0	140.0	3.0			
199102010608	ダ	右	1700	晴	良	14:25	立待岬特別 		1991-8-18	1	函館	6	4歳以上500万下	(別定)	7	330	2	7	120	2	8	120	3	7-8	400	1																							7.3 - 11.6 - 12.4 - 12.8 - 12.6 - 12.2 - 12.8 - 12.9 - 13.6	7.3 - 18.9 - 31.3 - 44.1 - 56.7 - 68.9 - 81.7 - 94.6 - 108.2 (7.3-7.3)	4.0	120.0	1.0			
199102010609	芝	右	1800	晴	良	15:00	漁火特別 		1991-8-18	1	函館	6	4歳以上900万下	牝(別定)	8	300	1	8	150	1	5	470	8	4-6	1830	9																							12.5 - 12.0 - 12.2 - 12.4 - 12.0 - 11.9 - 12.0 - 12.2 - 12.1	12.5 - 24.5 - 36.7 - 49.1 - 61.1 - 73.0 - 85.0 - 97.2 - 109.3 (12.5-12.5)	3.0	640.0	9.0			
199102010610	芝	右	2000	晴	良	15:35	函館記念	G3	1991-8-18	1	函館	6	4歳以上オープン	(混)(ハンデ)	10	370	1	10	140	1	12	150	2	6-7	420	1																							12.6 - 10.6 - 11.5 - 11.6 - 11.7 - 11.9 - 12.0 - 12.3 - 12.2 - 12.7	12.6 - 23.2 - 34.7 - 46.3 - 58.0 - 69.9 - 81.9 - 94.2 - 106.4 - 119.1 (12.6-12.6)	5.0	620.0	10.0			
199102010701	芝	右	1000	晴	稍重	10:15	3歳未勝利		1991-8-24	1	函館	7	3歳未勝利	(混)(馬齢)	3	230	1	3	140	1	1	410	4	1-3	1950	7																							12.5 - 11.0 - 11.6 - 11.7 - 11.8	12.5 - 23.5 - 35.1 - 46.8 - 58.6 (12.5-12.5)						
199102010702	ダ	右	1700	晴	良	10:45	4歳未勝利		1991-8-24	1	函館	7	4歳未勝利	(混)(馬齢)	3	170	1	3	110	1	4	180	5	3-4	830	5																							7.4 - 11.3 - 12.3 - 13.2 - 13.3 - 12.8 - 13.3 - 13.3 - 13.5	7.4 - 18.7 - 31.0 - 44.2 - 57.5 - 70.3 - 83.6 - 96.9 - 110.4 (7.4-7.4)	1.0	140.0	3.0			
199102010703	芝	右	1000	晴	良	11:15	3歳新馬		1991-8-24	1	函館	7	3歳新馬	(混)(馬齢)	5	170	1	5	100	1	2	160	4	2-5	880	3																							12.4 - 11.1 - 11.8 - 12.0 - 12.1	12.4 - 23.5 - 35.3 - 47.3 - 59.4 (12.4-12.4)	8.0	100.0	2.0			
199102010704	芝	右	1200	晴	良	11:45	3歳新馬		1991-8-24	1	函館	7	3歳新馬	(馬齢)	4	300	1	4	140	1	6	160	3	4-6	640	2																							12.4 - 10.8 - 11.3 - 12.0 - 12.0 - 11.8	12.4 - 23.2 - 34.5 - 46.5 - 58.5 - 70.3 (12.4-12.4)	7.0	340.0	7.0			
199102010705	芝	右	1000	晴	良	12:45	4歳未勝利		1991-8-24	1	函館	7	4歳未勝利	(馬齢)	4	170	1	4	110	1	8	140	3	4-8	580	2																							12.5 - 10.9 - 11.7 - 11.7 - 12.1	12.5 - 23.4 - 35.1 - 46.8 - 58.9 (12.5-12.5)	5.0	110.0	2.0			
199102010706	芝	右	1800	晴	良	13:15	4歳未勝利		1991-8-24	1	函館	7	4歳未勝利	(馬齢)	8	830	4	8	280	5	2	170	2	2-8	2210	8																							13.2 - 12.0 - 12.1 - 12.6 - 12.4 - 12.4 - 12.2 - 12.4 - 12.7	13.2 - 25.2 - 37.3 - 49.9 - 62.3 - 74.7 - 86.9 - 99.3 - 112.0 (13.2-13.2)	5.0	450.0	7.0			
199102010707	芝	右	1800	晴	良	13:50	4歳未勝利		1991-8-24	1	函館	7	4歳未勝利	(馬齢)	2	160	1	2	110	1	5	110	2	2-5	250	1																							12.6 - 11.7 - 12.2 - 12.3 - 12.2 - 12.2 - 12.5 - 12.7 - 12.6	12.6 - 24.3 - 36.5 - 48.8 - 61.0 - 73.2 - 85.7 - 98.4 - 111.0 (12.6-12.6)	4.0	150.0	4.0			
