	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気
199102020703	ダ	右	1700	曇	稍重	11:40	4歳未勝利		1991-9-21	2	函館	7	4歳未勝利	(馬齢)	2	160	1	2	100	1	7	120	3	2-7	440	1																							7.6 - 12.3 - 13.4 - 12.6 - 12.5 - 12.1 - 12.6 - 13.3 - 13.9	7.6 - 19.9 - 33.3 - 45.9 - 58.4 - 70.5 - 83.1 - 96.4 - 110.3 (7.6-7.6)	4.0	110	2.0			
199102020704	芝	右	1200	曇	稍重	12:40	4歳未勝利		1991-9-21	2	函館	7	4歳未勝利	(混)(馬齢)	1	1810	6	1	250	6	10	160	3	1-8	1860	8																							12.1 - 10.6 - 11.3 - 12.4 - 12.8 - 12.8	12.1 - 22.7 - 34.0 - 46.4 - 59.2 - 72.0 (12.1-12.1)	3.0	110	1.0	1-10	2650.0	13.0
199102020705	芝	右	1200	曇	稍重	13:10	4歳未勝利		1991-9-21	2	函館	7	4歳未勝利	(混)(馬齢)	3	760	5	3	150	3	4	110	1	3-4	530	2																							12.4 - 10.7 - 11.4 - 12.2 - 12.8 - 12.6	12.4 - 23.1 - 34.5 - 46.7 - 59.5 - 72.1 (12.4-12.4)	9.0	160	4.0	3-4	610.0	2.0
199102020706	ダ	右	1000	曇	良	13:45	4歳以上500万下		1991-9-21	2	函館	7	4歳以上500万下	(別定)	2	5540	11	2	980	11	1	180	2	1-2	7350	23																							12.4 - 10.7 - 11.7 - 12.7 - 13.2	12.4 - 23.1 - 34.8 - 47.5 - 60.7 (12.4-12.4)	10.0	340	5.0	1-2	7890.0	29.0
199102020707	芝	右	1700	小雨	稍重	14:20	コスモス賞 		1991-9-21	2	函館	7	3歳オープン	(混)(別定)	2	160	1	2	110	1	3	150	2	2-3	660	2																							6.8 - 11.9 - 11.8 - 11.8 - 11.8 - 12.2 - 12.6 - 13.2 - 12.5	6.8 - 18.7 - 30.5 - 42.3 - 54.1 - 66.3 - 78.9 - 92.1 - 104.6 (6.8-6.8)	8.0	150	3.0	2-3	720.0	2.0
199102020801	芝	右	1200	晴	不良	10:40	3歳未勝利		1991-9-22	2	函館	8	3歳未勝利	(馬齢)	6	220	1	6	120	1	10	180	3	5-7	670	2																							12.3 - 11.0 - 11.7 - 12.6 - 13.2 - 12.3	12.3 - 23.3 - 35.0 - 47.6 - 60.8 - 73.1 (12.3-12.3)	1.0	240	5.0	6-10	760.0	2.0
199102020802	ダ	右	1700	晴	不良	11:10	4歳未勝利		1991-9-22	2	函館	8	4歳未勝利	(馬齢)	4	380	2	4	160	3	7	2,120	11	4-6	1700	9																							7.1 - 10.9 - 12.0 - 12.2 - 13.0 - 13.0 - 13.5 - 13.7 - 14.0	7.1 - 18.0 - 30.0 - 42.2 - 55.2 - 68.2 - 81.7 - 95.4 - 109.4 (7.1-7.1)	10.0	160	1.0	4-7	15190.0	31.0
199102020803	芝	右	1000	晴	不良	11:40	3歳新馬		1991-9-22	2	函館	8	3歳新馬	(馬齢)	1	530	2	1	140	2	7	220	5	1-7	3290	12																							12.8 - 11.1 - 12.1 - 13.0 - 12.7	12.8 - 23.9 - 36.0 - 49.0 - 61.7 (12.8-12.8)	2.0	100	1.0			
199102020804	芝	右	1800	晴	不良	12:40	4歳未勝利		1991-9-22	2	函館	8	4歳未勝利	(馬齢)	7	830	5	7	260	6	3	180	3	3-7	1890	10																							12.4 - 12.3 - 12.3 - 13.0 - 12.3 - 12.7 - 12.9 - 13.3 - 12.3	12.4 - 24.7 - 37.0 - 50.0 - 62.3 - 75.0 - 87.9 - 101.2 - 113.5 (12.4-12.4)	5.0	130	1.0			
199102020805	芝	右	1800	晴	不良	13:10	4歳未勝利		1991-9-22	2	函館	8	4歳未勝利	(馬齢)	3	210	1	3	100	1	6	190	5	3-6	1050	5																							12.5 - 12.7 - 12.3 - 12.4 - 11.9 - 12.2 - 12.6 - 13.7 - 13.2	12.5 - 25.2 - 37.5 - 49.9 - 61.8 - 74.0 - 86.6 - 100.3 - 113.5 (12.5-12.5)	2.0	120	2.0			
199102020806	ダ	右	1700	晴	不良	13:45	4歳以上500万下		1991-9-22	2	函館	8	4歳以上500万下	(別定)	2	450	2	2	170	2	5	210	4	2-5	900	4																							6.9 - 10.7 - 11.6 - 12.1 - 12.8 - 13.1 - 13.2 - 13.1 - 13.1	6.9 - 17.6 - 29.2 - 41.3 - 54.1 - 67.2 - 80.4 - 93.5 - 106.6 (6.9-6.9)	9.0	320	8.0	2-5	810.0	2.0
199102020807	芝	右	1800	晴	不良	14:20	十和田湖特別 		1991-9-22	2	函館	8	4歳以上500万下	(別定)	5	150	1	5	110	1	4	150	2	4-5	260	1																							12.4 - 12.6 - 12.2 - 12.8 - 13.0 - 12.8 - 12.8 - 12.7 - 11.8	12.4 - 25.0 - 37.2 - 50.0 - 63.0 - 75.8 - 88.6 - 101.3 - 113.1 (12.4-12.4)						
199102020808	芝	右	2000	晴	不良	14:55	大沼ステークス 		1991-9-22	2	函館	8	4歳以上900万下	(混)(ハンデ)	6	1320	7	6	540	9	8	420	7	5-6	1900	10																							12.9 - 10.9 - 12.4 - 12.1 - 12.8 - 12.4 - 12.7 - 13.0 - 12.9 - 12.1	12.9 - 23.8 - 36.2 - 48.3 - 61.1 - 73.5 - 86.2 - 99.2 - 112.1 - 124.2 (12.9-12.9)	3.0	230	3.0	6-8	13960.0	52.0
199102020809	芝	右	1200	晴	不良	15:35	函館3歳ステークス	G3	1991-9-22	2	函館	8	3歳オープン	(混)(馬齢)	13	560	3	13	180	3	11	900	13	7-8	2060	9																							12.6 - 10.9 - 12.2 - 12.8 - 12.7 - 12.5	12.6 - 23.5 - 35.7 - 48.5 - 61.2 - 73.7 (12.6-12.6)	5.0	140	1.0	11-13	17100.0	44.0
199102020810	芝	右	2000	晴	不良	16:10	4歳以上500万下		1991-9-22	2	函館	8	4歳以上500万下	(混)(別定)	7	610	3	7	200	3	3	200	4	3-7	1460	6																							12.4 - 10.2 - 12.1 - 12.1 - 13.6 - 12.9 - 13.3 - 13.9 - 13.6 - 12.7	12.4 - 22.6 - 34.7 - 46.8 - 60.4 - 73.3 - 86.6 - 100.5 - 114.1 - 126.8 (12.4-12.4)	2.0	260	5.0	3-7	2410.0	11.0
199102010111	芝	右	2000	曇	重	16:10	4歳以上500万下		1991-8-3	1	函館	1	4歳以上500万下	(別定)	8	820	3	8	320	5	1	250	3	1-7	2770	11																							12.8 - 10.7 - 12.7 - 12.4 - 12.7 - 12.4 - 11.9 - 12.6 - 12.4 - 12.6	12.8 - 23.5 - 36.2 - 48.6 - 61.3 - 73.7 - 85.6 - 98.2 - 110.6 - 123.2 (12.8-12.8)	5.0	300	4.0			
199102010511	芝	右	2000	晴	良	16:10	4歳以上500万下		1991-8-17	1	函館	5	4歳以上500万下	(別定)	10	450	2	10	160	2	3	240	5	3-8	1860	9																							12.9 - 11.1 - 12.4 - 12.1 - 12.1 - 12.0 - 11.8 - 12.4 - 12.4 - 12.8	12.9 - 24.0 - 36.4 - 48.5 - 60.6 - 72.6 - 84.4 - 96.8 - 109.2 - 122.0 (12.9-12.9)	8.0	110	1.0			
199102010810	芝	右	1800	晴	良	16:10	4歳以上500万下		1991-8-25	1	函館	8	4歳以上500万下	(別定)	2	1570	8	2	430	8	4	200	3	2-4	2610	12																							12.6 - 12.0 - 12.2 - 12.4 - 11.8 - 12.2 - 12.7 - 12.7 - 12.2	12.6 - 24.6 - 36.8 - 49.2 - 61.0 - 73.2 - 85.9 - 98.6 - 110.8 (12.6-12.6)	9.0	420	6.0			
199102020310	ダ	右	1700	晴	重	16:10	4歳以上500万下		1991-9-7	2	函館	3	4歳以上500万下	(別定)	5	480	3	5	170	3	3	130	1	3-5	910	4																							7.0 - 11.0 - 11.4 - 11.9 - 12.5 - 13.1 - 13.6 - 13.5 - 12.8	7.0 - 18.0 - 29.4 - 41.3 - 53.8 - 66.9 - 80.5 - 94.0 - 106.8 (7.0-7.0)	2.0	310	6.0	3-5	940.0	3.0
199102020509	芝	右	1800	曇	良	16:10	4歳以上500万下		1991-9-14	2	函館	5	4歳以上500万下	(別定)	2	220	1	2	120	1	7	160	3	2-7	850	3																							12.3 - 11.9 - 11.7 - 12.3 - 11.8 - 12.0 - 12.2 - 12.6 - 12.0	12.3 - 24.2 - 35.9 - 48.2 - 60.0 - 72.0 - 84.2 - 96.8 - 108.8 (12.3-12.3)	3	230	6			
