	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気
202143011111	ダ	左	1600	曇	良	19:15	白富士特別 		2021-1-11	10	船橋	1			1	340	1	1	170	2	6	220	3	8.0	1,770	11.0	1-6	1430	5	1-6	620	7	1-8	6,770	44	6-8	7,720	47	1=>6	2410	6	1-6-8	44950	102	1=>6=>8	186390	462	119167241235108.0	119167241235108	119167241231058	111647291210538	12.4 - 11.5 - 11.7 - 12.7 - 13.0 - 13.6 - 13.3 - 14.0	12.4 - 23.9 - 35.6 - 48.3 - 61.3 - 74.9 - 88.2 - 102.2 (35.6-40.9)	1-5	710.0	2.0	1=>5	1150.0	1.0
202143011112	ダ	左	1600	曇	良	19:50	成田山賞		2021-1-11	10	船橋	1			10	2670	8	10	480	9	1	150	2	5.0	130	1.0	1-10	5140	20	1-10	1,530	23	5-10	1,440	21	1-5	230	1	10=>1	15210	48	1-5-10	4500	17	10=>1=>5	57640	221	1034211589176.0	1032451189176	1034521196817	1034591126187	12.5 - 12.2 - 12.4 - 12.8 - 12.8 - 12.7 - 13.0 - 13.8	12.5 - 24.7 - 37.1 - 49.9 - 62.7 - 75.4 - 88.4 - 102.2 (37.1-39.5)	1-8	1180.0	6.0	8=>1	2580.0	14.0
202143011201	ダ	左	1500	小雨	良	14:00	3歳　五組以下		2021-1-12	10	船橋	2			1	110	1	1	110	1	2	150	3	9.0	150	2.0	1-2	510	2	1-2	220	3	1-9	180	1	2-9	640	9	1=>2	620	2	1-2-9	750	1	1=>2=>9	1980	3	92178431056.0	92187431056	92187410356	92178543610	6.8 - 12.5 - 12.9 - 12.9 - 13.2 - 13.2 - 12.8 - 13.6	6.8 - 19.3 - 32.2 - 45.1 - 58.3 - 71.5 - 84.3 - 97.9 (32.2-39.6)	1-2	500.0	3.0	1=>2	500.0	2.0
202143011202	ダ	左	1200	小雨	良	14:30	C3八　九		2021-1-12	10	船橋	2			6	170	1	6	120	1	7	190	4	4.0	160	3.0	6-7	620	3	6-7	290	2	4-6	310	3	4-7	570	7	6=>7	760	2	4-6-7	1370	3	6=>7=>4	3690	6		679425101811312.0	679410528111312.0	674910528111123.0	12.5 - 11.8 - 11.9 - 12.0 - 12.3 - 13.6	12.5 - 24.3 - 36.2 - 48.2 - 60.5 - 74.1 (36.2-37.9)	5-6	370.0	1.0	5=>6	400.0	1.0
202143011203	ダ	左	1500	小雨	良	15:00	C3八　九		2021-1-12	10	船橋	2			1	170	1	1	100	1	10	140	3	3.0	860	10.0	1-10	250	1	1-10	180	2	1-3	1,370	15	3-10	2,540	21	1=>10	370	1	1-3-10	3490	9	1=>10=>3	5550	14	110321178591264.0	110231175891264	110327115986412	110321175964812	7.4 - 12.0 - 12.6 - 12.9 - 12.7 - 12.3 - 12.3 - 14.2	7.4 - 19.4 - 32.0 - 44.9 - 57.6 - 69.9 - 82.2 - 96.4 (32.0-38.8)	1-7	240.0	1.0	1=>7	350.0	1.0
202143011204	ダ	左	1200	小雨	良	15:30	C2五　六		2021-1-12	10	船橋	2			7	500	3	7	200	3	3	180	2	8.0	260	5.0	3-7	940	4	3-7	300	3	7-8	850	12	3-8	620	8	7=>3	2290	8	3-7-8	3620	13	7=>3=>8	18550	60		718103495621112.0	781041359116212.0	781043516112912.0	12.3 - 11.4 - 11.8 - 12.5 - 13.0 - 13.6	12.3 - 23.7 - 35.5 - 48.0 - 61.0 - 74.6 (35.5-39.1)	3-6	620.0	3.0	6=>3	1300.0	5.0
202143011205	ダ	左	1500	小雨	良	16:00	立ち呑みとーど亀戸店		2021-1-12	10	船橋	2			8	140	1	8	100	1	10	130	2	2.0	490	9.0	8-10	240	1	8-10	160	1	2-8	1,030	14	2-10	1,900	21	8=>10	350	1	2-8-10	2990	11	8=>10=>2	6430	18	181021135612479.0	181021153612947	181021165391247	810216115341279	7.2 - 12.4 - 12.5 - 12.7 - 12.8 - 12.6 - 13.0 - 13.3	7.2 - 19.6 - 32.1 - 44.8 - 57.6 - 70.2 - 83.2 - 96.5 (32.1-38.9)	6-7	270.0	1.0	6=>7	370.0	1.0
202143011206	ダ	左	1600	小雨	良	16:30	インテリパワー・メモ 		2021-1-12	10	船橋	2	271万円以上		6	480	4	6	200	4	2	190	3				2-6	660	5	2-6	250	6	4-6	240	4	2-4	250	5	6=>2	1270	10	2-4-6	740	4	6=>2=>4	4340	23	214365.0	214365	21463-5	214635	12.8 - 12.8 - 13.0 - 12.9 - 12.4 - 12.3 - 12.3 - 13.9	12.8 - 25.6 - 38.6 - 51.5 - 63.9 - 76.2 - 88.5 - 102.4 (38.6-38.5)						
202143011207	ダ	左	1200	小雨	良	17:00	C2三　四		2021-1-12	10	船橋	2			1	170	1	1	110	1	2	130	2	6.0	180	4.0	1-2	230	1	1-2	150	1	1-6	240	3	2-6	440	7	1=>2	310	1	1-2-6	600	2	1=>2=>6	1480	2		261129410358117.0	261124910358117.0	261124310598117.0	12.6 - 11.6 - 11.7 - 12.5 - 12.4 - 13.6	12.6 - 24.2 - 35.9 - 48.4 - 60.8 - 74.4 (35.9-38.5)	1-2	170.0	1.0	1=>2	390.0	1.0
202143011208	ダ	左	1500	小雨	良	17:30	馬い!?海ブドウサラ		2021-1-12	10	船橋	2			11	320	2	11	130	1	2	140	2	12.0	240	6.0	2-11	270	1	2-11	180	1	11-12	510	7	2-12	590	8	11=>2	710	2	2-11-12	1110	3	11=>2=>12	4440	7	122418117910563.0	122411187910563	122411811097563	122114798110536	7.0 - 11.8 - 12.8 - 12.8 - 12.4 - 12.6 - 12.9 - 13.9	7.0 - 18.8 - 31.6 - 44.4 - 56.8 - 69.4 - 82.3 - 96.2 (31.6-39.4)	2-8	260.0	1.0	8=>2	760.0	3.0
202143011209	ダ	左	1200	小雨	良	18:05	スキースプリント		2021-1-12	10	船橋	2			8	530	3	8	220	4	3	320	7	1.0	170	2.0	3-8	4040	21	3-8	980	14	1-8	760	8	1-3	880	11	8=>3	6740	29	1-3-8	6870	24	8=>3=>1	48440	187		8439610751211.0	3846109721511.0	3894671021511.0	12.3 - 11.3 - 11.6 - 12.5 - 12.4 - 14.4	12.3 - 23.6 - 35.2 - 47.7 - 60.1 - 74.5 (35.2-39.3)	3-7	1680.0	6.0	7=>3	3570.0	15.0
202143011210	ダ	左	1500	小雨	良	18:40	スイートアリッサム特 		2021-1-12	10	船橋	2	(ハンデ)		1	460	3	1	130	3	6	100	1	2.0	110	2.0	1-6	430	2	1-6	170	2	1-2	210	3	2-6	160	1	1=>6	960	3	1-2-6	360	1	1=>6=>2	2070	3	584612379.0	584612739	584621739	584621739	7.0 - 12.4 - 12.3 - 12.5 - 12.4 - 12.3 - 12.7 - 14.1	7.0 - 19.4 - 31.7 - 44.2 - 56.6 - 68.9 - 81.6 - 95.7 (31.7-39.1)	1-6	370.0	1.0	1=>6	1040.0	5.0
202143011211	ダ	左	1600	小雨	良	19:15	倶利伽羅特別 		2021-1-12	10	船橋	2			2	680	3	2	130	3	5	100	1	6.0	120	2.0	2-5	460	2	2-5	200	2	2-6	410	5	5-6	150	1	2=>5	1560	6	2-5-6	590	1	2=>5=>6	5500	18	254618397.0	251643897	256197438	256197348	12.7 - 12.1 - 12.7 - 12.8 - 12.3 - 12.6 - 12.3 - 13.8	12.7 - 24.8 - 37.5 - 50.3 - 62.6 - 75.2 - 87.5 - 101.3 (37.5-38.7)	2-5	490.0	2.0	2=>5	1610.0	6.0
202143011212	ダ	左	1200	小雨	良	19:50	酒々井スプリント 		2021-1-12	10	船橋	2			8	180	1	8	110	1	5	160	2	7.0	180	3.0	5-8	500	1	5-8	260	1	7-8	300	4	5-7	1,100	14	8=>5	920	2	5-7-8	1670	6	8=>5=>7	5200	10		105846711112239.0	105864117112239.0	105861117412329.0	12.3 - 11.7 - 11.6 - 12.2 - 12.9 - 13.1	12.3 - 24.0 - 35.6 - 47.8 - 60.7 - 73.8 (35.6-38.2)	5-6	400.0	1.0	6=>5	580.0	1.0
202143011301	ダ	左	1200	晴	良	14:00	3歳六		2021-1-13	10	船橋	3	41万円以上70万円未満		1	120	1	1	100	1	4	130	2	8.0	270	6.0	1-4	290	1	1-4	160	1	1-8	390	5	4-8	1,370	15	1=>4	320	1	1-4-8	1930	7	1=>4=>8	3960	14		1117810632954	1,11-8,7,2,(10,4),6,5,9,3	111-8476295103	12.7 - 11.8 - 12.4 - 12.7 - 13.2 - 13.2	12.7 - 24.5 - 36.9 - 49.6 - 62.8 - 76.0 (36.9-39.1)	1-4	240.0	1.0	1=>4	250.0	1.0
202143011302	ダ	左	1200	晴	良	14:30	3歳五		2021-1-13	10	船橋	3	70万円以上115万円未満		11	3330	9	11	560	8	12	450	6	5.0	340	4.0	11-12	8750	24	11-12	2,420	24	5-11	3,010	30	5-12	1,770	19	11=>12	23730	55	5-11-12	23490	66	11=>12=>5	180550	409		711125864310219	7,11,12,5,8,6,(4,10),3,2,1-9	71112586103421-9	12.7 - 11.9 - 12.2 - 12.4 - 13.1 - 13.1	12.7 - 24.6 - 36.8 - 49.2 - 62.3 - 75.4 (36.8-38.6)	8-8	7790.0	17.0	8=>8	7460.0	23.0
202143011303	ダ	左	1200	晴	良	15:00	C3六　七		2021-1-13	10	船橋	3			8	140	1	8	100	1	7	130	2	10.0	220	5.0	7-8	180	1	7-8	150	1	8-10	480	6	7-10	1,050	13	8=>7	270	1	7-8-10	1390	5	8=>7=>10	2790	6		891112275106341.0	891171210456231.0	871191045631122.0	12.8 - 11.4 - 12.0 - 12.4 - 12.9 - 13.0	12.8 - 24.2 - 36.2 - 48.6 - 61.5 - 74.5 (36.2-38.3)	6-6	210.0	1.0	6=>6	200.0	1.0
202143011304	ダ	左	1500	晴	良	15:30	C3六　七		2021-1-13	10	船橋	3			12	12350	11	12	1,980	12	7	180	4	9.0	160	2.0	7-12	30780	43	7-12	6,850	46	9-12	3,980	35	7-9	300	1	12=>7	95830	96	7-9-12	18100	56	12=>7=>9	379760	569	391212457810611.0	391212457810611	391212710548611	391217105248611	7.0 - 12.2 - 12.8 - 13.0 - 12.7 - 12.7 - 13.3 - 13.9	7.0 - 19.2 - 32.0 - 45.0 - 57.7 - 70.4 - 83.7 - 97.6 (32.0-39.9)	6-8	5020.0	14.0	8=>6	18490.0	36.0
202143011305	ダ	左	1200	晴	良	16:00	C2七　八		2021-1-13	10	船橋	3			11	1390	5	11	320	5	2	1,370	10	9.0	240	3.0	2-11	45990	52	2-11	10,430	52	9-11	1,380	16	2-9	6,700	45	11=>2	70020	94	2-9-11	66580	125	11=>2=>9	650360	818		976101111284325.0	971061181124253.0	976108111124253.0	12.3 - 11.3 - 12.0 - 12.2 - 12.9 - 15.0	12.3 - 23.6 - 35.6 - 47.8 - 60.7 - 75.7 (35.6-40.1)	2-8	36050.0	30.0	8=>2	56100.0	53.0
202143011306	ダ	左	1500	晴	良	16:30	馬い!?八丈島レモン		2021-1-13	10	船橋	3			10	1840	8	10	340	6	3	3,370	12	11.0	620	8.0	3-10	87330	63	3-10	12,140	58	10-11	3,510	41	3-11	24,790	65	10=>3	79890	115	3-10-11	347700	216	10=>3=>11	1532200	1176	310121176891245.0	310111276891245	310117215698124	310117251968412	7.0 - 12.9 - 13.3 - 12.6 - 12.6 - 12.7 - 13.1 - 13.4	7.0 - 19.9 - 33.2 - 45.8 - 58.4 - 71.1 - 84.2 - 97.6 (33.2-39.2)	3-7	29160.0	31.0	7=>3	42680.0	54.0
202143011307	ダ	左	1500	晴	良	17:00	ハートビートフィリー 		2021-1-13	10	船橋	3			6	190	1	6	100	1	3	180	5	9.0	130	3.0	3-6	1040	4	3-6	270	4	6-9	170	1	3-9	410	7	6=>3	1400	6	3-6-9	870	4	6=>3=>9	4220	13	6417953-8	6471953-8	6497531-8	64975318	6.7 - 12.7 - 13.0 - 13.1 - 12.2 - 12.2 - 12.7 - 13.9	6.7 - 19.4 - 32.4 - 45.5 - 57.7 - 69.9 - 82.6 - 96.5 (32.4-38.8)	3-6	1200.0	4.0	6=>3	1870.0	7.0
202143011308	ダ	左	1600	晴	良	17:30	船橋生まれの除菌水e		2021-1-13	10	船橋	3			3	140	1	3	110	1	7	210	3	9.0	240	5.0	3-7	600	2	3-7	280	2	3-9	440	5	7-9	1,600	15	3=>7	650	2	3-7-9	2430	8	3=>7=>9	5270	13	79134118312156210	79134118312156210	79134118312156210	79114313812165210	12.7 - 13.1 - 12.7 - 12.4 - 12.4 - 12.5 - 12.6 - 13.3	12.7 - 25.8 - 38.5 - 50.9 - 63.3 - 75.8 - 88.4 - 101.7 (38.5-38.4)	3-5	550.0	3.0	3=>5	680.0	3.0
202143011309	ダ	左	1200	晴	良	18:05	カーバンクルスプリン 		2021-1-13	10	船橋	3			6	130	1	6	100	1	7	160	3	3.0	160	4.0	6-7	480	3	6-7	200	3	3-6	170	2	3-7	480	7	6=>7	580	3	3-6-7	830	3	6=>7=>3	2190	7		35276184.0	35782614.0	35786421.0	12.2 - 11.4 - 11.8 - 12.2 - 12.9 - 13.1	12.2 - 23.6 - 35.4 - 47.6 - 60.5 - 73.6 (35.4-38.2)						
202143011310	ダ	左	1500	晴	良	18:40	初夢特別 		2021-1-13	10	船橋	3	(ハンデ)		7	440	4	7	150	2	1	130	1				1-7	590	3	1-7	210	2	5-7	510	10	1-5	280	4	7=>1	1420	6	1-5-7	1630	8	7=>1=>5	8800	37	1726354	7162534	7165234	7165342	7.0 - 12.1 - 11.9 - 12.8 - 12.6 - 12.4 - 12.9 - 13.4	7.0 - 19.1 - 31.0 - 43.8 - 56.4 - 68.8 - 81.7 - 95.1 (31.0-38.7)						
202143011311	ダ	左	1000	晴	良	19:15	船橋記念	G	2021-1-13	10	船橋	3	(別定)		4	280	1	4	120	2	7	140	3	6.0	180	4.0	4-7	630	3	4-7	260	2	4-6	260	3	6-7	350	6	4=>7	1090	5	4-6-7	670	3	4=>7=>6	3230	9			1278101311465312.0	1271084116135321.0	12.1 - 10.6 - 11.9 - 12.6 - 12.2	12.1 - 22.7 - 34.6 - 47.2 - 59.4 (34.6-36.7)	4-5	300.0	1.0	4=>5	570.0	1.0
202143011312	ダ	左	2200	晴	良	19:55	なすび2200 		2021-1-13	10	船橋	3	(ハンデ)		10	460	2	10	180	2	12	150	1	11.0	250	5.0	10-12	730	1	10-12	360	1	10-11	780	11	11-12	770	10	10=>12	1650	2	10-11-12	3720	8	10=>12=>11	14440	23	4615127210814313911	4611257210143813911	7124625101411113389	1271026144115131389	13.3 - 12.5 - 13.6 - 12.8 - 13.7 - 13.4 - 13.5 - 12.7 - 12.9 - 13.7 - 14.0	13.3 - 25.8 - 39.4 - 52.2 - 65.9 - 79.3 - 92.8 - 105.5 - 118.4 - 132.1 - 146.1 (39.4-40.6)	6-7	620.0	1.0	6=>7	1130.0	2.0
202143011401	ダ	左	1200	晴	良	14:00	3歳八　イ		2021-1-14	10	船橋	4	28万円未満		4	300	2	4	140	3	9	130	1	6.0	190	5.0	4-9	440	1	4-9	240	1	4-6	420	7	6-9	560	11	4=>9	1110	3	4-6-9	1270	5	4=>9=>6	4640	8		1043967821-5	10496783-215	10467983251	12.6 - 11.9 - 11.8 - 12.4 - 13.0 - 13.2	12.6 - 24.5 - 36.3 - 48.7 - 61.7 - 74.9 (36.3-38.6)	4-8	310.0	1.0	4=>8	630.0	2.0
202143011402	ダ	左	1200	晴	良	14:30	3歳八　ア		2021-1-14	10	船橋	4	28万円未満		5	470	3	5	150	4	1	150	3	10.0	120	1.0	1-5	1030	4	1-5	350	4	5-10	250	1	1-10	310	2	5=>1	1970	8	1-5-10	1130	2	5=>1=>10	7060	11		835101119412672.0	510831119462127.0	510111394862127.0	12.5 - 11.9 - 12.3 - 12.9 - 12.8 - 13.6	12.5 - 24.4 - 36.7 - 49.6 - 62.4 - 76.0 (36.7-39.3)	1-5	1160.0	5.0	5=>1	2290.0	10.0
202143011403	ダ	左	1200	晴	良	15:00	C3四　五		2021-1-14	10	船橋	4			6	15170	12	6	2,450	12	12	130	1	5.0	430	5.0	6-12	10480	21	6-12	4,340	34	5-6	10,830	53	5-12	1,070	9	6=>12	30490	60	5-6-12	53920	92	6=>12=>5	558710	617		267391112481105.0	267111294381015.0	261179124851310.0	12.7 - 11.8 - 12.3 - 12.7 - 13.3 - 13.3	12.7 - 24.5 - 36.8 - 49.5 - 62.8 - 76.1 (36.8-39.3)	5-8	1590.0	5.0	5=>8	6320.0	12.0
202143011404	ダ	左	1500	晴	良	15:30	C3四　五		2021-1-14	10	船橋	4			1	3850	8	1	1,210	9	6	240	5	7.0	2,500	10.0	1-6	17420	34	1-6	3,780	30	1-7	15,100	45	6-7	5,020	37	1=>6	34730	67	1-6-7	111800	115	1=>6=>7	915830	685	25961047831	25961078431	25910678431	29510761843	7.1 - 12.2 - 12.3 - 12.5 - 12.6 - 13.0 - 13.8 - 14.7	7.1 - 19.3 - 31.6 - 44.1 - 56.7 - 69.7 - 83.5 - 98.2 (31.6-41.5)	1-6	22060.0	28.0	1=>6	50580.0	50.0
202143011405	ダ	左	1200	晴	良	16:00	C3二　三		2021-1-14	10	船橋	4			11	630	4	11	210	4	8	190	3	6.0	530	8.0	8-11	3070	15	8-11	950	13	6-11	1,930	27	6-8	1,410	22	11=>8	5950	29	6-8-11	12410	53	11=>8=>6	77810	309		4811296127101.0	4811296127101.0	4811926127101.0	12.5 - 11.7 - 12.2 - 12.7 - 13.0 - 13.5	12.5 - 24.2 - 36.4 - 49.1 - 62.1 - 75.6 (36.4-39.2)	6-8	820.0	3.0	8=>6	1560.0	5.0
202143011406	ダ	左	1500	晴	良	16:30	C3二　三		2021-1-14	10	船橋	4			6	220	2	6	150	2	4	270	4	2.0	640	8.0	4-6	1870	5	4-6	620	6	2-6	1,800	17	2-4	4,310	33	6=>4	2650	7	2-4-6	15350	43	6=>4=>2	42870	108	467109112181253	467910112185123	467109112151283	461071192151283	7.0 - 12.6 - 12.7 - 12.9 - 12.5 - 12.7 - 13.1 - 13.5	7.0 - 19.6 - 32.3 - 45.2 - 57.7 - 70.4 - 83.5 - 97.0 (32.3-39.3)	4-5	1510.0	5.0	5=>4	2770.0	7.0
202143011407	ダ	左	1000	晴	良	17:00	C3　選抜馬		2021-1-14	10	船橋	4			10	280	2	10	170	2	8	380	5	13.0	460	6.0	8-10	1850	6	8-10	810	8	10-13	930	10	8-13	2,280	18	10=>8	2850	9	8-10-13	7610	21	10=>8=>13	23110	66			1.210138146294571e+18	1.2101381426945713e+18	12.5 - 11.4 - 12.0 - 12.9 - 13.3	12.5 - 23.9 - 35.9 - 48.8 - 62.1 (35.9-38.2)	5-6	2080.0	8.0	6=>5	2930.0	10.0
202143011408	ダ	左	1000	晴	良	17:30	馬い!?大寒卵とご飯		2021-1-14	10	船橋	4			8	1180	4	8	230	3	10	140	2	4.0	1,710	10.0	8-10	1260	5	8-10	530	6	4-8	7,550	41	4-10	3,980	35	8=>10	3640	13	4-8-10	34440	82	8=>10=>4	170590	373			810114623759112.0	810114362759112.0	12.2 - 11.4 - 11.8 - 12.4 - 13.2	12.2 - 23.6 - 35.4 - 47.8 - 61.0 (35.4-37.4)	6-7	880.0	3.0	6=>7	2460.0	9.0
202143011409	ダ	左	1200	晴	良	18:05	ガーネットスプリント		2021-1-14	10	船橋	4			8	780	4	8	200	4	9	480	7	2.0	200	3.0	8-9	5070	17	8-9	1,060	16	2-8	680	7	2-9	1,450	19	8=>9	9470	34	2-8-9	8220	32	8=>9=>2	50430	171		7118946310251	7,11,9,8,(4,6),1,10,3,2,5	7119814621035	12.3 - 11.7 - 12.4 - 12.6 - 13.0 - 12.6	12.3 - 24.0 - 36.4 - 49.0 - 62.0 - 74.6 (36.4-38.2)	7-7	5520.0	17.0	7=>7	5720.0	21.0
202143011410	ダ	左	1600	晴	良	18:40	鯛ノ浦特別 		2021-1-14	10	船橋	4	(ハンデ)		1	570	3	1	150	4	8	110	1	2.0	120	2.0	1-8	720	2	1-8	270	2	1-2	310	3	2-8	180	1	1=>8	1590	5	1-2-8	780	1	1=>8=>2	4990	8	13582641097	15832641097	15862931047	15862947310	12.6 - 12.0 - 12.3 - 12.5 - 12.7 - 12.9 - 13.2 - 13.6	12.6 - 24.6 - 36.9 - 49.4 - 62.1 - 75.0 - 88.2 - 101.8 (36.9-39.7)	1-7	610.0	2.0	1=>7	1530.0	4.0
