	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
200402010612	ダ	右	1700	晴	良	16:10	恵山特別 		2004-7-4	1	函館	6	3歳以上1000万下	(混)(特指)(別定)	1	570	3	1	150	2	8	150	3	5.0	110	1.0	1-7	1010	5	1=>8	2030	8	1-5-8	720	1	7,6(5,8)-4(9,11)(1,2,10)3	(*7,6)(5,8)-(4,11)(9,10)(1,2)3	7(6,8)(5,10)11(4,1)9(3,2)	(*7,8)(5,6,10)(4,1)11(3,9)2	6.9 - 11.6 - 12.0 - 13.3 - 12.5 - 12.4 - 12.6 - 12.3 - 12.6	6.9 - 18.5 - 30.5 - 43.8 - 56.3 - 68.7 - 81.3 - 93.6 - 106.2 (30.5-37.5)	1-8	970.0	5.0	1-8	330	5.0	1-5	220	2.0	5-8	220	1.0
200402010701	芝	右	1200	晴	稍重	09:55	2歳未勝利		2004-7-10	1	函館	7	2歳未勝利	[指](馬齢)	1	170	1	1	100	1	7	100	2	6.0	130	4.0	1-7	270	1	1=>7	430	1	1-6-7	330	1			3-5,7-6,1-(4,2,8)	3-(5,7)(6,1)=(4,2,8)	12.1 - 10.8 - 11.5 - 12.3 - 12.4 - 13.3	12.1 - 22.9 - 34.4 - 46.7 - 59.1 - 72.4 (34.4-38.0)												
200402010702	ダ	右	1700	晴	重	10:25	3歳未勝利		2004-7-10	1	函館	7	3歳未勝利	[指](馬齢)	6	140	1	6	100	1	10	130	2	11.0	220	5.0	5-7	260	1	6=>10	660	1	6-10-11	1380	2	13(8,12)6(1,4,10)(3,11)(5,7)-9-2	(*13,12,6)(8,4,10)(1,3,5,11)(9,7)2	(12,*6,10)(4,11)(13,7)(3,5)1(2,9)-8	(*6,10,11)-(12,4)(3,7)(5,1)(13,2)-9=8	6.9 - 11.0 - 11.9 - 13.6 - 13.1 - 12.9 - 12.9 - 12.5 - 12.7	6.9 - 17.9 - 29.8 - 43.4 - 56.5 - 69.4 - 82.3 - 94.8 - 107.5 (29.8-38.1)	6-10	480.0	1.0	6-10	210	1.0	6-11	270	3.0	10-11	810	11.0
200402010703	ダ	右	1000	晴	重	10:55	3歳未勝利		2004-7-10	1	函館	7	3歳未勝利	[指](馬齢)	5	270	2	5	120	1	6	130	2	3.0	210	5.0	5-6	240	1	5=>6	580	2	3-5-6	810	3			(*6,9)(3,5)2(1,11)7-4(10,8)	(*6,9,5)(2,3)-1(7,11)-4,10-8	12.6 - 11.0 - 12.0 - 12.1 - 12.4	12.6 - 23.6 - 35.6 - 47.7 - 60.1 (35.6-36.5)	5-6	250.0	1.0	5-6	150	1.0	3-5	350	6.0	3-6	380	7.0
200402010704	ダ	右	1700	晴	重	11:25	3歳未勝利		2004-7-10	1	函館	7	3歳未勝利	(混)[指](馬齢)	2	160	1	2	110	1	5	210	4	3.0	1,040	9.0	2-4	650	3	2=>5	870	3	2-3-5	10900	31	(*5,10)13(3,2)(1,8,7)(6,9)(4,11)12	(*5,10)13(3,2,7)1,8-6(4,9)(12,11)	(*5,10)(3,2)(1,8)(11,9)(4,13)(7,6)-12	(*5,10)(3,2)-(1,8)(11,9)-4,6-13,7-12	7.0 - 11.2 - 12.0 - 12.7 - 12.8 - 12.9 - 13.0 - 12.7 - 13.2	7.0 - 18.2 - 30.2 - 42.9 - 55.7 - 68.6 - 81.6 - 94.3 - 107.5 (30.2-38.9)	2-5	680.0	4.0	2-5	340	3.0	2-3	1,430	16.0	3-5	6,520	36.0
200402010705	芝	右	1000	晴	良	11:55	2歳新馬		2004-7-10	1	函館	7	2歳新馬	牝[指](馬齢)	10	240	1	10	140	1	13	320	6	12.0	540	8.0	7-8	950	4	10=>13	2740	10	10-12-13	15110	49			13(5,10,8)(2,12,6)(7,9)3(1,4,11)	(*13,10)(8,6)(5,2,12)-9(3,7,1,4,11)	12.4 - 11.9 - 12.1 - 11.6 - 11.9	12.4 - 24.3 - 36.4 - 48.0 - 59.9 (36.4-35.6)	10-13	1810.0	6.0	10-13	980	10.0	10-12	1,000	11.0	12-13	3,470	38.0
200402010706	芝	右	2000	晴	良	12:45	3歳未勝利		2004-7-10	1	函館	7	3歳未勝利	(混)[指](馬齢)	1	530	3	1	270	4	13	130	1	11.0	530	9.0	1-8	810	3	1=>13	2290	6	1-11-13	9110	24	(*5,6)(2,7)(3,9)(8,10)(4,11,13)(1,12,14)	(*5,6)(2,7,3,9)(8,10,13)(4,11,12)(1,14)	(*6,3)(5,9,13)(2,7,10,11,12)(4,8,14)-1	(6,*3,9,13)(7,10,11,12)(8,14)1(2,4)5	12.7 - 11.5 - 12.1 - 13.3 - 13.4 - 12.9 - 12.9 - 12.8 - 12.7 - 12.0	12.7 - 24.2 - 36.3 - 49.6 - 63.0 - 75.9 - 88.8 - 101.6 - 114.3 - 126.3 (36.3-37.5)	1-13	950.0	3.0	1-13	510	3.0	1-11	2,720	35.0	11-13	930	8.0
200402010707	ダ	右	1700	晴	稍重	13:15	3歳以上500万下		2004-7-10	1	函館	7	3歳以上500万下	牝[指](別定)	9	130	1	9	100	1	11	160	2	3.0	390	7.0	6-7	320	1	9=>11	430	1	3-9-11	1310	3	(*5,7)-6,9(4,3,13)(10,11)8,12(1,2)	5,7-(6,9)3(13,11)(4,10)8-(1,12)2	(*7,6,9)11(5,3)(4,13)(8,1)(10,2)-12	(*9,11)(7,6)3,4(5,13)(8,1)2-10-12	6.9 - 11.0 - 11.2 - 12.2 - 12.9 - 12.5 - 12.8 - 12.5 - 13.3	6.9 - 17.9 - 29.1 - 41.3 - 54.2 - 66.7 - 79.5 - 92.0 - 105.3 (29.1-38.6)	9-11	330.0	1.0	9-11	190	1.0	3-9	440	6.0	3-11	1,220	13.0
200402010708	ダ	右	1000	晴	稍重	13:45	3歳以上500万下		2004-7-10	1	函館	7	3歳以上500万下	[指](別定)	8	220	1	8	150	2	7	200	3	9.0	250	4.0	7-7	730	3	8=>7	1090	3	7-8-9	2380	6			8(3,7)10-(1,5,6)(2,9)-4	8,7-(3,10)(1,5,6)2,9-4	12.2 - 10.7 - 11.8 - 11.7 - 12.0	12.2 - 22.9 - 34.7 - 46.4 - 58.4 (34.7-35.5)	7-8	680.0	2.0	7-8	320	3.0	8-9	500	4.0	7-9	1,290	18.0
200402010709	芝	右	2000	晴	良	14:20	3歳以上500万下		2004-7-10	1	函館	7	3歳以上500万下	[指](別定)	10	580	3	10	210	4	9	210	3	1.0	480	7.0	7-7	1920	8	10=>9	3730	15	1-9-10	9280	33	11,5,10(4,6)(1,8)3(2,7)-(9,12)	11,5,10(4,6,3)(1,8)(2,7)-(9,12)	(*11,10)-(6,3)5(1,8)(2,9)(4,12)7	10,11-(6,1)(3,9)(2,8)12-5-7,4	12.6 - 11.4 - 12.1 - 13.2 - 13.1 - 12.4 - 12.3 - 12.3 - 12.1 - 13.0	12.6 - 24.0 - 36.1 - 49.3 - 62.4 - 74.8 - 87.1 - 99.4 - 111.5 - 124.5 (36.1-37.4)	9-10	1940.0	8.0	9-10	590	7.0	1-10	1,740	20.0	1-9	1,320	16.0
200402010710	ダ	右	1700	曇	稍重	14:55	十和田湖特別 		2004-7-10	1	函館	7	3歳以上500万下	(混)[指](別定)	4	110	1	4	100	1	6	260	5	11.0	190	4.0	4-5	520	3	4=>6	1100	5	4-6-11	2640	11	(*3,11)(4,8)2,5,7-(6,9,1,12)10	(*3,11)(2,4,8)(7,5)-1(6,9)(10,12)	(*3,11,4)(2,5,1)(7,8)(6,10,12)-9	(*11,4)(3,1)(7,5)(2,12)(6,8)(10,9)	7.1 - 10.9 - 11.6 - 12.6 - 13.1 - 13.0 - 12.8 - 12.4 - 12.4	7.1 - 18.0 - 29.6 - 42.2 - 55.3 - 68.3 - 81.1 - 93.5 - 105.9 (29.6-37.6)	4-6	1000.0	5.0	4-6	390	5.0	4-11	310	3.0	6-11	1,870	22.0
200402010711	芝	右	1800	曇	良	15:30	STV杯 		2004-7-10	1	函館	7	3歳以上1000万下	(混)(特指)(別定)	10	420	2	10	140	2	8	140	1	4.0	280	5.0	6-7	340	1	10=>8	1530	4	4-8-10	2380	5	6,10,1(2,5)11(4,9,8)-(7,12)3	6,10,1(2,5)-(11,8)-(4,9)-(7,12)3	(*6,10)(1,2,5)8(11,7)(4,9)-3-12	(*6,10)(1,2,8)(5,7)(11,4)(9,3)-12	12.6 - 12.2 - 12.4 - 12.3 - 12.3 - 12.5 - 12.4 - 11.6 - 12.5	12.6 - 24.8 - 37.2 - 49.5 - 61.8 - 74.3 - 86.7 - 98.3 - 110.8 (37.2-36.5)	8-10	610.0	1.0	8-10	270	1.0	4-10	810	9.0	4-8	800	8.0
200402010712	芝	右	1200	曇	良	16:10	下北半島特別 		2004-7-10	1	函館	7	3歳以上500万下	(混)[指](別定)	3	1150	5	3	350	6	1	220	4	6.0	120	1.0	1-3	6680	23	3=>1	11990	36	1-3-6	5260	17			(*8,9)(10,12)-(1,6)(4,11)5-(2,3,7)	(*8,10)(9,12)(1,6)(4,5)(3,7)(2,11)	12.0 - 10.8 - 11.4 - 12.2 - 12.1 - 13.2	12.0 - 22.8 - 34.2 - 46.4 - 58.5 - 71.7 (34.2-37.5)	1-3	5800.0	20.0	1-3	2,010	25.0	3-6	870	8.0	1-6	430	3.0
200402010801	ダ	右	1000	雨	重	09:55	2歳未勝利		2004-7-11	1	函館	8	2歳未勝利	(混)[指](馬齢)	1	400	2	1	120	2	3	100	1	5.0	140	3.0	1-3	430	1	1=>3	1080	3	1-3-5	570	1			1(3,8)5(6,7)4=2	(*1,3)(5,8)-(4,6,7)=2	12.7 - 11.1 - 11.9 - 12.0 - 12.4	12.7 - 23.8 - 35.7 - 47.7 - 60.1 (35.7-36.3)												
200402010802	ダ	右	1700	雨	重	10:25	3歳未勝利		2004-7-11	1	函館	8	3歳未勝利	牝[指](馬齢)	3	840	4	3	200	4	8	220	5	2.0	120	1.0	3-6	2940	12	3=>8	6600	20	2-3-8	2020	5	2,5-(10,13)7(1,8,11)(9,12)(4,6)-3	2,5(10,13)7,8,1(9,11)(4,12)6-3	(*2,13)(10,8)5,9(7,12)4,3,11,1=6	2(13,8)-(9,3)10,12-7(5,4)-(1,11)=6	6.9 - 10.8 - 11.4 - 12.8 - 12.5 - 12.6 - 13.1 - 13.0 - 12.6	6.9 - 17.7 - 29.1 - 41.9 - 54.4 - 67.0 - 80.1 - 93.1 - 105.7 (29.1-38.7)	3-8	4240.0	13.0	3-8	920	10.0	2-3	300	3.0	2-8	410	5.0
200402010803	ダ	右	1000	雨	重	10:55	3歳未勝利		2004-7-11	1	函館	8	3歳未勝利	[指](馬齢)	2	1980	6	2	630	8	8	340	5	5.0	1,200	10.0	2-6	7100	21	2=>8	19470	57	2-5-8	96470	139			(*1,5)9(2,7,10)6(3,12)4,8=11	(1,*5)(2,7,9)(6,10)3(4,8,12)=11	12.4 - 10.8 - 11.5 - 12.3 - 12.9	12.4 - 23.2 - 34.7 - 47.0 - 59.9 (34.7-36.7)	2-8	9060.0	30.0	2-8	3,010	30.0	2-5	9,520	51.0	5-8	5,550	42.0
200402010804	芝	右	1200	雨	稍重	11:25	3歳未勝利		2004-7-11	1	函館	8	3歳未勝利	[指](馬齢)	10	860	4	10	240	4	7	2,510	14	6.0	180	3.0	4-6	1560	8	10=>7	83250	110	6-7-10	58660	121			1(2,9)(5,6,13,15)(11,14,12)10,7(3,4,8)	(*1,2)9(5,6,13)(11,15)(14,10,12,7)4-(3,8)	12.4 - 11.0 - 12.0 - 12.9 - 13.3 - 14.0	12.4 - 23.4 - 35.4 - 48.3 - 61.6 - 75.6 (35.4-40.2)	7-10	43910.0	62.0	7-10	10,020	62.0	6-10	690	6.0	6-7	5,940	42.0
200402010805	芝	右	1200	雨	稍重	11:55	2歳新馬		2004-7-11	1	函館	8	2歳新馬	(混)[指](馬齢)	7	130	1	7	100	1	9	140	2	8.0	150	3.0	7-8	280	1	7=>9	480	1	7-8-9	510	1			7,9,8(4,6)-(3,2)10,5,1	7,9-8-4,6-(3,2)(5,10)-1	12.9 - 11.3 - 11.9 - 12.3 - 12.3 - 12.7	12.9 - 24.2 - 36.1 - 48.4 - 60.7 - 73.4 (36.1-37.3)	7-9	350.0	1.0	7-9	190	1.0	7-8	200	2.0	8-9	420	6.0
200402010806	ダ	右	1000	雨	不良	12:45	3歳以上500万下		2004-7-11	1	函館	8	3歳以上500万下	牝[指](別定)	6	970	4	6	240	4	5	140	3	11.0	130	1.0	5-5	2330	8	6=>5	4860	15	5-6-11	1630	4			5(6,8)(3,9,12,11)2(1,7,10)4	(*5,6)8(3,9,11)(2,12)(7,10)1-4	12.4 - 10.9 - 11.8 - 11.5 - 12.3	12.4 - 23.3 - 35.1 - 46.6 - 58.9 (35.1-35.6)	5-6	2160.0	8.0	5-6	640	8.0	6-11	570	5.0	5-11	300	3.0
200402010807	ダ	右	1700	雨	不良	13:15	3歳以上500万下		2004-7-11	1	函館	8	3歳以上500万下	[指](別定)	2	1680	10	2	300	3	7	340	4	9.0	780	12.0	2-5	1790	7	2=>7	10190	49	2-7-9	57460	213	(*4,5)(2,1)(6,12)(7,13)(9,10,11)-(3,8)	(*4,5)(2,1)(7,6,12)(9,10,13)11,3,8	4(2,5)1(7,9)(12,13)-10(6,11)(3,8)	(*4,2)5(7,9)1(10,12)(6,11,8,13)3	6.9 - 11.0 - 11.7 - 12.8 - 12.4 - 11.8 - 12.9 - 13.0 - 13.7	6.9 - 17.9 - 29.6 - 42.4 - 54.8 - 66.6 - 79.5 - 92.5 - 106.2 (29.6-39.6)	2-7	5200.0	24.0	2-7	1,750	26.0	2-9	3,970	61.0	7-9	4,430	62.0
200402010808	芝	右	1800	雨	重	13:45	3歳以上500万下		2004-7-11	1	函館	8	3歳以上500万下	(特指)(別定)	2	380	1	2	160	2	14	160	1	5.0	410	9.0	2-8	650	2	2=>14	1430	1	2-5-14	3980	8	(*1,12)-15,2-14,6(5,9,11)(4,7,13)-(3,10)-8	1,12=15(2,14)6(5,9,11)(7,13)4-(3,10)-8	(*1,12)2(15,14)(5,6)(7,9,13)11(3,10,8)-4	(12,*2,14)(1,15,5)(7,8)(9,6,13)11(3,10)=4	12.5 - 11.4 - 12.0 - 12.9 - 13.2 - 13.3 - 13.2 - 12.7 - 13.4	12.5 - 23.9 - 35.9 - 48.8 - 62.0 - 75.3 - 88.5 - 101.2 - 114.6 (35.9-39.3)	2-14	730.0	1.0	2-14	290	1.0	2-5	1,220	15.0	5-14	1,120	14.0
200402010809	芝	右	1200	雨	重	14:20	3歳以上500万下		2004-7-11	1	函館	8	3歳以上500万下	[指](別定)	9	1330	6	9	270	5	12	350	6	5.0	140	1.0	6-8	4110	13	9=>12	17830	59	5-9-12	7900	27			11,6(4,13,12)(3,5)(2,7,1,9)-(8,10)	(11,*12)(6,4,5)13(7,1,9)(2,10)(3,8)	12.5 - 10.8 - 11.7 - 12.6 - 12.6 - 13.7	12.5 - 23.3 - 35.0 - 47.6 - 60.2 - 73.9 (35.0-38.9)	9-12	8300.0	30.0	9-12	2,220	30.0	5-9	650	5.0	5-12	890	10.0
200402010810	芝	右	2000	雨	重	14:55	陸奥湾特別 		2004-7-11	1	函館	8	3歳以上500万下	(混)[指](別定)	10	930	4	10	210	4	7	120	1	3.0	230	5.0	7-8	490	3	10=>7	2920	12	3-7-10	2400	7	4-(1,9)(2,10)7(3,8)6-5	4-(1,9)(2,10)7,8(3,6)-5	4-(1,10)(9,7)(2,6,3)(5,8)	(4,7,*10)(6,3)(2,8)(1,5)9	12.8 - 11.3 - 12.7 - 13.6 - 13.4 - 13.3 - 12.9 - 13.1 - 12.6 - 13.5	12.8 - 24.1 - 36.8 - 50.4 - 63.8 - 77.1 - 90.0 - 103.1 - 115.7 - 129.2 (36.8-39.2)	7-10	1030.0	4.0	7-10	410	3.0	3-10	1,080	12.0	3-7	500	6.0
200402010811	芝	右	1800	雨	重	15:30	巴賞 		2004-7-11	1	函館	8	3歳以上オープン	(混)(指)(別定)	11	220	1	11	140	1	12	270	5	4.0	470	9.0	6-7	530	1	11=>12	1620	4	4-11-12	9520	33	(*11,15)(7,5,12)(1,13,14)(6,10)(2,8,9)-4-3	(*11,15)(7,5,12)(1,13,14)(2,6,10)(8,9)4-3	(*11,15,12,14)(7,5)(1,13,9)(2,8,6,10,4)-3	11(7,5,12,14)13(15,9,4)(2,8,1,10)6-3	12.7 - 12.1 - 13.1 - 13.1 - 13.2 - 12.8 - 12.5 - 12.2 - 13.0	12.7 - 24.8 - 37.9 - 51.0 - 64.2 - 77.0 - 89.5 - 101.7 - 114.7 (37.9-37.7)	11-12	1170.0	3.0	11-12	520	3.0	4-11	1,140	13.0	4-12	2,730	37.0
200402010812	ダ	右	1700	雨	不良	16:10	竜飛崎特別 		2004-7-11	1	函館	8	3歳以上1000万下	(混)[指](ハンデ)	11	6760	9	11	1,050	9	7	450	6	3.0	820	8.0	6-8	3850	13	11=>7	88770	80	3-7-11	114340	117	(*1,7)(3,9,10)(6,11)(4,2)(5,8)	(*1,7)-(3,9)(6,10,11)4,2(5,8)	(*1,7)11(3,10,5)(4,6,8)(9,2)	(1,*7,11)(3,10,5)(4,6)-(9,8)2	7.0 - 11.2 - 11.4 - 12.4 - 12.3 - 12.2 - 12.3 - 12.5 - 13.1	7.0 - 18.2 - 29.6 - 42.0 - 54.3 - 66.5 - 78.8 - 91.3 - 104.4 (29.6-37.9)	7-11	25860.0	37.0	7-11	5,340	37.0	3-11	9,110	43.0	3-7	3,640	30.0
200402020101	ダ	右	1000	曇	良	10:55	3歳未勝利		2004-7-17	2	函館	1	3歳未勝利	牝[指](馬齢)	2	160	1	2	100	1	7	110	2	10.0	170	3.0	2-6	240	1	2=>7	450	1	2-7-10	910	3			(*2,7)8(5,10)-(4,11)6,1-9-3	(*2,7)8,10,5-(11,6)-(4,1)-3,9	12.7 - 10.9 - 11.7 - 12.2 - 13.0	12.7 - 23.6 - 35.3 - 47.5 - 60.5 (35.3-36.9)	2-7	300.0	1.0	2-7	150	1.0	2-10	350	5.0	7-10	390	6.0
200402020102	ダ	右	1700	曇	良	11:25	3歳未勝利		2004-7-17	2	函館	1	3歳未勝利	[指](馬齢)	9	660	3	9	260	3	7	450	6	12.0	260	4.0	6-7	1080	5	9=>7	10550	34	7-9-12	15040	44	2,6,7,5,1,10,4,12,11,8(3,9)	2(6,7)5(1,10)12(4,11)(3,8,9)	(*2,7)(6,10,12)11(1,5,9)-3-8-4	(*2,7)12(6,10,9)1(5,3,11)=8=4	6.9 - 10.9 - 11.9 - 13.3 - 13.3 - 12.7 - 12.8 - 12.9 - 13.0	6.9 - 17.8 - 29.7 - 43.0 - 56.3 - 69.0 - 81.8 - 94.7 - 107.7 (29.7-38.7)	7-9	4720.0	17.0	7-9	1,880	20.0	9-12	880	10.0	7-12	1,960	23.0
200402020103	芝	右	1200	晴	良	11:55	2歳新馬		2004-7-17	2	函館	1	2歳新馬	(混)[指](馬齢)	5	130	1	5	110	1	1	390	4				1-5	830	3	5=>1	1280	6	1-4-5	5080	14			1(3,4)5,2-6	(*1,5)(2,4)6,3	12.5 - 10.8 - 11.5 - 12.3 - 12.1 - 12.6	12.5 - 23.3 - 34.8 - 47.1 - 59.2 - 71.8 (34.8-37.0)												
200402020104	ダ	右	1700	晴	良	12:45	3歳未勝利		2004-7-17	2	函館	1	3歳未勝利	[指](馬齢)	3	420	3	3	140	2	12	130	1	2.0	290	5.0	3-8	300	1	3=>12	910	1	2-3-12	1770	5	12,6,8(3,5,9)(2,10)4,11(1,7)	12-6(3,5,8)-(2,9)-10,4,11-(1,7)	12,6(3,8)(5,2,9)4,11,7,1,10	12-(3,6)=(2,8)(5,4,9)11,7-1,10	7.0 - 11.2 - 11.9 - 12.1 - 13.0 - 13.1 - 12.9 - 12.9 - 13.4	7.0 - 18.2 - 30.1 - 42.2 - 55.2 - 68.3 - 81.2 - 94.1 - 107.5 (30.1-39.2)	3-12	510.0	1.0	3-12	220	1.0	2-3	590	7.0	2-12	710	8.0
200402020105	芝	右	2000	晴	良	13:15	3歳未勝利		2004-7-17	2	函館	1	3歳未勝利	(混)[指](馬齢)	3	120	1	3	120	1	10	450	6	8.0	490	7.0	3-7	2370	6	3=>10	3680	10	3-8-10	12030	26	10,8(6,3)(1,4,11)(2,5,9)12,7	10,8(6,3)(1,4,11)(2,9)5,12,7	7,10,8,3(6,1)-11(2,4,9)(5,12)	7(10,8)3,1,6-(2,9)-(4,11)(5,12)	12.8 - 11.5 - 12.6 - 13.3 - 13.5 - 13.0 - 12.1 - 12.1 - 12.3 - 12.4	12.8 - 24.3 - 36.9 - 50.2 - 63.7 - 76.7 - 88.8 - 100.9 - 113.2 - 125.6 (36.9-36.8)	3-10	2820.0	7.0	3-10	1,250	10.0	3-8	720	6.0	8-10	8,240	34.0
200402020106	芝	右	2600	晴	良	13:45	3歳以上500万下		2004-7-17	2	函館	1	3歳以上500万下	(特指)(別定)	3	310	2	3	130	2	5	100	1				3-5	180	1	3=>5	540	2	3-5-6	1090	4	6=(5,2)-3-(4,7)-1	6=(5,2)3-4,7-1	6=(5,3)2,4-1-7	6-(5,3)-4-(2,1)7	13.3 - 12.3 - 12.4 - 12.3 - 12.7 - 12.8 - 12.9 - 12.9 - 12.6 - 12.7 - 12.6 - 12.4 - 13.4	13.3 - 25.6 - 38.0 - 50.3 - 63.0 - 75.8 - 88.7 - 101.6 - 114.2 - 126.9 - 139.5 - 151.9 - 165.3 (38.0-38.4)												
200402020107	ダ	右	1000	晴	良	14:15	3歳以上500万下		2004-7-17	2	函館	1	3歳以上500万下	[指](別定)	12	460	2	12	270	4	2	630	8	6.0	370	5.0	2-8	9260	18	12=>2	15030	39	2-6-12	22650	58			12(2,11)-(3,6)7,8-(1,10)(4,5)-9	12-2,11,6,3,7,8-(1,10)(4,5)-9	12.4 - 10.6 - 11.2 - 11.8 - 12.4	12.4 - 23.0 - 34.2 - 46.0 - 58.4 (34.2-35.4)	2-12	8130.0	21.0	2-12	2,660	25.0	6-12	1,810	16.0	2-6	3,310	27.0
200402020108	ダ	右	1700	晴	良	14:50	3歳以上500万下		2004-7-17	2	函館	1	3歳以上500万下	(混)[指](別定)	5	140	1	5	100	1	9	330	5	2.0	130	2.0	4-6	1880	6	5=>9	2950	7	2-5-9	1310	3	3,6,13-(2,10)(8,12)1(5,7)11,9,4	3,6(10,13)(2,12)(1,8)(5,7)(9,11)4	3-(10,6)13(2,12)(8,5)(1,7)9,11,4	3,10(6,13,12,5)(2,9)8(1,4)-7,11	6.9 - 10.7 - 11.4 - 12.2 - 12.7 - 12.6 - 13.0 - 12.8 - 12.8	6.9 - 17.6 - 29.0 - 41.2 - 53.9 - 66.5 - 79.5 - 92.3 - 105.1 (29.0-38.6)	5-9	2200.0	6.0	5-9	550	6.0	2-5	140	1.0	2-9	830	9.0
200402020109	芝	右	1200	晴	良	15:25	道新スポーツ杯 		2004-7-17	2	函館	1	3歳以上1000万下	(混)[指](ハンデ)	2	420	1	2	170	1	4	420	10	3.0	200	2.0	1-2	530	1	2=>4	5560	19	2-3-4	4490	7			3(2,11)12(4,7,13)(1,14)(6,16)(8,15)(5,10)9	3(2,11)7(4,12)(1,13,14)16(5,6)(8,15)(10,9)	12.1 - 10.8 - 11.4 - 11.7 - 11.8 - 12.4	12.1 - 22.9 - 34.3 - 46.0 - 57.8 - 70.2 (34.3-35.9)	2-4	3360.0	14.0	2-4	1,310	14.0	2-3	430	1.0	3-4	1,590	23.0
200402020110	芝	右	1800	晴	良	16:05	3歳以上500万下		2004-7-17	2	函館	1	3歳以上500万下	[指](別定)	6	770	5	6	230	5	9	200	4	8.0	140	1.0	6-8	2060	11	6=>9	4930	25	6-8-9	2930	12	6(9,10)(1,3,4)(2,5)8,7	6-9,10(1,3,4)(2,8)(7,5)	6-(9,10)(1,3,4)(7,2,8)5	6-(9,10)(1,3,4)(7,2,8)5	12.5 - 11.5 - 11.9 - 12.3 - 12.6 - 12.8 - 12.5 - 12.0 - 12.7	12.5 - 24.0 - 35.9 - 48.2 - 60.8 - 73.6 - 86.1 - 98.1 - 110.8 (35.9-37.2)	6-9	2670.0	13.0	6-9	1,030	18.0	6-8	580	7.0	8-9	400	3.0
200402020111	芝	右	1200	晴	良	16:40	登別特別 		2004-7-17	2	函館	1	3歳以上500万下	牝(特指)(別定)	13	1400	7	13	420	7	15	300	3	1.0	310	4.0	7-8	1760	8	13=>15	11300	47	1-13-15	18140	63			4,15,1(7,5)(2,9,10)(6,8,13)14,3(12,11)	4,15,1,7,2(6,5,10,13)(8,9,14)(3,11)-12	12.2 - 10.8 - 11.5 - 12.0 - 12.1 - 12.6	12.2 - 23.0 - 34.5 - 46.5 - 58.6 - 71.2 (34.5-36.7)	13-15	5720.0	25.0	13-15	2,290	29.0	1-13	2,110	27.0	1-15	1,660	17.0
200402020112	ダ	右	1700	晴	良	17:10	駒場特別 		2004-7-17	2	函館	1	3歳以上1000万下	(混)(特指)(別定)	6	400	3	6	170	3	12	140	2	1.0	130	1.0	5-8	1060	6	6=>12	2020	7	1-6-12	900	1	6,12,10,1(2,9)(4,8)-3-11-(5,7)	6,12(10,1)2(4,8,9)3-11-5,7	6(12,1)2(10,4,8)(3,9,7)11,5	6(12,1)(10,4,2)8,3-(11,7)9-5	6.9 - 10.7 - 11.6 - 12.8 - 13.3 - 12.9 - 12.4 - 12.1 - 12.9	6.9 - 17.6 - 29.2 - 42.0 - 55.3 - 68.2 - 80.6 - 92.7 - 105.6 (29.2-37.4)	6-12	1050.0	4.0	6-12	360	4.0	1-6	320	3.0	1-12	260	1.0
200402020201	芝	右	1200	晴	良	10:55	2歳未勝利		2004-7-18	2	函館	2	2歳未勝利	(混)[指](馬齢)	6	170	1	6	130	2	2	180	3				2-6	210	1	6=>2	290	1	2-4-6	140	1			(*2,4)6,3,5 1	2,4,6-3,5 1	12.6 - 11.2 - 11.9 - 12.1 - 12.3 - 12.5	12.6 - 23.8 - 35.7 - 47.8 - 60.1 - 72.6 (35.7-36.9)												
200402020202	ダ	右	1700	晴	良	11:25	3歳未勝利		2004-7-18	2	函館	2	3歳未勝利	牝[指](馬齢)	1	680	3	1	160	3	10	1,640	9	9.0	160	2.0	1-8	1080	5	1=>10	51930	65	1-9-10	26850	57	3(4,5,6,7)1(8,9)2,10	3(4,5)(1,6,7)-9,10,2=8	(*3,4,10)(1,7)5,9,6(2,8)	(3,4,*10)1-9,7-8,5(2,6)	7.0 - 10.9 - 11.8 - 12.9 - 13.4 - 13.5 - 13.4 - 12.8 - 13.4	7.0 - 17.9 - 29.7 - 42.6 - 56.0 - 69.5 - 82.9 - 95.7 - 109.1 (29.7-39.6)	1-10	35210.0	37.0	1-10	7,130	36.0	1-9	430	3.0	9-10	4,090	28.0
