	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
200402020509	芝	右	1800	晴	良	15:25	HTB杯 		2004-7-31	2	函館	5	3歳以上1000万下	牝(特指)(別定)	6	200	1	6	110	1	13	160	3	3.0	160	2.0	4-8	680	3	6=>13	1170	3	3-6-13	1420	5	10-(1,14)-(2,7)8(3,9)(4,6)11(5,13,12)	10,1,14-(2,7)-3,8,6,4(13,9)11(5,12)	10,1,14(2,6)(7,3)(4,13)9,11,8,12,5	(*10,6)(1,3)(4,14)(2,13)(11,12)(5,7,9)8	12.3 - 11.2 - 11.5 - 11.9 - 12.2 - 12.3 - 12.6 - 12.4 - 12.4	12.3 - 23.5 - 35.0 - 46.9 - 59.1 - 71.4 - 84.0 - 96.4 - 108.8 (35.0-37.4)	6-13	710.0	3.0	6-13	280	3.0	3-6	280	4.0	3-13	600	7.0
200402020510	ダ	右	1700	晴	良	16:05	3歳以上500万下		2004-7-31	2	函館	5	3歳以上500万下	(特指)(別定)	6	750	3	6	240	3	5	250	4	2.0	730	8.0	5-6	1920	6	6=>5	5680	21	2-5-6	12650	39	6,7(4,9)5-3(2,11)(1,10)8	6,7(4,9)5-3-(2,11)(1,10)8	6(7,9,5)(4,3)(1,2)10,8,11	6,5,7(4,3)9(8,1,2,10)-11	7.0 - 11.0 - 11.9 - 12.6 - 12.7 - 12.7 - 13.0 - 12.6 - 13.0	7.0 - 18.0 - 29.9 - 42.5 - 55.2 - 67.9 - 80.9 - 93.5 - 106.5 (29.9-38.6)	5-6	2490.0	12.0	5-6	900	12.0	2-6	1,930	21.0	2-5	1,950	22.0
200402020511	芝	右	2600	晴	良	16:40	八甲田山特別 		2004-7-31	2	函館	5	3歳以上500万下	(混)(特指)(別定)	6	460	3	6	140	3	1	160	4	3.0	120	1.0	1-6	880	6	6=>1	1980	10	1-3-6	1030	4	10-5-6-11-(2,7)(1,3)-4(9,8)	10-5-6-11,7(2,1,3)(9,4)8	(*10,5)-6-(2,11)(7,3)(8,9,1,4)	5(10,6)-(2,11)(3,4)(8,7)(9,1)	13.2 - 12.3 - 12.8 - 13.1 - 12.6 - 13.0 - 13.0 - 13.5 - 12.4 - 12.1 - 12.4 - 12.4 - 12.6	13.2 - 25.5 - 38.3 - 51.4 - 64.0 - 77.0 - 90.0 - 103.5 - 115.9 - 128.0 - 140.4 - 152.8 - 165.4 (38.3-37.4)	1-6	1000.0	6.0	1-6	350	6.0	3-6	230	3.0	1-3	330	5.0
200402020512	芝	右	1200	晴	良	17:10	立待岬特別 		2004-7-31	2	函館	5	3歳以上500万下	(混)[指](別定)	10	910	4	10	280	6	4	110	1	9.0	250	5.0	4-8	550	2	10=>4	3190	11	4-9-10	2880	11			9,2,4(3,6)(1,7)-(8,5,10)	9,2(3,6,4)(1,7)10(8,5)	12.0 - 10.8 - 11.6 - 12.1 - 12.3 - 12.4	12.0 - 22.8 - 34.4 - 46.5 - 58.8 - 71.2 (34.4-36.8)	4-10	1040.0	4.0	4-10	480	6.0	9-10	680	8.0	4-9	450	5.0
200402020601	芝	右	1200	晴	良	10:55	2歳未勝利		2004-8-1	2	函館	6	2歳未勝利	(混)[指](馬齢)	7	580	3	7	260	3	1	220	2				1-7	1120	4	7=>1	2120	10	1-5-7	380	2			(*1,7)-5(2,4,3,6)	(*1,7)5,4(2,3)6	12.2 - 10.8 - 11.4 - 12.2 - 12.4 - 13.0	12.2 - 23.0 - 34.4 - 46.6 - 59.0 - 72.0 (34.4-37.6)												
200402020602	ダ	右	1700	晴	良	11:25	3歳未勝利		2004-8-1	2	函館	6	3歳未勝利	[指](馬齢)	11	2750	6	11	270	6	10	120	2	13.0	110	1.0	7-7	2090	7	11=>10	6720	20	10-11-13	1490	5	(4,*10)(2,13)(7,8)(3,9,12)(5,11)-6-1	(4,*10)(2,13)(7,8)3,9(5,12,11)6,1	(4,*10)-(13,8)(2,3)11-5,9,6,7,1=12	10-(4,13,3)11(2,8)=9,5,6(7,1)=12	7.1 - 10.9 - 12.1 - 12.7 - 13.2 - 12.7 - 13.0 - 13.0 - 13.7	7.1 - 18.0 - 30.1 - 42.8 - 56.0 - 68.7 - 81.7 - 94.7 - 108.4 (30.1-39.7)	10-11	2240.0	7.0	10-11	550	6.0	11-13	770	10.0	10-13	140	1.0
200402020603	ダ	右	1000	晴	良	11:55	3歳未勝利		2004-8-1	2	函館	6	3歳未勝利	(混)[指](馬齢)	7	440	2	7	140	2	9	130	1	12.0	180	4.0	6-7	270	1	7=>9	1350	4	7-9-12	850	1			(*3,9,12)-6,7-(1,2,4)5-11-10-8	(9,*12)(3,7)6-(4,5)(1,2)-11=10-8	12.4 - 10.7 - 11.9 - 12.3 - 12.8	12.4 - 23.1 - 35.0 - 47.3 - 60.1 (35.0-37.0)	7-9	500.0	1.0	7-9	200	1.0	7-12	360	5.0	9-12	280	2.0
200402020604	芝	右	1800	晴	良	12:45	3歳未勝利		2004-8-1	2	函館	6	3歳未勝利	牝[指](馬齢)	14	1350	5	14	220	4	11	120	1	13.0	140	3.0	7-8	330	1	14=>11	5110	20	11-13-14	1920	4	3,6(4,8,10)(7,11)(1,2,13)9,12,14=5	3,6(4,8)(7,10)(2,11,13)(1,9,12)14,5	3,8(6,10,14)(4,7,11)(13,12)(2,5)9,1	3(8,10,14)(7,11)(4,13,12,5)9,1(6,2)	12.7 - 11.8 - 12.6 - 12.6 - 12.5 - 12.3 - 12.3 - 12.4 - 12.9	12.7 - 24.5 - 37.1 - 49.7 - 62.2 - 74.5 - 86.8 - 99.2 - 112.1 (37.1-37.6)	11-14	1470.0	5.0	11-14	790	9.0	13-14	540	6.0	11-13	330	3.0
200402020605	芝	右	1200	晴	良	13:15	3歳未勝利		2004-8-1	2	函館	6	3歳未勝利	[指](馬齢)	16	1360	7	16	510	7	3	390	6	14.0	2,150	11.0	2-8	4580	21	16=>3	9740	34	3-14-16	67630	151			3,8(7,12)6(5,16)-(2,1)(4,9,15)13,11,14=10	3,8(7,12)6(5,16)(2,1)(9,15)(13,14)4,11=10	12.2 - 10.8 - 11.4 - 12.0 - 12.1 - 12.7	12.2 - 23.0 - 34.4 - 46.4 - 58.5 - 71.2 (34.4-36.8)	3-16	3790.0	15.0	3-16	1,800	22.0	14-16	8,970	56.0	3-14	6,780	52.0
200402020606	ダ	右	1700	晴	良	13:45	3歳以上500万下		2004-8-1	2	函館	6	3歳以上500万下	(混)[指](別定)	8	130	1	8	100	1	1	110	2	2.0	160	4.0	1-8	310	1	8=>1	510	1	1-2-8	830	2	1(2,8)(3,4)7-6,5-9	1,8,2(3,4)7,6,5-9	(*1,8)4(2,3,6)(5,7)-9	(*1,8)(2,4)3(5,6)7-9	7.1 - 11.4 - 12.3 - 12.6 - 12.8 - 12.5 - 12.6 - 12.4 - 12.8	7.1 - 18.5 - 30.8 - 43.4 - 56.2 - 68.7 - 81.3 - 93.7 - 106.5 (30.8-37.8)	1-8	340.0	1.0	1-8	150	1.0	2-8	250	3.0	1-2	380	6.0
200402020607	ダ	右	1000	晴	良	14:15	3歳以上500万下		2004-8-1	2	函館	6	3歳以上500万下	[指](別定)	8	560	3	8	180	2	7	210	5	3.0	310	6.0	6-7	230	1	8=>7	2580	11	3-7-8	4800	16			(*2,3,7)8-(11,9)1(5,6)(4,10)	(2,*3,7)8-9-11(1,5,6)-10,4	12.2 - 10.6 - 11.6 - 12.1 - 12.8	12.2 - 22.8 - 34.4 - 46.5 - 59.3 (34.4-36.5)	7-8	1280.0	6.0	7-8	380	3.0	3-8	770	12.0	3-7	990	14.0
200402020608	ダ	右	1700	晴	良	14:50	3歳以上500万下		2004-8-1	2	函館	6	3歳以上500万下	牝[指](別定)	12	1610	4	12	250	4	4	650	10	3.0	110	1.0	4-8	9650	18	12=>4	44270	71	3-4-12	6610	26	1(3,6,10)2,12(5,8)(7,9)-(4,11)	1(3,10)-6(2,12)-(5,8)(7,9)-(4,11)	(1,*3,10)-(6,12,8)(5,7,9)2(4,11)	(3,*10)-(6,12,9)(1,5,7,4)8(2,11)	7.1 - 11.1 - 11.9 - 12.6 - 12.7 - 12.9 - 13.0 - 12.7 - 12.8	7.1 - 18.2 - 30.1 - 42.7 - 55.4 - 68.3 - 81.3 - 94.0 - 106.8 (30.1-38.5)	4-12	19800.0	36.0	4-12	4,460	40.0	3-12	380	3.0	3-4	850	9.0
200402020609	芝	右	1200	晴	良	15:25	UHB杯 		2004-8-1	2	函館	6	3歳以上1000万下	(混)[指](別定)	7	200	1	7	120	1	8	370	8	6.0	200	3.0	6-7	670	2	7=>8	2840	8	6-7-8	4540	13			11,1,7(3,4,8)5-10(9,6)2	11(1,7)-(3,8)(5,4)(9,10,6)-2	12.0 - 10.4 - 11.1 - 11.9 - 12.0 - 12.5	12.0 - 22.4 - 33.5 - 45.4 - 57.4 - 69.9 (33.5-36.4)	7-8	2150.0	8.0	7-8	870	11.0	6-7	320	2.0	6-8	1,880	24.0
200402020610	芝	右	1200	晴	良	16:05	3歳以上500万下		2004-8-1	2	函館	6	3歳以上500万下	(特指)(別定)	5	170	1	5	130	1	12	1,550	12	15.0	230	4.0	3-7	990	4	5=>12	12430	33	5-12-15	17330	52			(*3,4,6)-10(5,14)(2,8,9)13(1,11)12,7-15	(3,4,*6)(2,5,10)14,13(8,9,12)(1,11)15,7	12.3 - 10.9 - 11.4 - 12.1 - 12.2 - 12.3	12.3 - 23.2 - 34.6 - 46.7 - 58.9 - 71.2 (34.6-36.6)	5-12	9570.0	28.0	5-12	3,100	30.0	5-15	400	3.0	12-15	8,110	52.0
200402020611	芝	右	1800	晴	良	16:40	ホウヨウボーイM 		2004-8-1	2	函館	6	3歳以上500万下	(特指)(別定)	8	340	2	8	130	1	3	170	3	6.0	260	6.0	3-7	760	3	8=>3	1580	4	3-6-8	2370	7	10-6-8(2,3,11)4-(1,9)(5,7)	10-6=8,11(2,3)-4-(1,9)-(5,7)	10-6=8(2,3,11)9,4-1(5,7)	(*10,6)-8(2,3)4,11,9(1,7)5	12.5 - 11.4 - 11.7 - 11.8 - 12.2 - 12.5 - 12.6 - 12.6 - 12.4	12.5 - 23.9 - 35.6 - 47.4 - 59.6 - 72.1 - 84.7 - 97.3 - 109.7 (35.6-37.6)	3-8	880.0	2.0	3-8	350	2.0	6-8	490	7.0	3-6	870	12.0
200402020612	ダ	右	1700	晴	良	17:10	噴火湾特別 		2004-8-1	2	函館	6	3歳以上1000万下	(混)[指](ハンデ)	10	980	4	10	280	4	13	250	3	3.0	660	9.0	7-8	600	2	10=>13	8740	31	3-10-13	24360	64	3,1,5,6(13,7)-(2,10)12-4,11,8-9	3(1,13,5,6)7(2,10)-12-(4,8)11-9	3(13,5)(10,6,7)1(2,12,8)(4,11)9	3,13(5,10)1(2,7,8)(4,6)(12,11)9	7.1 - 11.1 - 11.8 - 12.5 - 12.8 - 12.5 - 12.7 - 12.5 - 12.4	7.1 - 18.2 - 30.0 - 42.5 - 55.3 - 67.8 - 80.5 - 93.0 - 105.4 (30.0-37.6)	10-13	3980.0	16.0	10-13	1,100	11.0	3-10	3,320	31.0	3-13	2,450	25.0
200402020701	ダ	右	1000	晴	良	10:55	2歳未勝利		2004-8-7	2	函館	7	2歳未勝利	(混)[指](馬齢)	6	550	3	6	170	3	5	100	1	1.0	190	4.0	5-6	510	2	6=>5	1280	4	1-5-6	1140	4			6,5,3,1,4-7-9,8-(2,10)	(*6,5)-(3,1)-4-7,9-8,10,2	12.5 - 10.9 - 11.9 - 11.7 - 13.0	12.5 - 23.4 - 35.3 - 47.0 - 60.0 (35.3-36.6)	5-6	510.0	2.0	5-6	180	2.0	1-6	540	7.0	1-5	280	3.0
200402020702	芝	右	1200	晴	良	11:25	2歳未勝利		2004-8-7	2	函館	7	2歳未勝利	[指](馬齢)	4	180	1	4	100	1	5	100	2	6.0	200	4.0	4-5	180	1	4=>5	290	1	4-5-6	530	2			(*7,6)(5,4,8)(1,2,3)	7,6,5,4(2,3,8)-1	12.4 - 11.1 - 11.7 - 12.0 - 12.1 - 12.5	12.4 - 23.5 - 35.2 - 47.2 - 59.3 - 71.8 (35.2-36.6)												
200402020703	ダ	右	1700	晴	良	11:55	3歳未勝利		2004-8-7	2	函館	7	3歳未勝利	(混)[指](馬齢)	6	6540	10	6	1,050	10	4	390	5	3.0	680	7.0	4-5	390	2	6=>4	62940	99	3-4-6	71180	130	5-(3,8)(4,9)7,2(6,10,13)(1,12)-11	5(3,8)9,4-7,2(6,10)13,1,12-11	(*5,3)-4(2,8,9)6(1,7)(10,13)-11,12	3,5-4,6,2-1(8,13,7)(9,11)10-12	7.0 - 10.9 - 11.8 - 12.6 - 12.9 - 13.0 - 13.3 - 13.0 - 12.9	7.0 - 17.9 - 29.7 - 42.3 - 55.2 - 68.2 - 81.5 - 94.5 - 107.4 (29.7-39.2)	4-6	27920.0	47.0	4-6	6,280	48.0	3-6	8,520	55.0	3-4	4,640	39.0
200402020704	ダ	右	1000	晴	良	12:45	3歳未勝利		2004-8-7	2	函館	7	3歳未勝利	[指](馬齢)	10	870	4	10	150	2	6	100	1	8.0	180	5.0	6-8	330	1	10=>6	1370	5	6-8-10	1050	4			(*6,10)11(2,4,9)(1,7,8)3-5	(*6,10)(2,4,11)-(1,7,9)8,3-5	12.7 - 11.4 - 12.0 - 11.8 - 12.4	12.7 - 24.1 - 36.1 - 47.9 - 60.3 (36.1-36.2)	6-10	390.0	1.0	6-10	180	1.0	8-10	440	7.0	6-8	270	4.0
200402020705	ダ	右	1700	晴	良	13:15	3歳未勝利		2004-8-7	2	函館	7	3歳未勝利	[指](馬齢)	1	130	1	1	100	1	13	170	2	3.0	210	4.0	1-8	420	2	1=>13	560	1	1-3-13	980	2	(*1,6)7,3(4,12)5(2,9,13)10,8 11	(*1,6)7,3,12(2,4)(5,13)(9,10,8) 11	1(6,7)(3,12,8)(2,13)-(9,10)5-4 11	1-(3,6)7(2,13,12)8-(9,10)5-4 11	7.0 - 11.4 - 12.1 - 13.1 - 13.2 - 12.7 - 12.8 - 12.7 - 13.0	7.0 - 18.4 - 30.5 - 43.6 - 56.8 - 69.5 - 82.3 - 95.0 - 108.0 (30.5-38.5)	1-13	470.0	1.0	1-13	200	1.0	1-3	240	3.0	3-13	750	9.0
200402020706	芝	右	1800	晴	良	13:45	3歳未勝利		2004-8-7	2	函館	7	3歳未勝利	[指](馬齢)	1	1190	8	1	380	8	13	190	1	3.0	230	5.0	1-8	4650	17	1=>13	10120	53	1-3-13	10000	44	4(5,6,12)(3,1,8)13,9(10,14)11(2,7)	4(5,6,12)(3,1,8,13)-9,14(2,10)(7,11)	(*4,5)(3,6,12)(1,13)(9,8,11)-14,2-10,7	(4,*5)(3,1,6,12)13(9,11)8-2,14=(10,7)	12.5 - 11.8 - 12.3 - 12.6 - 12.3 - 12.4 - 12.2 - 12.5 - 12.5	12.5 - 24.3 - 36.6 - 49.2 - 61.5 - 73.9 - 86.1 - 98.6 - 111.1 (36.6-37.2)	1-13	4560.0	26.0	1-13	1,460	26.0	1-3	1,370	24.0	3-13	680	4.0
200402020707	ダ	右	1700	晴	良	14:15	3歳以上500万下		2004-8-7	2	函館	7	3歳以上500万下	[指](別定)	11	290	2	11	110	2	7	120	3	1.0	100	1.0	5-7	580	3	11=>7	1120	5	1-7-11	290	1	5,8-12,6,11-7(1,10)(4,9,13)-3-2	5,8-(12,6)11,7(1,10,13)(4,9)-3-2	(*5,8)(12,6,11)(1,7,13)(4,10,9,3)2	(*5,8)(12,6,11)(1,7,13)-(4,9)(10,3)2	7.0 - 10.7 - 11.9 - 13.1 - 13.3 - 13.0 - 12.9 - 12.5 - 12.4	7.0 - 17.7 - 29.6 - 42.7 - 56.0 - 69.0 - 81.9 - 94.4 - 106.8 (29.6-37.8)	7-11	750.0	3.0	7-11	190	3.0	1-11	140	1.0	1-7	170	2.0
200402020708	芝	右	1200	晴	良	14:50	3歳以上500万下		2004-8-7	2	函館	7	3歳以上500万下	[指](別定)	8	510	3	8	190	2	14	240	5	13.0	220	3.0	4-7	880	3	8=>14	3610	13	8-13-14	4620	14			13(10,14)(6,8,16)(2,4,11)(3,15,12)(1,5,7,9)	13,14,10(2,8,16)(6,4,12)15(3,9)(1,5,11)7	12.4 - 11.0 - 11.5 - 11.7 - 11.7 - 12.0	12.4 - 23.4 - 34.9 - 46.6 - 58.3 - 70.3 (34.9-35.4)	8-14	1740.0	8.0	8-14	990	11.0	8-13	750	7.0	13-14	770	8.0
200402020709	芝	右	2600	晴	良	15:25	みなみ北海道S 		2004-8-7	2	函館	7	3歳以上オープン	(混)(特指)(ハンデ)	5	210	1	5	130	1	4	130	2	9.0	310	6.0	4-5	520	2	5=>4	910	2	4-5-9	2600	11	6=4,7,5-3-2-(1,8)-9	6=4,7,5,3-2-8-(1,9)	(*6,4)(7,2)5,3-(8,9)-1	(*6,5,4)(7,2)3,8(1,9)	13.4 - 12.5 - 12.2 - 12.1 - 12.3 - 13.3 - 13.2 - 13.5 - 12.6 - 12.4 - 12.0 - 11.9 - 12.0	13.4 - 25.9 - 38.1 - 50.2 - 62.5 - 75.8 - 89.0 - 102.5 - 115.1 - 127.5 - 139.5 - 151.4 - 163.4 (38.1-35.9)	4-5	560.0	2.0	4-5	240	1.0	5-9	750	11.0	4-9	910	14.0
200402020710	芝	右	2000	晴	良	16:05	3歳以上500万下		2004-8-7	2	函館	7	3歳以上500万下	牝[指](別定)	10	610	4	10	220	4	3	570	8	12.0	210	3.0	3-6	1600	7	10=>3	10750	37	3-10-12	13810	46	(*1,2)-12(4,6,11)(3,10,13)7,8(5,9)14	(1,*2)12,6(4,11)(3,13)10(7,8)5,9,14	2(1,12)6(3,11)13(4,10)(5,7,8)9,14	2(6,12)(1,3,11)10(4,13)(5,7,9)(14,8)	12.5 - 10.9 - 12.0 - 12.7 - 12.8 - 12.6 - 12.7 - 12.4 - 12.1 - 12.1	12.5 - 23.4 - 35.4 - 48.1 - 60.9 - 73.5 - 86.2 - 98.6 - 110.7 - 122.8 (35.4-36.6)	3-10	6720.0	23.0	3-10	2,360	30.0	10-12	740	7.0	3-12	2,270	27.0
200402020711	ダ	右	1700	晴	良	16:40	木古内特別 		2004-8-7	2	函館	7	3歳以上500万下	(特指)(別定)	1	11090	11	1	1,150	11	2	300	4	11.0	140	1.0	1-2	23570	28	1=>2	78850	96	1-2-11	18220	55	12,5(3,6)8(2,11)(4,10)(1,7)9	12,5(3,6)(8,11)(2,4)(1,10)7,9	(*12,5)(3,6,8,11)2(1,4,10)-(7,9)	5(12,6)(3,8,11)1,2,4-(7,10)9	7.1 - 10.9 - 12.2 - 12.9 - 12.9 - 12.4 - 12.9 - 12.6 - 12.7	7.1 - 18.0 - 30.2 - 43.1 - 56.0 - 68.4 - 81.3 - 93.9 - 106.6 (30.2-38.2)	1-2	27020.0	46.0	1-2	4,490	39.0	1-11	2,440	25.0	2-11	660	5.0
200402020712	芝	右	1200	晴	良	17:10	八雲特別 		2004-8-7	2	函館	7	3歳以上1000万下	(混)(特指)(別定)	2	270	1	2	130	1	13	180	3	16.0	520	8.0	1-7	280	1	2=>13	1150	3	2-13-16	9350	27			12(1,16)2(10,13)(6,4,14)(3,15)11(5,8)(7,9)	12(1,2,16)13(6,4,10)(3,14)(5,11,15)-(7,9,8)	12.5 - 11.1 - 11.6 - 11.7 - 11.8 - 11.6	12.5 - 23.6 - 35.2 - 46.9 - 58.7 - 70.3 (35.2-35.1)	2-13	740.0	2.0	2-13	290	2.0	2-16	1,630	14.0	13-16	2,390	25.0
200402020801	芝	右	1800	晴	良	10:55	2歳未勝利		2004-8-8	2	函館	8	2歳未勝利	(混)[指](馬齢)	7	110	1	7	100	1	8	190	3	13.0	300	6.0	5-6	380	2	7=>8	520	1	7-8-13	1960	7	(9,*13)10(4,7,12)(8,11)(5,6)1,2,3	(*9,13)(4,10)12(5,7,11)(1,6,8)(2,3)	(*9,13)10(12,11)(5,4,6,7,8)1(2,3)	(*9,13)(10,7)(4,12,11)8(5,6)(1,3)-2	12.4 - 11.5 - 12.0 - 12.6 - 12.8 - 12.9 - 12.7 - 12.5 - 12.6	12.4 - 23.9 - 35.9 - 48.5 - 61.3 - 74.2 - 86.9 - 99.4 - 112.0 (35.9-37.8)	7-8	440.0	2.0	7-8	220	1.0	7-13	440	5.0	8-13	1,910	17.0
200402020802	ダ	右	1700	晴	良	11:25	3歳未勝利		2004-8-8	2	函館	8	3歳未勝利	牝[指](馬齢)	7	730	2	7	150	2	11	120	1	1.0	1,350	12.0	5-7	390	2	7=>11	1620	6	1-7-11	12840	39	7(10,12)(3,9)5(6,8,11)(1,13)-2,4	7(10,12)(3,9)(5,11)8(1,6,13)-(4,2)	7(10,12)(3,9)(1,11)(4,5,6,13)(8,2)	7(12,9)10(3,1,11)-4(6,13)-(5,8)-2	7.0 - 11.4 - 12.3 - 13.3 - 13.4 - 12.8 - 12.8 - 12.1 - 12.5	7.0 - 18.4 - 30.7 - 44.0 - 57.4 - 70.2 - 83.0 - 95.1 - 107.6 (30.7-37.4)	7-11	460.0	2.0	7-11	240	2.0	1-7	6,370	49.0	1-11	2,020	22.0
200402020803	ダ	右	1700	晴	良	11:55	3歳未勝利		2004-8-8	2	函館	8	3歳未勝利	[指](馬齢)	10	1290	5	10	350	7	4	140	1	11.0	280	4.0	4-7	310	1	10=>4	4990	23	4-10-11	5930	19	1(2,9,12)(3,4,5)10(6,7)11-8	(*1,12)2,3(9,5)4,10(6,11,7)-8	(1,*12)5,3(2,10)4(9,8)(6,11)-7	(*12,5)(1,3,10)(4,2)-(6,9)(8,11)=7	7.1 - 11.2 - 12.1 - 13.1 - 13.3 - 13.1 - 13.0 - 12.8 - 13.1	7.1 - 18.3 - 30.4 - 43.5 - 56.8 - 69.9 - 82.9 - 95.7 - 108.8 (30.4-38.9)	4-10	1840.0	6.0	4-10	560	4.0	10-11	1,930	21.0	4-11	630	5.0
200402020804	芝	右	1200	晴	良	12:45	3歳未勝利		2004-8-8	2	函館	8	3歳未勝利	(混)[指](馬齢)	10	500	3	10	160	2	12	330	5	2.0	180	3.0	5-6	1510	7	10=>12	4390	13	2-10-12	4330	8			(*1,5,9)10,2(7,11,12)(14,16)(6,3)13(4,15)8	(1,*5,9,10)2(7,11,12)-(3,14)16(6,13)(8,4)15	12.4 - 10.9 - 11.5 - 11.9 - 12.2 - 11.9	12.4 - 23.3 - 34.8 - 46.7 - 58.9 - 70.8 (34.8-36.0)	10-12	3140.0	10.0	10-12	850	7.0	2-10	460	5.0	2-12	1,000	8.0
200402020805	ダ	右	1000	晴	良	13:15	3歳以上500万下		2004-8-8	2	函館	8	3歳以上500万下	(混)[指](別定)	2	410	3	2	130	3	6	120	1	9.0	170	4.0	2-5	430	2	2=>6	1160	4	2-6-9	1180	3			1(2,6)(7,9)3(8,12)4,11,10=5	1(2,6)(3,7)9(4,12)8(10,11)=5	12.3 - 10.8 - 11.7 - 12.0 - 12.4	12.3 - 23.1 - 34.8 - 46.8 - 59.2 (34.8-36.1)	2-6	500.0	2.0	2-6	210	2.0	2-9	600	7.0	6-9	350	4.0
200402020806	ダ	右	1700	晴	良	13:45	3歳以上500万下		2004-8-8	2	函館	8	3歳以上500万下	[指](別定)	11	770	4	11	320	7	13	280	5	7.0	300	6.0	7-8	1070	5	11=>13	5130	16	7-11-13	9160	41	13,11,4(3,10)(2,7)6(5,12)(1,8)9	13,11(4,10)3,7,2,6(5,12)(1,8)-9	(*13,11,7)(4,3,12)-(2,10)(6,8)1(5,9)	(*13,11)7-(4,3,12)-2(6,10,8,9)(5,1)	7.1 - 11.6 - 12.4 - 13.0 - 13.1 - 12.5 - 12.2 - 12.1 - 12.7	7.1 - 18.7 - 31.1 - 44.1 - 57.2 - 69.7 - 81.9 - 94.0 - 106.7 (31.1-37.0)	11-13	3010.0	11.0	11-13	960	11.0	7-11	1,500	26.0	7-13	1,180	17.0
200402020807	芝	右	1200	晴	良	14:15	3歳以上500万下		2004-8-8	2	函館	8	3歳以上500万下	(混)[指](別定)	6	340	2	6	200	3	13	330	5	11.0	1,470	10.0	4-7	1690	7	6=>13	3350	11	6-11-13	34770	78			8,13,14(1,3,7,10,11)(6,15)(5,9,12)4,2	(1,8,*13)(7,10,14,11)(3,6,15)(5,9,12,4)2	12.2 - 10.9 - 11.5 - 11.9 - 12.1 - 11.8	12.2 - 23.1 - 34.6 - 46.5 - 58.6 - 70.4 (34.6-35.8)	6-13	2100.0	6.0	6-13	710	6.0	6-11	3,480	31.0	11-13	7,510	49.0
200402020808	芝	右	2000	晴	良	14:50	3歳以上500万下		2004-8-8	2	函館	8	3歳以上500万下	(混)[指](別定)	11	640	3	11	140	3	5	120	2	7.0	110	1.0	5-8	630	3	11=>5	2080	7	5-7-11	510	1	(*9,11)(1,10,12)7(3,8)(2,4,5)6	(9,*11)12(1,10,7)(2,3,8,5)4,6	11(2,12)7(1,9)(8,5)(3,10,6)4	11(2,12,7,5)(1,9,8)6(4,10)3	12.9 - 11.8 - 12.6 - 12.4 - 12.8 - 13.1 - 12.7 - 11.8 - 12.0 - 11.8	12.9 - 24.7 - 37.3 - 49.7 - 62.5 - 75.6 - 88.3 - 100.1 - 112.1 - 123.9 (37.3-35.6)	5-11	840.0	3.0	5-11	250	3.0	7-11	230	2.0	5-7	220	1.0
200402020809	芝	右	1200	晴	良	15:25	函館2歳ステークス	G3	2004-8-8	2	函館	8	2歳オープン	(混)(特指)(馬齢)	6	1520	6	6	350	6	15	130	1	13.0	360	7.0	3-8	1920	8	6=>15	6540	22	6-13-15	8700	28			1(6,12,13)(4,15)(2,7,16)(5,9)(3,8,10,11,14)	1(6,13,15)(3,4,2)(16,9)(5,8)(7,12,11)14,10	12.1 - 10.7 - 11.5 - 11.8 - 12.0 - 12.3	12.1 - 22.8 - 34.3 - 46.1 - 58.1 - 70.4 (34.3-36.1)	6-15	2090.0	6.0	6-15	780	8.0	6-13	2,830	39.0	13-15	760	7.0
200402020810	芝	右	1800	晴	良	16:05	3歳以上500万下		2004-8-8	2	函館	8	3歳以上500万下	(特指)(別定)	5	1460	5	5	330	5	10	300	4	1.0	410	6.0	4-6	4630	13	5=>10	12280	30	1-5-10	17460	51	1,5-4(3,13)(8,10)12(2,11)(6,7,14)-9	1-5-(4,13)(3,8)10,12,11(2,6,7)14,9	(*1,5)(3,4,13)(8,10)(12,7)(6,11)2,14-9	(3,*1,5)4(8,10)(13,12,7)6,11,2-9,14	12.6 - 11.8 - 12.0 - 12.5 - 12.2 - 12.2 - 12.0 - 11.9 - 12.6	12.6 - 24.4 - 36.4 - 48.9 - 61.1 - 73.3 - 85.3 - 97.2 - 109.8 (36.4-36.5)	5-10	5440.0	16.0	5-10	1,250	12.0	1-5	1,920	21.0	1-10	2,040	23.0
